# Weather station Madrid / Cuatro Vientos (airport), Spain, WMO_ID=8223,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8223&lang=en
#
"Local time in Madrid / Cuatro Vientos (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.08.2020 19:00";"35.8";"700.6";"755.2";"";"18";"Wind blowing from the west";"5";"";"";"60%.";" ";"";"";"";"38.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"7.8";"No precipitation";"12";"";"";"";"";
"09.08.2020 13:00";"35.7";"703.3";"758.1";"";"20";"Wind blowing from the south-southwest";"7";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"9.3";"No precipitation";"6";"";"";"";"";
"09.08.2020 07:00";"24.4";"704.2";"761.2";"";"43";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"Cloud development not observed or not observable. ";"";"";"23.7";"";"";"";"";"";"";"30.0";"11.0";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"08.08.2020 19:00";"35.1";"703.9";"758.8";"";"25";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"Altostratus translucidus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"12.1";"No precipitation";"12";"";"";"";"";
"08.08.2020 13:00";"32.9";"706.4";"762.0";"";"27";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"25.0";"11.4";"No precipitation";"6";"";"";"";"";
"08.08.2020 07:00";"24.7";"706.3";"763.4";"";"45";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"24.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"Altocumulus castellanus or floccus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"12.0";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"21.0";"";"";
"07.08.2020 19:00";"37.4";"703.0";"757.6";"";"20";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"38.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"10.7";"No precipitation";"12";"";"";"";"";
"07.08.2020 13:00";"34.0";"705.0";"760.3";"";"25";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"11.2";"No precipitation";"6";"";"";"";"";
"07.08.2020 07:00";"25.4";"704.7";"761.5";"";"49";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"13.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"24.0";"";"";
"06.08.2020 19:00";"36.5";"701.7";"756.2";"";"20";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"9.9";"No precipitation";"12";"";"";"";"";
"06.08.2020 13:00";"33.8";"703.2";"758.2";"";"33";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"15.3";"No precipitation";"6";"";"";"";"";
"06.08.2020 07:00";"24.4";"702.9";"759.8";"";"47";"Wind blowing from the north-northeast";"2";"";"";"60%.";" ";"";"";"24.2";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"12.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"24.0";"";"";
"05.08.2020 19:00";"34.8";"700.1";"754.9";"";"19";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"30.0";"7.8";"No precipitation";"12";"";"";"";"";
"05.08.2020 13:00";"32.4";"701.7";"757.0";"";"30";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"12.6";"No precipitation";"6";"";"";"";"";
"05.08.2020 07:00";"21.0";"702.3";"759.9";"";"48";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"20.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"9.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"04.08.2020 19:00";"31.8";"700.9";"756.2";"";"27";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"10.5";"No precipitation";"12";"";"";"";"";
"04.08.2020 13:00";"29.0";"703.1";"759.2";"";"31";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"10.2";"No precipitation";"6";"";"";"";"";
"04.08.2020 07:00";"19.2";"703.8";"761.8";"";"54";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"30.0";"9.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"18.0";"";"";
"03.08.2020 19:00";"32.0";"700.9";"756.3";"";"21";"Wind blowing from the east-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"7.0";"No precipitation";"12";"";"";"";"";
"03.08.2020 13:00";"29.4";"703.0";"759.0";"";"31";"Wind blowing from the north-northeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"30.0";"10.5";"No precipitation";"6";"";"";"";"";
"03.08.2020 07:00";"20.0";"703.3";"761.2";"";"51";"Wind blowing from the north-northeast";"2";"";"";"60%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"9.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"19.0";"";"";
"02.08.2020 19:00";"32.3";"701.2";"756.4";"";"24";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";" ";"";"";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"9.2";"No precipitation";"12";"";"";"";"";
"02.08.2020 13:00";"32.9";"703.0";"758.4";"";"24";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"9.7";"No precipitation";"6";"";"";"";"";
"02.08.2020 07:00";"21.8";"703.6";"761.0";"";"58";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"30.0";"13.2";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"01.08.2020 19:00";"35.7";"702.9";"757.8";"";"15";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"30.0";"5.1";"No precipitation";"12";"";"";"";"";
"01.08.2020 13:00";"35.1";"704.2";"759.4";"";"9";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"30.0";"-2.5";"No precipitation";"6";"";"";"";"";
"01.08.2020 07:00";"23.8";"704.3";"761.5";"";"35";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"30.0";"7.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"31.07.2020 19:00";"37.3";"702.7";"757.3";"";"10";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"30.0";"0.6";"No precipitation";"12";"";"";"";"";
"31.07.2020 13:00";"34.8";"703.9";"759.0";"";"20";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"8.5";"No precipitation";"6";"";"";"";"";
"31.07.2020 07:00";"23.0";"703.6";"760.9";"";"49";"Wind blowing from the north";"1";"";"";"no clouds";"Cloud development not observed or not observable. ";"";"";"22.3";"";"";"";"";"";"";"30.0";"11.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"21.0";"";"";
"30.07.2020 19:00";"37.3";"700.1";"754.5";"";"12";"Wind blowing from the south-southwest";"8";"";"";"20–30%.";" ";"";"";"";"39.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"25.0";"3.1";"0.1";"12";"";"";"";"";
"30.07.2020 13:00";"35.2";"702.7";"757.6";"";"22";"Wind blowing from the south-east";"6";"";"";"50%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"25.0";"10.3";"0.1";"6";"";"";"";"";
"30.07.2020 07:00";"25.2";"703.1";"759.8";"";"48";"Wind blowing from the east-northeast";"1";"";"";"10%  or less, but not 0";"Clouds generally dissolving or becoming less developed. ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"13.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"24.0";"";"";
"29.07.2020 19:00";"36.9";"700.8";"755.2";"";"22";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"38.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"11.7";"No precipitation";"12";"";"";"";"";
"29.07.2020 13:00";"34.4";"702.9";"757.9";"";"27";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"12.7";"No precipitation";"6";"";"";"";"";
"29.07.2020 07:00";"25.0";"703.0";"759.8";"";"49";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"23.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"13.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"22.0";"";"";
"28.07.2020 19:00";"34.4";"701.5";"756.3";"";"30";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"36.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"14.3";"No precipitation";"12";"";"";"";"";
"28.07.2020 13:00";"32.0";"702.2";"757.6";"";"31";"Wind blowing from the west-southwest";"6";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"12.8";"No precipitation";"6";"";"";"";"";
"28.07.2020 07:00";"24.6";"702.7";"759.5";"";"48";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"30.0";"12.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"27.07.2020 19:00";"38.3";"701.1";"755.3";"";"16";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"";"40.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"8.1";"No precipitation";"12";"";"";"";"";
"27.07.2020 13:00";"35.8";"703.6";"758.5";"";"19";"Wind blowing from the south-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"8.6";"No precipitation";"6";"";"";"";"";
"27.07.2020 07:00";"25.4";"703.5";"760.3";"";"43";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"30.0";"11.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"23.0";"";"";
"26.07.2020 19:00";"37.7";"701.4";"755.8";"";"11";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"38.9";"";"";"";"";"";"30.0";"2.2";"No precipitation";"12";"";"";"";"";
"26.07.2020 13:00";"36.1";"703.2";"758.0";"";"14";"Wind blowing from the south-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"4.4";"No precipitation";"6";"";"";"";"";
"26.07.2020 07:00";"22.8";"702.8";"760.1";"";"40";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"30.0";"8.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"19.0";"";"";
"25.07.2020 19:00";"35.9";"700.5";"755.2";"";"13";"Wind blowing from the south-southwest";"5";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"30.0";"3.2";"No precipitation";"12";"";"";"";"";
"25.07.2020 13:00";"32.9";"702.7";"757.9";"";"26";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"10.9";"No precipitation";"6";"";"";"";"";
"25.07.2020 07:00";"22.4";"703.0";"760.4";"";"47";"Wind blowing from the north-northeast";"3";"";"";"no clouds";" ";"";"";"21.3";"";"";"";"";"";"";"30.0";"10.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"20.0";"";"";
"24.07.2020 19:00";"34.8";"700.6";"755.3";"";"25";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"37.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"11.9";"No precipitation";"12";"";"";"";"";
"24.07.2020 13:00";"34.0";"702.2";"757.3";"";"22";"Wind blowing from the south-southwest";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"9.3";"No precipitation";"6";"";"";"";"";
