# Weather station London City (airport), UK, METAR=EGLC,selection from 03.04.2020 till 01.09.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGLC&lang=en
#
"Local time in London City (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"28.08.2020 18:20";"15.0";"750.4";"750.8";"77";"Wind blowing from the north-northwest";"5";"";"";"";"Few clouds (10-30%) 630 m, broken clouds (60-90%) 1260 m, cumulonimbus clouds";"10.0 and more";"11.0";
"28.08.2020 17:50";"15.0";"750.4";"750.8";"82";"Wind blowing from the north-northwest";"3";"";"";"";"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1050 m";"10.0 and more";"12.0";
"28.08.2020 17:20";"16.0";"750.4";"750.8";"77";"Wind blowing from the north";"4";"";"";"";"Broken clouds (60-90%) 510 m, cumulus congestus of great vertical extent";"10.0 and more";"12.0";
"28.08.2020 16:50";"16.0";"750.4";"750.8";"77";"Wind blowing from the north";"4";"";"";"";"Scattered clouds (40-50%) 480 m, cumulonimbus clouds";"10.0 and more";"12.0";
"28.08.2020 16:20";"16.0";"749.7";"750.1";"77";"Wind blowing from the north";"5";"";"";"";"Few clouds (10-30%) 510 m, cumulonimbus clouds";"10.0 and more";"12.0";
"28.08.2020 15:50";"17.0";"749.7";"750.1";"73";"Wind blowing from the north";"5";"";"";"";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1470 m, cumulonimbus clouds";"10.0 and more";"12.0";
"28.08.2020 15:20";"18.0";"749.7";"750.1";"64";"Wind blowing from the north-west";"4";"";"";"";"Cumulonimbus clouds";"10.0 and more";"11.0";
"28.08.2020 14:50";"17.0";"749.7";"750.1";"68";"Wind blowing from the west-northwest";"4";"";"Light rain";"";"Cumulonimbus clouds";"10.0 and more";"11.0";
"28.08.2020 14:20";"17.0";"748.9";"749.3";"73";"Wind blowing from the north-west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"28.08.2020 13:50";"17.0";"748.9";"749.3";"77";"Wind blowing from the north";"3";"";"Light rain";"";"No Significant Clouds";"10.0 and more";"13.0";
"28.08.2020 13:20";"16.0";"748.9";"749.3";"77";"Wind blowing from the north-northwest";"4";"";"Light rain";"Rain";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 1230 m, cumulonimbus clouds";"10.0 and more";"12.0";
"28.08.2020 12:50";"19.0";"748.9";"749.3";"56";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 960 m, overcast (100%) 1170 m, cumulonimbus clouds";"10.0 and more";"10.0";
"28.08.2020 12:20";"20.0";"749.0";"749.3";"53";"Wind blowing from the west-southwest";"5";"";"";"";"Scattered clouds (40-50%) 1110 m, broken clouds (60-90%) 1440 m, cumulonimbus clouds";"10.0 and more";"10.0";
"28.08.2020 11:50";"19.0";"748.9";"749.3";"60";"Wind blowing from the west-southwest";"4";"";"";"";"Cumulonimbus clouds";"10.0 and more";"11.0";
"28.08.2020 11:20";"19.0";"748.9";"749.3";"60";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 1260 m, cumulonimbus clouds";"10.0 and more";"11.0";
"28.08.2020 10:50";"19.0";"748.9";"749.3";"60";"Wind blowing from the west";"4";"";"";"";"Scattered clouds (40-50%) 810 m, cumulonimbus clouds";"10.0 and more";"11.0";
"28.08.2020 10:20";"18.0";"749.7";"750.1";"68";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 690 m, cumulonimbus clouds";"10.0 and more";"12.0";
"28.08.2020 09:50";"18.0";"749.7";"750.1";"73";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"28.08.2020 09:20";"16.0";"749.7";"750.1";"83";"Wind blowing from the west";"4";"";"Light rain";"";"Scattered clouds (40-50%) 420 m, scattered clouds (40-50%) 660 m, broken clouds (60-90%) 1020 m, cumulus congestus of great vertical extent";"10.0 and more";"13.0";
"28.08.2020 08:50";"16.0";"749.7";"750.1";"83";"Wind blowing from the west-northwest";"4";"";"";"";"Broken clouds (60-90%) 390 m, cumulus congestus of great vertical extent";"10.0 and more";"13.0";
"28.08.2020 08:20";"17.0";"749.7";"750.1";"83";"Wind blowing from the west-southwest";"4";"";"";"";"Few clouds (10-30%) 330 m, broken clouds (60-90%) 900 m, cumulonimbus clouds";"10.0 and more";"14.0";
"28.08.2020 07:50";"16.0";"749.7";"750.1";"88";"Wind blowing from the west-southwest";"3";"";"";"";"Few clouds (10-30%) 270 m, scattered clouds (40-50%) 510 m, broken clouds (60-90%) 990 m";"10.0 and more";"14.0";
"28.08.2020 07:20";"15.0";"749.7";"750.1";"88";"Wind blowing from the west-southwest";"3";"";"";"";"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 420 m";"10.0 and more";"13.0";
"28.08.2020 06:50";"15.0";"749.7";"750.1";"88";"Wind blowing from the west";"2";"";"Light rain";"";"Scattered clouds (40-50%) 210 m";"10.0 and more";"13.0";
"28.08.2020 06:20";"15.0";"749.7";"750.1";"88";"variable wind direction";"2";"";"Light rain";"";"Few clouds (10-30%) 1260 m";"10.0 and more";"13.0";
"28.08.2020 05:50";"14.0";"749.7";"750.1";"94";"variable wind direction";"2";"";"Light rain";"";"Few clouds (10-30%) 1410 m, cumulus congestus of great vertical extent";"10.0 and more";"13.0";
"28.08.2020 05:20";"14.0";"749.7";"750.1";"94";"variable wind direction";"2";"";"Light rain";"";"No Significant Clouds";"10.0 and more";"13.0";
"28.08.2020 04:50";"14.0";"749.7";"750.1";"88";"Wind blowing from the west";"1";"";"";"";"Few clouds (10-30%) 270 m";"10.0 and more";"12.0";
"28.08.2020 04:20";"14.0";"750.4";"750.8";"88";"Wind blowing from the south-west";"3";"";"";"";"Few clouds (10-30%) 300 m";"10.0 and more";"12.0";
"28.08.2020 03:50";"14.0";"750.4";"750.8";"94";"Wind blowing from the south-west";"3";"";"";"";"Broken clouds (60-90%) 270 m";"10.0 and more";"13.0";
"28.08.2020 03:20";"15.0";"750.4";"750.8";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 240 m, overcast (100%) 360 m";"10.0 and more";"13.0";
"28.08.2020 02:50";"15.0";"750.4";"750.8";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 240 m, overcast (100%) 390 m";"10.0 and more";"13.0";
"28.08.2020 02:20";"15.0";"751.2";"751.6";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 240 m, overcast (100%) 810 m";"10.0 and more";"13.0";
"28.08.2020 01:50";"15.0";"751.2";"751.6";"88";"Wind blowing from the west-southwest";"3";"";"";"";"Scattered clouds (40-50%) 330 m, broken clouds (60-90%) 570 m, broken clouds (60-90%) 750 m";"10.0 and more";"13.0";
"28.08.2020 01:20";"15.0";"751.2";"751.6";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 540 m";"10.0 and more";"13.0";
"28.08.2020 00:50";"15.0";"751.2";"751.6";"88";"Wind blowing from the west-southwest";"4";"";"";"";"Broken clouds (60-90%) 210 m, overcast (100%) 420 m";"10.0 and more";"13.0";
"28.08.2020 00:20";"15.0";"751.2";"751.6";"88";"Wind blowing from the south-west";"4";"";"";"";"Broken clouds (60-90%) 240 m, overcast (100%) 450 m";"10.0 and more";"13.0";
"27.08.2020 23:50";"15.0";"751.2";"751.6";"88";"Wind blowing from the west-northwest";"3";"";"";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 600 m";"10.0 and more";"13.0";
"27.08.2020 23:20";"15.0";"751.9";"752.3";"88";"Wind blowing from the west-northwest";"4";"";"";"";"Scattered clouds (40-50%) 330 m";"10.0 and more";"13.0";
"27.08.2020 22:50";"16.0";"751.9";"752.3";"83";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 510 m";"10.0 and more";"13.0";
"27.08.2020 22:20";"16.0";"751.9";"752.3";"88";"Wind blowing from the west-northwest";"6";"";"";"";"Broken clouds (60-90%) 240 m, overcast (100%) 390 m";"10.0 and more";"14.0";
"27.08.2020 21:50";"16.0";"751.9";"752.3";"88";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 210 m, overcast (100%) 450 m";"10.0 and more";"14.0";
"27.08.2020 21:20";"16.0";"751.2";"751.6";"88";"Wind blowing from the west";"7";"";"";"";"Scattered clouds (40-50%) 240 m, broken clouds (60-90%) 510 m, broken clouds (60-90%) 630 m";"10.0 and more";"14.0";
"27.08.2020 20:50";"16.0";"751.2";"751.6";"94";"Wind blowing from the west-northwest";"5";"";"";"";"Broken clouds (60-90%) 330 m, overcast (100%) 780 m";"10.0 and more";"15.0";
"27.08.2020 20:20";"16.0";"751.2";"751.6";"94";"Wind blowing from the west-northwest";"5";"";"";"";"Overcast (100%) 210 m";"10.0 and more";"15.0";
"27.08.2020 19:50";"16.0";"750.4";"750.8";"94";"Wind blowing from the north-west";"4";"";"Light rain";"";"Broken clouds (60-90%) 150 m, broken clouds (60-90%) 270 m";"10.0 and more";"15.0";
"27.08.2020 19:20";"16.0";"750.4";"750.8";"94";"Wind blowing from the east-northeast";"4";"";"Light rain";"Rain";"Broken clouds (60-90%) 120 m, overcast (100%) 900 m, cumulonimbus clouds";"7.0";"15.0";
"27.08.2020 18:50";"16.0";"750.4";"750.8";"94";"Wind blowing from the east-northeast";"6";"";"Heavy rain";"Shower(s), hail, shower(s), rain";"Scattered clouds (40-50%) 150 m, broken clouds (60-90%) 330 m, broken clouds (60-90%) 630 m, cumulonimbus clouds";"2.6";"15.0";
"27.08.2020 18:20";"16.0";"750.4";"750.8";"94";"Wind blowing from the east";"5";"";"Heavy rain";"";"Broken clouds (60-90%) 180 m, broken clouds (60-90%) 450 m, overcast (100%) 1230 m, cumulonimbus clouds";"1.9";"15.0";
"27.08.2020 17:50";"16.0";"751.2";"751.6";"88";"Wind blowing from the east-southeast";"7";"";"Light rain";"";"Broken clouds (60-90%) 300 m, overcast (100%) 480 m, cumulonimbus clouds";"5.0";"14.0";
"27.08.2020 17:20";"16.0";"751.9";"752.3";"88";"Wind blowing from the east-southeast";"7";"";"Light rain";"";"Broken clouds (60-90%) 330 m, overcast (100%) 900 m";"10.0 and more";"14.0";
"27.08.2020 16:50";"16.0";"752.7";"753.1";"88";"Wind blowing from the east-southeast";"7";"";"Light rain";"Rain";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 540 m, overcast (100%) 1110 m, cumulonimbus clouds";"10.0 and more";"14.0";
"27.08.2020 16:20";"16.0";"754.2";"754.6";"88";"Wind blowing from the east-southeast";"5";"";"Light rain";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 810 m, broken clouds (60-90%) 930 m, cumulonimbus clouds";"10.0 and more";"14.0";
"27.08.2020 15:50";"17.0";"754.2";"754.6";"83";"Wind blowing from the east-southeast";"5";"";"Light rain";"";"Scattered clouds (40-50%) 720 m, scattered clouds (40-50%) 1050 m, broken clouds (60-90%) 1470 m, cumulus congestus of great vertical extent";"8.0";"14.0";
"27.08.2020 15:20";"17.0";"755.0";"755.4";"77";"Wind blowing from the east-southeast";"4";"";"Light rain";"Rain";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 990 m, broken clouds (60-90%) 1290 m, cumulonimbus clouds";"9.0";"13.0";
"27.08.2020 14:50";"17.0";"755.8";"756.2";"73";"Wind blowing from the south-southeast";"4";"";"Light rain";"";"Few clouds (10-30%) 1050 m, broken clouds (60-90%) 1440 m, cumulonimbus clouds";"10.0 and more";"12.0";
"27.08.2020 14:20";"18.0";"755.8";"756.2";"73";"Wind blowing from the south-east";"5";"";"Light rain";"";"Few clouds (10-30%) 960 m, scattered clouds (40-50%) 1380 m, cumulus congestus of great vertical extent";"10.0 and more";"13.0";
"27.08.2020 13:50";"18.0";"756.5";"756.9";"64";"Wind blowing from the south-southeast";"4";"";"Light rain";"";"Cumulus congestus of great vertical extent";"10.0 and more";"11.0";
"27.08.2020 13:20";"19.0";"757.3";"757.7";"60";"Wind blowing from the south";"4";"";"Light rain";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 12:50";"19.0";"757.8";"758.2";"60";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 1110 m";"10.0 and more";"11.0";
"27.08.2020 12:20";"19.0";"757.8";"758.2";"60";"Wind blowing from the south";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 11:50";"19.0";"758.6";"759.0";"60";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 1080 m";"10.0 and more";"11.0";
"27.08.2020 11:20";"19.0";"758.6";"759.0";"60";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 1410 m";"10.0 and more";"11.0";
"27.08.2020 10:50";"19.0";"758.6";"759.0";"60";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 10:20";"19.0";"759.3";"759.7";"60";"Wind blowing from the south";"4";"";"";"";"Scattered clouds (40-50%) 960 m";"10.0 and more";"11.0";
"27.08.2020 09:50";"19.0";"759.3";"759.7";"60";"Wind blowing from the south-southwest";"4";"";"";"";"Broken clouds (60-90%) 960 m, broken clouds (60-90%) 1410 m";"10.0 and more";"11.0";
"27.08.2020 09:20";"19.0";"760.1";"760.5";"56";"Wind blowing from the west-southwest";"4";"";"";"";"Scattered clouds (40-50%) 960 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1470 m";"10.0 and more";"10.0";
"27.08.2020 08:50";"18.0";"760.1";"760.5";"64";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 960 m, broken clouds (60-90%) 1320 m";"10.0 and more";"11.0";
"27.08.2020 08:20";"18.0";"760.1";"760.5";"60";"Wind blowing from the south-west";"3";"";"";"";"Scattered clouds (40-50%) 960 m";"10.0 and more";"10.0";
"27.08.2020 07:50";"17.0";"760.1";"760.5";"68";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 07:20";"16.0";"760.1";"760.5";"72";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 1440 m";"10.0 and more";"11.0";
"27.08.2020 06:50";"15.0";"760.8";"761.2";"77";"Wind blowing from the south-west";"3";"";"";"";"Scattered clouds (40-50%) 1410 m";"10.0 and more";"11.0";
"27.08.2020 06:20";"15.0";"761.6";"762.0";"77";"Wind blowing from the west-southwest";"3";"";"";"";"Scattered clouds (40-50%) 1410 m";"10.0 and more";"11.0";
"27.08.2020 05:50";"15.0";"761.6";"762.0";"77";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 05:20";"15.0";"760.8";"761.2";"77";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 04:50";"15.0";"761.6";"762.0";"77";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 04:20";"15.0";"761.6";"762.0";"77";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 03:50";"15.0";"761.6";"762.0";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 03:20";"15.0";"762.4";"762.8";"77";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 02:50";"15.0";"762.4";"762.8";"77";"Wind blowing from the west-southwest";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 02:20";"15.0";"762.4";"762.8";"77";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 01:50";"15.0";"762.4";"762.8";"77";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 01:20";"16.0";"762.4";"762.8";"72";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 00:50";"16.0";"762.4";"762.8";"72";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"27.08.2020 00:20";"17.0";"763.1";"763.5";"68";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 23:50";"17.0";"763.1";"763.5";"68";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 23:20";"17.0";"763.1";"763.5";"68";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 22:50";"17.0";"763.1";"763.5";"68";"Wind blowing from the west-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 22:20";"18.0";"763.1";"763.5";"64";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 21:50";"18.0";"763.1";"763.5";"64";"Wind blowing from the west";"4";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 21:20";"19.0";"763.1";"763.5";"60";"Wind blowing from the west";"4";"";"";"";"Few clouds (10-30%) 1260 m";"10.0 and more";"11.0";
"26.08.2020 20:50";"19.0";"763.1";"763.5";"60";"Wind blowing from the west-southwest";"3";"";"";"";"Broken clouds (60-90%) 1230 m";"10.0 and more";"11.0";
"26.08.2020 20:20";"19.0";"762.4";"762.8";"60";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 19:50";"19.0";"762.4";"762.8";"60";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 19:20";"20.0";"762.4";"762.8";"56";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 18:50";"20.0";"762.4";"762.8";"53";"Wind blowing from the west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"26.08.2020 18:20";"21.0";"762.4";"762.8";"50";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"26.08.2020 17:50";"21.0";"762.4";"762.8";"53";"Wind blowing from the west";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 17:20";"21.0";"762.4";"762.8";"53";"Wind blowing from the west-northwest";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 16:50";"21.0";"761.6";"762.0";"50";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"26.08.2020 16:20";"21.0";"761.6";"762.0";"53";"Wind blowing from the west";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"26.08.2020 15:50";"22.0";"761.6";"762.0";"50";"Wind blowing from the west";"6";"";"";"";"Few clouds (10-30%) 1440 m";"10.0 and more";"11.0";
"26.08.2020 15:20";"22.0";"761.6";"762.0";"50";"Wind blowing from the west-northwest";"6";"";"";"";"Scattered clouds (40-50%) 1470 m";"10.0 and more";"11.0";
"26.08.2020 14:50";"22.0";"761.6";"762.0";"47";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"10.0";
"26.08.2020 14:20";"22.0";"760.8";"761.2";"50";"Wind blowing from the west";"6";"";"";"";"Broken clouds (60-90%) 1290 m";"10.0 and more";"11.0";
"26.08.2020 13:50";"21.0";"760.8";"761.2";"53";"Wind blowing from the west-northwest";"6";"";"";"";"Broken clouds (60-90%) 1290 m";"10.0 and more";"11.0";
"26.08.2020 13:20";"21.0";"760.8";"761.2";"50";"Wind blowing from the west";"7";"";"";"";"Overcast (100%) 1260 m";"10.0 and more";"10.0";
"26.08.2020 12:50";"21.0";"760.1";"760.5";"53";"Wind blowing from the west";"7";"";"";"";"Overcast (100%) 1260 m";"10.0 and more";"11.0";
"26.08.2020 12:20";"21.0";"760.1";"760.5";"53";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 1260 m";"10.0 and more";"11.0";
"26.08.2020 11:50";"21.0";"760.1";"760.5";"53";"Wind blowing from the west";"7";"";"";"";"Broken clouds (60-90%) 1200 m";"10.0 and more";"11.0";
"26.08.2020 11:20";"21.0";"759.3";"759.7";"53";"Wind blowing from the west";"8";"";"";"";"Broken clouds (60-90%) 1170 m";"10.0 and more";"11.0";
"26.08.2020 10:50";"20.0";"759.3";"759.7";"56";"Wind blowing from the west";"8";"";"";"";"Broken clouds (60-90%) 1170 m";"10.0 and more";"11.0";
"26.08.2020 10:20";"20.0";"758.6";"759.0";"53";"Wind blowing from the west";"10";"";"";"";"Broken clouds (60-90%) 1110 m";"10.0 and more";"10.0";
"26.08.2020 09:50";"19.0";"758.6";"759.0";"60";"Wind blowing from the west";"9";"";"";"";"Broken clouds (60-90%) 1080 m";"10.0 and more";"11.0";
"26.08.2020 09:20";"19.0";"757.8";"758.2";"56";"Wind blowing from the west";"9";"";"";"";"Broken clouds (60-90%) 1050 m";"10.0 and more";"10.0";
"26.08.2020 08:50";"19.0";"757.8";"758.2";"56";"Wind blowing from the west";"10";"15";"";"";"Broken clouds (60-90%) 1020 m";"10.0 and more";"10.0";
"26.08.2020 08:20";"18.0";"757.3";"757.7";"60";"Wind blowing from the west";"10";"";"";"";"Broken clouds (60-90%) 1020 m";"10.0 and more";"10.0";
"26.08.2020 07:50";"18.0";"756.5";"756.9";"60";"Wind blowing from the west";"11";"";"";"";"Scattered clouds (40-50%) 1110 m";"10.0 and more";"10.0";
"26.08.2020 07:20";"17.0";"756.5";"756.9";"68";"Wind blowing from the west";"8";"";"";"";"Broken clouds (60-90%) 930 m";"10.0 and more";"11.0";
"26.08.2020 06:50";"17.0";"755.8";"756.2";"64";"Wind blowing from the west";"8";"13";"";"";"Scattered clouds (40-50%) 960 m, scattered clouds (40-50%) 1140 m";"10.0 and more";"10.0";
"26.08.2020 06:20";"17.0";"755.8";"756.2";"64";"Wind blowing from the west";"9";"";"";"";"Broken clouds (60-90%) 990 m";"10.0 and more";"10.0";
