"# Weather station Lisbon, Portugal, WMO_ID=8579,selection from 03.04.2020 till 01.09.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=8579&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Lisbon,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.08.2020 00:00,21.3,748.5,757.5,-0.1,91,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,19.7,No precipitation,6,,,,
19.08.2020 23:00,21.4,748.6,757.6,0.2,89,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,19.5,No precipitation,1,,,,
19.08.2020 22:00,21.6,748.6,757.6,0.0,87,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,19.4,No precipitation,1,,,,
19.08.2020 21:00,21.5,748.6,757.6,0.0,88,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,19.4,No precipitation,12,,,,
19.08.2020 20:00,21.7,748.4,757.4,-0.4,86,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,19.2,No precipitation,1,,,,
19.08.2020 19:00,22.0,748.6,757.6,-0.3,83,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,18.9,No precipitation,1,,,,
19.08.2020 18:00,22.7,748.6,757.6,-0.4,79,Wind blowing from the west-southwest,5,,,, ,,,,26.3,,,,,,,18.9,No precipitation,12,,,,
19.08.2020 17:00,24.2,748.8,757.6,-0.7,71,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,18.5,No precipitation,1,,,,
19.08.2020 16:00,25.2,748.9,757.7,,65,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
19.08.2020 15:00,25.6,749.0,757.8,-1.2,59,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,17.1,No precipitation,1,,,,
19.08.2020 14:00,25.3,749.5,758.2,-0.8,60,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
19.08.2020 13:00,25.8,,,,60,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,17.4,No precipitation,1,,,,
19.08.2020 12:00,24.8,750.2,759.0,0.1,62,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,17.0,No precipitation,6,,,,
19.08.2020 11:00,24.9,750.3,759.1,,60,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
19.08.2020 10:00,24.1,750.3,759.1,0.2,65,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
19.08.2020 09:00,22.9,750.1,759.0,,69,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
19.08.2020 07:00,21.1,750.1,759.1,,80,Wind blowing from the south,2,,,, ,,,,,,,,,,,17.5,No precipitation,1,,,,
19.08.2020 01:00,20.4,752.0,761.1,-0.8,86,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,18.0,No precipitation,1,,,,
19.08.2020 00:00,20.0,752.3,761.4,-0.6,91,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,18.5,No precipitation,6,,,,
18.08.2020 23:00,20.1,752.5,761.7,-0.2,90,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,18.4,No precipitation,1,,,,
18.08.2020 22:00,20.3,752.8,761.8,0.5,88,Wind blowing from the west,3,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
18.08.2020 21:00,21.0,752.9,762.0,0.6,84,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,18.2,No precipitation,12,,,,
18.08.2020 20:00,21.6,752.7,761.8,0.4,79,Wind blowing from the west,3,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
18.08.2020 19:00,23.2,752.3,761.3,-0.1,71,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
18.08.2020 18:00,25.6,752.3,761.2,-0.2,59,Wind blowing from the north-west,5,,,, ,,,,29.2,,,,,,,16.9,No precipitation,12,,,,
18.08.2020 17:00,27.5,752.3,761.1,-0.7,50,Wind blowing from the west,4,,,, ,,,,,,,,,,,16.1,No precipitation,1,,,,
18.08.2020 16:00,26.6,752.4,761.2,-0.9,59,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,17.9,No precipitation,1,,,,
18.08.2020 15:00,27.0,752.5,761.3,-1.2,57,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
18.08.2020 14:00,27.8,753.0,761.8,-1.0,53,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,17.2,No precipitation,1,,,,
18.08.2020 13:00,27.5,753.3,762.1,-0.7,54,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,17.4,No precipitation,1,,,,
18.08.2020 12:00,26.2,753.7,762.5,,57,Wind blowing from the west,3,,,, ,,,,,,,,,,,17.0,No precipitation,6,,,,
18.08.2020 11:00,25.1,754.0,762.9,,66,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
18.08.2020 10:00,23.2,754.0,763.0,,75,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,18.4,No precipitation,1,,,,
17.08.2020 23:00,21.0,754.4,763.6,0.1,85,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.4,No precipitation,1,,,,
17.08.2020 22:00,21.1,754.7,763.8,0.6,84,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
17.08.2020 21:00,21.7,754.8,763.9,0.8,80,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,18.1,No precipitation,12,,,,
17.08.2020 20:00,22.2,754.3,763.4,0.3,79,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,18.3,No precipitation,1,,,,
17.08.2020 19:00,23.4,754.1,763.1,0.1,73,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
17.08.2020 18:00,24.6,754.0,762.9,0.2,66,Wind blowing from the west-northwest,5,,,, ,,,,27.8,,,,,,,17.8,No precipitation,12,,,,
17.08.2020 17:00,25.1,754.0,763.0,-0.3,66,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,18.2,No precipitation,1,,,,
17.08.2020 16:00,26.3,754.0,762.9,-0.2,59,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,17.7,No precipitation,1,,,,
17.08.2020 15:00,26.6,753.8,762.7,-0.4,63,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,18.9,No precipitation,1,,,,
17.08.2020 14:00,26.2,754.3,763.1,-0.1,64,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,18.8,No precipitation,1,,,,
17.08.2020 13:00,25.7,754.2,763.0,-0.3,66,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,18.9,No precipitation,1,,,,
17.08.2020 12:00,26.5,754.2,763.0,-0.2,60,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.0,No precipitation,6,,,,
17.08.2020 11:00,25.1,754.4,763.3,,68,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,18.7,No precipitation,1,,,,
17.08.2020 10:00,25.0,754.5,763.3,0.5,62,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,17.1,No precipitation,1,,,,
17.08.2020 09:00,24.0,754.4,763.3,,68,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
17.08.2020 07:00,20.6,754.0,763.0,,87,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.3,No precipitation,1,,,,
17.08.2020 00:00,20.4,754.7,763.8,-0.2,92,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,19.0,No precipitation,6,,,,
16.08.2020 23:00,20.5,754.7,763.9,0.1,92,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,19.2,No precipitation,1,,,,
16.08.2020 22:00,21.0,754.9,764.1,0.6,87,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,18.8,No precipitation,1,,,,
16.08.2020 21:00,21.0,754.9,763.9,0.6,87,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,18.7,No precipitation,12,,,,
16.08.2020 20:00,21.5,754.6,763.7,0.1,80,Wind blowing from the west,5,,,, ,,,,,,,,,,,17.9,No precipitation,1,,,,
16.08.2020 19:00,22.7,754.3,763.4,-0.2,69,Wind blowing from the west,4,,,, ,,,,,,,,,,,16.7,No precipitation,1,,,,
16.08.2020 18:00,23.6,754.3,763.3,-0.3,56,Wind blowing from the west-northwest,5,,,, ,,,,26.4,,,,,,,14.2,No precipitation,12,,,,
16.08.2020 17:00,24.7,754.5,763.4,-0.4,53,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,14.5,No precipitation,1,,,,
16.08.2020 16:00,25.9,754.5,763.3,-0.5,44,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,12.8,No precipitation,1,,,,
16.08.2020 15:00,25.7,754.6,763.4,-0.6,49,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
16.08.2020 14:00,25.6,754.9,763.8,-0.5,47,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
16.08.2020 13:00,26.0,755.0,763.9,-0.5,46,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
16.08.2020 12:00,25.4,755.2,764.1,,49,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,13.8,No precipitation,6,,,,
16.08.2020 11:00,25.2,755.4,764.2,,48,Wind blowing from the west,3,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
16.08.2020 10:00,23.2,755.5,764.4,,51,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.6,No precipitation,1,,,,
16.08.2020 03:00,17.9,754.4,763.6,-0.6,87,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
16.08.2020 01:00,18.3,754.7,763.9,-0.4,87,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,16.0,No precipitation,1,,,,
16.08.2020 00:00,18.5,755.0,764.2,-0.2,85,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.9,No precipitation,6,,,,
15.08.2020 23:00,18.7,754.9,764.2,0.0,83,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
15.08.2020 22:00,19.0,755.1,764.2,0.5,81,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
15.08.2020 21:00,19.5,755.2,764.3,,78,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,15.5,No precipitation,12,,,,
15.08.2020 20:00,20.0,754.9,764.0,0.8,74,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
15.08.2020 19:00,21.0,754.6,763.6,0.4,66,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,14.3,No precipitation,1,,,,
15.08.2020 17:00,24.2,754.1,763.0,-0.4,54,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
15.08.2020 16:00,25.3,754.2,763.0,-0.3,45,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,12.5,No precipitation,1,,,,
15.08.2020 15:00,24.6,754.3,763.2,,50,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
15.08.2020 14:00,25.2,754.5,763.3,-0.4,47,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
15.08.2020 13:00,24.8,754.5,763.3,-0.4,49,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.4,No precipitation,1,,,,
15.08.2020 12:00,24.0,,,,52,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,13.5,No precipitation,6,,,,
15.08.2020 11:00,23.5,754.9,763.8,,56,Wind blowing from the west,4,,,, ,,,,,,,,,,,14.2,No precipitation,1,,,,
15.08.2020 10:00,22.3,754.9,763.9,0.7,58,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
15.08.2020 09:00,22.1,754.8,763.7,,60,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
15.08.2020 07:00,18.9,754.2,763.3,,80,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
15.08.2020 01:00,17.8,754.4,763.6,-0.4,85,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,15.2,No precipitation,1,,,,
15.08.2020 00:00,18.1,754.7,763.9,0.1,84,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.4,No precipitation,6,,,,
14.08.2020 23:00,18.5,754.6,763.8,0.6,82,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
14.08.2020 22:00,18.9,754.8,763.9,1.1,79,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
14.08.2020 21:00,19.4,754.6,763.7,1.1,77,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.2,No precipitation,12,,,,
14.08.2020 20:00,20.0,754.0,763.2,0.6,74,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
14.08.2020 19:00,21.3,753.7,762.8,0.3,66,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.6,No precipitation,1,,,,
14.08.2020 18:00,23.3,753.5,762.4,0.1,55,Wind blowing from the north-west,6,,,, ,,,,27.8,,,,,,,13.7,No precipitation,12,,,,
14.08.2020 17:00,24.6,753.4,762.2,-0.2,43,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,11.1,No precipitation,1,,,,
14.08.2020 16:00,25.6,753.4,762.2,-0.3,44,Wind blowing from the north-northwest,7,,,, ,,,,,,,,,,,12.4,No precipitation,1,,,,
14.08.2020 15:00,26.8,753.4,762.1,-0.5,39,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,11.6,No precipitation,1,,,,
14.08.2020 14:00,26.7,753.6,762.4,-0.7,38,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,11.4,No precipitation,1,,,,
14.08.2020 13:00,26.3,753.7,762.5,-0.6,41,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,12.1,No precipitation,1,,,,
14.08.2020 12:00,26.0,753.9,762.7,,45,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.3,No precipitation,6,,,,
14.08.2020 11:00,24.5,754.3,763.1,0.0,51,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,13.7,No precipitation,1,,,,
14.08.2020 10:00,23.6,754.3,763.2,,57,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,14.5,No precipitation,1,,,,
14.08.2020 08:00,20.0,754.3,763.3,,75,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.4,No precipitation,1,,,,
14.08.2020 03:00,17.0,754.0,763.3,-0.9,86,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
14.08.2020 01:00,17.8,754.6,763.9,-0.4,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.4,No precipitation,1,,,,
14.08.2020 00:00,18.0,754.9,764.2,0.0,82,Wind blowing from the north,2,,,, ,,,,,,,,,,,14.8,No precipitation,6,,,,
13.08.2020 23:00,18.5,754.9,764.2,0.2,83,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.5,No precipitation,1,,,,
13.08.2020 22:00,18.9,755.0,764.2,0.7,81,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
13.08.2020 21:00,19.2,754.9,764.2,1.0,79,Wind blowing from the north,2,,,, ,,,,,,,,,,,15.5,No precipitation,12,,,,
13.08.2020 20:00,20.4,754.7,763.9,0.9,66,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
13.08.2020 19:00,22.3,754.3,763.3,,58,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.6,No precipitation,1,,,,
13.08.2020 18:00,24.0,753.9,762.8,,53,Wind blowing from the north-northwest,4,,,, ,,,,28.5,,,,,,,13.7,No precipitation,12,,,,
13.08.2020 17:00,24.6,753.8,762.7,,48,Wind blowing from the north-northwest,6,,,, ,,,,,,,,,,,12.7,No precipitation,1,,,,
13.08.2020 12:00,27.3,754.6,763.4,0.1,43,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.7,No precipitation,6,,,,
13.08.2020 11:00,25.4,754.8,763.6,0.6,46,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,13.0,No precipitation,1,,,,
13.08.2020 10:00,24.2,754.6,763.6,0.5,53,Wind blowing from the north,4,,,, ,,,,,,,,,,,13.9,No precipitation,1,,,,
13.08.2020 09:00,21.8,754.5,763.4,0.6,62,Wind blowing from the north,5,,,, ,,,,,,,,,,,14.2,,,,,,
13.08.2020 08:00,20.2,754.2,763.2,0.5,71,Wind blowing from the north,5,,,, ,,,,,,,,,,,14.8,No precipitation,1,,,,
13.08.2020 07:00,18.7,754.1,763.3,0.4,79,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.9,No precipitation,1,,,,
13.08.2020 06:00,17.3,753.9,763.1,0.2,84,Wind blowing from the north,4,,,, ,,,17.1,,,,,,,,14.6,,,,,,
13.08.2020 05:00,17.2,753.7,763.0,-0.1,84,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.5,,,,,,
13.08.2020 04:00,17.6,753.7,762.9,-0.4,83,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.7,,,,,,
13.08.2020 03:00,17.7,753.7,762.9,-0.6,83,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.8,,,,,,
13.08.2020 02:00,17.6,753.8,763.0,-0.2,83,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.7,,,,,,
13.08.2020 01:00,17.6,754.1,763.3,0.2,82,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.5,,,,,,
13.08.2020 00:00,18.1,754.3,763.5,0.9,77,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.0,No precipitation,6,,,,
12.08.2020 23:00,18.5,754.0,763.2,0.9,74,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.8,No precipitation,1,,,,
12.08.2020 22:00,18.9,753.9,763.0,1.1,77,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,14.7,No precipitation,1,,,,
12.08.2020 21:00,19.3,753.4,762.6,0.7,77,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.2,,,,,,
12.08.2020 20:00,19.7,753.1,762.3,0.3,80,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
12.08.2020 19:00,20.8,752.8,762.0,0.0,78,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.8,No precipitation,1,,,,
12.08.2020 18:00,21.8,752.7,761.7,-0.3,76,Wind blowing from the north-northwest,5,,,, ,,,,25.4,,,,,,,17.4,0.1,12,,,,
12.08.2020 17:00,22.8,752.8,761.7,-0.4,72,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,17.5,No precipitation,1,,,,
12.08.2020 16:00,23.4,752.8,761.8,-0.4,67,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
12.08.2020 15:00,24.0,753.0,761.8,-0.4,65,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,17.0,No precipitation,1,,,,
12.08.2020 14:00,24.7,753.2,762.1,-0.1,65,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,17.7,No precipitation,1,,,,
12.08.2020 13:00,23.4,753.2,762.1,0.1,72,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,18.1,No precipitation,1,,,,
12.08.2020 12:00,23.1,753.4,762.3,0.6,73,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,18.0,0.1,6,,,,
12.08.2020 11:00,22.9,753.3,762.2,0.8,77,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,18.7,No precipitation,1,,,,
12.08.2020 10:00,21.9,753.1,762.1,0.9,82,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,18.6,No precipitation,1,,,,
12.08.2020 09:00,19.9,752.8,761.8,0.9,91,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,18.3,No precipitation,1,,,,
12.08.2020 08:00,19.1,752.5,761.5,0.8,96,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.5,0.1,1,,,,
12.08.2020 07:00,18.9,752.2,761.3,0.6,95,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.1,No precipitation,1,,,,
12.08.2020 06:00,18.5,751.9,761.1,0.3,95,Wind blowing from the north-west,2,,,, ,,,18.4,,,,,,,,17.7,,,,,,
12.08.2020 05:00,19.1,751.7,760.9,0.2,93,Wind blowing from the west,2,,,, ,,,,,,,,,,,17.9,,,,,,
12.08.2020 04:00,19.1,751.6,760.7,-0.2,89,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,17.2,,,,,,
12.08.2020 03:00,19.0,751.6,760.8,-0.1,91,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,17.4,No precipitation,1,,,,
12.08.2020 02:00,18.9,751.5,760.6,-0.1,93,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,17.7,,,,,,
12.08.2020 01:00,19.0,751.8,760.9,0.2,93,Wind blowing from the west,3,,,, ,,,,,,,,,,,17.9,0.1,1,,,,
12.08.2020 00:00,19.0,751.7,760.9,0.1,91,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,17.5,0.1,6,,,,
11.08.2020 23:00,19.6,751.6,760.7,0.3,89,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,17.8,No precipitation,1,,,,
11.08.2020 22:00,19.5,751.6,760.8,0.8,87,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,17.2,No precipitation,1,,,,
11.08.2020 21:00,20.1,751.6,760.7,0.9,83,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,17.1,No precipitation,12,,,,
11.08.2020 20:00,20.2,751.3,760.3,0.6,85,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,17.6,No precipitation,1,,,,
11.08.2020 19:00,20.2,750.8,759.9,0.4,84,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,17.4,No precipitation,1,,,,
11.08.2020 18:00,21.0,750.7,759.7,0.3,79,Wind blowing from the north-west,4,,,, ,,,,25.7,,,,,,,17.2,No precipitation,12,,,,
11.08.2020 17:00,21.3,750.7,759.7,0.0,74,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
11.08.2020 16:00,22.8,750.4,759.4,-0.3,68,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
11.08.2020 15:00,25.1,750.4,759.1,-0.2,59,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
11.08.2020 14:00,24.9,750.7,759.4,0.2,59,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,16.3,No precipitation,1,,,,
11.08.2020 13:00,24.2,750.7,759.6,0.3,60,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
11.08.2020 12:00,24.2,750.6,759.4,0.4,59,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.7,No precipitation,6,,,,
11.08.2020 11:00,24.4,750.5,759.4,0.3,60,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
11.08.2020 10:00,22.8,750.4,759.3,0.5,66,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,16.2,No precipitation,1,,,,
11.08.2020 09:00,21.6,750.2,759.2,0.4,73,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,16.6,No precipitation,1,,,,
11.08.2020 08:00,21.1,750.2,759.1,0.8,75,Wind blowing from the north-west,2,,,, ,,,,,,,,,,,16.5,No precipitation,1,,,,
11.08.2020 07:00,19.9,749.9,759.0,0.6,81,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,16.5,,,,,,
11.08.2020 06:00,19.5,749.8,758.9,0.3,81,Wind blowing from the west-northwest,2,,,, ,,,19.1,,,,,,,,16.1,,,,,,
11.08.2020 05:00,19.3,749.4,758.5,-0.1,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.0,,,,,,
11.08.2020 04:00,19.5,749.3,758.4,-0.8,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.1,,,,,,
11.08.2020 03:00,19.2,749.5,758.5,-0.7,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.9,,,,,,
11.08.2020 02:00,19.3,749.5,758.6,-0.9,82,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.1,,,,,,
11.08.2020 01:00,19.4,750.1,759.2,-0.6,80,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.9,,,,,,
11.08.2020 00:00,19.4,750.2,759.3,-0.1,81,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.1,No precipitation,6,,,,
10.08.2020 23:00,19.1,750.4,759.4,0.6,82,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
10.08.2020 22:00,19.4,750.7,759.8,1.0,79,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
10.08.2020 21:00,19.5,750.3,759.4,0.8,80,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.9,No precipitation,12,,,,
10.08.2020 20:00,20.0,749.8,758.9,0.2,76,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.6,No precipitation,1,,,,
10.08.2020 19:00,20.9,749.7,758.7,0.1,73,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.8,No precipitation,1,,,,
10.08.2020 18:00,23.7,749.5,758.5,-0.2,62,Wind blowing from the north,4,,,, ,,,,,,,,,,,16.0,No precipitation,12,,,,
10.08.2020 17:00,25.0,749.6,758.3,-0.5,56,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
10.08.2020 16:00,25.5,749.6,758.5,-1.0,55,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.7,No precipitation,1,,,,
10.08.2020 15:00,27.0,749.7,758.5,-1.2,48,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.1,No precipitation,1,,,,
10.08.2020 14:00,27.0,750.1,758.9,,49,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
10.08.2020 13:00,27.0,750.6,759.3,-0.7,49,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.3,No precipitation,1,,,,
10.08.2020 12:00,24.7,750.9,759.7,-0.4,59,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,16.1,No precipitation,6,,,,
10.08.2020 10:00,20.5,751.3,760.3,0.1,75,Wind blowing from the north,4,,,, ,,,,,,,,,,,15.9,No precipitation,1,,,,
