,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action 11,Action 12,Action 13,Action 14,Action 15,Action 16,Action 17,Action 18,Action 19,Action 20,Action to Next Point
2499,1,1,2,-1,-1,-1,1,2,2,2,0,-2,-2,0,1,3,2,2,-2,-1,1
2500,-3,-2,0,1,-2,-2,-2,-2,-1,2,3,0,3,-2,-3,0,-1,2,1,1,-2
2501,0,-3,-2,2,2,2,0,-2,-2,-2,-2,-1,1,2,0,-1,-2,-1,1,1,0
2502,2,-2,0,-3,0,-1,1,1,-2,-2,-2,-2,1,2,2,0,-1,-1,0,2,2
2503,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2,1,2,3
2504,2,3,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3
2505,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1,3,2,1,-3,-3,-3,1,2
2506,-3,-1,-1,2,2,-1,-2,-2,-2,-2,-1,1,-1,-1,-2,-1,1,1,2,-1,-1
2507,2,0,0,-3,-2,-2,0,1,1,0,-1,-2,-2,1,2,3,2,3,-1,-2,-1
2508,-2,-2,2,2,1,-2,-3,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3
2509,2,3,2,2,-1,1,2,2,2,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2
2510,1,-3,-3,0,3,3,3,3,-3,-3,-3,1,2,2,-2,-2,-3,-2,-1,1,1
2511,0,1,1,1,0,0,-1,1,2,3,2,2,-3,-3,-2,1,3,2,2,-2,-2
2512,-3,-3,-2,0,3,3,3,2,-2,0,2,3,3,-2,-3,-3,-3,2,3,3,3
2513,0,0,0,1,1,1,0,0,0,3,3,3,1,-1,-3,-3,-3,1,1,0,-3
2514,1,2,2,2,0,0,-2,-2,-2,-2,0,0,-2,-3,-2,-2,-2,-2,2,2,2
2515,2,2,1,-1,-2,-1,-1,2,2,1,0,-3,-2,-2,0,1,0,-2,-2,-2,-2
2516,2,2,1,-2,-3,0,2,3,2,1,0,-2,-2,-2,2,2,2,0,-2,-3,1
2517,3,2,2,-3,-2,-2,0,-1,-1,-2,-3,-2,-2,1,-1,3,2,2,2,1,3
2518,1,1,-2,-2,-2,1,1,0,-1,0,-3,-1,0,2,2,2,0,-2,-1,-1,2
2519,0,2,3,1,-3,-2,-2,2,2,2,0,-2,-2,-2,-1,2,1,-2,-2,-3,-2
2520,2,2,2,0,-1,0,2,2,3,2,1,1,1,-1,3,2,-2,-2,-3,-3,2
2521,2,1,-3,-3,-3,1,2,2,1,-1,-2,-1,1,2,2,-1,-1,-1,2,2,2
2522,3,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2,-3,-2,3,3
2523,-3,0,-1,-3,-3,-1,-3,-1,0,3,3,2,2,2,-1,-2,-1,-2,-1,-3,-1
2524,-1,-2,-1,1,2,1,-2,-3,-2,-2,1,3,2,-2,-2,-2,0,2,2,0,-2
2525,2,0,-2,-3,1,2,3,3,-2,-1,-2,2,3,2,2,-2,-3,-2,-2,2,3
2526,1,0,-2,-1,-1,1,2,1,1,-2,-2,-1,1,1,2,0,-1,-1,-1,1,2
2527,0,1,-1,-2,-3,-2,-2,0,1,-2,-1,-3,-1,-1,2,2,-1,-2,-2,-2,-2
2528,-1,-1,-1,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1,2,3,-1,-2,-2
2529,-2,-2,-2,-2,1,2,0,-1,-2,0,2,2,1,-1,-2,-1,1,2,2,1,-2
2530,2,1,-1,-3,-2,-2,3,3,2,-1,-2,-3,-2,-1,2,2,1,-2,-1,-1,2
2531,0,0,-1,1,2,2,0,-2,-2,-2,-2,1,2,2,0,-2,-2,-2,0,2,3
2532,2,2,2,2,-2,-2,-2,2,2,2,2,-2,-3,-2,3,3,3,3,-2,-3,-3
2533,1,2,2,2,-2,-2,-2,-2,2,1,3,1,0,-2,-2,0,1,2,0,-1,-1
2534,-2,-1,2,2,2,2,-2,-2,-1,1,2,2,-2,0,-3,0,-1,1,1,-2,-2
2535,0,-3,-3,-3,-3,-2,0,2,2,-1,-3,-3,-3,-3,-2,1,-1,-1,-2,-1,1
2536,1,0,1,2,1,0,-1,-1,1,2,3,-1,-2,-2,-2,2,3,2,0,-2,-3
2537,-2,-1,1,2,2,1,-1,-1,1,-1,3,2,1,0,-1,-1,2,2,2,1,-2
2538,-2,-2,-3,-1,-2,2,0,1,-1,-1,-2,-1,1,1,1,-1,-1,-2,-1,-1,2
2539,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2,0,3,3,3,2,-2,0,2,3
2540,-3,0,0,-2,-1,-3,-3,-3,1,2,2,2,1,0,0,0,1,2,2,-1,-3
2541,-3,-3,2,3,2,2,1,-2,-3,-1,2,2,0,-2,-3,-2,-1,3,3,3,2
2542,-2,-1,1,1,1,0,-2,-2,-1,1,2,1,-1,-2,-2,-1,2,2,2,2,-2
2543,1,2,2,2,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2
2544,2,0,-1,-1,0,0,0,-3,-2,-1,1,3,2,-2,-2,-3,-2,2,1,1,-2
2545,1,-2,-2,-1,1,1,1,0,-2,-2,-1,1,2,1,-1,-2,-2,-1,2,2,2
2546,-3,-1,1,1,3,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1,-1
2547,-2,-2,1,2,2,2,-1,-2,-2,-2,0,2,2,1,-2,-2,-1,1,2,0,-1
2548,-1,1,2,2,-2,0,-3,0,-1,1,1,-2,-2,-2,-2,1,2,2,0,-1,-1
2549,-2,-2,-1,-1,-1,-2,-3,-2,-2,-2,2,2,-1,-2,-2,-2,1,3,2,0,-2
2550,0,-2,-3,-2,-1,1,2,2,0,-1,-1,2,2,2,-1,-2,-3,1,-1,2,2
2551,1,-2,-2,-1,-3,-1,-1,1,0,0,-1,1,2,2,0,-2,-2,-2,-2,1,2
2552,-2,0,1,0,-2,-2,-1,2,1,2,-2,-2,-2,-1,0,3,2,1,-1,-3,-2
2553,-1,-2,-2,-2,-2,0,2,2,2,-2,-2,-2,-1,-1,3,2,-1,-2,-2,-2,3
2554,2,2,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1,-1,-1
2555,0,0,0,-1,-1,-1,2,2,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1
2556,0,2,2,1,-2,1,-3,-2,0,1,0,-1,-2,-2,-2,-1,2,1,0,-1,-2
2557,2,2,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2,-2,2,1,-2,0,-3,-1
2558,2,1,-2,-2,-2,-2,1,2,0,-1,-2,0,2,2,1,-1,-2,-1,1,2,2
2559,2,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2,0,1,2,1,0,-2,-1,-1,1
2560,0,2,2,1,0,-2,-1,1,2,2,2,-2,-2,2,2,2,0,0,-3,-2,-2
2561,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1,2,-1,-2,-2,0,2
2562,2,1,-2,-1,-3,0,0,2,3,2,1,-2,-3,-2,0,1,-2,-2,-2,-2,-1
2563,-3,-3,-3,2,2,-1,-2,-3,-2,-2,-1,0,1,0,-2,-1,-1,1,2,1,1
2564,2,-1,-2,-2,-2,0,2,2,-1,-2,-2,-2,1,1,1,-1,-1,-2,-1,1,2
2565,3,3,2,2,2,-1,-2,-1,-2,-1,-3,-1,1,0,3,2,-1,-2,-2,2,2
2566,-2,-1,1,1,1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-1,0,1,2,1,-1
2567,2,2,2,1,0,-3,-2,-1,2,2,0,-1,-3,-2,2,2,3,1,-2,-2,-1
2568,1,0,0,2,2,2,2,-1,-2,-2,-2,-1,2,3,3,-2,-2,-2,0,3,2
2569,2,2,-1,-3,-2,0,1,1,-2,-2,-2,-2,1,2,2,2,-1,-1,-1,2,2
2570,-3,-2,2,3,3,3,-3,-3,-3,0,2,1,-2,-2,-3,-2,-1,1,1,2,-1
2571,-2,2,2,3,1,-2,-2,-1,2,3,2,1,-1,-3,-2,-2,3,3,2,-1,-2
2572,1,1,1,0,-1,-2,-1,2,2,2,2,-2,-2,-2,1,2,3,3,-2,0,0
2573,0,-2,-1,-3,-3,-3,1,2,2,2,1,0,0,0,1,2,2,-1,-3,-2,-2
2574,2,-2,0,2,3,3,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3
2575,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1,-1,-2,-2,-1,2,2
2576,2,2,-2,-2,-3,-2,2,2,2,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1
2577,-1,-1,-2,2,2,2,-1,-2,-3,-2,0,2,1,-2,0,-3,-1,0,3,2,1
2578,-2,-2,1,2,1,1,0,1,2,2,2,-2,-2,-2,-2,2,1,3,1,0,-2
2579,3,3,-2,-2,-3,-2,0,1,-1,-2,-3,-2,-2,0,1,-2,-1,-3,-1,-1,2
2580,-3,1,3,3,3,3,2,1,2,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3
2581,2,2,1,-1,-2,-1,2,1,1,-1,-2,-2,2,2,2,2,-2,-2,0,1,2
2582,-1,-2,-2,0,2,2,1,-1,-1,-1,1,2,2,2,2,-1,-3,-2,0,1,1
2583,-2,1,2,-1,-2,-2,0,2,2,1,-1,-1,-1,1,2,2,2,2,-1,-3,-2
2584,2,2,0,-1,-2,0,0,3,2,1,-2,-1,0,0,3,2,1,-2,0,-2,2
2585,1,1,0,-2,-2,0,2,2,1,-2,1,-3,-2,0,1,0,-1,-2,-2,-2,-1
2586,0,-1,-1,-1,2,3,3,0,-2,-2,-2,1,1,2,1,-3,-3,-3,2,3,2
2587,2,3,1,-2,-2,-1,2,3,2,1,-1,-3,-2,-2,3,3,2,-1,-2,-3,-2
2588,-2,0,1,-3,-3,-3,-1,1,0,-2,-2,-2,-2,1,0,3,1,0,-1,0,2
2589,-2,-1,1,2,2,2,-2,-2,0,1,3,2,1,-3,-3,-2,3,3,3,3,-2
2590,-1,2,2,1,0,-1,-2,0,1,2,1,-1,-2,-2,-1,0,2,2,-1,-1,-1
2591,1,3,3,2,2,-3,-3,1,2,3,3,-2,-3,-3,-2,3,3,-1,-3,-3,-2
2592,1,2,2,-2,0,-3,0,-1,1,1,-2,-2,-2,-2,1,2,2,0,-1,-1,0
2593,2,2,2,-2,-2,-2,-1,-2,-2,-1,1,1,0,1,1,1,0,0,2,2,2
2594,-2,-2,1,2,2,0,-2,-2,-2,0,2,3,2,0,-2,-2,-2,-2,2,1,-2
2595,-3,-3,-3,2,2,2,1,-1,-2,-2,-1,2,2,2,1,-1,-2,3,3,3,3
2596,2,2,2,-2,-2,-2,2,2,2,2,-2,-3,-2,3,3,3,3,-2,-3,-3,-2
2597,-3,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2,-2,-2,0,2,3,2,2,-2,-3
2598,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1,2,-1,-2,-2,0,2,2,1
2599,-2,-3,0,-2,0,1,1,1,-1,-2,-1,0,0,1,0,-1,-2,-1,0,1,1
2600,-1,0,1,2,1,-1,-1,-1,2,2,2,0,-1,-2,0,2,3,-1,2,-1,-1
2601,-3,-2,1,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1,-2
2602,0,2,1,1,-1,-2,-2,0,1,2,1,-2,-2,-2,2,2,1,1,-2,-2,-2
2603,-1,-1,0,2,2,2,2,0,-2,-2,2,-1,3,-1,-2,-2,-2,0,3,1,2
2604,2,-2,-2,-3,1,2,3,2,2,-2,-3,1,2,2,2,0,-2,-2,-2,2,2
2605,-1,-1,2,2,2,1,-1,-3,-2,-2,-1,0,1,-1,-2,-2,-2,1,2,2,1
2606,-2,-3,-2,-2,-1,0,1,0,-2,-1,-1,1,2,1,1,-2,-2,-1,1,1,2
2607,2,2,2,1,-2,-2,-1,2,2,1,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2
2608,2,2,-1,-2,-2,-2,0,3,2,0,-2,-3,-2,-1,1,2,2,0,-1,-1,2
2609,0,-1,-1,2,2,2,-1,-2,-3,1,-1,2,2,2,-2,-1,0,1,2,2,-1
2610,2,2,2,1,-2,-2,2,3,3,3,3,2,-3,-3,0,-1,-3,-3,-1,-3,-1
2611,-3,-2,2,1,-1,-2,-2,-2,2,3,2,2,-2,-3,-2,0,2,2,0,-2,-2
2612,2,-1,-1,-1,-1,-1,3,3,3,3,-3,-3,-3,-3,-2,3,1,-2,-3,-1,2
2613,0,2,2,0,-2,-2,-1,1,2,2,0,-2,-3,-2,-2,1,2,1,1,0,1
2614,2,2,1,0,-3,1,2,3,2,2,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2
2615,-1,-1,2,2,2,2,-1,-2,1,2,3,-1,-2,-2,-2,0,1,1,1,0,0
2616,1,1,-2,-2,-2,-2,0,1,2,1,-2,-1,-1,2,2,2,0,-1,-1,1,1
2617,-3,-2,3,3,3,3,2,-3,-3,2,2,0,-2,-3,-3,-3,2,1,1,-1,-2
2618,1,-2,-3,-2,-2,1,3,2,-2,-2,-2,0,2,2,0,-2,-2,-1,1,2,2
2619,0,-2,-2,-1,1,2,2,0,-2,-3,-2,-2,1,2,1,1,0,1,2,2,2
2620,-2,-3,-3,-2,2,3,3,3,-3,-3,-3,0,2,1,-2,-2,-3,-2,-1,1,1
2621,1,-3,-2,0,1,0,-1,-2,-2,-2,-1,2,1,0,-1,-2,-1,1,2,2,1
2622,1,-2,-2,-2,1,0,2,1,1,-1,-2,-2,0,1,2,1,-2,-2,-2,2,2
2623,-1,1,1,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1,0,-1,-1,1
2624,-2,-3,-2,1,2,1,-1,-2,-3,-2,0,2,1,1,0,-2,0,1,2,2,1
2625,-3,-2,0,1,1,-2,-2,-2,-2,0,1,2,1,-2,-1,-1,2,2,2,0,-1
2626,1,0,-3,-2,-2,0,1,0,-2,-2,-2,-2,1,2,2,0,-1,-2,0,0,3
2627,2,1,3,1,0,-2,-2,0,1,2,0,-1,-1,-1,1,1,0,0,-3,-2,-2
2628,2,-1,-1,-2,-1,0,2,1,-1,-1,-2,-1,-1,2,2,0,-1,-2,-1,0,1
2629,2,1,2,0,-2,-2,1,2,2,2,-2,-2,-2,3,3,3,3,-2,-3,-3,-3
2630,2,1,-2,-3,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1
2631,1,2,2,3,2,1,-3,-3,-3,1,0,-1,-2,-2,-3,-2,1,2,1,-1,-2
2632,-2,2,2,1,-2,-2,-2,2,1,2,0,-2,-1,1,2,2,2,-1,-1,-3,-2
2633,-2,-1,2,2,2,1,-1,-2,3,3,3,3,3,2,-3,0,2,-2,-3,-3,-3
2634,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1,2,2,2,2,-2,-2,-2,-2,1,2
2635,-2,-1,1,2,1,0,-2,1,3,3,3,2,-3,-3,-3,-2,-2,-1,0,-2,-1
2636,-2,-2,1,1,1,-1,-1,-2,-1,1,2,1,1,0,-2,-1,0,2,2,2,2
2637,1,-1,-1,-2,2,2,2,1,-2,-2,-2,0,2,2,2,-1,-2,-2,-2,1,2
2638,-2,-3,-3,1,-2,0,-3,1,-1,1,2,2,2,2,0,1,1,1,-2,-2,-2
2639,3,2,0,-2,-3,0,1,2,1,1,0,-1,1,2,3,-1,-1,-1,-2,0,2
2640,3,1,0,-2,-2,0,1,2,0,-1,-1,-1,1,1,0,0,-3,-2,-2,1,2
2641,1,2,2,0,-2,-3,-2,-2,1,2,1,1,0,1,2,2,2,-2,-2,-2,-2
2642,3,3,3,2,1,2,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-2,2
2643,1,2,2,2,-1,-2,-2,-2,0,2,2,1,-2,-2,-1,1,2,0,-1,-3,-1
2644,-3,-1,-3,-1,0,3,3,2,2,2,-1,-2,-1,-2,-1,-3,-1,1,0,3,2
2645,1,-1,-2,-2,-2,-2,1,2,0,-1,-2,-2,-1,1,1,2,0,0,-2,-1,0
2646,-1,1,3,2,-2,-2,-3,-2,2,1,1,-2,-2,1,2,2,1,-2,-2,-2,1
2647,-2,-2,2,3,2,2,-2,-3,-2,0,2,2,0,-2,-2,-2,0,2,2,2,-2
2648,-2,-2,-2,-2,2,2,1,-2,-3,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1
2649,-1,3,2,2,-2,-2,-2,-1,1,2,-1,-2,-1,-1,3,2,2,-2,-2,-3,1
2650,2,2,-1,-3,-3,-2,-1,1,1,-1,-2,-2,-1,2,2,2,2,-2,-2,-2,-2
2651,-2,-2,-2,2,3,2,0,-2,-3,-2,-2,-2,3,3,3,-2,-3,-2,-1,3,3
2652,-3,-2,-2,0,1,0,-2,-2,-2,-2,1,2,2,0,-1,-2,0,0,3,2,1
2653,0,-1,-2,2,2,2,2,-2,-2,-2,-2,2,1,1,-1,-2,-1,1,1,1,1
2654,-1,1,2,2,1,-1,-1,1,-1,3,2,1,0,-1,-1,2,2,2,1,-2,-2
2655,2,0,-2,-3,0,1,2,1,1,0,-1,1,2,3,-1,-1,-1,-2,0,2,1
2656,2,3,2,2,1,-2,-3,-1,2,2,0,-2,-3,-2,-1,3,3,3,2,-3,-3
2657,2,1,0,-2,-1,1,2,2,2,-2,-2,2,2,2,0,0,-3,-2,-2,0,1
2658,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2,-2,-2,0,2,3
2659,-1,-2,-2,0,2,2,0,-2,-1,-1,2,2,3,2,2,-1,-2,-2,1,2,2
2660,2,0,-1,-1,0,2,2,2,2,-1,-1,0,0,3,2,2,-1,0,1,2,2
2661,-2,-2,2,2,2,0,0,-3,-2,-2,0,1,1,0,-1,-2,-2,1,2,3,2
2662,2,2,1,-2,-3,-1,2,2,0,-2,-3,-2,-1,3,3,3,2,-3,-3,-3,-1
2663,-2,1,2,3,2,3,-1,-2,-1,2,2,2,-2,-2,-2,0,3,2,-2,-2,-3
2664,2,2,2,1,-1,-1,0,2,1,-2,-2,-2,1,1,1,0,-1,-2,-1,2,2
2665,-1,-3,-1,1,0,3,2,-1,-2,-2,2,2,2,1,0,-3,-2,2,2,2,2
2666,-1,2,2,2,2,-2,-2,-1,1,2,-2,0,-3,1,-1,2,2,1,-2,-2,-1
2667,-2,-2,-1,2,2,2,0,-1,-2,2,2,2,2,-2,-2,-2,-2,2,1,1,-1
2668,3,3,3,3,3,2,-3,0,2,-2,-3,-3,-3,-3,-2,2,2,3,2,0,0
2669,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,3,3,2,2,-3,-3,-3,-3,-2,0,1
2670,2,2,0,-2,0,-3,-1,0,1,2,2,1,1,-2,-1,2,2,1,-2,-1,-2
2671,2,2,2,2,2,3,2,-2,-2,-3,2,2,3,2,1,-2,1,2,3,3,-2
2672,1,0,-3,1,2,3,2,2,-2,-2,-1,2,3,3,-2,-2,-3,-2,-2,3,3
2673,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2,3,3,3,-2,-2,-3,-3,-2
2674,-1,-2,0,1,-2,-2,-2,-2,2,3,2,2,0,-3,-2,2,2,2,0,-2,-2
2675,-1,2,2,1,-2,-2,-2,-1,1,2,-1,-2,-2,-2,-2,-1,1,0,-2,-2,-2
2676,1,-1,-1,1,2,3,2,2,-1,-1,1,3,2,2,0,-3,-3,-2,0,2,-2
2677,0,-1,-2,0,1,2,1,-1,-2,-2,-1,0,2,2,-1,-1,-1,-1,1,1,1
2678,2,2,3,2,2,-1,-2,-2,1,2,2,-1,-2,-3,-2,-2,2,0,0,-1,-1
2679,-2,1,1,2,1,-3,-3,-3,2,3,2,2,-2,-2,-2,1,3,2,1,-3,-3
2680,1,1,0,0,0,1,1,3,3,2,2,-3,-3,1,2,3,3,-2,-3,-3,-2
2681,0,0,2,2,2,2,3,-1,2,-1,-1,-1,-1,-1,3,3,3,3,-3,-3,-3
2682,2,1,-2,-1,0,0,3,2,1,-2,0,-2,2,2,2,1,-2,-2,1,2,2
2683,-2,-2,-2,-2,-2,-2,-2,-2,0,2,2,1,0,-3,1,2,3,2,2,-2,-2
2684,2,3,3,-2,-3,-3,-3,2,3,3,3,-3,-3,-3,-3,2,3,3,-2,-3,-2
2685,2,2,-2,-2,-2,3,3,3,3,2,-3,-3,-3,-1,-2,-3,0,-3,-2,-2,1
2686,0,1,-2,-1,-3,-1,-1,2,2,-1,-2,-2,-2,-2,-1,1,-1,-1,-2,-1,1
2687,3,3,3,2,-3,-3,-3,-1,-2,-3,0,-3,-2,-2,1,1,1,0,-2,-1,-1
2688,1,0,2,3,3,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2
2689,2,0,-2,-3,-3,-3,2,1,1,-1,-2,-2,-2,-2,1,2,0,-1,-2,-2,-1
2690,2,2,2,2,-1,-2,-2,-2,2,3,1,-3,-3,0,3,3,3,3,-3,-3,-3
2691,-3,-3,-3,-3,-3,-2,-2,2,2,-1,-2,-2,-2,-2,0,0,-2,-2,-2,-1,2
2692,1,-1,-3,-3,-2,-2,-1,0,-1,-2,-3,-2,-2,2,0,-1,-3,-2,-2,1,2
2693,-2,-2,-2,-1,2,2,2,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1,-1
2694,-2,3,3,3,-2,-3,-2,-1,3,3,2,1,-3,-3,-1,2,3,1,-2,-3,-3
2695,-2,-2,2,2,2,2,-2,-2,0,1,2,2,-2,-2,-2,3,3,3,3,2,-3
2696,-3,3,3,3,3,-3,-3,-3,-3,-3,1,2,0,0,1,2,0,-3,-3,-3,-3
2697,0,-1,0,1,2,2,0,-2,0,-3,-1,0,1,2,2,1,1,-2,-1,2,2
2698,2,2,-2,0,-3,0,-1,1,1,-2,-2,-2,-2,1,2,2,0,-1,-1,0,2
2699,-3,-3,-2,3,3,3,3,-2,-3,-3,2,2,2,-1,-3,-3,-2,-1,1,1,-1
2700,-2,-1,1,0,-2,-2,-2,-2,1,1,2,-1,-1,-1,1,2,2,2,0,-2,-2
2701,-2,-2,2,3,-1,-2,-2,-1,2,2,2,1,-2,-3,-2,-2,1,2,-1,-2,-2
2702,2,2,0,-3,-2,2,2,2,0,-2,-2,-2,-2,-1,1,2,0,-1,-2,-1,1
2703,1,-1,-2,-1,-2,-3,-2,3,3,3,-3,-3,-3,-3,-3,0,2,-2,-3,-3,-3
2704,-3,-3,-1,-1,1,2,2,2,2,2,3,2,-2,-2,-3,2,2,3,2,1,-2
2705,3,-2,0,0,-1,3,2,2,0,-3,-1,-1,1,1,-2,-2,-3,-3,3,3,3
2706,-2,-2,1,2,3,-1,1,-1,-1,0,2,2,2,2,-2,-2,2,2,2,1,-2
2707,-3,-3,0,-1,-3,-3,-3,-1,-2,0,2,2,2,2,0,-1,-1,0,0,0,-3
2708,-2,-1,-1,2,2,1,0,-3,-2,-2,0,1,0,-2,-2,-2,-2,1,2,2,0
2709,0,1,-3,-2,0,2,3,2,2,-1,1,2,2,2,-1,-2,-3,-2,-2,-2,2
2710,1,2,2,0,-2,0,-3,-1,0,1,2,2,1,1,-2,-1,2,2,1,-2,-1
2711,3,2,2,0,-3,-2,-1,2,1,1,-1,-2,-2,-1,1,2,-1,-2,-2,-2,0
2712,-3,2,0,1,-3,-3,-3,0,0,-2,-1,-3,-3,-3,1,2,2,2,1,0,0
2713,-2,0,1,1,-1,-2,-3,-2,0,1,2,1,-2,-2,-2,-2,1,2,0,-1,-2
2714,3,2,-2,-3,-3,1,2,2,1,-2,-3,-3,2,2,3,3,-1,1,0,0,0
2715,1,-2,-2,1,2,2,1,-3,-3,-1,3,3,3,3,-1,-3,-3,0,2,2,-2
2716,2,3,3,0,-3,-3,-3,-1,0,1,2,2,0,-2,-2,1,2,2,1,-1,-2
2717,1,2,0,1,1,1,1,1,-2,2,-3,-1,-2,1,1,2,-1,-2,-2,-2,1
2718,3,3,3,3,-1,-3,-2,-2,-2,-2,-3,-3,-3,-3,1,2,-2,-2,-2,0,2
2719,1,1,0,-2,-1,0,2,2,2,2,1,-1,-1,0,2,1,-2,-2,-2,1,1
2720,0,1,0,-2,-1,-1,1,2,1,1,-2,-2,-1,1,1,2,0,-1,-1,-1,1
2721,1,1,3,1,-2,-2,0,3,3,-2,-3,-3,-3,-3,2,2,2,1,-1,-2,-2
2722,-2,-2,-3,-3,1,-2,-2,-2,-3,-2,-3,-3,0,0,1,0,-2,-2,-2,-1,2
2723,-1,-2,-3,-2,-2,-2,2,2,-2,-2,-2,2,2,2,2,1,-2,-2,2,3,3
2724,-2,-1,2,2,2,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1,-1,-2,-2
2725,2,2,2,2,-2,-2,-2,2,2,2,1,-1,-3,-2,1,2,2,0,-1,-2,-2
2726,-1,1,1,2,2,2,0,-2,-2,2,2,2,0,-1,-2,-1,1,2,1,-2,-3
2727,-1,-3,-3,-3,-1,2,2,1,-2,-3,-2,-2,-1,-1,-1,1,-3,-2,0,1,2
2728,2,2,2,-2,-2,-1,1,2,-2,0,-3,1,-1,2,2,1,-2,-2,-1,2,2
2729,1,-2,0,-3,-1,1,1,2,0,-2,-1,1,1,2,2,1,1,0,1,2,1
2730,-2,-2,-1,1,1,1,0,-2,-2,-1,1,2,1,-1,-2,-2,-1,2,2,2,2
2731,2,-2,-2,-1,1,1,1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-1,0,1,2
2732,-2,-1,1,2,2,0,-2,-3,-2,-2,1,2,1,1,0,1,2,2,2,-2,-2
2733,-3,-2,-2,1,0,-2,-2,-2,0,1,2,2,0,-1,-1,0,2,2,2,2,-1
2734,-1,-1,-2,0,2,1,1,-2,-2,-3,-2,0,1,1,-2,-2,-2,-2,0,1,2
2735,1,-3,-2,-2,2,2,2,0,-2,-2,-2,-1,2,1,-2,-2,-3,-2,-1,2,2
2736,-3,-3,-3,1,2,2,2,1,0,0,0,1,2,2,-1,-3,-2,-2,2,2,2
2737,2,2,2,-2,-2,-2,2,2,2,1,-1,-3,-2,1,2,2,0,-1,-2,-2,2
2738,-2,3,2,2,-2,-3,-2,0,2,2,2,1,-2,-2,-2,2,2,0,1,-3,-2
2739,2,-1,-2,-3,-2,-2,2,0,0,-1,-1,-1,0,0,0,-1,-1,-1,2,2,2
2740,3,2,-2,-2,-3,2,2,3,2,1,-2,1,2,3,3,-2,-2,-3,-2,0,1
2741,-2,-3,-2,0,1,2,0,-2,-2,1,2,2,2,1,-2,-2,-2,1,2,2,1
2742,-2,-1,-1,3,2,-1,-2,-2,-2,3,3,2,0,-3,-1,1,1,3,1,-2,-2
2743,-1,2,1,1,-2,-2,1,2,2,-1,1,-3,-2,0,1,3,-1,-2,-2,-2,-2
2744,2,2,1,-2,-1,0,2,2,2,2,-2,-2,1,2,3,-1,1,-1,-1,0,2
2745,1,-2,-2,-2,-1,2,2,2,1,1,1,0,-2,-2,-1,-1,-1,-1,2,2,1
2746,0,-3,-3,-3,-1,2,2,2,2,2,2,3,3,0,-3,-3,-3,-1,0,1,2
2747,0,-1,0,2,2,-2,-2,-3,-2,-2,-1,3,2,2,0,-3,-2,-1,2,1,1
2748,0,-1,-2,2,2,2,2,-2,-2,-2,2,2,2,2,-2,-3,-2,3,3,3,3
2749,-3,-3,1,2,-2,-2,-2,0,2,3,2,2,-2,-3,-2,-1,2,2,0,-2,-2
2750,-1,2,2,1,-2,-2,-1,2,2,2,2,-2,-2,-1,1,2,2,-2,0,-3,0
2751,2,2,1,-2,-2,-2,0,2,2,1,-2,-3,0,2,3,2,1,0,-2,-2,-2
