Local time in Bingley,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.12.2020 04:00,8.6,718.6,741.8,-0.5,89,Wind blowing from the south-southwest,7,13,15,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,5.0,6.8,,,,,,
14.12.2020 03:00,8.9,718.6,741.7,-1.2,85,Wind blowing from the south,8,14,15,,Rain (not freezing). ,,,,,,,1000-1500,,,13.0,6.4,,,,,,
14.12.2020 02:00,9.0,718.7,741.8,-1.1,85,Wind blowing from the south-southwest,8,14,14,, ,,,,,,,1000-1500,,,13.0,6.5,,,,,,
14.12.2020 01:00,8.9,719.1,742.2,-0.5,87,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,13.0,6.8,,,,,,
14.12.2020 00:00,6.6,724.1,747.6,4.5,85,Wind blowing from the south-southwest,6,,13,, ,,,,,,,300-600,,,27.0,4.3,Trace of precipitation,6,,,,
13.12.2020 23:00,8.8,719.8,743.0,0.0,91,Wind blowing from the south,5,,13,,Rain shower(s) or intermittent rain moderate. ,,,,,,,300-600,,,5.0,7.4,,,,,,
13.12.2020 22:00,9.4,719.6,742.7,-0.3,86,Wind blowing from the south-southwest,7,12,,, ,,,,,,,1500-2000,,,19.0,7.2,,,,,,
13.12.2020 21:00,9.3,719.6,742.8,-0.6,90,Wind blowing from the south-southwest,6,,,, ,,,,,,,600-1000,,,26.0,7.7,,,,,,
13.12.2020 20:00,9.1,719.8,742.9,-0.6,93,Wind blowing from the south-southwest,5,,,, ,,,,,,,200-300,,,45.0,8.0,,,,,,
13.12.2020 19:00,9.4,719.9,743.0,-0.7,95,Wind blowing from the south-southwest,6,,,,Rain (not freezing). ,,,,,,,200-300,,,50.0,8.7,,,,,,
13.12.2020 18:00,7.9,720.2,743.5,-0.8,97,Wind blowing from the south-southwest,3,,,,Rain not freezing moderate. ,,,,7.9,,,200-300,,,6.0,7.5,13.0,12,,,,
13.12.2020 17:00,7.5,720.4,743.7,-1.2,97,Wind blowing from the south,4,,,,Rain not freezing moderate. ,,,,,,,300-600,,,8.0,7.1,,,,,,
13.12.2020 16:00,7.0,720.6,743.9,-2.1,98,Wind blowing from the south-east,5,,,,Rain not freezing moderate. ,,,,,,,100-200,,,3.5,6.7,,,,,,
13.12.2020 15:00,5.9,721.0,744.5,-2.7,99,Wind blowing from the south-southeast,7,,,,Rain not freezing moderate. ,,,,,,,100-200,,,5.0,5.7,,,,,,
13.12.2020 14:00,5.7,721.6,745.1,-3.3,98,Wind blowing from the south-southeast,8,,13,,Rain not freezing heavy. ,,,,,,,100-200,,,3.4,5.4,,,,,,
13.12.2020 13:00,4.6,722.7,746.3,-3.4,99,Wind blowing from the south-east,6,,,,Rain not freezing moderate. ,,,,,,,100-200,,,4.7,4.4,,,,,,
13.12.2020 12:00,4.0,723.7,747.4,-2.9,99,Wind blowing from the south-east,6,,,,Rain not freezing moderate. ,,,,,,,50-100,,,7.0,3.9,3.0,6,,,,
13.12.2020 11:00,3.6,724.9,748.7,-2.4,98,Wind blowing from the south-southeast,7,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,100-200,,,3.5,3.3,,,,,,
13.12.2020 10:00,2.9,726.1,750.0,-1.9,98,Wind blowing from the south-east,4,,,,Rain not freezing slight. ,,,,,,,1000-1500,,,10.0,2.6,,,,,,
13.12.2020 09:00,3.2,726.6,750.4,-1.6,94,Wind blowing from the south-east,5,,,,Rain not freezing moderate. ,,,,,,,1500-2000,,,5.0,2.3,,,,,,
13.12.2020 08:00,2.9,727.3,751.3,-1.3,95,Wind blowing from the south-east,3,,,,Rain not freezing moderate. ,,,,,,,1000-1500,,,8.0,2.2,,,,,,
13.12.2020 07:00,3.5,728.0,751.9,-0.9,93,Wind blowing from the south-southeast,3,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,1000-1500,,,15.0,2.5,,,,,,
13.12.2020 06:00,2.7,728.2,752.2,-1.5,98,Wind blowing from the south-east,3,,,,Mist. ,,,1.3,,,,2500 or more or no clouds.,,,8.0,2.4,No precipitation,12,,,,
13.12.2020 05:00,2.8,728.6,752.6,-1.0,100,Wind blowing from the south,2,,,,Fog ,,,,,,,2500 or more or no clouds.,,,12.0,2.8,,,,,,
13.12.2020 04:00,2.4,728.9,753.0,-0.6,99,Wind blowing from the south,1,,,,Mist. ,,,,,,,50-100,,,3.9,2.3,,,,,,
13.12.2020 03:00,2.8,729.7,753.7,0.0,100,Wind blowing from the south-southwest,4,,,,Fog ,,,,,,,50-100,,,4.0,2.8,,,,,,
13.12.2020 02:00,1.9,729.6,753.7,-0.1,99,Wind blowing from the south-southwest,3,,,,Mist. ,,,,,,,Less than  50,,,1.5,1.7,,,,,,
13.12.2020 01:00,2.3,729.5,753.6,-0.3,99,Wind blowing from the south-southwest,3,,,,Mist. ,,,,,,,50-100,,,5.0,2.2,,,,,,
13.12.2020 00:00,2.4,729.7,753.7,0.3,99,Wind blowing from the west-northwest,1,,,,Mist. ,,,,,,,600-1000,,,4.3,2.2,No precipitation,6,,,,
12.12.2020 23:00,3.0,729.7,753.8,0.7,98,Wind blowing from the west-northwest,1,,,,Mist. ,,,,,,,200-300,,,7.0,2.7,,,,,,
12.12.2020 22:00,3.8,729.8,753.7,1.2,98,Wind blowing from the west,3,,,,Mist. ,,,,,,,100-200,,,10.0,3.5,,,,,,
12.12.2020 21:00,3.5,729.4,753.4,1.1,96,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,2.9,,,,,,
12.12.2020 20:00,4.1,729.0,752.8,1.1,95,Wind blowing from the west-northwest,3,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,3.4,,,,,,
12.12.2020 19:00,4.7,728.6,752.5,1.2,94,Wind blowing from the west,3,,,, ,,,,,,,2000-2500,,,22.0,3.8,,,,,,
12.12.2020 18:00,5.4,728.3,752.0,1.5,93,Wind blowing from the west-northwest,4,,,, ,,,,6.6,,,1000-1500,,,20.0,4.3,0.8,12,,,,
12.12.2020 17:00,5.9,727.9,751.6,1.8,93,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,22.0,4.9,,,,,,
12.12.2020 16:00,6.2,727.4,751.0,1.7,93,Wind blowing from the west-northwest,4,,,, ,,,,,,,200-300,,,22.0,5.2,,,,,,
12.12.2020 15:00,6.2,726.8,750.4,1.7,95,Wind blowing from the west-northwest,4,,,,Rain (not freezing). ,,,,,,,200-300,,,15.0,5.5,,,,,,
12.12.2020 14:00,6.3,726.1,749.8,1.5,93,Wind blowing from the west-northwest,4,,,,Drizzle and rain slight. ,,,,,,,1000-1500,,,40.0,5.3,,,,,,
12.12.2020 13:00,6.0,725.7,749.3,1.6,94,Wind blowing from the west-northwest,5,,,,Rain not freezing moderate. ,,,,,,,600-1000,,,12.0,5.1,,,,,,
12.12.2020 12:00,6.0,725.1,748.7,1.7,97,Wind blowing from the west-northwest,4,,,,Drizzle not freezing slight. ,,,,,,,200-300,,,13.0,5.5,0.2,6,,,,
12.12.2020 11:00,6.3,724.6,748.1,1.8,98,Wind blowing from the west,4,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,200-300,,,15.0,6.0,,,,,,
12.12.2020 10:00,6.4,724.1,747.7,2.0,100,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,50-100,,,6.0,6.4,,,,,,
12.12.2020 09:00,6.5,723.4,747.0,1.8,100,Wind blowing from the west-northwest,2,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,50-100,,,1.4,6.5,,,,,,
12.12.2020 08:00,6.2,722.8,746.3,1.6,100,Wind blowing from the west-northwest,2,,,,Mist. ,,,,,,,100-200,,,7.0,6.2,,,,,,
12.12.2020 07:00,6.2,722.1,745.6,1.4,100,Wind blowing from the west-northwest,2,,,,Mist. ,,,,,,,100-200,,,7.0,6.2,,,,,,
12.12.2020 06:00,5.9,721.6,745.1,1.4,100,Wind blowing from the north-west,2,,,,Fog ,,,5.4,,,,100-200,,,6.0,5.9,0.2,12,,,,
12.12.2020 05:00,5.6,721.2,744.7,1.4,100,Wind blowing from the north-west,1,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,100-200,,,0.5,5.6,,,,,,
12.12.2020 04:00,5.7,720.7,744.2,1.3,100,Wind blowing from the north-west,1,,,,Mist. ,,,,,,,50-100,,,1.4,5.7,,,,,,
12.12.2020 03:00,5.7,720.2,743.7,1.2,100,Wind blowing from the west,1,,,,Fog ,,,,,,,50-100,,,1.0,5.7,,,,,,
12.12.2020 02:00,5.6,719.8,743.2,1.2,100,Calm no wind,0,,,,Fog ,,,,,,,50-100,,,1.3,5.6,,,,,,
12.12.2020 01:00,5.6,719.4,742.9,1.1,100,Calm no wind,0,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,Less than  50,,,0.1,5.6,,,,,,
12.12.2020 00:00,5.4,719.0,742.5,,100,Wind blowing from the north,1,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,,,,0.1,5.4,0.2,6,,,,
11.12.2020 23:00,5.6,718.6,742.0,1.2,100,Calm no wind,0,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,0.5,5.6,,,,,,
11.12.2020 22:00,6.0,718.3,741.7,1.3,100,Wind blowing from the south-west,1,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,50-100,,,0.1,6.0,,,,,,
11.12.2020 21:00,6.1,717.9,741.2,1.3,100,Wind blowing from the east,1,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.1,6.1,,,,,,
11.12.2020 20:00,6.2,717.4,740.8,1.2,100,Wind blowing from the east,1,,,,Fog or ice fog has become thinner during the past hour. ,,,,,,,,,,0.1,6.2,,,,,,
11.12.2020 19:00,6.2,717.0,740.3,1.1,100,Calm no wind,0,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.1,6.2,,,,,,
11.12.2020 18:00,6.3,716.6,739.9,1.1,100,Wind blowing from the east-southeast,1,,,,Fog or ice fog no appreciable change during the past hour. ,,,,6.8,,,,,,0.1,6.3,2.0,12,,,,
11.12.2020 17:00,6.5,716.2,739.5,1.1,100,Wind blowing from the east-southeast,2,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.1,6.5,,,,,,
11.12.2020 16:00,6.7,715.9,739.2,1.0,100,Wind blowing from the east-southeast,1,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,,,,0.1,6.7,,,,,,
11.12.2020 15:00,6.8,715.5,738.7,0.6,100,Wind blowing from the east-southeast,2,,,,Drizzle (not freezing) or snow grains. ,,,,,,,50-100,,,3.0,6.8,,,,,,
11.12.2020 14:00,6.7,715.1,738.3,0.1,100,Wind blowing from the east,2,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.1,6.7,,,,,,
11.12.2020 13:00,6.4,714.9,738.1,-0.1,100,Wind blowing from the east,2,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.1,6.4,,,,,,
11.12.2020 12:00,6.2,714.9,738.1,0.2,100,Wind blowing from the east-southeast,1,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.1,6.2,2.0,6,,,,
11.12.2020 11:00,5.8,715.0,738.2,0.4,100,Wind blowing from the east-southeast,2,,,,Rain not freezing slight. ,,,,,,,,,,less than 0.1,5.8,,,,,,
11.12.2020 10:00,5.5,715.0,738.3,0.4,100,Wind blowing from the east-northeast,1,,,,Rain not freezing moderate. ,,,,,,,50-100,,,0.4,5.5,,,,,,
11.12.2020 09:00,5.3,714.7,738.0,0.2,100,Wind blowing from the east-southeast,1,,,,Drizzle not freezing slight. ,,,,,,,,,,0.1,5.3,,,,,,
11.12.2020 08:00,5.2,714.6,737.9,-0.3,100,Wind blowing from the east-southeast,2,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,,,,0.1,5.2,,,,,,
11.12.2020 07:00,5.1,714.6,737.9,-0.6,100,Wind blowing from the east-southeast,2,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,Less than  50,,,0.1,5.1,,,,,,
11.12.2020 06:00,5.2,714.5,737.8,-1.2,100,Wind blowing from the south-east,2,,,,Mist. ,,,4.3,,,,Less than  50,,,4.7,5.2,6.0,12,,,,
11.12.2020 05:00,5.0,714.9,738.2,-1.4,100,Wind blowing from the south-east,3,,,,Rain (not freezing). ,,,,,,,Less than  50,,,3.6,5.0,,,,,,
11.12.2020 04:00,4.9,715.2,738.6,-1.8,100,Wind blowing from the south-east,5,,,,Drizzle not freezing slight. ,,,,,,,Less than  50,,,2.1,4.9,,,,,,
11.12.2020 03:00,4.9,715.7,739.1,-2.2,100,Wind blowing from the south-east,4,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,1.8,4.9,,,,,,
11.12.2020 02:00,4.8,716.3,739.7,-2.5,100,Wind blowing from the south-southeast,5,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,2.5,4.8,,,,,,
11.12.2020 01:00,4.7,717.0,740.5,-2.8,100,Wind blowing from the south-east,4,,,,Rain not freezing moderate. ,,,,,,,50-100,,,4.4,4.7,,,,,,
11.12.2020 00:00,5.4,719.0,742.5,-1.5,100,Wind blowing from the north,1,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,,,,0.1,5.4,0.2,6,,,,
10.12.2020 23:00,4.5,718.8,742.3,-2.2,99,Wind blowing from the south-east,4,,,,Rain not freezing slight. ,,,,,,,Less than  50,,,3.0,4.4,,,,,,
10.12.2020 22:00,4.5,719.8,743.4,-1.8,100,Wind blowing from the south-southeast,5,,,,Rain not freezing moderate. ,,,,,,,Less than  50,,,2.3,4.5,,,,,,
10.12.2020 21:00,4.6,720.5,744.1,-1.6,99,Wind blowing from the south-southeast,5,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,2.5,4.4,,,,,,
10.12.2020 20:00,4.6,721.0,744.7,-2.1,99,Wind blowing from the south-southeast,6,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,2.6,4.4,,,,,,
10.12.2020 19:00,4.5,721.6,745.3,-2.1,100,Wind blowing from the south-east,6,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,2.8,4.5,,,,,,
10.12.2020 18:00,4.3,722.1,745.7,-1.9,99,Wind blowing from the south-east,5,,,,Mist. ,,,,4.6,,,Less than  50,,,1.8,4.2,0.2,12,,,,
10.12.2020 17:00,4.3,723.1,746.8,-1.7,99,Wind blowing from the south-east,6,,,,Mist. ,,,,,,,50-100,,,2.9,4.2,,,,,,
10.12.2020 16:00,4.3,723.7,747.4,-1.8,98,Wind blowing from the south-east,4,,,,Mist. ,,,,,,,100-200,,,3.2,4.0,,,,,,
10.12.2020 15:00,4.5,724.0,747.7,-1.9,96,Wind blowing from the east-southeast,5,,,,Mist. ,,,,,,,100-200,,,7.0,3.9,,,,,,
10.12.2020 14:00,4.5,724.8,748.5,-1.3,97,Wind blowing from the east,4,,,,Mist. ,,,,,,,100-200,,,8.0,4.1,,,,,,
10.12.2020 13:00,4.2,725.5,749.2,-0.8,98,Wind blowing from the south-east,4,,,,Mist. ,,,,,,,100-200,,,4.8,3.9,,,,,,
10.12.2020 12:00,4.0,725.9,749.7,-0.6,99,Wind blowing from the south-east,4,,,,Mist. ,,,,,,,50-100,,,5.0,3.8,0.2,6,,,,
10.12.2020 11:00,3.4,726.1,750.0,-0.2,99,Wind blowing from the south-east,4,,,,Mist. ,,,,,,,50-100,,,3.6,3.3,,,,,,
10.12.2020 10:00,2.9,726.3,750.2,0.1,100,Wind blowing from the south-east,3,,,,Mist. ,,,,,,,50-100,,,3.3,2.9,,,,,,
10.12.2020 09:00,2.6,726.5,750.4,0.6,99,Wind blowing from the east-southeast,3,,,,Mist. ,,,,,,,50-100,,,2.8,2.5,,,,,,
10.12.2020 08:00,2.5,726.3,750.3,0.4,99,Wind blowing from the east-southeast,3,,,,Mist. ,,,,,,,50-100,,,2.7,2.3,,,,,,
10.12.2020 07:00,2.5,726.2,750.2,0.3,98,Wind blowing from the east-southeast,3,,,,Mist. ,,,,,,,100-200,,,6.0,2.2,,,,,,
10.12.2020 06:00,2.4,725.9,749.9,-0.1,98,Wind blowing from the east-southeast,3,,,,Drizzle (not freezing) or snow grains. ,,,2.2,,,,100-200,,,8.0,2.1,0.4,12,,,,
10.12.2020 05:00,2.2,725.9,749.8,-0.2,99,Wind blowing from the east-southeast,2,,,,Rain (not freezing). ,,,,,,,100-200,,,7.0,2.0,,,,,,
10.12.2020 04:00,2.3,725.9,749.9,-0.2,99,Wind blowing from the east-southeast,3,,,,Drizzle not freezing slight. ,,,,,,,50-100,,,7.0,2.1,,,,,,
10.12.2020 03:00,2.3,726.0,750.0,-0.4,99,Wind blowing from the east-southeast,2,,,,Rain (not freezing). ,,,,,,,50-100,,,4.3,2.2,,,,,,
10.12.2020 02:00,2.3,726.1,750.0,-0.3,99,Wind blowing from the east-southeast,3,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,50-100,,,2.5,2.2,,,,,,
10.12.2020 01:00,2.4,726.1,750.1,-0.6,98,Wind blowing from the east-southeast,3,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,50-100,,,3.5,2.1,,,,,,
10.12.2020 00:00,4.6,717.9,741.4,-9.0,100,Wind blowing from the south-east,4,,,,Drizzle not freezing moderate. ,,,,,,,Less than  50,,,2.6,4.6,3.0,6,,,,
09.12.2020 23:00,2.4,726.4,750.4,-0.7,96,Wind blowing from the east-southeast,3,,,, ,,,,,,,2000-2500,,,11.0,1.8,,,,,,
09.12.2020 22:00,2.6,726.7,750.7,-0.7,94,Wind blowing from the south-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,1.7,,,,,,
09.12.2020 21:00,2.9,726.9,750.8,-0.8,93,Wind blowing from the south-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,1.8,,,,,,
09.12.2020 20:00,2.9,727.1,751.0,-0.8,92,Wind blowing from the south-east,3,,,, ,,,,,,,2000-2500,,,16.0,1.7,,,,,,
09.12.2020 19:00,3.1,727.4,751.3,-0.9,91,Wind blowing from the south-east,3,,,, ,,,,,,,1000-1500,,,17.0,1.7,,,,,,
09.12.2020 18:00,3.6,727.7,751.6,-0.9,87,Wind blowing from the south-southeast,3,,,, ,,,,5.3,,,2500 or more or no clouds.,,,24.0,1.6,0.2,12,,,,
09.12.2020 17:00,3.4,727.9,751.8,-0.9,92,Wind blowing from the south,2,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,2.2,,,,,,
09.12.2020 16:00,3.7,728.3,752.2,-1.1,93,Wind blowing from the south-southwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,2.6,,,,,,
09.12.2020 15:00,4.2,728.6,752.5,-1.2,90,Wind blowing from the south-west,2,,,, ,,,,,,,1000-1500,,,20.0,2.7,,,,,,
09.12.2020 14:00,4.7,728.8,752.7,-1.3,88,Wind blowing from the south-west,3,,,, ,,,,,,,1000-1500,,,15.0,2.9,,,,,,
09.12.2020 13:00,5.1,729.4,753.2,-0.9,92,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,600-1000,,,17.0,3.9,,,,,,
09.12.2020 12:00,5.3,729.8,753.6,-0.5,91,Wind blowing from the west,2,,,,Rain (not freezing). ,,,,,,,600-1000,,,16.0,4.0,0.2,6,,,,
09.12.2020 11:00,5.0,730.1,754.0,-0.2,93,Wind blowing from the west,2,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,600-1000,,,16.0,4.0,,,,,,
09.12.2020 10:00,4.9,730.3,754.2,0.3,95,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,20.0,4.1,,,,,,
09.12.2020 09:00,4.7,730.3,754.2,0.6,96,Wind blowing from the west-northwest,2,,,,Rain (not freezing). ,,,,,,,200-300,,,23.0,4.1,,,,,,
09.12.2020 08:00,4.5,730.3,754.2,0.8,96,Wind blowing from the west-northwest,2,,,, ,,,,,,,200-300,,,23.0,3.9,,,,,,
09.12.2020 07:00,4.5,730.0,753.8,0.7,97,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,21.0,4.0,,,,,,
09.12.2020 06:00,4.4,729.7,753.6,0.6,96,Wind blowing from the west-northwest,2,,,, ,,,4.1,,,,200-300,,,27.0,3.8,0.6,12,,,,
09.12.2020 05:00,4.7,729.5,753.4,0.7,96,Wind blowing from the west-northwest,2,,,, ,,,,,,,200-300,,,19.0,4.1,,,,,,
09.12.2020 04:00,4.7,729.3,753.1,0.7,97,Wind blowing from the west-northwest,2,,,, ,,,,,,,200-300,,,16.0,4.2,,,,,,
09.12.2020 03:00,4.8,729.1,753.0,0.6,96,Wind blowing from the west,2,,,, ,,,,,,,200-300,,,27.0,4.2,,,,,,
09.12.2020 02:00,4.7,728.8,752.6,0.5,97,Wind blowing from the west,2,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,15.0,4.2,,,,,,
09.12.2020 01:00,5.0,728.6,752.4,0.7,97,Wind blowing from the west,2,,,,Drizzle not freezing slight. ,,,,,,,200-300,,,14.0,4.6,,,,,,
09.12.2020 00:00,5.0,728.5,752.3,1.0,98,Wind blowing from the west-northwest,3,,,,Rain (not freezing). ,,,,,,,600-1000,,,10.0,4.7,0.6,6,,,,
08.12.2020 23:00,4.6,728.3,752.1,1.1,98,Wind blowing from the west,1,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,13.0,4.3,,,,,,
08.12.2020 22:00,4.4,727.9,751.7,1.2,98,Wind blowing from the west-northwest,3,,,,Rain (not freezing). ,,,,,,,100-200,,,13.0,4.1,,,,,,
08.12.2020 21:00,5.1,727.5,751.3,1.1,98,Wind blowing from the north-west,3,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,10.0,4.8,,,,,,
08.12.2020 20:00,5.3,727.2,751.0,1.1,97,Wind blowing from the west-northwest,3,,,,Rain not freezing slight. ,,,,,,,200-300,,,9.0,4.9,,,,,,
08.12.2020 19:00,5.3,726.7,750.5,1.0,97,Wind blowing from the west,2,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,300-600,,,11.0,4.9,,,,,,
08.12.2020 18:00,5.3,726.4,750.1,0.9,98,Wind blowing from the west,3,,,,Rain (not freezing). ,,,,5.3,,,200-300,,,20.0,5.0,1.0,12,,,,
08.12.2020 17:00,5.0,726.1,749.8,0.8,98,Wind blowing from the south-west,3,,,,Rain shower(s) or intermittent rain moderate. ,,,,,,,200-300,,,3.4,4.7,,,,,,
08.12.2020 16:00,4.8,725.7,749.4,0.2,97,Wind blowing from the south-west,4,,,,Rain (not freezing). ,,,,,,,200-300,,,30.0,4.4,,,,,,
08.12.2020 15:00,4.6,725.5,749.2,0.0,97,Wind blowing from the south-west,5,,,,Rain not freezing slight. ,,,,,,,100-200,,,8.0,4.1,,,,,,
08.12.2020 14:00,4.4,725.3,749.1,-0.2,97,Wind blowing from the south-southwest,5,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,100-200,,,4.4,4.0,,,,,,
08.12.2020 13:00,3.8,725.5,749.3,0.3,97,Wind blowing from the south-southwest,4,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,7.0,3.4,,,,,,
08.12.2020 12:00,3.4,725.5,749.4,0.5,97,Wind blowing from the south-southwest,4,,,,Precipitation slight or moderate. ,,,,,,,100-200,,,8.0,3.0,0.2,6,,,,
08.12.2020 11:00,3.1,725.5,749.3,0.7,97,Wind blowing from the south-southwest,6,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,22.0,2.7,,,,,,
08.12.2020 10:00,3.2,725.2,749.1,0.9,98,Wind blowing from the south-west,6,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,16.0,2.9,,,,,,
08.12.2020 09:00,2.7,725.0,748.9,0.9,98,Wind blowing from the south-southwest,5,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,5.0,2.4,,,,,,
08.12.2020 08:00,2.5,724.8,748.7,0.9,97,Wind blowing from the south-west,5,,,,Drizzle not freezing slight. ,,,,,,,100-200,,,7.0,2.1,,,,,,
08.12.2020 07:00,2.0,724.3,748.3,0.6,97,Wind blowing from the south-west,6,,,,Rain (not freezing). ,,,,,,,2500 or more or no clouds.,,,10.0,1.6,,,,,,
08.12.2020 06:00,2.1,724.1,748.0,0.4,98,Wind blowing from the south-west,6,,,,Precipitation slight or moderate. ,,,0.9,,,,100-200,,,5.0,1.8,0.2,12,,,,
08.12.2020 05:00,1.4,723.9,747.9,0.5,97,Wind blowing from the south-west,6,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,1.0,,,,,,
08.12.2020 04:00,1.9,723.7,747.7,0.3,96,Wind blowing from the south-west,5,,,, ,,,,,,,600-1000,,,12.0,1.3,,,,,,
08.12.2020 03:00,1.0,723.7,747.7,0.0,97,Wind blowing from the south-west,5,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,6.0,0.5,,,,,,
08.12.2020 02:00,1.8,723.4,747.4,-0.4,94,Wind blowing from the south-west,5,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,0.9,,,,,,
08.12.2020 01:00,2.1,723.4,747.3,-0.4,94,Wind blowing from the west-southwest,5,,,, ,,,,,,,100-200,,,19.0,1.2,,,,,,
08.12.2020 00:00,1.8,723.7,747.6,-0.3,96,Wind blowing from the west,4,,,, ,,,,,,,100-200,,,14.0,1.2,No precipitation,6,,,,
07.12.2020 23:00,1.5,723.8,747.7,-0.4,92,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,0.4,,,,,,
07.12.2020 22:00,1.7,723.8,747.7,-0.5,87,Wind blowing from the west-southwest,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,-0.3,,,,,,
07.12.2020 21:00,1.4,724.0,747.9,-0.3,91,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,0.1,,,,,,
07.12.2020 20:00,1.2,724.2,748.2,0.2,92,Wind blowing from the west,2,,,, ,,,,,,,300-600,,,23.0,0.1,,,,,,
07.12.2020 19:00,1.2,724.3,748.3,0.4,94,Wind blowing from the west,2,,,, ,,,,,,,1000-1500,,,18.0,0.3,,,,,,
07.12.2020 18:00,1.2,724.3,748.3,0.2,94,Wind blowing from the west,2,,,, ,,,,3.6,,,2500 or more or no clouds.,,,12.0,0.4,,,,,,
07.12.2020 17:00,1.4,724.0,748.0,-0.3,94,Wind blowing from the west,2,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,0.5,,,,,,
07.12.2020 16:00,1.7,723.9,747.9,-0.7,91,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,0.3,,,,,,
07.12.2020 15:00,3.2,724.1,748.0,-0.8,88,,,,,, ,,,,,,,600-1000,,,35.0,1.4,,,,,,
07.12.2020 14:00,3.4,724.3,748.1,-1.1,88,,,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,1.5,,,,,,
07.12.2020 13:00,2.9,724.6,748.4,-0.9,89,,,,,,Fog ,,,,,,,2500 or more or no clouds.,,,35.0,1.3,,,,,,
07.12.2020 12:00,2.2,724.9,748.8,-0.6,91,Wind blowing from the west-northwest,2,,,, ,,,,,,,600-1000,,,17.0,0.9,No precipitation,6,,,,
07.12.2020 11:00,1.7,725.4,749.3,-0.2,95,Wind blowing from the west-northwest,1,,,, ,,,,,,,200-300,,,13.0,1.0,,,,,,
07.12.2020 10:00,0.9,725.5,749.5,0.0,97,Wind blowing from the north-west,1,,,,Mist. ,,,,,,,200-300,,,6.0,0.5,,,,,,
