Local time in Aberdaron,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.11.2020 10:00,10.7,749.9,758.5,0.7,79,Wind blowing from the south-west,12,,,, ,,,,,,,1000-1500,,,35.0,7.2,,,,,,
12.11.2020 09:00,10.3,749.8,758.4,0.9,78,Wind blowing from the south-west,11,,,, ,,,,,,,600-1000,,,24.0,6.5,,,,,,
12.11.2020 08:00,9.5,749.7,758.3,1.4,77,Wind blowing from the west-southwest,11,,,, ,,,,,,,600-1000,,,30.0,5.7,,,,,,
12.11.2020 07:00,9.6,749.2,757.9,1.8,76,Wind blowing from the west-southwest,10,,,, ,,,,,,,600-1000,,,45.0,5.6,,,,,,
12.11.2020 06:00,9.2,748.9,757.5,2.0,83,Wind blowing from the west-southwest,12,,,, ,,,8.6,,,,300-600,,,35.0,6.5,4.0,12,,,,
12.11.2020 05:00,8.9,748.3,756.9,2.4,82,Wind blowing from the west-southwest,11,,,, ,,,,,,,600-1000,,,40.0,5.9,,,,,,
12.11.2020 04:00,8.9,747.4,756.0,2.4,78,Wind blowing from the west,13,,,, ,,,,,,,600-1000,,,50.0,5.2,,,,,,
12.11.2020 03:00,9.1,746.9,755.5,2.8,79,Wind blowing from the west,12,,,, ,,,,,,,600-1000,,,65.0,5.6,,,,,,
12.11.2020 02:00,9.7,745.9,754.6,2.8,88,Wind blowing from the west,11,,,, ,,,,,,,300-600,,,30.0,7.8,,,,,,
12.11.2020 01:00,9.7,745.0,753.6,2.6,87,Wind blowing from the west,11,,,, ,,,,,,,300-600,,,55.0,7.6,,,,,,
12.11.2020 00:00,10.2,744.1,752.6,2.6,92,Wind blowing from the west-southwest,13,,,, ,,,,,,,300-600,,,24.0,9.0,4.0,6,,,,
11.11.2020 23:00,10.5,743.1,751.6,2.5,91,Wind blowing from the west-southwest,13,,,, ,,,,,,,300-600,,,20.0,9.1,,,,,,
11.11.2020 22:00,10.8,742.4,751.0,1.7,92,Wind blowing from the south-west,14,,,, ,,,,,,,300-600,,,14.0,9.5,,,,,,
11.11.2020 21:00,10.8,741.5,750.1,-0.5,94,Wind blowing from the south-west,13,,,, ,,,,,,,200-300,,,16.0,9.8,,,,,,
11.11.2020 20:00,10.5,740.6,749.1,-2.5,95,Wind blowing from the west-southwest,15,,,, ,,,,,,,200-300,,,18.0,9.8,,,,,,
11.11.2020 19:00,11.7,740.7,749.2,-3.4,96,Wind blowing from the south-southeast,14,,,, ,,,,,,,300-600,,,3.6,11.1,,,,,,
11.11.2020 18:00,11.7,742.0,750.5,-3.5,95,Wind blowing from the south-southeast,13,,,, ,,,,12.6,,,300-600,,,8.0,10.9,3.0,12,,,,
11.11.2020 17:00,12.2,743.1,751.6,-3.6,91,Wind blowing from the south-southeast,13,,,, ,,,,,,,300-600,,,6.0,10.7,,,,,,
11.11.2020 16:00,12.3,744.1,752.7,-3.5,90,Wind blowing from the south-southeast,12,,,, ,,,,,,,1500-2000,,,14.0,10.7,,,,,,
11.11.2020 15:00,12.2,745.5,754.0,-3.0,92,Wind blowing from the south-southeast,12,,,, ,,,,,,,600-1000,,,7.0,11.0,,,,,,
11.11.2020 14:00,12.6,746.7,755.2,-2.5,90,Wind blowing from the south-southeast,10,,,, ,,,,,,,300-600,,,16.0,11.0,,,,,,
11.11.2020 13:00,12.5,747.6,756.1,-2.3,91,Wind blowing from the south,14,,,, ,,,,,,,300-600,,,17.0,11.1,,,,,,
11.11.2020 12:00,12.5,748.5,757.0,-2.2,91,Wind blowing from the south,13,,,, ,,,,,,,300-600,,,16.0,11.1,No precipitation,6,,,,
11.11.2020 11:00,12.5,749.2,757.8,-2.1,92,Wind blowing from the south-southeast,11,,,, ,,,,,,,300-600,,,17.0,11.2,,,,,,
11.11.2020 10:00,12.3,749.9,758.5,-1.7,92,Wind blowing from the south-southeast,10,,,, ,,,,,,,300-600,,,18.0,11.0,,,,,,
11.11.2020 09:00,12.1,750.7,759.3,-1.6,90,Wind blowing from the south-southeast,9,,,, ,,,,,,,300-600,,,23.0,10.5,,,,,,
11.11.2020 08:00,11.9,751.3,760.0,-1.5,92,Wind blowing from the south-southeast,11,,,, ,,,,,,,300-600,,,20.0,10.6,,,,,,
11.11.2020 07:00,11.7,751.6,760.3,-1.7,93,Wind blowing from the south-southeast,9,,,, ,,,,,,,300-600,,,21.0,10.6,,,,,,
11.11.2020 06:00,11.4,752.3,760.9,-1.9,95,Wind blowing from the south-southeast,10,,,, ,,,10.8,,,,200-300,,,16.0,10.6,0.6,12,,,,
11.11.2020 05:00,11.5,752.8,761.4,-2.2,94,Wind blowing from the south-southeast,11,,,, ,,,,,,,200-300,,,17.0,10.6,,,,,,
11.11.2020 04:00,11.6,753.3,761.9,-2.2,94,Wind blowing from the south,11,,,, ,,,,,,,300-600,,,18.0,10.7,,,,,,
11.11.2020 03:00,11.6,754.2,762.8,-1.6,94,Wind blowing from the south,11,,,, ,,,,,,,300-600,,,18.0,10.6,,,,,,
11.11.2020 02:00,11.5,755.0,763.6,-1.4,95,Wind blowing from the south,10,,,, ,,,,,,,300-600,,,13.0,10.7,,,,,,
11.11.2020 01:00,11.4,755.5,764.2,-1.0,92,Wind blowing from the south,11,,,, ,,,,,,,300-600,,,18.0,10.2,,,,,,
11.11.2020 00:00,11.3,755.8,764.5,-0.9,91,Wind blowing from the south,10,,,, ,,,,,,,300-600,,,20.0,9.8,No precipitation,6,,,,
10.11.2020 23:00,11.3,756.4,765.0,-0.6,90,Wind blowing from the south,10,,,, ,,,,,,,1000-1500,,,30.0,9.7,,,,,,
10.11.2020 22:00,11.1,756.5,765.2,-0.5,90,Wind blowing from the south,9,,,, ,,,,,,,300-600,,,35.0,9.5,,,,,,
10.11.2020 21:00,11.1,756.7,765.4,-0.5,90,Wind blowing from the south,9,,,, ,,,,,,,600-1000,,,30.0,9.5,,,,,,
10.11.2020 20:00,11.1,757.0,765.7,-0.2,89,Wind blowing from the south,9,,,, ,,,,,,,600-1000,,,30.0,9.4,,,,,,
10.11.2020 19:00,11.1,757.0,765.7,-0.3,88,Wind blowing from the south,9,,,, ,,,,,,,600-1000,,,40.0,9.2,,,,,,
10.11.2020 18:00,11.1,757.2,765.9,0.0,81,Wind blowing from the south-southwest,9,,,, ,,,,12.3,,,600-1000,,,50.0,8.0,0.2,12,,,,
10.11.2020 17:00,11.0,757.2,765.9,0.0,82,Wind blowing from the south-southwest,10,,,, ,,,,,,,600-1000,,,30.0,8.0,,,,,,
10.11.2020 16:00,10.6,757.3,766.0,0.0,86,Wind blowing from the south-southwest,10,,,, ,,,,,,,300-600,,,28.0,8.4,,,,,,
10.11.2020 15:00,10.8,757.2,765.9,0.1,90,Wind blowing from the south-west,10,,,, ,,,,,,,300-600,,,35.0,9.2,,,,,,
10.11.2020 14:00,11.6,757.2,765.8,0.2,89,Wind blowing from the south-southwest,9,,,, ,,,,,,,600-1000,,,35.0,9.9,,,,,,
10.11.2020 13:00,11.8,757.3,765.9,0.5,93,Wind blowing from the south-west,9,,,, ,,,,,,,200-300,,,28.0,10.7,,,,,,
10.11.2020 12:00,11.4,757.1,765.8,0.4,96,Wind blowing from the south-southwest,9,,,, ,,,,,,,100-200,,,45.0,10.8,No precipitation,6,,,,
10.11.2020 11:00,11.9,757.0,765.7,0.4,94,Wind blowing from the south-southwest,8,,,, ,,,,,,,200-300,,,55.0,11.0,,,,,,
10.11.2020 10:00,11.5,756.8,765.5,0.7,98,Wind blowing from the south-southwest,8,,,, ,,,,,,,100-200,,,40.0,11.2,,,,,,
10.11.2020 09:00,11.3,756.7,765.4,0.9,98,Wind blowing from the south-southeast,5,,,, ,,,,,,,Less than  50,,,5.0,11.0,,,,,,
10.11.2020 08:00,11.4,756.6,765.2,0.9,96,Wind blowing from the south-southeast,5,,,, ,,,,,,,200-300,,,30.0,10.7,,,,,,
10.11.2020 07:00,11.2,756.1,764.8,0.7,95,Wind blowing from the south,6,,,, ,,,,,,,200-300,,,50.0,10.4,,,,,,
10.11.2020 06:00,11.3,755.8,764.5,0.5,93,Wind blowing from the south,6,,,, ,,,11.0,,,,200-300,,,40.0,10.2,5.0,12,,,,
10.11.2020 05:00,11.3,755.7,764.3,0.4,96,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,21.0,10.6,,,,,,
10.11.2020 04:00,11.6,755.4,764.1,0.4,94,Wind blowing from the south,6,,,, ,,,,,,,200-300,,,30.0,10.6,,,,,,
10.11.2020 03:00,11.2,755.3,764.0,0.4,96,Wind blowing from the south,6,,,, ,,,,,,,200-300,,,30.0,10.6,,,,,,
10.11.2020 02:00,11.5,755.3,764.0,0.7,97,Wind blowing from the south,7,,,, ,,,,,,,100-200,,,25.0,11.0,,,,,,
10.11.2020 01:00,11.8,755.0,763.6,0.6,97,Wind blowing from the south-southeast,4,,,, ,,,,,,,100-200,,,20.0,11.4,,,,,,
10.11.2020 00:00,12.0,754.9,763.6,0.6,97,Wind blowing from the south,6,,,, ,,,,,,,200-300,,,23.0,11.5,5.0,6,,,,
09.11.2020 23:00,12.1,754.6,763.3,0.4,92,Wind blowing from the south-southeast,6,,,, ,,,,,,,300-600,,,45.0,10.8,,,,,,
09.11.2020 22:00,12.5,754.4,763.0,0.4,93,Wind blowing from the south-east,8,,,, ,,,,,,,300-600,,,55.0,11.4,,,,,,
09.11.2020 21:00,11.7,754.3,763.0,0.4,98,Wind blowing from the east-southeast,4,,,, ,,,,,,,600-1000,,,27.0,11.4,,,,,,
09.11.2020 20:00,11.6,754.2,762.9,0.6,97,Wind blowing from the south-east,4,,,, ,,,,,,,50-100,,,7.0,11.2,,,,,,
09.11.2020 19:00,12.6,754.0,762.7,0.6,96,Wind blowing from the south-east,6,,,, ,,,,,,,1500-2000,,,9.0,11.9,,,,,,
09.11.2020 18:00,12.9,753.9,762.5,0.5,92,Wind blowing from the south-east,4,,,, ,,,,14.4,,,1000-1500,,,24.0,11.6,1.0,12,,,,
09.11.2020 17:00,13.4,753.6,762.2,0.3,86,Wind blowing from the south-east,5,,,, ,,,,,,,600-1000,,,23.0,11.0,,,,,,
09.11.2020 16:00,14.4,753.4,762.0,0.0,83,Wind blowing from the south-east,6,,,, ,,,,,,,600-1000,,,55.0,11.5,,,,,,
09.11.2020 15:00,13.6,753.4,761.9,0.0,87,Wind blowing from the south-east,3,,,, ,,,,,,,600-1000,,,50.0,11.4,,,,,,
09.11.2020 14:00,13.3,753.3,761.8,-0.3,90,Wind blowing from the east,3,,,, ,,,,,,,600-1000,,,40.0,11.6,,,,,,
09.11.2020 13:00,12.8,753.4,762.0,-0.1,92,Wind blowing from the east,4,,,, ,,,,,,,1500-2000,,,30.0,11.6,,,,,,
09.11.2020 12:00,13.0,753.4,762.0,-0.2,91,Wind blowing from the east,5,,,, ,,,,,,,1500-2000,,,35.0,11.5,0.2,6,,,,
09.11.2020 11:00,13.4,753.6,762.1,0.2,90,Wind blowing from the east,6,,,, ,,,,,,,2000-2500,,,35.0,11.7,,,,,,
09.11.2020 10:00,12.1,753.5,762.1,0.3,94,Wind blowing from the east,4,,,, ,,,,,,,1500-2000,,,8.0,11.2,,,,,,
09.11.2020 09:00,11.8,753.6,762.2,0.6,94,Wind blowing from the east,4,,,, ,,,,,,,1500-2000,,,30.0,10.9,,,,,,
09.11.2020 08:00,11.5,753.4,762.1,0.3,94,Wind blowing from the east,4,,,, ,,,,,,,1000-1500,,,30.0,10.5,,,,,,
09.11.2020 07:00,11.6,753.2,761.8,0.0,93,Wind blowing from the east,4,,,, ,,,,,,,1000-1500,,,30.0,10.5,,,,,,
09.11.2020 06:00,11.7,753.0,761.6,-0.3,93,Wind blowing from the east,5,,,, ,,,10.8,,,,1000-1500,,,30.0,10.6,0.4,12,,,,
09.11.2020 05:00,11.5,753.1,761.6,-0.3,94,Wind blowing from the east,5,,,, ,,,,,,,1500-2000,,,19.0,10.6,,,,,,
09.11.2020 04:00,11.0,753.2,761.8,-0.4,96,Wind blowing from the east,4,,,, ,,,,,,,1500-2000,,,14.0,10.4,,,,,,
09.11.2020 03:00,10.9,753.3,762.0,-0.4,95,Wind blowing from the east,5,,,, ,,,,,,,1000-1500,,,13.0,10.2,,,,,,
09.11.2020 02:00,11.5,753.4,762.0,-0.4,91,Wind blowing from the east,5,,,, ,,,,,,,1000-1500,,,21.0,10.0,,,,,,
09.11.2020 01:00,11.8,753.6,762.2,-0.4,91,Wind blowing from the east,5,,,, ,,,,,,,1500-2000,,,22.0,10.4,,,,,,
09.11.2020 00:00,11.4,753.7,762.3,-0.4,93,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,10.3,No precipitation,6,,,,
08.11.2020 23:00,11.7,753.8,762.4,-0.2,92,Wind blowing from the east,5,,,, ,,,,,,,2000-2500,,,24.0,10.5,,,,,,
08.11.2020 22:00,11.5,754.0,762.7,0.0,95,Wind blowing from the east,4,,,, ,,,,,,,2000-2500,,,16.0,10.7,,,,,,
08.11.2020 21:00,12.1,754.1,762.7,0.1,93,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,11.0,,,,,,
08.11.2020 20:00,11.9,754.0,762.7,0.3,91,Wind blowing from the east-southeast,4,,,, ,,,,,,,300-600,,,25.0,10.5,,,,,,
08.11.2020 19:00,12.9,754.0,762.7,0.1,87,Wind blowing from the south-east,6,,,, ,,,,,,,600-1000,,,65.0,10.8,,,,,,
08.11.2020 18:00,12.7,754.0,762.6,0.3,88,Wind blowing from the south-east,5,,,, ,,,,12.7,,,600-1000,,,60.0,10.8,0.4,12,,,,
08.11.2020 17:00,12.4,753.7,762.3,0.0,94,Wind blowing from the south-southeast,4,,,, ,,,,,,,300-600,,,50.0,11.4,,,,,,
08.11.2020 16:00,12.1,753.9,762.4,-0.1,96,Wind blowing from the south,6,,,, ,,,,,,,200-300,,,17.0,11.5,,,,,,
08.11.2020 15:00,12.5,753.7,762.3,-0.3,94,Wind blowing from the south,5,,,, ,,,,,,,200-300,,,14.0,11.6,,,,,,
08.11.2020 14:00,12.6,753.7,762.4,-0.3,95,Wind blowing from the south-southeast,4,,,, ,,,,,,,300-600,,,16.0,11.8,,,,,,
08.11.2020 13:00,12.2,754.0,762.6,0.1,96,Wind blowing from the south-southeast,4,,,, ,,,,,,,100-200,,,5.0,11.6,,,,,,
08.11.2020 12:00,12.4,754.0,762.7,0.3,96,Wind blowing from the south-southeast,5,,,, ,,,,,,,100-200,,,6.0,11.7,0.4,6,,,,
08.11.2020 11:00,12.2,754.0,762.7,0.6,95,Wind blowing from the south-southeast,6,,,, ,,,,,,,100-200,,,7.0,11.4,,,,,,
08.11.2020 10:00,12.0,753.9,762.5,0.7,96,Wind blowing from the south-east,5,,,, ,,,,,,,200-300,,,7.0,11.3,,,,,,
08.11.2020 09:00,11.4,753.7,762.4,0.8,98,Wind blowing from the east-southeast,4,,,, ,,,,,,,50-100,,,3.5,11.1,,,,,,
08.11.2020 08:00,11.5,753.4,762.0,0.4,96,Wind blowing from the south-east,6,,,, ,,,,,,,50-100,,,1.8,10.9,,,,,,
08.11.2020 07:00,11.8,753.2,761.8,0.3,91,Wind blowing from the south-east,4,,,, ,,,,,,,300-600,,,4.5,10.4,,,,,,
08.11.2020 06:00,11.8,752.9,761.5,-0.3,92,Wind blowing from the south-east,4,,,, ,,,11.6,,,,600-1000,,,8.0,10.5,0.8,12,,,,
08.11.2020 05:00,11.7,753.0,761.6,-0.6,92,Wind blowing from the east,4,,,, ,,,,,,,600-1000,,,6.0,10.4,,,,,,
08.11.2020 04:00,12.0,752.9,761.5,-0.8,88,Wind blowing from the east-southeast,5,,,, ,,,,,,,600-1000,,,9.0,10.0,,,,,,
08.11.2020 03:00,12.0,753.2,761.8,-0.5,87,Wind blowing from the south-east,7,,,, ,,,,,,,1000-1500,,,7.0,9.9,,,,,,
08.11.2020 02:00,12.8,753.6,762.2,-0.3,81,Wind blowing from the south-east,5,,,, ,,,,,,,1500-2000,,,17.0,9.5,,,,,,
08.11.2020 01:00,13.1,753.7,762.2,-0.4,78,Wind blowing from the south-east,5,,,, ,,,,,,,1500-2000,,,22.0,9.4,,,,,,
08.11.2020 00:00,11.4,753.7,762.3,-0.5,93,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,23.0,10.3,No precipitation,6,,,,
07.11.2020 23:00,12.5,753.9,762.5,-0.6,85,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,10.0,,,,,,
07.11.2020 22:00,12.2,754.1,762.7,-0.4,88,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,10.3,,,,,,
07.11.2020 21:00,12.8,754.2,762.8,0.0,84,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,10.1,,,,,,
07.11.2020 20:00,12.7,754.5,763.1,0.6,84,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,10.1,,,,,,
07.11.2020 19:00,12.8,754.5,763.1,0.5,81,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,9.6,,,,,,
07.11.2020 18:00,13.5,754.2,762.8,-0.1,77,Wind blowing from the east,4,,,, ,,,,14.4,,,2500 or more or no clouds.,,,28.0,9.5,No precipitation,12,,,,
07.11.2020 17:00,14.2,753.9,762.4,-0.7,73,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,9.3,,,,,,
07.11.2020 16:00,13.8,754.0,762.5,-0.8,74,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,9.3,,,,,,
07.11.2020 15:00,13.3,754.3,762.9,-0.2,75,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,8.9,,,,,,
07.11.2020 14:00,13.3,754.6,763.2,-0.3,74,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,8.7,,,,,,
07.11.2020 13:00,13.1,754.8,763.3,-0.3,82,Wind blowing from the south-west,3,,,, ,,,,,,,2500 or more or no clouds.,,,5.0,10.1,,,,,,
07.11.2020 12:00,12.2,754.5,763.1,-1.0,79,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,8.6,No precipitation,6,,,,
07.11.2020 11:00,12.4,754.9,763.5,-0.5,77,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,8.5,,,,,,
07.11.2020 10:00,10.5,755.1,763.8,-0.6,75,Wind blowing from the north-east,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,6.3,,,,,,
07.11.2020 09:00,8.0,755.5,764.2,0.0,73,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,3.4,,,,,,
07.11.2020 08:00,8.1,755.4,764.2,-0.1,75,Wind blowing from the east-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,3.8,,,,,,
07.11.2020 07:00,8.1,755.7,764.5,-0.1,79,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,4.7,,,,,,
07.11.2020 06:00,7.8,755.5,764.3,-0.4,81,Wind blowing from the east,3,,,, ,,,6.8,,,,2500 or more or no clouds.,,,40.0,4.7,No precipitation,12,,,,
07.11.2020 05:00,7.7,755.5,764.3,-0.8,75,Wind blowing from the east-southeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,3.5,,,,,,
07.11.2020 04:00,8.6,755.8,764.5,-0.8,82,Wind blowing from the south-southeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,5.7,,,,,,
07.11.2020 03:00,7.6,755.9,764.7,-0.8,75,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,3.4,,,,,,
07.11.2020 02:00,7.5,756.3,765.1,-0.6,73,Wind blowing from the east-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.9,,,,,,
07.11.2020 01:00,9.4,756.6,765.3,-0.9,72,Wind blowing from the south-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,4.6,,,,,,
07.11.2020 00:00,9.9,756.7,765.4,-0.8,73,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,5.2,No precipitation,6,,,,
06.11.2020 23:00,9.1,756.9,765.6,-0.6,62,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.1,,,,,,
06.11.2020 22:00,8.8,757.5,766.3,-0.6,62,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,1.8,,,,,,
06.11.2020 21:00,8.7,757.5,766.3,-1.0,62,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,1.7,,,,,,
06.11.2020 20:00,10.7,757.5,766.2,-1.2,59,Wind blowing from the south-east,6,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,3.0,,,,,,
06.11.2020 19:00,10.6,758.1,766.8,-0.7,59,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.9,,,,,,
06.11.2020 18:00,11.3,758.5,767.1,-1.1,56,Wind blowing from the south-east,6,,,, ,,,,11.6,,,2500 or more or no clouds.,,,50.0,2.8,No precipitation,12,,,,
06.11.2020 17:00,10.7,758.7,767.4,-1.6,53,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,1.4,,,,,,
06.11.2020 16:00,11.3,758.8,767.5,-2.4,47,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,0.3,,,,,,
06.11.2020 15:00,11.3,759.6,768.3,-2.3,51,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,65.0,1.4,,,,,,
06.11.2020 14:00,11.4,760.3,769.0,-2.4,51,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,1.6,,,,,,
06.11.2020 13:00,11.1,761.2,769.9,-2.4,52,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,1.4,,,,,,
06.11.2020 12:00,10.4,761.9,770.7,-2.1,60,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,71.0,2.8,No precipitation,6,,,,
06.11.2020 11:00,9.6,762.7,771.6,-1.7,73,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,4.9,,,,,,
06.11.2020 10:00,9.1,763.6,772.3,-0.9,78,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,5.4,,,,,,
06.11.2020 09:00,8.7,764.0,772.8,-0.7,84,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,6.1,,,,,,
06.11.2020 08:00,8.7,764.4,773.2,-0.7,75,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,4.5,,,,,,
06.11.2020 07:00,8.1,764.5,773.3,-0.9,83,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,5.3,,,,,,
06.11.2020 06:00,7.6,764.7,773.5,-1.2,92,Wind blowing from the east,3,,,, ,,,6.7,,,,2500 or more or no clouds.,,,27.0,6.4,No precipitation,12,,,,
06.11.2020 05:00,7.9,765.1,774.0,-1.4,92,Wind blowing from the east,3,,,, ,,,,,,,200-300,,,26.0,6.7,,,,,,
06.11.2020 04:00,8.1,765.4,774.2,-1.5,92,Wind blowing from the east,4,,,, ,,,,,,,300-600,,,30.0,6.9,,,,,,
06.11.2020 03:00,8.8,765.9,774.7,-1.3,88,Wind blowing from the east-southeast,4,,,, ,,,,,,,300-600,,,35.0,6.9,,,,,,
06.11.2020 02:00,8.6,766.5,775.3,-1.1,88,Wind blowing from the east-southeast,5,,,, ,,,,,,,300-600,,,35.0,6.7,,,,,,
06.11.2020 01:00,8.7,766.9,775.8,-1.0,87,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,6.7,,,,,,
06.11.2020 00:00,9.9,756.7,765.4,-11.7,73,Wind blowing from the east-southeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,5.2,No precipitation,6,,,,
05.11.2020 23:00,7.8,767.6,776.5,-1.1,94,Wind blowing from the east,3,,,, ,,,,,,,300-600,,,20.0,6.9,,,,,,
05.11.2020 22:00,7.1,767.9,776.8,-1.0,92,Wind blowing from the east-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,15.0,5.8,,,,,,
05.11.2020 21:00,7.5,768.4,777.3,-0.8,89,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,5.8,,,,,,
05.11.2020 20:00,7.4,768.7,777.6,-0.6,88,Wind blowing from the east-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,5.5,,,,,,
05.11.2020 19:00,7.8,768.9,777.8,-0.6,83,Wind blowing from the east,1,,,, ,,,,,,,2000-2500,,,25.0,5.1,,,,,,
05.11.2020 18:00,8.2,769.2,778.0,-0.7,82,Wind blowing from the north-east,1,,,, ,,,,11.3,,,2000-2500,,,24.0,5.2,No precipitation,12,,,,
05.11.2020 17:00,8.4,769.3,778.3,-1.1,77,Wind blowing from the east-southeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,4.5,,,,,,
05.11.2020 16:00,9.9,769.5,778.3,-1.3,69,Calm no wind,0,,,, ,,,,,,,2000-2500,,,19.0,4.4,,,,,,
05.11.2020 15:00,10.9,769.9,778.7,-1.3,68,Wind blowing from the south-southwest,1,,,, ,,,,,,,600-1000,,,50.0,5.1,,,,,,
05.11.2020 14:00,10.9,770.4,779.2,-1.1,72,Wind blowing from the south-southwest,2,,,, ,,,,,,,600-1000,,,50.0,5.9,,,,,,
05.11.2020 13:00,10.4,770.8,779.6,-0.4,73,Wind blowing from the south-west,3,,,, ,,,,,,,600-1000,,,50.0,5.8,,,,,,
05.11.2020 12:00,9.7,771.2,780.1,0.0,75,Wind blowing from the south-southwest,4,,,, ,,,,,,,600-1000,,,40.0,5.4,No precipitation,6,,,,
05.11.2020 11:00,9.6,771.5,780.4,0.3,75,Wind blowing from the south-west,3,,,, ,,,,,,,600-1000,,,40.0,5.3,,,,,,
05.11.2020 10:00,9.8,771.2,780.1,0.1,74,Wind blowing from the south-southwest,2,,,, ,,,,,,,600-1000,,,35.0,5.4,,,,,,
05.11.2020 09:00,9.4,771.2,780.1,0.2,76,Wind blowing from the south-southwest,2,,,, ,,,,,,,1000-1500,,,40.0,5.3,,,,,,
05.11.2020 08:00,7.8,771.2,780.1,0.2,79,Wind blowing from the west,1,,,, ,,,,,,,2500 or more or no clouds.,,,40.0,4.3,,,,,,
05.11.2020 07:00,6.8,771.1,780.1,0.0,79,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,45.0,3.4,,,,,,
05.11.2020 06:00,7.1,771.0,780.0,-0.2,81,Wind blowing from the west-northwest,3,,,, ,,,6.7,,,,600-1000,,,45.0,4.0,No precipitation,12,,,,
05.11.2020 05:00,7.0,771.0,779.9,-0.3,77,Wind blowing from the west,4,,,, ,,,,,,,600-1000,,,50.0,3.2,,,,,,
05.11.2020 04:00,7.8,771.1,780.1,-0.6,74,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,55.0,3.4,,,,,,
05.11.2020 03:00,8.6,771.2,780.1,-0.5,73,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,65.0,4.0,,,,,,
05.11.2020 02:00,8.7,771.3,780.2,-0.5,75,Wind blowing from the west-northwest,5,,,, ,,,,,,,600-1000,,,65.0,4.5,,,,,,
