Local time in Sennybridge,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.11.2020 08:00,4.8,728.4,756.4,1.2,99,Wind blowing from the south-west,3,,,, ,,,,,,,100-200,,,35.0,4.6,,,,,,
13.11.2020 07:00,4.3,727.8,755.8,2.2,96,Wind blowing from the south-west,3,,,, ,,,,,,,300-600,,,65.0,3.7,,,,,,
13.11.2020 06:00,5.6,727.7,755.5,1.3,97,Wind blowing from the south-west,3,,14,,Rain (not freezing). ,,,5.6,,,,200-300,,,71.0,5.1,8.0,12,,,,
13.11.2020 05:00,7.0,727.2,754.9,0.2,98,Wind blowing from the west-southwest,7,,13,,Rain not freezing moderate. ,,,,,,,100-200,,,2.3,6.7,,,,,,
13.11.2020 04:00,9.6,725.6,753.0,-2.1,95,Wind blowing from the south-southwest,8,,13,,Drizzle and rain slight. ,,,,,,,200-300,,,6.0,8.8,,,,,,
13.11.2020 03:00,10.0,726.4,753.7,-1.9,89,Wind blowing from the south-southwest,9,14,15,,Rain not freezing slight. ,,,,,,,300-600,,,17.0,8.2,,,,,,
13.11.2020 02:00,9.8,727.0,754.5,-1.8,91,Wind blowing from the south-southwest,8,,14,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,40.0,8.4,,,,,,
13.11.2020 01:00,9.6,727.7,755.2,-1.4,91,Wind blowing from the south-southwest,10,15,15,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,30.0,8.2,,,,,,
13.11.2020 00:00,9.5,728.3,755.8,-1.3,94,Wind blowing from the south-southwest,10,,16,,Drizzle not freezing moderate. ,,,,,,,300-600,,,5.0,8.6,0.6,6,,,,
12.11.2020 23:00,9.2,728.8,756.3,-1.1,96,Wind blowing from the south-southwest,8,13,14,,Drizzle and rain slight. ,,,,,,,200-300,,,3.4,8.6,,,,,,
12.11.2020 22:00,9.2,729.1,756.6,-1.0,95,Wind blowing from the south-southwest,9,,15,,Drizzle not freezing slight. ,,,,,,,300-600,,,20.0,8.4,,,,,,
12.11.2020 21:00,8.9,729.6,757.2,-1.1,97,Wind blowing from the south-southwest,8,,14,,Drizzle not freezing moderate. ,,,,,,,200-300,,,13.0,8.4,,,,,,
12.11.2020 20:00,8.9,729.9,757.5,-1.1,93,Wind blowing from the south-southwest,9,15,15,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,70.0,7.8,,,,,,
12.11.2020 19:00,8.8,730.1,757.8,-1.1,91,Wind blowing from the south-southwest,9,,,, ,,,,,,,300-600,,,30.0,7.4,,,,,,
12.11.2020 18:00,8.9,730.7,758.4,-0.5,94,Wind blowing from the south-southwest,7,,,,Drizzle (not freezing) or snow grains. ,,,,9.6,,,300-600,,,60.0,7.9,0.6,12,,,,
12.11.2020 17:00,9.0,731.0,758.7,-0.5,91,Wind blowing from the south-southwest,7,,,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,45.0,7.6,,,,,,
12.11.2020 16:00,8.6,731.2,758.8,-0.6,95,Wind blowing from the south-southwest,8,,13,,Drizzle not freezing heavy. ,,,,,,,200-300,,,2.3,7.9,,,,,,
12.11.2020 15:00,9.3,731.2,758.8,-0.9,90,Wind blowing from the south-west,7,12,,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,35.0,7.8,,,,,,
12.11.2020 14:00,9.1,731.5,759.2,-0.7,92,Wind blowing from the south-west,8,,13,,Rain (not freezing). ,,,,,,,300-600,,,40.0,7.8,,,,,,
12.11.2020 13:00,9.4,731.8,759.4,-0.4,88,Wind blowing from the south-west,7,,14,,Rain (not freezing). ,,,,,,,300-600,,,40.0,7.5,,,,,,
12.11.2020 12:00,8.8,732.1,759.8,-0.2,95,Wind blowing from the south-west,6,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,29.0,8.0,Trace of precipitation,6,,,,
12.11.2020 11:00,8.7,732.2,760.0,0.3,87,Wind blowing from the south-west,7,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,6.7,,,,,,
12.11.2020 10:00,7.4,732.2,760.0,0.7,92,Wind blowing from the south-west,4,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,6.2,,,,,,
12.11.2020 09:00,6.7,732.3,760.3,1.4,97,Wind blowing from the west-southwest,4,,,, ,,,,,,,1000-1500,,,30.0,6.3,,,,,,
12.11.2020 08:00,5.9,731.9,759.9,1.7,99,Wind blowing from the south-west,4,,,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,27.0,5.7,,,,,,
12.11.2020 07:00,5.9,731.5,759.4,2.4,95,Wind blowing from the south-west,3,,,, ,,,,,,,600-1000,,,45.0,5.1,,,,,,
12.11.2020 06:00,6.3,730.9,758.8,2.6,92,Wind blowing from the west-southwest,4,,,,Rain (not freezing). ,,,6.3,,,,300-600,,,60.0,5.1,8.0,12,,,,
12.11.2020 05:00,6.8,730.2,758.0,2.8,95,Wind blowing from the west-southwest,4,,,,Rain not freezing slight. ,,,,,,,200-300,,,35.0,6.1,,,,,,
12.11.2020 04:00,7.3,729.1,756.8,2.2,96,Wind blowing from the west-southwest,5,,,,Rain (not freezing). ,,,,,,,200-300,,,55.0,6.7,,,,,,
12.11.2020 03:00,7.7,728.3,756.0,1.9,97,Wind blowing from the west,5,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,35.0,7.3,,,,,,
12.11.2020 02:00,7.7,727.4,755.1,1.6,98,Wind blowing from the west-southwest,5,,,,Rain not freezing slight. ,,,,,,,100-200,,,4.6,7.4,,,,,,
12.11.2020 01:00,7.9,726.9,754.5,1.4,97,Wind blowing from the west-southwest,6,,,,Precipitation ,,,,,,,200-300,,,19.0,7.4,,,,,,
12.11.2020 00:00,7.8,726.4,754.0,1.8,96,Wind blowing from the west-southwest,7,,13,,Precipitation ,,,,,,,200-300,,,25.0,7.2,8.0,6,,,,
11.11.2020 23:00,8.0,725.8,753.4,2.4,97,Wind blowing from the west-southwest,7,,,,Rain not freezing slight. ,,,,,,,100-200,,,13.0,7.6,,,,,,
11.11.2020 22:00,8.8,725.5,753.1,1.3,97,Wind blowing from the west-southwest,8,14,14,,Precipitation ,,,,,,,100-200,,,25.0,8.3,,,,,,
11.11.2020 21:00,8.8,724.6,752.0,-1.1,97,Wind blowing from the south-west,9,14,16,,Rain not freezing slight. ,,,,,,,100-200,,,19.0,8.4,,,,,,
11.11.2020 20:00,10.9,723.4,750.7,-3.1,95,Wind blowing from the south,9,,20,,Rain not freezing slight. ,,,,,,,200-300,,,11.0,10.2,,,,,,
11.11.2020 19:00,10.9,724.2,751.3,-3.6,93,Wind blowing from the south,10,15,17,,Rain not freezing slight. ,,,,,,,300-600,,,5.0,9.8,,,,,,
11.11.2020 18:00,10.7,725.7,753.0,-3.5,95,Wind blowing from the south,8,,14,,Rain not freezing slight. ,,,,11.9,,,300-600,,,6.0,9.9,2.0,12,,,,
11.11.2020 17:00,10.9,726.5,753.8,-3.7,91,Wind blowing from the south,9,14,14,,Rain not freezing slight. ,,,,,,,600-1000,,,10.0,9.5,,,,,,
11.11.2020 16:00,11.2,727.8,755.1,-3.3,85,Wind blowing from the south,9,,13,, ,,,,,,,600-1000,,,55.0,8.8,,,,,,
11.11.2020 15:00,11.2,729.2,756.6,-2.6,85,Wind blowing from the south,7,13,13,, ,,,,,,,300-600,,,55.0,8.8,,,,,,
11.11.2020 14:00,11.3,730.2,757.6,-2.2,84,Wind blowing from the south,8,,13,, ,,,,,,,1500-2000,,,60.0,8.7,,,,,,
11.11.2020 13:00,11.5,731.1,758.5,-2.2,85,Wind blowing from the south,7,12,,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,60.0,9.1,,,,,,
11.11.2020 12:00,11.7,731.8,759.3,-2.1,83,Wind blowing from the south-southwest,7,,13,, ,,,,,,,300-600,,,71.0,8.8,No precipitation,6,,,,
11.11.2020 11:00,11.6,732.4,759.9,-2.0,84,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,70.0,9.0,,,,,,
11.11.2020 10:00,10.8,733.3,760.8,-1.5,88,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,50.0,8.9,,,,,,
11.11.2020 09:00,10.4,733.9,761.5,-1.3,89,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,55.0,8.7,,,,,,
11.11.2020 08:00,10.0,734.4,762.1,-1.3,90,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,55.0,8.4,,,,,,
11.11.2020 07:00,9.6,734.8,762.5,-1.4,92,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,55.0,8.3,,,,,,
11.11.2020 06:00,9.2,735.2,763.0,-1.5,91,Wind blowing from the south,6,,,, ,,,8.0,,,,300-600,,,60.0,7.8,Trace of precipitation,12,,,,
11.11.2020 05:00,9.1,735.7,763.6,-1.8,90,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,71.0,7.5,,,,,,
11.11.2020 04:00,9.4,736.2,764.0,-1.5,87,Wind blowing from the south,6,,,, ,,,,,,,600-1000,,,71.0,7.3,,,,,,
11.11.2020 03:00,9.2,736.7,764.5,-1.4,90,Wind blowing from the south,5,,,, ,,,,,,,600-1000,,,71.0,7.6,,,,,,
11.11.2020 02:00,9.2,737.5,765.3,-0.9,92,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,25.0,7.9,,,,,,
11.11.2020 01:00,9.1,737.7,765.6,-1.0,90,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,60.0,7.6,,,,,,
11.11.2020 00:00,9.1,738.1,766.0,-0.6,91,Wind blowing from the south,4,,,, ,,,,,,,300-600,,,65.0,7.7,Trace of precipitation,6,,,,
10.11.2020 23:00,9.0,738.4,766.4,-0.6,92,Wind blowing from the south-southwest,4,,,,Drizzle (not freezing) or snow grains. ,,,,,,,600-1000,,,23.0,7.8,,,,,,
10.11.2020 22:00,8.8,738.7,766.7,-0.1,94,Wind blowing from the south,4,,,, ,,,,,,,300-600,,,20.0,7.9,,,,,,
10.11.2020 21:00,8.8,738.7,766.6,-0.3,93,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,30.0,7.7,,,,,,
10.11.2020 20:00,8.5,739.0,767.0,0.0,97,Wind blowing from the south-southwest,3,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,55.0,8.1,,,,,,
10.11.2020 19:00,8.7,738.8,766.8,-0.2,93,Wind blowing from the south,3,,,, ,,,,,,,300-600,,,71.0,7.6,,,,,,
10.11.2020 18:00,8.0,739.0,767.2,0.2,94,Wind blowing from the south,4,,,, ,,,,11.3,,,2500 or more or no clouds.,,,71.0,7.1,2.0,12,,,,
10.11.2020 17:00,8.3,739.0,767.0,0.1,98,Wind blowing from the south-southwest,4,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,71.0,8.0,,,,,,
10.11.2020 16:00,9.1,739.0,767.0,0.1,97,Wind blowing from the south-west,4,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,14.0,8.6,,,,,,
10.11.2020 15:00,9.7,738.8,766.6,-0.1,96,Wind blowing from the south-west,4,,,,Rain (not freezing). ,,,,,,,200-300,,,45.0,9.1,,,,,,
10.11.2020 14:00,9.8,738.9,766.8,-0.1,96,Wind blowing from the south-west,4,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,35.0,9.2,,,,,,
10.11.2020 13:00,10.3,738.9,766.7,0.3,92,Wind blowing from the south-west,6,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,71.0,9.1,,,,,,
10.11.2020 12:00,10.4,738.9,766.6,0.5,90,Wind blowing from the south-southwest,6,,,, ,,,,,,,200-300,,,71.0,8.8,1.0,6,,,,
10.11.2020 11:00,9.8,739.0,766.8,0.8,97,Wind blowing from the south-west,6,,,,Drizzle (not freezing) or snow grains. ,,,,,,,200-300,,,55.0,9.3,,,,,,
10.11.2020 10:00,9.8,738.6,766.4,0.9,99,Wind blowing from the south-west,6,,,,Rain not freezing moderate. ,,,,,,,100-200,,,2.9,9.6,,,,,,
10.11.2020 09:00,9.4,738.4,766.3,1.2,97,Wind blowing from the south-southwest,4,,,, ,,,,,,,200-300,,,55.0,9.0,,,,,,
10.11.2020 08:00,9.3,738.2,766.1,1.2,99,Wind blowing from the south-southwest,3,,,,Rain (not freezing). ,,,,,,,100-200,,,45.0,9.1,,,,,,
10.11.2020 07:00,9.5,737.7,765.6,1.0,99,Wind blowing from the south-southwest,3,,,,Rain (not freezing). ,,,,,,,50-100,,,23.0,9.4,,,,,,
10.11.2020 06:00,9.9,737.2,765.1,0.6,99,Wind blowing from the south-southwest,2,,,,Shower(s) or intermittent precipitation. ,,,8.8,,,,100-200,,,1.2,9.7,7.0,12,,,,
10.11.2020 05:00,10.0,737.0,764.8,0.6,99,Wind blowing from the south,3,,,,Drizzle not freezing moderate. ,,,,,,,300-600,,,7.0,9.8,,,,,,
10.11.2020 04:00,9.0,736.7,764.5,0.3,98,Wind blowing from the south,2,,,,Drizzle (not freezing) or snow grains. ,,,,,,,300-600,,,35.0,8.7,,,,,,
10.11.2020 03:00,9.3,736.6,764.5,0.3,98,Wind blowing from the south-southeast,2,,,, ,,,,,,,600-1000,,,45.0,9.0,,,,,,
10.11.2020 02:00,9.8,736.4,764.2,0.2,96,Wind blowing from the south,4,,,,Rain (not freezing). ,,,,,,,200-300,,,45.0,9.2,,,,,,
10.11.2020 01:00,10.2,736.4,764.2,0.4,97,Wind blowing from the south,3,,,,Rain not freezing moderate. ,,,,,,,300-600,,,1.5,9.8,,,,,,
10.11.2020 00:00,10.1,736.3,764.1,0.4,95,Wind blowing from the south-southeast,5,,,, ,,,,,,,1000-1500,,,50.0,9.3,7.0,6,,,,
09.11.2020 23:00,10.4,736.2,763.9,0.7,95,Wind blowing from the south-southeast,5,,,, ,,,,,,,1000-1500,,,40.0,9.6,,,,,,
09.11.2020 22:00,10.8,736.0,763.6,0.6,92,Wind blowing from the south,4,,,, ,,,,,,,600-1000,,,70.0,9.5,,,,,,
09.11.2020 21:00,10.9,735.9,763.6,0.8,97,Wind blowing from the south-southwest,2,,,,Rain (not freezing). ,,,,,,,300-600,,,50.0,10.4,,,,,,
09.11.2020 20:00,11.4,735.5,763.1,0.7,94,Wind blowing from the south-southeast,5,,,,Rain not freezing slight. ,,,,,,,600-1000,,,23.0,10.5,,,,,,
09.11.2020 19:00,11.5,735.4,763.0,0.7,92,Wind blowing from the south,5,,13,,Rain (not freezing). ,,,,,,,1000-1500,,,70.0,10.3,,,,,,
09.11.2020 18:00,12.2,735.1,762.6,0.3,96,Wind blowing from the south-east,6,,,,Rain not freezing moderate. ,,,,14.0,,,600-1000,,,3.5,11.5,2.0,12,,,,
09.11.2020 17:00,12.2,734.8,762.3,0.0,95,Wind blowing from the south-east,5,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,1500-2000,,,13.0,11.4,,,,,,
09.11.2020 16:00,12.6,734.7,762.1,-0.1,92,Wind blowing from the south-east,6,,,,Rain not freezing slight. ,,,,,,,1500-2000,,,5.0,11.4,,,,,,
09.11.2020 15:00,13.4,734.8,762.1,0.1,86,Wind blowing from the south-southeast,4,,,, ,,,,,,,300-600,,,55.0,11.1,,,,,,
09.11.2020 14:00,13.6,734.8,762.1,-0.1,86,Wind blowing from the south,5,,,,Rain (not freezing). ,,,,,,,300-600,,,55.0,11.2,,,,,,
09.11.2020 13:00,13.5,734.8,762.1,-0.3,87,Wind blowing from the south-east,5,,,,Rain (not freezing). ,,,,,,,1500-2000,,,50.0,11.4,,,,,,
09.11.2020 12:00,12.3,734.7,762.2,-0.4,94,Wind blowing from the south-east,6,,,,Rain shower(s) or intermittent rain slight. ,,,,,,,2000-2500,,,16.0,11.3,0.2,6,,,,
09.11.2020 11:00,12.4,734.9,762.4,0.0,96,Wind blowing from the south-southeast,7,,,,Rain not freezing slight. ,,,,,,,300-600,,,16.0,11.7,,,,,,
09.11.2020 10:00,11.2,735.1,762.7,0.5,100,Wind blowing from the south-east,6,,,,Drizzle (not freezing) or snow grains. ,,,,,,,100-200,,,6.0,11.2,,,,,,
09.11.2020 09:00,10.9,735.1,762.7,0.6,100,Wind blowing from the south-east,6,,,,Drizzle not freezing moderate. ,,,,,,,50-100,,,1.7,10.9,,,,,,
09.11.2020 08:00,10.9,734.9,762.5,0.2,100,Wind blowing from the east-southeast,4,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,50-100,,,0.3,10.9,,,,,,
09.11.2020 07:00,10.8,734.6,762.2,0.0,99,Wind blowing from the east-southeast,5,,,,Fog ,,,,,,,50-100,,,5.0,10.7,,,,,,
09.11.2020 06:00,10.8,734.5,762.2,-0.6,99,Wind blowing from the east-southeast,2,,,,Mist. ,,,7.2,,,,50-100,,,0.8,10.6,Trace of precipitation,12,,,,
09.11.2020 05:00,10.8,734.7,762.4,-0.4,98,Wind blowing from the south-east,3,,,,Rain (not freezing). ,,,,,,,100-200,,,5.0,10.5,,,,,,
09.11.2020 04:00,10.9,734.6,762.2,-0.7,97,Wind blowing from the east,3,,,,Rain not freezing slight. ,,,,,,,200-300,,,8.0,10.5,,,,,,
09.11.2020 03:00,10.1,735.1,762.8,-0.3,97,Wind blowing from the east-northeast,1,,,, ,,,,,,,200-300,,,7.0,9.6,,,,,,
09.11.2020 02:00,9.7,735.1,762.9,-0.2,97,Wind blowing from the east,2,,,, ,,,,,,,200-300,,,5.0,9.3,,,,,,
09.11.2020 01:00,8.6,735.3,763.1,-0.1,99,Wind blowing from the north-northeast,2,,,,Mist. ,,,,,,,100-200,,,2.7,8.5,,,,,,
09.11.2020 00:00,8.9,735.4,763.3,0.0,100,Wind blowing from the north-northeast,2,,,,Fog ,,,,,,,100-200,,,11.0,8.9,No precipitation,6,,,,
08.11.2020 23:00,8.3,735.3,763.2,-0.1,99,Wind blowing from the north-northwest,1,,,,Fog or ice fog no appreciable change during the past hour. ,,,,,,,100-200,,,6.0,8.2,,,,,,
08.11.2020 22:00,7.7,735.4,763.4,0.1,97,Wind blowing from the north-east,1,,,,Mist. ,,,,,,,200-300,,,2.3,7.3,,,,,,
08.11.2020 21:00,9.0,735.4,763.3,0.0,97,Wind blowing from the north-northeast,1,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,6.0,8.5,,,,,,
08.11.2020 20:00,10.0,735.4,763.1,0.5,95,Wind blowing from the south-east,5,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,9.3,,,,,,
08.11.2020 19:00,9.6,735.3,763.0,0.2,99,Wind blowing from the south-east,3,,,,Mist. ,,,,,,,600-1000,,,9.0,9.4,,,,,,
08.11.2020 18:00,9.5,735.4,763.1,0.6,94,Wind blowing from the south-southeast,3,,,, ,,,,13.5,,,600-1000,,,22.0,8.6,1.0,12,,,,
08.11.2020 17:00,11.4,734.9,762.5,0.1,97,Wind blowing from the south-east,2,,,,Mist. ,,,,,,,100-200,,,12.0,11.0,,,,,,
08.11.2020 16:00,11.5,735.1,762.6,0.1,96,Wind blowing from the west,1,,,,Mist. ,,,,,,,100-200,,,6.0,10.9,,,,,,
08.11.2020 15:00,12.7,734.8,762.3,-0.4,91,Wind blowing from the south-southwest,2,,,, ,,,,,,,200-300,,,24.0,11.3,,,,,,
08.11.2020 14:00,13.1,734.8,762.2,-0.6,88,Wind blowing from the south-southeast,3,,,, ,,,,,,,200-300,,,30.0,11.1,,,,,,
08.11.2020 13:00,12.1,735.0,762.5,-0.4,97,Wind blowing from the south-east,2,,,, ,,,,,,,100-200,,,22.0,11.6,,,,,,
08.11.2020 12:00,11.2,735.2,762.8,0.1,99,Wind blowing from the north,1,,,,Fog ,,,,,,,Less than  50,,,1.4,11.1,1.0,6,,,,
08.11.2020 11:00,10.4,735.4,763.0,0.6,100,Wind blowing from the north-northwest,1,,,,Fog or ice fog has become thinner during the past hour. ,,,,,,,Less than  50,,,0.3,10.4,,,,,,
08.11.2020 10:00,9.4,735.4,763.1,0.8,100,Wind blowing from the north-northeast,1,,,,Precipitation slight or moderate. ,,,,,,,50-100,,,0.1,9.4,,,,,,
08.11.2020 09:00,9.6,735.1,762.8,0.6,99,Wind blowing from the north-northwest,2,,,,Rain not freezing slight. ,,,,,,,100-200,,,0.4,9.4,,,,,,
08.11.2020 08:00,9.8,734.8,762.6,0.4,98,Wind blowing from the east-southeast,3,,,,Rain (not freezing). ,,,,,,,200-300,,,4.4,9.5,,,,,,
08.11.2020 07:00,9.7,734.6,762.4,0.0,98,Wind blowing from the east,2,,,,Rain not freezing slight. ,,,,,,,300-600,,,3.1,9.4,,,,,,
08.11.2020 06:00,9.3,734.5,762.3,-0.1,97,Wind blowing from the north,1,,,,Rain not freezing slight. ,,,8.2,,,,100-200,,,1.4,8.9,0.6,12,,,,
08.11.2020 05:00,9.8,734.4,762.1,-0.6,97,Wind blowing from the east-southeast,4,,,,Mist. ,,,,,,,100-200,,,3.4,9.3,,,,,,
08.11.2020 04:00,9.2,734.6,762.4,-0.5,97,Wind blowing from the north-northwest,1,,,,Mist. ,,,,,,,100-200,,,3.1,8.8,,,,,,
08.11.2020 03:00,9.5,734.6,762.4,-0.7,95,Wind blowing from the east,2,,,,Mist. ,,,,,,,1000-1500,,,3.2,8.7,,,,,,
08.11.2020 02:00,9.5,735.0,762.7,-0.4,95,Wind blowing from the east-southeast,6,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,4.0,8.8,,,,,,
08.11.2020 01:00,8.3,735.1,763.0,-0.7,99,Wind blowing from the north-northeast,2,,,,Mist. ,,,,,,,100-200,,,2.0,8.1,,,,,,
08.11.2020 00:00,8.9,735.4,763.3,-0.5,100,Wind blowing from the north-northeast,2,,,,Fog ,,,,,,,100-200,,,11.0,8.9,No precipitation,6,,,,
07.11.2020 23:00,8.5,735.4,763.3,-0.6,97,Wind blowing from the north-east,3,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,4.0,8.0,,,,,,
07.11.2020 22:00,8.6,735.8,763.7,-0.2,96,Wind blowing from the north,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,3.9,8.0,,,,,,
07.11.2020 21:00,8.9,735.9,763.7,0.1,94,Wind blowing from the north-northeast,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,5.0,8.0,,,,,,
07.11.2020 20:00,8.6,736.0,763.9,0.4,94,Wind blowing from the north-northwest,1,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,5.0,7.7,,,,,,
07.11.2020 19:00,8.5,736.0,763.9,0.2,95,Wind blowing from the north,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,5.0,7.7,,,,,,
07.11.2020 18:00,8.6,735.8,763.7,-0.1,94,Wind blowing from the north,2,,,,Mist. ,,,,10.0,,,2500 or more or no clouds.,,,6.0,7.7,No precipitation,12,,,,
07.11.2020 17:00,9.6,735.6,763.3,-0.5,89,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,9.0,7.9,,,,,,
07.11.2020 16:00,9.0,735.8,763.6,-0.7,94,Wind blowing from the north,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,7.0,8.0,,,,,,
07.11.2020 15:00,9.1,735.9,763.7,-0.5,94,Wind blowing from the north,2,,,,Mist. ,,,,,,,2500 or more or no clouds.,,,8.0,8.2,,,,,,
07.11.2020 14:00,8.5,736.1,764.0,-0.5,96,Wind blowing from the north-northeast,3,,,,Mist. ,,,,,,,100-200,,,6.0,7.9,,,,,,
07.11.2020 13:00,8.4,736.5,764.4,-0.4,99,Wind blowing from the north-northwest,2,,,,Mist. ,,,,,,,Less than  50,,,6.0,8.2,,,,,,
07.11.2020 12:00,7.0,736.4,764.5,-0.7,99,Wind blowing from the north,2,,,,Mist. ,,,,,,,Less than  50,,,1.4,6.8,No precipitation,6,,,,
07.11.2020 11:00,6.7,736.6,764.8,-0.3,100,Wind blowing from the north-northeast,4,,,,Fog ,,,,,,,Less than  50,,,1.3,6.7,,,,,,
07.11.2020 10:00,6.3,736.9,765.1,0.3,100,Wind blowing from the north,2,,,,Fog ,,,,,,,Less than  50,,,3.7,6.3,,,,,,
07.11.2020 09:00,5.5,737.1,765.3,0.4,100,Wind blowing from the north,2,,,,Fog or ice fog has become thinner during the past hour. ,,,,,,,Less than  50,,,0.9,5.5,,,,,,
07.11.2020 08:00,5.1,736.9,765.2,0.0,100,Wind blowing from the north,2,,,,Fog or ice fog has begun or become thicker during the past hour. ,,,,,,,,,,0.1,5.1,,,,,,
07.11.2020 07:00,5.1,736.6,764.8,-0.2,99,Wind blowing from the north-northeast,3,,,,Mist. ,,,,,,,Less than  50,,,1.0,5.0,,,,,,
07.11.2020 06:00,5.1,736.7,765.0,-0.1,97,Wind blowing from the north,1,,,,Mist. ,,,2.8,,,,50-100,,,2.7,4.7,No precipitation,12,,,,
07.11.2020 05:00,5.0,736.9,765.2,-0.3,97,Wind blowing from the north-northeast,3,,,,Mist. ,,,,,,,50-100,,,3.9,4.5,,,,,,
07.11.2020 04:00,5.8,736.8,765.0,-0.7,98,Wind blowing from the north,3,,,,Mist. ,,,,,,,50-100,,,2.5,5.5,,,,,,
07.11.2020 03:00,5.6,736.8,765.0,-0.9,98,Wind blowing from the north,2,,,,Mist. ,,,,,,,100-200,,,4.5,5.3,,,,,,
07.11.2020 02:00,4.5,737.2,765.5,-1.0,93,Wind blowing from the north-northeast,2,,,,Mist. ,,,,,,,100-200,,,8.0,3.5,,,,,,
07.11.2020 01:00,3.8,737.5,766.0,-0.9,93,Wind blowing from the east-northeast,2,,,, ,,,,,,,200-300,,,10.0,2.7,,,,,,
07.11.2020 00:00,2.9,737.7,766.3,-0.7,92,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,10.0,1.7,No precipitation,6,,,,
06.11.2020 23:00,3.9,738.2,766.6,-0.6,89,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,2.2,,,,,,
06.11.2020 22:00,4.1,738.4,766.9,-0.6,89,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,2.4,,,,,,
06.11.2020 21:00,4.5,738.4,766.8,-1.0,85,Wind blowing from the north,3,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,2.2,,,,,,
06.11.2020 20:00,5.5,738.8,767.1,-0.8,79,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,2.1,,,,,,
06.11.2020 19:00,5.6,739.0,767.4,-1.1,76,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,1.7,,,,,,
06.11.2020 18:00,6.2,739.4,767.7,-1.4,75,Wind blowing from the east-northeast,4,,,, ,,,,9.7,,,2500 or more or no clouds.,,,25.0,2.0,No precipitation,12,,,,
06.11.2020 17:00,6.5,739.6,767.8,-1.9,75,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,2.3,,,,,,
06.11.2020 16:00,7.3,740.1,768.3,-1.6,68,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,26.0,1.8,,,,,,
06.11.2020 15:00,9.1,740.8,768.7,-1.8,59,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,30.0,1.5,,,,,,
06.11.2020 14:00,9.5,741.5,769.5,-1.7,58,Wind blowing from the north-east,2,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,1.5,,,,,,
06.11.2020 13:00,9.1,741.7,769.7,-2.1,56,Wind blowing from the east-southeast,6,,,, ,,,,,,,2500 or more or no clouds.,,,35.0,0.8,,,,,,
