Local time in Lake Vyrnwy,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.11.2020 10:00,7.1,726.3,758.8,0.9,88,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,30.0,5.3,,,,,,
12.11.2020 09:00,6.8,726.1,758.7,1.5,95,Wind blowing from the south-west,7,,,, ,,,,,,,200-300,,,45.0,6.0,,,,,,
12.11.2020 08:00,5.6,725.6,758.3,2.1,96,Wind blowing from the west-southwest,6,,,, ,,,,,,,300-600,,,60.0,5.0,,,,,,
12.11.2020 07:00,6.2,725.4,758.0,2.7,88,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,11.0,4.4,,,,,,
12.11.2020 06:00,5.9,724.6,757.2,2.7,90,Wind blowing from the south-west,4,,,, ,,,5.9,,,,300-600,,,65.0,4.3,11.0,12,,,,
12.11.2020 05:00,6.3,723.5,756.0,2.5,89,Wind blowing from the west,9,,,, ,,,,,,,300-600,,,70.0,4.6,,,,,,
12.11.2020 04:00,6.9,722.7,755.1,2.3,95,Wind blowing from the west-southwest,7,,,, ,,,,,,,200-300,,,1.5,6.2,,,,,,
12.11.2020 03:00,7.2,721.9,754.2,1.9,88,Wind blowing from the west,9,,,, ,,,,,,,300-600,,,71.0,5.4,,,,,,
12.11.2020 02:00,7.7,721.0,753.2,1.8,95,Wind blowing from the west-southwest,7,,,, ,,,,,,,300-600,,,6.0,7.0,,,,,,
12.11.2020 01:00,7.7,720.4,752.6,1.5,97,Wind blowing from the south-west,6,,,, ,,,,,,,200-300,,,3.4,7.2,,,,,,
12.11.2020 00:00,7.8,720.0,752.2,1.7,95,Wind blowing from the south-west,7,,,, ,,,,,,,200-300,,,19.0,7.1,9.0,6,,,,
11.11.2020 23:00,8.0,719.2,751.3,0.7,97,Wind blowing from the south-west,10,,,, ,,,,,,,200-300,,,3.0,7.6,,,,,,
11.11.2020 22:00,8.1,718.9,750.9,-1.0,97,Wind blowing from the south-west,11,,,, ,,,,,,,100-200,,,2.6,7.7,,,,,,
11.11.2020 21:00,8.7,718.3,750.4,-2.3,95,Wind blowing from the south-west,9,,,, ,,,,,,,100-200,,,3.6,8.0,,,,,,
11.11.2020 20:00,9.8,718.5,750.4,-3.2,96,Wind blowing from the south-east,5,,,, ,,,,,,,100-200,,,5.0,9.2,,,,,,
11.11.2020 19:00,9.9,719.9,751.8,-3.0,97,Wind blowing from the south,5,,,, ,,,,,,,100-200,,,12.0,9.4,,,,,,
11.11.2020 18:00,9.6,720.6,752.6,-3.4,94,Wind blowing from the south-east,5,,,, ,,,,11.0,,,200-300,,,3.6,8.7,0.2,12,,,,
11.11.2020 17:00,10.7,721.7,753.7,-3.2,83,Wind blowing from the south-southeast,6,,,, ,,,,,,,300-600,,,50.0,7.9,,,,,,
11.11.2020 16:00,10.6,722.9,754.9,-2.9,84,Wind blowing from the south,8,,,, ,,,,,,,300-600,,,50.0,7.9,,,,,,
11.11.2020 15:00,10.8,724.0,756.1,-2.6,82,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,60.0,7.9,,,,,,
11.11.2020 14:00,10.9,724.9,757.0,-2.3,83,Wind blowing from the south,8,,,, ,,,,,,,300-600,,,70.0,8.1,,,,,,
11.11.2020 13:00,10.9,725.8,757.9,-2.2,84,Wind blowing from the south,6,,,, ,,,,,,,300-600,,,60.0,8.2,,,,,,
11.11.2020 12:00,10.5,726.6,758.8,-2.0,87,Wind blowing from the south,7,,,, ,,,,,,,300-600,,,50.0,8.4,No precipitation,6,,,,
11.11.2020 11:00,10.1,727.2,759.4,-1.9,89,Wind blowing from the south,7,,,, ,,,,,,,300-600,,,40.0,8.3,,,,,,
11.11.2020 10:00,9.6,728.0,760.3,-1.4,91,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,45.0,8.2,,,,,,
11.11.2020 09:00,8.9,728.6,761.1,-1.1,94,Wind blowing from the south,4,,,, ,,,,,,,200-300,,,40.0,7.9,,,,,,
11.11.2020 08:00,8.7,729.1,761.5,-1.2,92,Wind blowing from the south-southeast,3,,,, ,,,,,,,200-300,,,50.0,7.5,,,,,,
11.11.2020 07:00,8.6,729.4,761.8,-1.3,91,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,55.0,7.2,,,,,,
11.11.2020 06:00,8.5,729.7,762.3,-1.7,92,Wind blowing from the south,6,,,, ,,,6.9,,,,300-600,,,60.0,7.2,No precipitation,12,,,,
11.11.2020 05:00,8.4,730.3,762.8,-1.8,94,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,45.0,7.5,,,,,,
11.11.2020 04:00,8.3,730.7,763.3,-1.8,95,Wind blowing from the south,5,,,, ,,,,,,,300-600,,,25.0,7.6,,,,,,
11.11.2020 03:00,8.2,731.4,764.0,-1.4,94,Wind blowing from the south,4,,,, ,,,,,,,300-600,,,27.0,7.3,,,,,,
11.11.2020 02:00,8.2,732.1,764.7,-1.0,93,Wind blowing from the south,3,,,, ,,,,,,,300-600,,,55.0,7.1,,,,,,
11.11.2020 01:00,7.8,732.5,765.2,-0.8,95,Wind blowing from the south,4,,,, ,,,,,,,300-600,,,45.0,7.0,,,,,,
11.11.2020 00:00,7.4,732.8,765.6,-0.7,95,Wind blowing from the south,3,,,, ,,,,,,,300-600,,,55.0,6.7,No precipitation,6,,,,
10.11.2020 23:00,7.3,733.1,765.9,-0.5,97,Wind blowing from the south-southwest,6,,,, ,,,,,,,300-600,,,40.0,6.9,,,,,,
10.11.2020 22:00,7.1,733.3,766.1,-0.3,96,Wind blowing from the south,4,,,, ,,,,,,,600-1000,,,55.0,6.5,,,,,,
10.11.2020 21:00,7.7,733.5,766.3,-0.1,94,Wind blowing from the south,3,,,, ,,,,,,,300-600,,,71.0,6.8,,,,,,
10.11.2020 20:00,7.8,733.6,766.3,0.0,97,Wind blowing from the south-southwest,4,,,, ,,,,,,,300-600,,,71.0,7.4,,,,,,
10.11.2020 19:00,7.8,733.6,766.3,0.2,97,Wind blowing from the south,2,,,, ,,,,,,,200-300,,,65.0,7.3,,,,,,
10.11.2020 18:00,7.8,733.6,766.4,0.5,97,Wind blowing from the south-southwest,3,,,, ,,,,10.7,,,600-1000,,,71.0,7.4,2.0,12,,,,
10.11.2020 17:00,8.3,733.6,766.3,0.3,98,Wind blowing from the south-southwest,4,,,, ,,,,,,,100-200,,,2.3,8.0,,,,,,
10.11.2020 16:00,8.5,733.4,766.1,0.1,98,Wind blowing from the south-west,5,,,, ,,,,,,,100-200,,,3.8,8.2,,,,,,
10.11.2020 15:00,9.6,733.1,765.7,-0.2,97,Wind blowing from the south-southwest,5,,,, ,,,,,,,200-300,,,71.0,9.1,,,,,,
10.11.2020 14:00,9.4,733.3,766.0,0.0,97,Wind blowing from the south-west,6,,,, ,,,,,,,100-200,,,22.0,9.0,,,,,,
10.11.2020 13:00,10.5,733.3,765.8,0.0,96,Wind blowing from the south,4,,,, ,,,,,,,200-300,,,71.0,9.9,,,,,,
10.11.2020 12:00,10.1,733.3,765.8,0.1,98,Wind blowing from the south-southwest,4,,,, ,,,,,,,100-200,,,3.6,9.8,0.6,6,,,,
10.11.2020 11:00,9.8,733.3,765.9,0.4,97,Wind blowing from the south,4,,,, ,,,,,,,200-300,,,7.0,9.4,,,,,,
10.11.2020 10:00,9.4,733.3,765.8,0.9,100,Wind blowing from the south,3,,,, ,,,,,,,50-100,,,35.0,9.4,,,,,,
10.11.2020 09:00,9.4,733.2,765.7,1.0,100,Wind blowing from the south,3,,,, ,,,,,,,50-100,,,8.0,9.4,,,,,,
10.11.2020 08:00,9.4,732.9,765.4,0.8,100,Wind blowing from the south,3,,,, ,,,,,,,Less than  50,,,0.8,9.4,,,,,,
10.11.2020 07:00,9.4,732.4,765.0,0.6,99,Wind blowing from the south-southeast,2,,,, ,,,,,,,50-100,,,0.2,9.3,,,,,,
10.11.2020 06:00,9.2,732.2,764.8,0.3,99,Wind blowing from the south,2,,,, ,,,9.1,,,,Less than  50,,,0.1,9.1,0.4,12,,,,
10.11.2020 05:00,9.4,732.1,764.6,0.3,99,Wind blowing from the south-east,3,,,, ,,,,,,,100-200,,,6.0,9.2,,,,,,
10.11.2020 04:00,9.5,731.8,764.3,0.2,99,Wind blowing from the east-southeast,2,,,, ,,,,,,,200-300,,,12.0,9.4,,,,,,
10.11.2020 03:00,9.4,731.9,764.4,0.5,99,Wind blowing from the south-east,2,,,, ,,,,,,,100-200,,,12.0,9.3,,,,,,
10.11.2020 02:00,9.6,731.8,764.3,0.6,99,Wind blowing from the south-east,2,,,, ,,,,,,,200-300,,,8.0,9.5,,,,,,
10.11.2020 01:00,9.6,731.6,764.1,0.4,98,Wind blowing from the south,1,,,, ,,,,,,,300-600,,,9.0,9.3,,,,,,
10.11.2020 00:00,9.8,731.4,763.9,0.5,98,Wind blowing from the south,2,,,, ,,,,,,,200-300,,,9.0,9.5,0.2,6,,,,
09.11.2020 23:00,10.7,731.2,763.6,0.2,97,Wind blowing from the south-southeast,3,,,, ,,,,,,,100-200,,,13.0,10.3,,,,,,
09.11.2020 22:00,10.9,731.2,763.5,0.4,99,Wind blowing from the south-east,3,,,, ,,,,,,,100-200,,,11.0,10.7,,,,,,
09.11.2020 21:00,11.2,730.9,763.3,0.2,99,Wind blowing from the east-southeast,3,,,, ,,,,,,,50-100,,,2.7,11.1,,,,,,
09.11.2020 20:00,11.3,731.0,763.3,0.3,99,Wind blowing from the east-southeast,3,,,, ,,,,,,,Less than  50,,,1.7,11.2,,,,,,
09.11.2020 19:00,11.2,730.8,763.1,0.3,100,Wind blowing from the east,4,,,, ,,,,,,,100-200,,,4.6,11.2,,,,,,
09.11.2020 18:00,11.1,730.7,763.0,0.3,100,Wind blowing from the east-northeast,4,,,, ,,,,11.2,,,100-200,,,6.0,11.1,0.4,12,,,,
09.11.2020 17:00,11.1,730.7,763.0,0.5,100,Wind blowing from the east,3,,,, ,,,,,,,50-100,,,6.0,11.1,,,,,,
09.11.2020 16:00,11.0,730.5,762.7,0.1,100,Wind blowing from the east,3,,,, ,,,,,,,100-200,,,8.0,11.0,,,,,,
09.11.2020 15:00,11.1,730.4,762.7,-0.2,100,Wind blowing from the east,2,,,, ,,,,,,,50-100,,,4.9,11.1,,,,,,
09.11.2020 14:00,11.0,730.2,762.5,-0.5,100,Wind blowing from the east,3,,,, ,,,,,,,Less than  50,,,7.0,11.0,,,,,,
09.11.2020 13:00,10.5,730.4,762.7,-0.2,100,Wind blowing from the east,3,,,, ,,,,,,,,,,0.1,10.5,,,,,,
09.11.2020 12:00,10.2,730.6,763.0,0.1,100,Wind blowing from the east,4,,,, ,,,,,,,,,,less than 0.1,10.2,0.4,6,,,,
09.11.2020 11:00,10.1,730.7,763.1,0.2,100,Wind blowing from the east,3,,,, ,,,,,,,,,,less than 0.1,10.1,,,,,,
09.11.2020 10:00,9.8,730.6,763.0,0.4,100,Wind blowing from the east,3,,,, ,,,,,,,,,,less than 0.1,9.8,,,,,,
09.11.2020 09:00,9.6,730.5,763.0,0.3,100,Wind blowing from the east,3,,,, ,,,,,,,,,,less than 0.1,9.6,,,,,,
09.11.2020 08:00,9.5,730.5,763.0,0.2,100,Wind blowing from the east,4,,,, ,,,,,,,,,,less than 0.1,9.5,,,,,,
09.11.2020 07:00,9.4,730.2,762.7,-0.1,100,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,less than 0.1,9.4,,,,,,
09.11.2020 06:00,8.8,730.2,762.7,-0.3,100,Wind blowing from the east,2,,,, ,,,8.4,,,,,,,less than 0.1,8.8,0.4,12,,,,
09.11.2020 05:00,8.4,730.3,762.8,-0.2,100,Wind blowing from the east,2,,,, ,,,,,,,,,,less than 0.1,8.4,,,,,,
09.11.2020 04:00,8.5,730.3,762.8,-0.4,100,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,less than 0.1,8.5,,,,,,
09.11.2020 03:00,8.7,730.5,763.0,-0.2,100,Wind blowing from the south,2,,,, ,,,,,,,,,,less than 0.1,8.7,,,,,,
09.11.2020 02:00,8.8,730.5,763.0,-0.1,100,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,less than 0.1,8.8,,,,,,
09.11.2020 01:00,8.9,730.7,763.3,0.0,100,Wind blowing from the south,2,,,, ,,,,,,,,,,less than 0.1,8.9,,,,,,
09.11.2020 00:00,9.3,730.7,763.2,0.0,100,Wind blowing from the east-southeast,2,,,, ,,,,,,,Less than  50,,,0.1,9.3,0.2,6,,,,
08.11.2020 23:00,9.1,730.6,763.1,0.0,100,Wind blowing from the north-northeast,1,,,, ,,,,,,,Less than  50,,,less than 0.1,9.1,,,,,,
08.11.2020 22:00,9.4,730.7,763.2,0.1,100,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,less than 0.1,9.4,,,,,,
08.11.2020 21:00,9.5,730.7,763.2,0.2,100,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,less than 0.1,9.5,,,,,,
08.11.2020 20:00,9.6,730.6,763.0,0.4,100,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,less than 0.1,9.6,,,,,,
08.11.2020 19:00,9.8,730.6,763.0,0.4,100,Calm no wind,0,,,, ,,,,,,,,,,less than 0.1,9.8,,,,,,
08.11.2020 18:00,9.8,730.5,762.9,0.5,100,Wind blowing from the east-southeast,1,,,, ,,,,10.2,,,,,,less than 0.1,9.8,2.0,12,,,,
08.11.2020 17:00,10.0,730.2,762.6,0.1,100,Calm no wind,0,,,, ,,,,,,,Less than  50,,,0.1,10.0,,,,,,
08.11.2020 16:00,10.1,730.2,762.5,0.0,100,Wind blowing from the south-west,1,,,, ,,,,,,,Less than  50,,,0.1,10.1,,,,,,
08.11.2020 15:00,10.0,730.0,762.4,-0.5,100,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,0.1,10.0,,,,,,
08.11.2020 14:00,9.7,730.1,762.6,-0.5,100,Wind blowing from the south,2,,,, ,,,,,,,,,,0.2,9.7,,,,,,
08.11.2020 13:00,9.4,730.2,762.7,-0.4,100,Wind blowing from the east-southeast,1,,,, ,,,,,,,Less than  50,,,0.1,9.4,,,,,,
08.11.2020 12:00,8.8,730.5,763.0,0.1,100,Wind blowing from the east,1,,,, ,,,,,,,Less than  50,,,0.2,8.8,2.0,6,,,,
08.11.2020 11:00,8.6,730.6,763.3,0.3,100,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,less than 0.1,8.6,,,,,,
08.11.2020 10:00,8.5,730.6,763.3,0.6,100,Wind blowing from the east,1,,,, ,,,,,,,,,,less than 0.1,8.5,,,,,,
08.11.2020 09:00,8.0,730.4,763.0,0.5,100,Wind blowing from the east,2,,,, ,,,,,,,,,,less than 0.1,8.0,,,,,,
08.11.2020 08:00,7.9,730.3,762.9,0.3,100,Wind blowing from the east,2,,,, ,,,,,,,,,,less than 0.1,7.9,,,,,,
08.11.2020 07:00,7.8,730.0,762.6,0.0,100,Wind blowing from the east,3,,,, ,,,,,,,,,,less than 0.1,7.8,,,,,,
08.11.2020 06:00,7.8,729.9,762.5,-0.7,100,Wind blowing from the east,2,,,, ,,,6.8,,,,,,,less than 0.1,7.8,No precipitation,12,,,,
08.11.2020 05:00,7.9,730.0,762.7,-0.6,100,Wind blowing from the east,3,,,, ,,,,,,,,,,less than 0.1,7.9,,,,,,
08.11.2020 04:00,7.5,730.0,762.7,-0.9,100,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,less than 0.1,7.5,,,,,,
08.11.2020 03:00,7.2,730.6,763.3,-0.4,99,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,less than 0.1,7.1,,,,,,
08.11.2020 02:00,7.4,730.6,763.3,-0.7,99,Wind blowing from the east-northeast,2,,,, ,,,,,,,Less than  50,,,less than 0.1,7.3,,,,,,
08.11.2020 01:00,7.3,730.9,763.6,-0.6,99,Wind blowing from the east,1,,,, ,,,,,,,100-200,,,1.1,7.1,,,,,,
08.11.2020 00:00,7.0,731.0,763.8,-0.6,99,Wind blowing from the east-northeast,2,,,, ,,,,,,,100-200,,,0.1,6.8,No precipitation,6,,,,
07.11.2020 23:00,7.4,731.3,764.0,-0.3,97,Wind blowing from the east-southeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,1.7,7.0,,,,,,
07.11.2020 22:00,7.6,731.5,764.2,-0.4,97,Wind blowing from the north-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,2.9,7.2,,,,,,
07.11.2020 21:00,7.4,731.6,764.3,0.0,97,Wind blowing from the south-east,1,,,, ,,,,,,,2500 or more or no clouds.,,,2.1,6.9,,,,,,
07.11.2020 20:00,7.8,731.6,764.3,0.0,97,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,3.2,7.3,,,,,,
07.11.2020 19:00,7.7,731.9,764.7,0.4,96,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,3.4,7.1,,,,,,
07.11.2020 18:00,7.6,731.6,764.3,-0.1,97,Wind blowing from the east,2,,,, ,,,,8.0,,,2500 or more or no clouds.,,,4.5,7.2,No precipitation,12,,,,
07.11.2020 17:00,7.5,731.6,764.3,-0.2,98,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,4.8,7.2,,,,,,
07.11.2020 16:00,7.8,731.5,764.2,-0.2,100,Wind blowing from the south-southeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,9.0,7.8,,,,,,
07.11.2020 15:00,7.4,731.7,764.5,-0.1,100,Wind blowing from the south-west,1,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,7.4,,,,,,
07.11.2020 14:00,7.2,731.8,764.5,-0.4,100,Wind blowing from the north-northeast,1,,,, ,,,,,,,Less than  50,,,2.6,7.2,,,,,,
07.11.2020 13:00,6.1,731.7,764.6,-0.8,100,Wind blowing from the east,1,,,, ,,,,,,,,,,0.1,6.1,,,,,,
07.11.2020 12:00,6.2,731.8,764.7,-0.4,100,Calm no wind,0,,,, ,,,,,,,,,,0.2,6.2,No precipitation,6,,,,
07.11.2020 11:00,5.5,732.2,765.2,0.1,100,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,0.1,5.5,,,,,,
07.11.2020 10:00,5.0,732.5,765.6,0.4,100,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,less than 0.1,5.0,,,,,,
07.11.2020 09:00,4.6,732.2,765.4,-0.1,100,Wind blowing from the north-east,2,,,, ,,,,,,,,,,less than 0.1,4.6,,,,,,
07.11.2020 08:00,4.2,732.1,765.2,0.0,100,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,less than 0.1,4.2,,,,,,
07.11.2020 07:00,4.1,732.1,765.4,0.0,99,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,0.1,4.0,,,,,,
07.11.2020 06:00,3.7,732.3,765.4,-0.1,99,Wind blowing from the north,2,,,, ,,,2.9,,,,,,,less than 0.1,3.6,No precipitation,12,,,,
07.11.2020 05:00,3.3,732.1,765.4,-0.6,99,Wind blowing from the north-east,2,,,, ,,,,,,,Less than  50,,,0.2,3.1,,,,,,
07.11.2020 04:00,3.3,732.1,765.4,-0.9,95,Wind blowing from the east,1,,,, ,,,,,,,2500 or more or no clouds.,,,3.9,2.6,,,,,,
07.11.2020 03:00,3.6,732.4,765.7,-1.0,92,Wind blowing from the north-northeast,1,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,2.4,,,,,,
07.11.2020 02:00,3.5,732.7,766.0,-1.3,88,Wind blowing from the east,1,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,1.7,,,,,,
07.11.2020 01:00,3.9,733.0,766.2,-0.9,88,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,2.0,,,,,,
07.11.2020 00:00,4.6,733.4,766.6,-1.1,83,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,1.9,No precipitation,6,,,,
06.11.2020 23:00,4.7,734.0,767.2,-0.5,81,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,1.6,,,,,,
06.11.2020 22:00,4.8,733.9,767.2,-1.4,83,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,18.0,2.1,,,,,,
06.11.2020 21:00,4.9,734.5,767.7,-0.8,83,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,2.2,,,,,,
06.11.2020 20:00,5.4,734.5,767.6,-1.2,76,Wind blowing from the north-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,22.0,1.5,,,,,,
06.11.2020 19:00,5.5,735.3,768.4,-0.8,78,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,1.9,,,,,,
06.11.2020 18:00,6.2,735.3,768.4,-1.3,69,Wind blowing from the east-northeast,4,,,, ,,,,7.5,,,2500 or more or no clouds.,,,26.0,0.9,No precipitation,12,,,,
06.11.2020 17:00,6.3,735.7,768.7,-1.4,69,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,25.0,1.0,,,,,,
06.11.2020 16:00,6.9,736.1,769.1,-1.7,75,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,15.0,2.7,,,,,,
06.11.2020 15:00,7.3,736.6,769.6,-2.0,78,Wind blowing from the east,5,,,, ,,,,,,,2500 or more or no clouds.,,,9.0,3.6,,,,,,
06.11.2020 14:00,6.8,737.1,770.1,-2.2,82,Wind blowing from the east-northeast,5,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,3.9,,,,,,
06.11.2020 13:00,6.9,737.8,770.9,-2.0,79,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,3.5,,,,,,
06.11.2020 12:00,6.3,738.6,771.8,-1.6,80,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,3.0,No precipitation,6,,,,
06.11.2020 11:00,6.0,739.3,772.6,-1.0,87,Wind blowing from the east,3,,,, ,,,,,,,200-300,,,13.0,3.9,,,,,,
06.11.2020 10:00,5.4,739.8,773.2,-0.7,91,Wind blowing from the east,3,,,, ,,,,,,,100-200,,,9.0,4.0,,,,,,
06.11.2020 09:00,4.5,740.2,773.6,-0.5,97,Wind blowing from the east,3,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,4.1,,,,,,
06.11.2020 08:00,3.9,740.3,773.9,-0.8,99,Wind blowing from the east-northeast,2,,,, ,,,,,,,100-200,,,0.8,3.8,,,,,,
06.11.2020 07:00,4.3,740.5,774.1,-0.6,99,Wind blowing from the east-southeast,2,,,, ,,,,,,,200-300,,,1.6,4.1,,,,,,
06.11.2020 06:00,4.8,740.7,774.1,-0.9,98,Wind blowing from the east,1,,,, ,,,4.8,,,,200-300,,,2.3,4.5,No precipitation,12,,,,
06.11.2020 05:00,5.3,741.1,774.5,-0.9,99,Wind blowing from the east-southeast,2,,,, ,,,,,,,50-100,,,3.8,5.1,,,,,,
06.11.2020 04:00,5.3,741.1,774.5,-1.3,99,Wind blowing from the east,3,,,, ,,,,,,,200-300,,,4.3,5.1,,,,,,
06.11.2020 03:00,5.8,741.6,775.0,-1.1,98,Wind blowing from the east,2,,,, ,,,,,,,50-100,,,3.0,5.5,,,,,,
06.11.2020 02:00,6.2,742.0,775.3,-0.9,97,Wind blowing from the east,2,,,, ,,,,,,,100-200,,,6.0,5.7,,,,,,
06.11.2020 01:00,6.3,742.4,775.8,-0.8,97,Wind blowing from the east,1,,,, ,,,,,,,100-200,,,7.0,5.8,,,,,,
06.11.2020 00:00,4.6,733.4,766.6,-10.1,83,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,16.0,1.9,No precipitation,6,,,,
05.11.2020 23:00,6.6,742.9,776.3,-0.9,93,Wind blowing from the south-east,3,,,, ,,,,,,,200-300,,,13.0,5.5,,,,,,
05.11.2020 22:00,6.7,743.2,776.6,-0.9,91,Wind blowing from the east,2,,,, ,,,,,,,200-300,,,17.0,5.3,,,,,,
05.11.2020 21:00,6.7,743.5,776.9,-0.7,89,Wind blowing from the east,2,,,, ,,,,,,,300-600,,,26.0,5.0,,,,,,
05.11.2020 20:00,6.8,743.8,777.1,-0.6,85,Wind blowing from the east-southeast,1,,,, ,,,,,,,300-600,,,35.0,4.4,,,,,,
05.11.2020 19:00,7.0,744.1,777.5,-0.5,85,Wind blowing from the east-southeast,1,,,, ,,,,,,,300-600,,,35.0,4.6,,,,,,
05.11.2020 18:00,7.0,744.2,777.6,-0.6,85,Wind blowing from the south-southwest,1,,,, ,,,,10.5,,,300-600,,,30.0,4.6,No precipitation,12,,,,
05.11.2020 17:00,7.4,744.4,777.7,-0.8,87,Wind blowing from the east,1,,,, ,,,,,,,300-600,,,40.0,5.4,,,,,,
05.11.2020 16:00,9.0,744.6,777.7,-0.9,76,Wind blowing from the north-east,1,,,, ,,,,,,,300-600,,,45.0,4.9,,,,,,
05.11.2020 15:00,9.6,744.8,777.9,-1.3,72,Wind blowing from the west-northwest,2,,,, ,,,,,,,600-1000,,,0.6,4.8,,,,,,
05.11.2020 14:00,9.1,745.2,778.3,-0.9,75,Wind blowing from the south-southwest,1,,,, ,,,,,,,600-1000,,,55.0,4.8,,,,,,
05.11.2020 13:00,8.3,745.5,778.7,-0.5,75,Wind blowing from the north,1,,,, ,,,,,,,600-1000,,,45.0,4.0,,,,,,
05.11.2020 12:00,8.2,746.1,779.4,0.2,78,Wind blowing from the west-northwest,1,,,, ,,,,,,,600-1000,,,40.0,4.5,No precipitation,6,,,,
05.11.2020 11:00,8.5,746.1,779.4,0.1,79,Wind blowing from the south-west,2,,,, ,,,,,,,600-1000,,,40.0,5.0,,,,,,
05.11.2020 10:00,6.9,746.0,779.5,0.4,84,Wind blowing from the south-west,2,,,, ,,,,,,,600-1000,,,45.0,4.4,,,,,,
05.11.2020 09:00,5.6,745.9,779.5,0.3,87,Wind blowing from the west-northwest,1,,,, ,,,,,,,2500 or more or no clouds.,,,50.0,3.5,,,,,,
05.11.2020 08:00,4.3,746.0,779.8,0.2,86,Wind blowing from the west-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,45.0,2.1,,,,,,
05.11.2020 07:00,4.0,745.6,779.4,0.0,92,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,60.0,2.8,,,,,,
05.11.2020 06:00,4.8,745.6,779.3,-0.2,89,Wind blowing from the west-northwest,1,,,, ,,,3.8,,,,600-1000,,,60.0,3.1,No precipitation,12,,,,
05.11.2020 05:00,5.7,745.8,779.4,-0.1,88,Calm no wind,0,,,, ,,,,,,,300-600,,,60.0,3.9,,,,,,
05.11.2020 04:00,5.3,745.6,779.2,-0.6,90,Wind blowing from the west,3,,,, ,,,,,,,600-1000,,,55.0,3.7,,,,,,
05.11.2020 03:00,5.5,745.8,779.4,-0.5,89,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,60.0,3.8,,,,,,
05.11.2020 02:00,5.4,745.9,779.6,-0.6,87,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,70.0,3.4,,,,,,
05.11.2020 01:00,5.5,746.2,779.8,0.0,87,Wind blowing from the west,2,,,, ,,,,,,,600-1000,,,71.0,3.4,,,,,,
05.11.2020 00:00,6.3,742.7,776.1,-3.2,95,Wind blowing from the east,2,,,, ,,,,,,,100-200,,,9.0,5.6,No precipitation,6,,,,
04.11.2020 23:00,5.1,746.5,780.1,0.9,91,Wind blowing from the west,1,,,, ,,,,,,,600-1000,,,55.0,3.8,,,,,,
