Total errors 6402

19/11/2020 | Regions                                  | Blaenau Gwent
07/11/2020 | Regions                                  | Monmouthshire
06/11/2020 | Regions                                  | Monmouthshire
05/11/2020 | Regions                                  | Monmouthshire
04/11/2020 | Regions                                  | Monmouthshire
03/11/2020 | Regions                                  | Monmouthshire
02/11/2020 | Regions                                  | Monmouthshire
01/11/2020 | Regions                                  | Monmouthshire
31/10/2020 | Regions                                  | Monmouthshire
30/10/2020 | Regions                                  | Monmouthshire
29/10/2020 | Regions                                  | Monmouthshire
28/10/2020 | Regions                                  | Monmouthshire
27/10/2020 | Regions                                  | Monmouthshire
26/10/2020 | Regions                                  | Monmouthshire
25/10/2020 | Regions                                  | Monmouthshire
24/10/2020 | Regions                                  | Monmouthshire
23/10/2020 | Regions                                  | Monmouthshire
22/10/2020 | Regions                                  | Monmouthshire
21/10/2020 | Regions                                  | Monmouthshire
20/10/2020 | Regions                                  | Monmouthshire
19/10/2020 | Regions                                  | Monmouthshire
18/10/2020 | Regions                                  | Monmouthshire
17/10/2020 | Regions                                  | Monmouthshire
16/10/2020 | Regions                                  | Monmouthshire
15/10/2020 | Regions                                  | Monmouthshire
14/10/2020 | Regions                                  | Monmouthshire
13/10/2020 | Regions                                  | Monmouthshire
12/10/2020 | Regions                                  | Monmouthshire
11/10/2020 | Regions                                  | Monmouthshire
10/10/2020 | Regions                                  | Monmouthshire
09/10/2020 | Regions                                  | Monmouthshire
08/10/2020 | Regions                                  | Monmouthshire
07/10/2020 | Regions                                  | Monmouthshire
06/10/2020 | Regions                                  | Monmouthshire
05/10/2020 | Regions                                  | Monmouthshire
04/10/2020 | Regions                                  | Monmouthshire
03/10/2020 | Regions                                  | Monmouthshire
02/10/2020 | Regions                                  | Monmouthshire
01/10/2020 | Regions                                  | Monmouthshire
30/09/2020 | Regions                                  | Monmouthshire
29/09/2020 | Regions                                  | Monmouthshire
28/09/2020 | Regions                                  | Monmouthshire
27/09/2020 | Regions                                  | Monmouthshire
26/09/2020 | Regions                                  | Monmouthshire
25/09/2020 | Regions                                  | Monmouthshire
24/09/2020 | Regions                                  | Monmouthshire
23/09/2020 | Regions                                  | Monmouthshire
22/09/2020 | Regions                                  | Monmouthshire
21/09/2020 | Regions                                  | Monmouthshire
20/09/2020 | Regions                                  | Monmouthshire
19/09/2020 | Regions                                  | Monmouthshire
18/09/2020 | Regions                                  | Monmouthshire
17/09/2020 | Regions                                  | Monmouthshire
16/09/2020 | Regions                                  | Monmouthshire
15/09/2020 | Regions                                  | Monmouthshire
14/09/2020 | Regions                                  | Monmouthshire
13/09/2020 | Regions                                  | Monmouthshire
12/09/2020 | Regions                                  | Monmouthshire
11/09/2020 | Regions                                  | Monmouthshire
10/09/2020 | Regions                                  | Monmouthshire
09/09/2020 | Regions                                  | Monmouthshire
08/09/2020 | Regions                                  | Monmouthshire
07/09/2020 | Regions                                  | Monmouthshire
