Total errors 48773

04/03/2020 | Date                                     | Spain
05/06/2020 | Tests                                    | Spain
05/06/2020 | Cumulative Tests                         | Spain
05/06/2020 | Meeting Friends/Family (indoor)          | Spain
05/06/2020 | Meeting Friends/Family (outdoor)         | Spain
05/06/2020 | Domestic Travel                          | Spain
05/06/2020 | International Travel                     | Spain
05/06/2020 | Cafes and Restaurants                    | Spain
05/06/2020 | Pubs and bars                            | Spain
05/06/2020 | Sports and leisure                       | Spain
05/06/2020 | Schools Closure                          | Spain
05/06/2020 | Temperature                              | Spain
05/06/2020 | Humidity                                 | Spain
05/06/2020 | Nursing & Care Home Visit                | Spain
05/07/2020 | Date                                     | Spain
05/07/2020 | Country                                  | Spain
05/07/2020 | Cases                                    | Spain
05/07/2020 | Cumulative Cases                         | Spain
05/07/2020 | Deaths                                   | Spain
05/07/2020 | Cumulative Deaths                        | Spain
05/07/2020 | Tests                                    | Spain
05/07/2020 | Cumulative Tests                         | Spain
05/07/2020 | Meeting Friends/Family (indoor)          | Spain
05/07/2020 | Meeting Friends/Family (outdoor)         | Spain
05/07/2020 | Domestic Travel                          | Spain
05/07/2020 | International Travel                     | Spain
05/07/2020 | Cafes and Restaurants                    | Spain
05/07/2020 | Pubs and bars                            | Spain
05/07/2020 | Sports and leisure                       | Spain
05/07/2020 | Schools Closure                          | Spain
05/07/2020 | Temperature                              | Spain
05/07/2020 | Humidity                                 | Spain
05/07/2020 | Nursing & Care Home Visit                | Spain
05/08/2020 | Date                                     | Spain
05/08/2020 | Country                                  | Spain
05/08/2020 | Cases                                    | Spain
05/08/2020 | Cumulative Cases                         | Spain
05/08/2020 | Deaths                                   | Spain
05/08/2020 | Cumulative Deaths                        | Spain
05/08/2020 | Tests                                    | Spain
05/08/2020 | Cumulative Tests                         | Spain
05/08/2020 | Meeting Friends/Family (indoor)          | Spain
05/08/2020 | Meeting Friends/Family (outdoor)         | Spain
05/08/2020 | Domestic Travel                          | Spain
05/08/2020 | International Travel                     | Spain
05/08/2020 | Cafes and Restaurants                    | Spain
05/08/2020 | Pubs and bars                            | Spain
05/08/2020 | Sports and leisure                       | Spain
05/08/2020 | Schools Closure                          | Spain
05/08/2020 | Temperature                              | Spain
05/08/2020 | Humidity                                 | Spain
05/08/2020 | Nursing & Care Home Visit                | Spain
05/09/2020 | Date                                     | Spain
05/09/2020 | Country                                  | Spain
05/09/2020 | Cases                                    | Spain
05/09/2020 | Cumulative Cases                         | Spain
05/09/2020 | Deaths                                   | Spain
05/09/2020 | Cumulative Deaths                        | Spain
05/09/2020 | Tests                                    | Spain
05/09/2020 | Cumulative Tests                         | Spain
05/09/2020 | Meeting Friends/Family (indoor)          | Spain
05/09/2020 | Meeting Friends/Family (outdoor)         | Spain
05/09/2020 | Domestic Travel                          | Spain
05/09/2020 | International Travel                     | Spain
05/09/2020 | Cafes and Restaurants                    | Spain
05/09/2020 | Pubs and bars                            | Spain
05/09/2020 | Sports and leisure                       | Spain
05/09/2020 | Schools Closure                          | Spain
05/09/2020 | Temperature                              | Spain
05/09/2020 | Humidity                                 | Spain
05/09/2020 | Nursing & Care Home Visit                | Spain
05/10/2020 | Date                                     | Spain
05/10/2020 | Country                                  | Spain
05/10/2020 | Cases                                    | Spain
05/10/2020 | Cumulative Cases                         | Spain
05/10/2020 | Deaths                                   | Spain
05/10/2020 | Cumulative Deaths                        | Spain
05/10/2020 | Tests                                    | Spain
05/10/2020 | Cumulative Tests                         | Spain
05/10/2020 | Meeting Friends/Family (indoor)          | Spain
05/10/2020 | Meeting Friends/Family (outdoor)         | Spain
05/10/2020 | Domestic Travel                          | Spain
05/10/2020 | International Travel                     | Spain
05/10/2020 | Cafes and Restaurants                    | Spain
05/10/2020 | Pubs and bars                            | Spain
05/10/2020 | Sports and leisure                       | Spain
05/10/2020 | Schools Closure                          | Spain
05/10/2020 | Temperature                              | Spain
05/10/2020 | Humidity                                 | Spain
05/10/2020 | Nursing & Care Home Visit                | Spain
05/11/2020 | Date                                     | Spain
05/11/2020 | Country                                  | Spain
05/11/2020 | Cases                                    | Spain
05/11/2020 | Cumulative Cases                         | Spain
