Local time in Berlin / Tempelhof,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.08.2020 08:00,19.2,756.4,760.6,,72,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,13.9,,,,,,
23.08.2020 07:00,17.5,756.4,760.8,,76,Wind blowing from the south-southwest,3,,,, ,,,16.2,21.4,,,,,,,13.1,No precipitation,12,,,,
23.08.2020 06:00,16.8,756.4,760.7,,79,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,13.1,,,,,,
23.08.2020 05:00,16.4,756.4,760.7,,82,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,13.2,,,,,,
23.08.2020 04:00,16.5,756.3,760.6,,82,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.4,,,,,,
23.08.2020 03:00,16.5,756.5,760.9,,85,Wind blowing from the south,2,,,, ,,,,,,,,,,,13.9,,,,,,
23.08.2020 02:00,17.0,756.5,760.9,,83,Wind blowing from the west,1,,,, ,,,,,,,,,,,14.0,,,,,,
23.08.2020 01:00,17.8,756.7,761.1,,74,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,13.0,No precipitation,6,,,,
23.08.2020 00:00,18.7,756.4,760.8,,68,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,12.6,,,,,,
22.08.2020 23:00,19.1,756.2,760.5,,77,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.0,,,,,,
22.08.2020 22:00,20.5,756.3,760.6,,84,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,17.7,,,,,,
22.08.2020 21:00,19.7,756.2,760.5,,91,Wind blowing from the west,1,,,, ,,,,,,,,,,,18.2,,,,,,
22.08.2020 20:00,20.7,756.0,760.3,,89,Wind blowing from the south,1,,,, ,,,,,,,,,,,18.9,,,,,,
22.08.2020 19:00,21.4,755.6,759.9,,87,Wind blowing from the south,1,,,, ,,,20.4,26.4,,,,,,,19.1,10.0,12,,,,
22.08.2020 18:00,21.3,755.5,759.7,,84,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.5,,,,,,
22.08.2020 17:00,25.9,755.2,759.4,,57,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,16.7,,,,,,
22.08.2020 16:00,25.6,755.6,759.8,,62,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,17.8,,,,,,
22.08.2020 15:00,25.7,755.8,760.0,,65,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,18.6,,,,,,
22.08.2020 14:00,25.9,755.9,760.1,,63,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,18.2,,,,,,
22.08.2020 13:00,25.8,755.7,759.9,,67,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,19.1,5.0,6,,,,
22.08.2020 12:00,24.1,755.7,759.9,,76,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,19.6,,,,,,
22.08.2020 11:00,22.8,756.0,760.3,,83,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,19.8,,,,,,
22.08.2020 10:00,21.9,756.1,760.3,,91,Wind blowing from the south-west,4,,,, ,,,20.9,,,,,,,,20.4,,,,,,
22.08.2020 09:00,21.0,756.1,760.3,,95,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,20.1,,,,,,
22.08.2020 08:00,21.6,756.1,760.4,,91,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,20.0,,,,,,
22.08.2020 07:00,23.2,755.6,759.9,,80,Wind blowing from the west,2,,,, ,,,23.2,32.8,,,,,,,19.6,0.5,12,,,,
22.08.2020 06:00,24.9,755.0,759.2,,67,Wind blowing from the west,3,,,, ,,,,,,,,,,,18.3,,,,,,
22.08.2020 05:00,25.2,754.3,758.5,,66,Wind blowing from the west,4,,,, ,,,,,,,,,,,18.5,,,,,,
22.08.2020 04:00,25.2,754.4,758.6,,69,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,19.1,,,,,,
22.08.2020 03:00,25.5,754.6,758.8,,68,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,19.2,,,,,,
22.08.2020 02:00,25.6,754.6,758.8,,69,Wind blowing from the south,1,,,, ,,,,,,,,,,,19.4,,,,,,
22.08.2020 01:00,26.2,754.6,758.8,,66,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,19.4,Trace of precipitation,6,,,,
22.08.2020 00:00,26.7,754.4,758.6,,65,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,19.5,,,,,,
21.08.2020 23:00,27.4,754.0,758.2,,62,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,19.5,,,,,,
21.08.2020 22:00,28.0,753.7,757.9,,59,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,19.3,,,,,,
21.08.2020 21:00,29.1,753.7,757.8,,54,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,18.8,,,,,,
21.08.2020 20:00,31.3,753.2,757.3,,42,Wind blowing from the west,3,,,, ,,,,,,,,,,,16.8,,,,,,
21.08.2020 19:00,32.9,752.8,756.9,,34,Wind blowing from the south,2,,,, ,,,22.8,36.4,,,,,,,15.2,No precipitation,12,,,,
21.08.2020 18:00,34.0,752.5,756.6,,30,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.3,,,,,,
21.08.2020 17:00,34.7,752.6,756.7,,29,Wind blowing from the south,2,,,, ,,,,,,,,,,,14.0,,,,,,
21.08.2020 16:00,35.4,752.7,756.7,,27,Wind blowing from the south,3,,,, ,,,,,,,,,,,13.6,,,,,,
21.08.2020 15:00,36.1,752.8,756.9,,26,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,13.6,,,,,,
21.08.2020 14:00,35.1,753.3,757.3,,28,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,,14.1,,,,,,
21.08.2020 13:00,34.5,753.4,757.5,,31,Wind blowing from the south,5,,,, ,,,,,,,,,,,15.2,No precipitation,6,,,,
21.08.2020 12:00,33.1,753.7,757.8,,34,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,15.3,,,,,,
21.08.2020 11:00,32.1,754.0,758.1,,37,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,15.5,,,,,,
21.08.2020 10:00,30.4,754.3,758.4,,42,Wind blowing from the south,3,,,, ,,,20.1,,,,,,,,16.0,,,,,,
21.08.2020 09:00,27.5,754.3,758.5,,48,Wind blowing from the south,3,,,, ,,,,,,,,,,,15.4,,,,,,
21.08.2020 08:00,25.0,754.3,758.5,,56,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,15.5,,,,,,
21.08.2020 07:00,22.8,754.6,758.9,,63,Wind blowing from the south-southeast,2,,,, ,,,20.1,28.7,,,,,,,15.3,No precipitation,12,,,,
21.08.2020 06:00,20.9,754.5,758.8,,71,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,15.4,,,,,,
21.08.2020 05:00,20.9,754.5,758.8,,70,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,15.2,,,,,,
21.08.2020 04:00,21.1,754.5,758.8,,70,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,15.3,,,,,,
21.08.2020 03:00,20.3,754.6,758.8,,73,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,15.3,,,,,,
21.08.2020 02:00,21.0,754.4,758.7,,71,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,15.6,,,,,,
21.08.2020 01:00,21.5,754.3,758.6,,69,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,15.5,No precipitation,6,,,,
21.08.2020 00:00,22.0,754.6,758.8,,67,Wind blowing from the south,1,,,, ,,,,,,,,,,,15.6,,,,,,
20.08.2020 23:00,24.1,754.5,758.7,,57,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,15.0,,,,,,
20.08.2020 22:00,25.6,754.3,758.5,,53,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,15.2,,,,,,
20.08.2020 21:00,26.2,754.3,758.5,,51,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,15.4,,,,,,
20.08.2020 20:00,27.0,754.2,758.4,,48,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,14.9,,,,,,
20.08.2020 19:00,28.8,753.9,758.0,,42,Wind blowing from the south,2,,,, ,,,18.6,31.5,,,,,,,14.7,No precipitation,12,,,,
20.08.2020 18:00,29.5,753.6,757.7,,39,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,14.1,,,,,,
20.08.2020 17:00,29.6,753.7,757.8,,38,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,13.7,,,,,,
20.08.2020 16:00,31.1,753.5,757.6,,34,Wind blowing from the south,4,,,, ,,,,,,,,,,,13.6,,,,,,
20.08.2020 15:00,30.8,753.5,757.6,,34,Wind blowing from the south,4,,,, ,,,,,,,,,,,13.2,,,,,,
20.08.2020 14:00,30.0,753.6,757.7,,34,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,12.6,,,,,,
20.08.2020 13:00,30.3,753.7,757.8,,34,Wind blowing from the south,4,,,, ,,,,,,,,,,,12.6,No precipitation,6,,,,
20.08.2020 12:00,29.1,753.8,757.9,,38,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,13.4,,,,,,
20.08.2020 11:00,28.0,754.0,758.2,,41,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,13.7,,,,,,
20.08.2020 10:00,25.1,754.1,758.3,,52,Wind blowing from the south-southeast,3,,,, ,,,17.1,,,,,,,,14.5,,,,,,
20.08.2020 09:00,23.0,754.0,758.2,,59,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,14.6,,,,,,
20.08.2020 08:00,20.5,754.0,758.3,,76,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,16.0,,,,,,
20.08.2020 07:00,18.6,753.8,758.1,,80,Wind blowing from the south-east,2,,,, ,,,17.1,24.0,,,,,,,15.1,No precipitation,12,,,,
20.08.2020 06:00,17.8,753.7,758.0,,83,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.8,,,,,,
20.08.2020 05:00,17.3,753.6,757.9,,83,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.4,,,,,,
20.08.2020 04:00,17.6,753.5,757.9,,83,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.6,,,,,,
20.08.2020 03:00,17.9,753.6,757.9,,82,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.8,,,,,,
20.08.2020 02:00,17.9,753.5,757.9,,82,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.7,,,,,,
20.08.2020 01:00,17.7,753.7,758.0,,79,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,13.9,No precipitation,6,,,,
20.08.2020 00:00,18.2,753.7,757.9,,78,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.3,,,,,,
19.08.2020 23:00,20.2,753.6,757.9,,70,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.5,,,,,,
19.08.2020 22:00,20.6,753.4,757.7,,67,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.2,,,,,,
19.08.2020 21:00,21.5,753.5,757.8,,64,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.3,,,,,,
19.08.2020 20:00,22.7,753.3,757.6,,59,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.2,,,,,,
19.08.2020 19:00,24.1,753.2,757.4,,52,Wind blowing from the north-northeast,2,,,, ,,,18.7,26.2,,,,,,,13.7,Trace of precipitation,12,,,,
19.08.2020 18:00,25.7,753.2,757.4,,44,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,12.5,,,,,,
19.08.2020 17:00,25.6,753.3,757.5,,46,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.1,,,,,,
19.08.2020 16:00,25.7,753.4,757.6,,49,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,14.2,,,,,,
19.08.2020 15:00,25.0,753.5,757.7,,53,Wind blowing from the north,3,,,, ,,,,,,,,,,,14.7,,,,,,
19.08.2020 14:00,24.1,753.7,757.9,,56,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,14.8,,,,,,
19.08.2020 13:00,25.0,753.8,758.0,,48,Wind blowing from the north-northwest,4,,,, ,,,,,,,,,,,13.1,No precipitation,6,,,,
19.08.2020 12:00,24.5,753.8,758.0,,56,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.0,,,,,,
19.08.2020 11:00,23.6,753.9,758.1,,60,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,15.3,,,,,,
19.08.2020 10:00,22.7,754.1,758.4,,67,Wind blowing from the north-northwest,3,,,, ,,,16.6,,,,,,,,16.2,,,,,,
19.08.2020 09:00,20.9,754.1,758.4,,71,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.4,,,,,,
19.08.2020 08:00,19.6,754.1,758.4,,82,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,16.4,,,,,,
19.08.2020 07:00,18.7,754.0,758.2,,84,Wind blowing from the west-northwest,2,,,, ,,,16.6,22.6,,,,,,,15.9,2.0,12,,,,
19.08.2020 06:00,17.2,753.9,758.2,,89,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.4,,,,,,
19.08.2020 05:00,17.0,753.5,757.9,,89,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.2,,,,,,
19.08.2020 04:00,17.2,753.4,757.8,,90,Wind blowing from the west,2,,,, ,,,,,,,,,,,15.5,,,,,,
19.08.2020 03:00,17.3,753.4,757.7,,88,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,15.3,,,,,,
19.08.2020 02:00,18.2,753.2,757.5,,83,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,15.3,,,,,,
19.08.2020 01:00,18.4,753.2,757.5,,87,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,16.2,2.0,6,,,,
19.08.2020 00:00,18.6,753.4,757.6,,89,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,16.7,,,,,,
18.08.2020 23:00,18.7,753.4,757.7,,88,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,16.7,,,,,,
18.08.2020 22:00,19.1,753.4,757.6,,89,Wind blowing from the west,2,,,, ,,,,,,,,,,,17.2,,,,,,
18.08.2020 21:00,19.1,753.1,757.4,,87,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,16.8,,,,,,
18.08.2020 20:00,18.9,753.1,757.4,,87,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,16.7,,,,,,
18.08.2020 19:00,22.6,752.5,756.7,,63,Wind blowing from the north,4,,,, ,,,19.0,25.9,,,,,,,15.1,5.0,12,,,,
18.08.2020 18:00,23.4,752.3,756.5,,59,Wind blowing from the north,4,,,, ,,,,,,,,,,,14.8,,,,,,
18.08.2020 17:00,24.0,752.0,756.2,,58,Wind blowing from the north-northeast,5,,,, ,,,,,,,,,,,15.3,,,,,,
18.08.2020 16:00,25.4,752.1,756.3,,56,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.9,,,,,,
18.08.2020 15:00,25.1,752.1,756.3,,59,Wind blowing from the north,3,,,, ,,,,,,,,,,,16.5,,,,,,
18.08.2020 14:00,24.6,752.4,756.6,,59,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,16.0,,,,,,
18.08.2020 13:00,22.1,753.0,757.3,,71,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,16.5,5.0,6,,,,
18.08.2020 12:00,21.0,753.3,757.6,,77,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,16.7,,,,,,
18.08.2020 11:00,20.5,753.4,757.6,,86,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,18.1,,,,,,
18.08.2020 10:00,19.7,753.2,757.5,,89,Wind blowing from the north-west,2,,,, ,,,19.0,,,,,,,,17.8,,,,,,
18.08.2020 09:00,19.2,753.2,757.5,,88,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,17.2,,,,,,
18.08.2020 08:00,20.7,753.0,757.3,,77,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,16.5,,,,,,
18.08.2020 07:00,20.9,752.5,756.8,,74,Wind blowing from the north-west,4,,,, ,,,20.5,28.7,,,,,,,16.0,Trace of precipitation,12,,,,
18.08.2020 06:00,20.6,752.4,756.7,,76,Wind blowing from the north-west,6,,,, ,,,,,,,,,,,16.2,,,,,,
18.08.2020 05:00,20.6,752.4,756.7,,76,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,16.3,,,,,,
18.08.2020 04:00,20.9,752.4,756.7,,75,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,16.3,,,,,,
18.08.2020 03:00,20.9,752.6,756.9,,71,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.4,,,,,,
18.08.2020 02:00,21.1,752.3,756.6,,70,Wind blowing from the west,3,,,, ,,,,,,,,,,,15.3,,,,,,
18.08.2020 01:00,21.2,752.3,756.6,,68,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,15.0,No precipitation,6,,,,
18.08.2020 00:00,22.2,752.4,756.7,,65,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.2,,,,,,
17.08.2020 23:00,23.6,752.5,756.7,,59,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.2,,,,,,
17.08.2020 22:00,22.6,752.5,756.7,,57,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,13.6,,,,,,
17.08.2020 21:00,26.2,752.4,756.6,,45,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,13.4,,,,,,
17.08.2020 20:00,26.5,751.9,756.1,,44,Wind blowing from the east,3,,,, ,,,,,,,,,,,13.2,,,,,,
17.08.2020 19:00,28.7,751.5,755.6,,27,Wind blowing from the east-southeast,2,,,, ,,,20.2,31.5,,,,,,,7.8,No precipitation,12,,,,
17.08.2020 18:00,30.1,751.6,755.8,,26,Wind blowing from the east,2,,,, ,,,,,,,,,,,8.6,,,,,,
17.08.2020 17:00,30.1,751.7,755.8,,25,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,8.0,,,,,,
17.08.2020 16:00,31.2,751.9,756.1,,24,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,8.4,,,,,,
17.08.2020 15:00,30.2,752.0,756.1,,26,Wind blowing from the east,2,,,, ,,,,,,,,,,,8.8,,,,,,
17.08.2020 14:00,30.8,752.6,756.7,,29,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.0,,,,,,
17.08.2020 13:00,30.5,753.0,757.1,,29,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,10.4,No precipitation,6,,,,
17.08.2020 12:00,28.8,753.1,757.3,,34,Wind blowing from the east,4,,,, ,,,,,,,,,,,11.5,,,,,,
17.08.2020 11:00,28.3,753.4,757.6,,35,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,11.6,,,,,,
17.08.2020 10:00,26.9,753.5,757.7,,39,Wind blowing from the east,3,,,, ,,,16.4,,,,,,,,11.9,,,,,,
17.08.2020 09:00,24.8,753.7,757.9,,44,Wind blowing from the east,3,,,, ,,,,,,,,,,,11.7,,,,,,
17.08.2020 08:00,22.6,753.8,758.1,,50,Wind blowing from the east,3,,,, ,,,,,,,,,,,11.6,,,,,,
17.08.2020 07:00,20.1,754.0,758.2,,57,Wind blowing from the east,2,,,, ,,,16.4,27.9,,,,,,,11.2,No precipitation,12,,,,
17.08.2020 06:00,16.8,754.1,758.5,,70,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.3,,,,,,
17.08.2020 05:00,17.5,754.2,758.5,,67,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,11.3,,,,,,
17.08.2020 04:00,18.1,754.3,758.6,,65,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.3,,,,,,
17.08.2020 03:00,18.8,754.4,758.7,,62,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.4,,,,,,
17.08.2020 02:00,19.2,754.5,758.8,,60,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.2,,,,,,
17.08.2020 01:00,21.1,754.7,759.0,,53,Wind blowing from the east,3,,,, ,,,,,,,,,,,11.1,No precipitation,6,,,,
17.08.2020 00:00,22.3,755.2,759.4,,48,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,10.8,,,,,,
16.08.2020 23:00,21.6,755.2,759.4,,48,Wind blowing from the east,3,,,, ,,,,,,,,,,,10.0,,,,,,
16.08.2020 22:00,23.1,755.2,759.4,,41,Wind blowing from the east,4,,,, ,,,,,,,,,,,9.1,,,,,,
16.08.2020 21:00,23.4,755.2,759.5,,36,Wind blowing from the east,3,,,, ,,,,,,,,,,,7.3,,,,,,
16.08.2020 20:00,24.9,755.1,759.3,,30,Wind blowing from the east,2,,,, ,,,,,,,,,,,6.0,,,,,,
16.08.2020 19:00,27.9,755.1,759.3,,25,Wind blowing from the east-southeast,4,,,, ,,,21.3,31.1,,,,,,,5.8,No precipitation,12,,,,
16.08.2020 18:00,29.1,755.1,759.3,,24,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,,6.3,,,,,,
16.08.2020 17:00,29.7,755.4,759.6,,24,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,6.9,,,,,,
16.08.2020 16:00,30.5,755.7,759.8,,22,Wind blowing from the east,4,,,, ,,,,,,,,,,,6.4,,,,,,
16.08.2020 14:00,30.0,756.3,760.5,,25,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,8.1,,,,,,
16.08.2020 13:00,29.5,756.7,760.9,,26,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,7.9,No precipitation,6,,,,
16.08.2020 12:00,29.2,756.8,761.0,,27,Wind blowing from the east,6,,,, ,,,,,,,,,,,8.2,,,,,,
16.08.2020 11:00,28.3,757.2,761.4,,32,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,,10.1,,,,,,
16.08.2020 10:00,27.3,757.5,761.7,,38,Wind blowing from the east-southeast,5,,,, ,,,18.6,,,,,,,,11.6,,,,,,
16.08.2020 09:00,25.9,757.6,761.8,,45,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,12.9,,,,,,
16.08.2020 08:00,23.8,757.6,761.8,,54,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,13.8,,,,,,
16.08.2020 07:00,21.3,757.5,761.8,,64,Wind blowing from the east-southeast,3,,,, ,,,18.6,28.2,,,,,,,14.2,No precipitation,12,,,,
16.08.2020 06:00,19.7,757.4,761.7,,73,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.8,,,,,,
16.08.2020 05:00,19.1,757.2,761.5,,78,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,15.1,,,,,,
16.08.2020 04:00,18.9,757.2,761.5,,79,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.2,,,,,,
16.08.2020 03:00,19.9,757.1,761.4,,77,Wind blowing from the east,3,,,, ,,,,,,,,,,,15.7,,,,,,
16.08.2020 02:00,20.9,757.1,761.4,,73,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.9,,,,,,
16.08.2020 01:00,20.8,757.0,761.3,,73,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.8,No precipitation,6,,,,
16.08.2020 00:00,21.3,757.2,761.5,,71,Wind blowing from the east,3,,,, ,,,,,,,,,,,15.8,,,,,,
15.08.2020 23:00,23.0,757.1,761.4,,62,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.2,,,,,,
15.08.2020 22:00,23.5,757.0,761.2,,57,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.6,,,,,,
15.08.2020 21:00,24.8,756.9,761.1,,54,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,14.7,,,,,,
15.08.2020 20:00,26.6,756.7,760.9,,46,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.1,,,,,,
15.08.2020 19:00,28.2,756.4,760.6,,42,Wind blowing from the south-east,3,,,, ,,,21.4,31.4,,,,,,,13.9,No precipitation,12,,,,
15.08.2020 18:00,29.0,755.9,760.1,,35,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,12.0,,,,,,
15.08.2020 17:00,30.9,755.8,760.0,,31,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.8,,,,,,
15.08.2020 16:00,30.7,755.9,760.0,,31,Wind blowing from the east,2,,,, ,,,,,,,,,,,11.6,,,,,,
15.08.2020 15:00,30.5,756.3,760.4,,32,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,12.0,,,,,,
15.08.2020 14:00,30.0,756.4,760.6,,33,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.0,,,,,,
15.08.2020 13:00,30.0,756.7,760.9,,33,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.0,No precipitation,6,,,,
15.08.2020 12:00,29.0,756.8,761.0,,35,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,12.2,,,,,,
15.08.2020 11:00,28.5,756.9,761.1,,36,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,11.8,,,,,,
15.08.2020 10:00,27.5,757.0,761.2,,41,Wind blowing from the east,2,,,, ,,,17.1,,,,,,,,13.2,,,,,,
15.08.2020 09:00,25.7,756.7,760.9,,50,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,14.4,,,,,,
15.08.2020 08:00,24.3,756.6,760.9,,57,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.3,,,,,,
15.08.2020 07:00,21.3,756.3,760.6,,67,Wind blowing from the north-northwest,1,,,, ,,,17.1,25.2,,,,,,,14.9,No precipitation,12,,,,
15.08.2020 06:00,18.4,756.1,760.5,,79,Calm no wind,0,,,, ,,,,,,,,,,,14.7,,,,,,
15.08.2020 05:00,17.5,756.0,760.3,,82,Calm no wind,0,,,, ,,,,,,,,,,,14.3,,,,,,
15.08.2020 04:00,17.6,755.9,760.3,,80,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,14.0,,,,,,
15.08.2020 03:00,18.3,756.1,760.4,,76,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,14.0,,,,,,
15.08.2020 02:00,20.7,756.1,760.3,,68,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,14.5,,,,,,
15.08.2020 01:00,21.7,756.1,760.3,,62,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,14.1,No precipitation,6,,,,
15.08.2020 00:00,21.2,756.0,760.3,,63,Wind blowing from the east,2,,,, ,,,,,,,,,,,13.9,,,,,,
14.08.2020 23:00,21.6,755.9,760.2,,59,Wind blowing from the east,2,,,, ,,,,,,,,,,,13.2,,,,,,
14.08.2020 22:00,22.3,755.8,760.0,,56,Wind blowing from the east,1,,,, ,,,,,,,,,,,13.1,,,,,,
14.08.2020 21:00,23.2,755.8,760.0,,51,Wind blowing from the east,2,,,, ,,,,,,,,,,,12.5,,,,,,
14.08.2020 20:00,23.7,755.5,759.7,,49,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.2,,,,,,
14.08.2020 19:00,25.2,755.3,759.5,,44,Wind blowing from the east,3,,,, ,,,21.6,29.1,,,,,,,12.0,Trace of precipitation,12,,,,
14.08.2020 18:00,26.1,755.1,759.3,,45,Wind blowing from the east,4,,,, ,,,,,,,,,,,13.1,,,,,,
14.08.2020 17:00,26.9,755.0,759.2,,44,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,13.5,,,,,,
14.08.2020 16:00,27.7,755.0,759.2,,42,Wind blowing from the east,4,,,, ,,,,,,,,,,,13.6,,,,,,
