Local time in Tirana (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
27.08.2020 09:20,29.0,757.7,760.5,51,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,18.0,
27.08.2020 08:50,26.0,757.6,760.5,54,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,16.0,
27.08.2020 08:20,26.0,757.6,760.5,61,Wind blowing from the east-southeast,1,,,,No Significant Clouds,10.0 and more,18.0,
27.08.2020 07:50,25.0,757.6,760.5,61,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 07:20,24.0,757.6,760.5,65,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 06:50,22.0,757.6,760.5,78,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,18.0,
27.08.2020 06:20,20.0,757.6,760.5,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,18.0,
27.08.2020 05:50,19.0,757.6,760.5,88,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 05:20,18.0,757.6,760.5,94,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 04:50,18.0,757.6,760.5,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
27.08.2020 04:20,18.0,757.6,760.5,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,16.0,
27.08.2020 03:50,18.0,757.6,760.5,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 03:20,18.0,757.6,760.5,94,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 02:50,18.0,757.6,760.5,94,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 02:20,19.0,757.6,760.5,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 01:50,18.0,757.6,760.5,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,17.0,
27.08.2020 01:20,19.0,757.6,760.5,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0,
27.08.2020 00:50,19.0,757.6,760.5,94,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,18.0,
27.08.2020 00:20,20.0,757.6,760.5,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 23:50,20.0,757.6,760.5,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 23:20,20.0,757.6,760.5,88,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 22:50,21.0,757.6,760.5,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 22:20,21.0,757.6,760.5,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 21:50,21.0,757.6,760.5,88,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 21:20,22.0,757.6,760.5,83,Calm no wind,0,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 20:50,22.0,757.6,760.5,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 20:20,24.0,757.6,760.5,78,Calm no wind,0,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 19:50,23.0,757.6,760.5,78,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 19:20,24.0,757.6,760.5,74,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 18:50,24.0,757.6,760.5,74,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 18:20,25.0,757.6,760.5,69,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 17:50,26.0,756.8,759.7,61,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 17:20,27.0,757.6,760.5,58,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 16:50,28.0,756.9,759.7,55,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 16:20,28.0,756.9,759.7,48,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,16.0,
26.08.2020 15:50,30.0,756.9,759.7,49,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 15:20,30.0,756.9,759.7,49,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 14:50,31.0,756.9,759.7,43,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,17.0,
26.08.2020 14:20,31.0,756.9,759.7,43,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,17.0,
26.08.2020 13:50,31.0,756.9,759.7,38,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,15.0,
26.08.2020 13:20,31.0,756.9,759.7,35,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,14.0,
26.08.2020 12:50,32.0,757.7,760.5,36,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,15.0,
26.08.2020 12:20,31.0,757.7,760.5,35,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,14.0,
26.08.2020 11:50,32.0,757.7,760.5,36,Wind blowing from the north-northwest,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,15.0,
26.08.2020 11:20,31.0,757.7,760.5,38,Wind blowing from the north-west,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,15.0,
26.08.2020 10:50,30.0,757.7,760.5,43,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,16.0,
26.08.2020 10:20,30.0,757.7,760.5,46,Wind blowing from the north,3,,,,Few clouds (10-30%) 1050 m,10.0 and more,17.0,
26.08.2020 09:50,31.0,757.7,760.5,49,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 09:20,28.0,757.7,760.5,62,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 08:50,26.0,757.6,760.5,65,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 08:20,25.0,757.6,760.5,65,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,18.0,
26.08.2020 07:50,25.0,757.6,760.5,74,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 07:20,24.0,757.6,760.5,78,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 06:50,23.0,757.6,760.5,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 06:20,22.0,757.6,760.5,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 05:50,20.0,757.6,760.5,94,variable wind direction,1,,,,No Significant Clouds,8.0,19.0,
26.08.2020 05:20,20.0,757.6,760.5,94,variable wind direction,1,,,,Few clouds (10-30%) 480 m,10.0 and more,19.0,
26.08.2020 04:50,20.0,757.6,760.5,94,Calm no wind,0,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 04:20,20.0,756.8,759.7,94,variable wind direction,1,,,,Scattered clouds (40-50%) 480 m,10.0 and more,19.0,
26.08.2020 03:50,21.0,756.8,759.7,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 03:20,20.0,756.8,759.7,94,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 02:50,20.0,756.8,759.7,94,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 02:20,21.0,756.8,759.7,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 01:50,21.0,756.8,759.7,88,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,19.0,
26.08.2020 01:20,21.0,756.8,759.7,94,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 00:50,22.0,756.8,759.7,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,20.0,
26.08.2020 00:20,22.0,756.8,759.7,88,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 23:50,22.0,756.8,759.7,88,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 23:20,23.0,756.8,759.7,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 22:50,22.0,756.8,759.7,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 22:20,23.0,756.8,759.7,89,variable wind direction,1,,,,No Significant Clouds,10.0 and more,21.0,
25.08.2020 21:50,23.0,756.8,759.7,89,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 630 m scattered clouds (40-50%) 1590 m,10.0 and more,21.0,
25.08.2020 21:20,23.0,756.8,759.7,89,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,21.0,
25.08.2020 20:50,24.0,756.8,759.7,78,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 20:20,24.0,756.8,759.7,83,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,21.0,
25.08.2020 19:50,23.0,756.1,759.0,83,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 19:20,25.0,756.1,759.0,79,Calm no wind,0,,,,No Significant Clouds,10.0 and more,21.0,
25.08.2020 18:50,25.0,756.1,759.0,74,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 18:20,25.0,756.1,759.0,74,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 1050 m,10.0 and more,20.0,
25.08.2020 17:50,27.0,755.4,758.2,70,Wind blowing from the north,3,,,,Few clouds (10-30%) 870 m,10.0 and more,21.0,
25.08.2020 17:20,27.0,755.4,758.2,66,Wind blowing from the north,4,,,,Few clouds (10-30%) 990 m,10.0 and more,20.0,
25.08.2020 16:50,27.0,755.4,758.2,58,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1020 m,10.0 and more,18.0,
25.08.2020 16:20,28.0,755.4,758.2,55,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1500 m,10.0 and more,18.0,
25.08.2020 15:50,28.0,754.9,757.7,51,Wind blowing from the north-northwest,6,,,,Few clouds (10-30%) 1380 m,10.0 and more,17.0,
25.08.2020 15:20,29.0,754.9,757.7,48,Wind blowing from the north-northwest,6,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,17.0,
25.08.2020 14:50,29.0,755.4,758.2,51,Wind blowing from the north-west,6,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,18.0,
25.08.2020 14:20,30.0,755.4,758.2,52,Wind blowing from the north-northwest,5,,,,Scattered clouds (40-50%) 1470 m,10.0 and more,19.0,
25.08.2020 13:50,31.0,754.9,757.7,49,Wind blowing from the north,5,,,,Scattered clouds (40-50%) 1500 m,10.0 and more,19.0,
25.08.2020 13:20,30.0,754.9,757.7,52,Wind blowing from the north,5,,,,Scattered clouds (40-50%) 1050 m cumulonimbus clouds  scattered clouds (40-50%) 1500 m,10.0 and more,19.0,
25.08.2020 12:50,31.0,754.9,757.7,55,Wind blowing from the north-west,6,,,,Few clouds (10-30%) 1050 m cumulonimbus clouds  scattered clouds (40-50%) 2340 m,10.0 and more,21.0,
25.08.2020 12:20,31.0,754.9,757.7,59,Wind blowing from the north-northwest,5,,,,Few clouds (10-30%) 1080 m scattered clouds (40-50%) 2400 m,10.0 and more,22.0,
25.08.2020 11:50,33.0,754.9,757.7,52,Calm no wind,0,,,,Few clouds (10-30%) 1050 m scattered clouds (40-50%) 2100 m,10.0 and more,22.0,
25.08.2020 11:20,31.0,754.9,757.7,59,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 2100 m,10.0 and more,22.0,
25.08.2020 10:50,32.0,755.4,758.2,55,variable wind direction,2,,,,Few clouds (10-30%) 1200 m scattered clouds (40-50%) 3300 m,10.0 and more,22.0,
25.08.2020 10:20,31.0,754.9,757.7,59,Wind blowing from the north,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,22.0,
25.08.2020 09:50,30.0,755.4,758.2,62,Wind blowing from the north-northwest,4,,,,Few clouds (10-30%) 1800 m,10.0 and more,22.0,
25.08.2020 09:20,30.0,754.9,757.7,55,Wind blowing from the north-northwest,2,,,,Scattered clouds (40-50%) 1800 m,10.0 and more,20.0,
25.08.2020 08:50,29.0,754.9,757.7,62,variable wind direction,1,,,,Few clouds (10-30%) 1800 m scattered clouds (40-50%) 2400 m,10.0 and more,21.0,
25.08.2020 08:20,28.0,754.9,757.7,58,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0,
25.08.2020 07:50,27.0,754.9,757.7,66,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 07:20,26.0,754.9,757.7,70,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 06:50,25.0,754.8,757.7,79,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,21.0,
25.08.2020 06:20,24.0,754.8,757.7,78,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 05:50,23.0,754.8,757.7,83,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 05:20,21.0,754.8,757.7,94,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 04:50,21.0,754.8,757.7,88,Wind blowing from the south-west,2,,,,Scattered clouds (40-50%) 2400 m,10.0 and more,19.0,
25.08.2020 04:20,22.0,754.8,757.7,88,variable wind direction,1,,,,Scattered clouds (40-50%) 4500 m,10.0 and more,20.0,
25.08.2020 03:50,22.0,754.8,757.7,88,variable wind direction,1,,,,Broken clouds (60-90%) 4500 m,10.0 and more,20.0,
25.08.2020 03:20,22.0,754.8,757.7,88,variable wind direction,1,,,,Broken clouds (60-90%) 4500 m,10.0 and more,20.0,
25.08.2020 02:50,22.0,754.0,756.9,88,variable wind direction,1,,,,Broken clouds (60-90%) 4500 m,10.0 and more,20.0,
25.08.2020 02:20,22.0,754.0,756.9,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0,
25.08.2020 01:50,22.0,753.3,756.2,94,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 4200 m,10.0 and more,21.0,
25.08.2020 01:20,23.0,754.0,756.9,89,variable wind direction,1,,,,Broken clouds (60-90%) 4500 m,10.0 and more,21.0,
25.08.2020 00:50,23.0,754.0,756.9,89,Wind blowing from the south-southwest,2,,,,Broken clouds (60-90%) 4500 m,10.0 and more,21.0,
25.08.2020 00:20,23.0,754.0,756.9,89,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 23:50,24.0,754.0,756.9,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 23:20,24.0,754.0,756.9,83,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 22:50,24.0,754.0,756.9,89,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,22.0,
24.08.2020 22:20,24.0,754.0,756.9,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 21:50,24.0,754.0,756.9,83,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 21:20,25.0,754.0,756.9,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,22.0,
24.08.2020 20:50,24.0,754.0,756.9,83,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 20:20,26.0,754.9,757.7,84,Wind blowing from the east-southeast,1,,,,No Significant Clouds,10.0 and more,23.0,
24.08.2020 19:50,25.0,754.0,756.9,83,variable wind direction,1,,,,No Significant Clouds,10.0 and more,22.0,
24.08.2020 19:20,26.0,754.1,756.9,79,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,22.0,
24.08.2020 18:50,26.0,754.1,756.9,79,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,22.0,
24.08.2020 18:20,27.0,754.1,756.9,70,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 17:50,28.0,754.1,756.9,62,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,20.0,
24.08.2020 17:20,29.0,754.1,756.9,62,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 16:50,31.0,754.1,756.9,59,Wind blowing from the north-northwest,4,,,,No Significant Clouds,10.0 and more,22.0,
24.08.2020 16:20,32.0,754.1,756.9,52,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 15:50,33.0,754.1,756.9,52,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,22.0,
24.08.2020 15:20,34.0,754.1,756.9,47,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 14:50,35.0,754.1,756.9,44,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 14:20,34.0,753.4,756.2,47,Wind blowing from the west,4,,,,Few clouds (10-30%) 1500 m cumulonimbus clouds,10.0 and more,21.0,
24.08.2020 13:50,34.0,753.4,756.2,44,Wind blowing from the west,5,,,,Few clouds (10-30%) 1500 m,10.0 and more,20.0,
24.08.2020 13:20,35.0,754.1,756.9,41,Wind blowing from the west,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,20.0,
24.08.2020 12:50,36.0,754.1,756.9,42,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,21.0,
24.08.2020 12:20,36.0,754.1,756.9,34,Wind blowing from the north-west,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,18.0,
24.08.2020 11:50,35.0,754.1,756.9,36,Wind blowing from the north,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,18.0,
24.08.2020 11:20,33.0,754.1,756.9,38,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,17.0,
24.08.2020 10:50,34.0,754.9,757.7,39,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 10:20,33.0,754.9,757.7,41,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 09:50,32.0,754.9,757.7,46,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 09:20,31.0,754.9,757.7,49,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 08:50,29.0,754.9,757.7,48,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,17.0,
24.08.2020 08:20,28.0,754.9,757.7,58,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 07:50,27.0,754.9,757.7,62,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 07:20,25.0,754.8,757.7,65,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 06:50,23.0,754.8,757.7,78,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 06:20,22.0,754.8,757.7,78,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 05:50,21.0,754.0,756.9,88,Wind blowing from the south,1,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 05:20,20.0,754.0,756.9,94,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 04:50,20.0,754.0,756.9,88,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 04:20,20.0,754.0,756.9,88,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 03:50,20.0,754.0,756.9,88,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 03:20,20.0,754.8,757.7,88,Calm no wind,0,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 02:50,21.0,754.8,757.7,83,Wind blowing from the south-west,1,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 02:20,21.0,754.8,757.7,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 01:50,21.0,754.8,757.7,83,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 01:20,22.0,754.8,757.7,78,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,18.0,
24.08.2020 00:50,22.0,754.8,757.7,83,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,19.0,
24.08.2020 00:20,22.0,754.8,757.7,78,variable wind direction,1,,,,No Significant Clouds,10.0 and more,18.0,
23.08.2020 23:50,22.0,754.8,757.7,83,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,19.0,
