Local time in Vienna,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.08.2020 22:00,22.6,746.6,762.0,0.8,60,Wind blowing from the west,3,,,, ,,,,,,,,,,,14.4,,,,,,
23.08.2020 21:00,23.2,746.4,761.8,0.8,58,Wind blowing from the west,4,,,, ,,,,,,,,,,,14.4,,,,,,
23.08.2020 20:00,23.5,746.4,761.7,0.5,56,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.3,,,,,,
23.08.2020 19:00,24.4,745.8,761.1,-0.4,53,Wind blowing from the west,4,,,, ,,,20.5,26.9,,,,,,,14.2,No precipitation,12,,,,
23.08.2020 18:00,25.2,745.6,760.9,-0.8,51,Wind blowing from the west,3,,,, ,,,,,,,,,,,14.3,,,,,,
23.08.2020 17:00,25.5,745.9,761.2,-0.7,48,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,13.7,,,,,,
23.08.2020 16:00,25.9,746.2,761.4,-0.6,49,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,14.4,,,,,,
23.08.2020 15:00,26.6,746.4,761.5,-0.5,46,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,14.0,,,,,,
23.08.2020 14:00,26.3,746.6,761.8,-0.5,41,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.1,,,,,,
23.08.2020 13:00,25.2,746.8,762.1,-0.7,46,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,12.6,No precipitation,6,,,,
23.08.2020 12:00,24.9,746.9,762.2,-0.6,48,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,13.0,,,,,,
23.08.2020 11:00,24.1,747.1,762.4,-0.3,54,Wind blowing from the north-west,4,,,, ,,,,,,,,,,,14.2,,,,,,
23.08.2020 10:00,23.9,747.5,762.8,0.1,56,Wind blowing from the north-west,5,,,, ,,,,,,,,,,,14.5,,,,,,
23.08.2020 09:00,23.0,747.5,762.9,0.4,62,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.4,,,,,,
23.08.2020 08:00,22.6,747.4,762.7,0.2,64,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,15.5,,,,,,
23.08.2020 07:00,20.8,747.4,762.8,0.1,74,Wind blowing from the west-northwest,5,,,, ,,,19.7,22.9,,,,,,,16.0,22.0,12,,,,
23.08.2020 06:00,20.4,747.1,762.6,-0.3,76,Wind blowing from the west,4,,,, ,,,,,,,,,,,16.1,,,,,,
23.08.2020 05:00,20.2,747.2,762.7,-0.4,78,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,16.3,,,,,,
23.08.2020 04:00,20.2,747.3,762.8,,79,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,16.4,Trace of precipitation,3,,,,
23.08.2020 03:00,20.0,747.4,763.0,-0.3,81,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,16.6,Trace of precipitation,1,,,,
23.08.2020 02:00,19.9,747.6,763.1,-0.3,82,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,16.8,,,,,,
23.08.2020 01:00,19.7,747.8,763.3,-0.3,83,Wind blowing from the west,5,,,, ,Precipitation,,,,,,,,,,16.8,22.0,6,,,,
23.08.2020 00:00,19.9,747.7,763.2,0.0,83,Wind blowing from the west-northwest,4,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,16.9,0.1,1,,,,
22.08.2020 23:00,20.0,747.9,763.4,0.9,86,Wind blowing from the west-northwest,7,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,17.5,5.0,1,,,,
22.08.2020 22:00,19.9,748.1,763.6,1.9,88,Wind blowing from the west-northwest,8,,,, ,Precipitation,,,,,,,,,,17.8,17.0,3,,,,
22.08.2020 21:00,21.1,747.7,763.1,2.1,86,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,18.7,8.0,1,,,,
22.08.2020 20:00,22.6,747.0,762.4,1.6,84,Wind blowing from the west-northwest,4,,,,Precipitation ,Precipitation,,,,,,,,,,19.8,0.9,1,,,,
22.08.2020 19:00,22.7,746.2,761.6,2.1,79,Wind blowing from the west-northwest,2,,15,,Shower(s) or intermittent precipitation. ,Precipitation,,21.8,32.5,,,,,,,18.9,1.0,12,,,,
22.08.2020 18:00,23.2,745.6,760.9,1.6,80,Wind blowing from the north-west,4,,13,,Precipitation ,Precipitation,,,,,,,,,,19.6,0.8,1,,,,
22.08.2020 17:00,25.6,745.4,760.6,1.1,71,Wind blowing from the north-west,7,,,, ,,,,,,,,,,,19.9,Trace of precipitation,1,,,,
22.08.2020 16:00,30.5,744.1,759.0,-0.7,56,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,20.8,,,,,,
22.08.2020 15:00,31.7,744.0,758.8,-0.8,49,Wind blowing from the south,3,,,, ,,,,,,,,,,,19.6,,,,,,
22.08.2020 14:00,32.2,744.3,759.1,-0.8,46,Wind blowing from the east,2,,,, ,,,,,,,,,,,19.2,,,,,,
22.08.2020 13:00,31.4,744.8,759.7,-0.6,50,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,19.6,No precipitation,6,,,,
22.08.2020 12:00,30.6,744.8,759.7,-0.9,51,Wind blowing from the south,4,,,, ,,,,,,,,,,,19.3,,,,,,
22.08.2020 11:00,28.9,745.1,760.1,-0.8,55,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,18.9,,,,,,
22.08.2020 10:00,26.9,745.4,760.6,-0.6,59,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,18.3,,,,,,
22.08.2020 09:00,24.9,745.7,760.9,-0.2,64,Wind blowing from the east,2,,,, ,,,,,,,,,,,17.7,,,,,,
22.08.2020 08:00,23.5,745.9,761.2,0.2,70,Wind blowing from the east,2,,,, ,,,,,,,,,,,17.7,,,,,,
22.08.2020 07:00,22.2,746.0,761.4,0.2,75,Wind blowing from the east-southeast,1,,,, ,,,21.0,29.1,,,,,,,17.5,No precipitation,12,,,,
22.08.2020 06:00,21.1,745.9,761.3,0.0,80,Wind blowing from the east,1,,,, ,,,,,,,,,,,17.5,,,,,,
22.08.2020 05:00,21.3,745.7,761.2,-0.2,80,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,17.7,,,,,,
22.08.2020 04:00,21.7,745.8,761.2,-0.2,80,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,18.0,,,,,,
22.08.2020 03:00,22.4,745.9,761.3,-0.2,77,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,18.1,,,,,,
22.08.2020 02:00,23.0,745.9,761.2,0.0,74,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,18.0,,,,,,
22.08.2020 01:00,24.0,746.0,761.3,0.1,68,Wind blowing from the east,1,,,, ,,,,,,,,,,,17.7,No precipitation,6,,,,
22.08.2020 00:00,24.4,746.1,761.3,0.1,67,Calm no wind,0,,,, ,,,,,,,,,,,17.8,,,,,,
21.08.2020 23:00,25.0,745.9,761.2,0.0,64,Wind blowing from the south,2,,,, ,,,,,,,,,,,17.8,,,,,,
21.08.2020 22:00,25.9,745.9,761.1,0.3,61,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,17.7,,,,,,
21.08.2020 21:00,26.7,746.0,761.2,0.8,58,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,17.8,,,,,,
21.08.2020 20:00,27.7,745.9,761.0,0.7,56,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,18.0,,,,,,
21.08.2020 19:00,28.9,745.6,760.6,0.4,52,Wind blowing from the south-east,4,,,, ,,,21.1,33.1,,,,,,,18.1,No precipitation,12,,,,
21.08.2020 18:00,30.2,745.2,760.1,0.0,48,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,18.0,,,,,,
21.08.2020 17:00,30.9,745.2,760.1,-0.1,45,Wind blowing from the south-east,6,,,, ,,,,,,,,,,,17.5,,,,,,
21.08.2020 16:00,31.5,745.2,760.0,-0.4,43,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,17.6,,,,,,
21.08.2020 15:00,32.1,745.2,760.0,-0.5,42,Wind blowing from the south-east,6,,,, ,,,,,,,,,,,17.7,,,,,,
21.08.2020 14:00,31.0,745.3,760.2,-0.6,45,Wind blowing from the south-east,5,,,, ,,,,,,,,,,,17.6,,,,,,
21.08.2020 13:00,30.1,745.6,760.5,-0.6,47,Wind blowing from the south-east,4,,,, ,,,,,,,,,,,17.5,No precipitation,6,,,,
21.08.2020 12:00,29.5,745.7,760.7,-0.5,48,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,,17.5,,,,,,
21.08.2020 11:00,28.3,745.9,761.0,-0.3,51,Wind blowing from the south,5,,,, ,,,,,,,,,,,17.2,,,,,,
21.08.2020 10:00,26.7,746.2,761.3,0.0,56,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,,17.2,,,,,,
21.08.2020 09:00,24.8,746.2,761.5,0.2,61,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,16.7,,,,,,
21.08.2020 08:00,23.5,746.2,761.5,0.3,64,Wind blowing from the east,2,,,, ,,,,,,,,,,,16.3,,,,,,
21.08.2020 07:00,21.6,746.2,761.6,0.3,70,Wind blowing from the south-east,3,,,, ,,,19.6,26.9,,,,,,,15.8,No precipitation,12,,,,
21.08.2020 06:00,20.0,746.0,761.5,0.0,75,Wind blowing from the east,1,,,, ,,,,,,,,,,,15.5,,,,,,
21.08.2020 05:00,19.7,745.9,761.5,-0.2,75,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.2,,,,,,
21.08.2020 04:00,20.1,745.9,761.4,-0.2,73,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,15.0,,,,,,
21.08.2020 03:00,21.0,746.0,761.5,-0.1,67,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,14.5,,,,,,
21.08.2020 02:00,21.7,746.1,761.5,0.1,63,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,14.3,,,,,,
21.08.2020 01:00,22.2,746.1,761.5,0.4,60,Wind blowing from the east,1,,,, ,,,,,,,,,,,14.1,No precipitation,6,,,,
21.08.2020 00:00,23.0,746.1,761.5,0.4,57,Wind blowing from the east,1,,,, ,,,,,,,,,,,13.9,,,,,,
20.08.2020 23:00,23.7,746.0,761.3,0.4,53,Wind blowing from the south,1,,,, ,,,,,,,,,,,13.6,,,,,,
20.08.2020 22:00,24.7,745.7,761.0,0.6,45,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,12.0,,,,,,
20.08.2020 21:00,25.0,745.7,760.9,1.0,47,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,12.8,,,,,,
20.08.2020 20:00,25.8,745.6,760.8,1.1,45,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,13.0,,,,,,
20.08.2020 19:00,26.8,745.1,760.3,0.6,42,Wind blowing from the east,2,,,, ,,,19.3,29.7,,,,,,,12.8,No precipitation,12,,,,
20.08.2020 18:00,27.8,744.7,759.8,0.0,40,Wind blowing from the east,3,,,, ,,,,,,,,,,,12.8,,,,,,
20.08.2020 17:00,28.7,744.5,759.6,-0.4,35,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,11.9,,,,,,
20.08.2020 16:00,28.6,744.5,759.6,-0.6,34,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,11.4,,,,,,
20.08.2020 15:00,28.8,744.7,759.8,-0.4,34,Calm no wind,0,,,, ,,,,,,,,,,,11.5,,,,,,
20.08.2020 14:00,28.5,744.9,760.0,-0.4,36,Calm no wind,0,,,, ,,,,,,,,,,,12.0,,,,,,
20.08.2020 13:00,27.0,745.1,760.3,0.1,39,Wind blowing from the east,1,,,, ,,,,,,,,,,,11.7,No precipitation,6,,,,
20.08.2020 12:00,26.3,745.1,760.3,0.1,41,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,,11.9,,,,,,
20.08.2020 11:00,25.3,745.3,760.5,0.6,46,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,12.9,,,,,,
20.08.2020 10:00,24.4,745.0,760.3,0.7,52,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,,14.0,,,,,,
20.08.2020 09:00,22.3,745.0,760.4,1.1,61,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,,14.3,,,,,,
20.08.2020 08:00,21.2,744.7,760.2,1.1,66,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,14.5,,,,,,
20.08.2020 07:00,20.1,744.3,759.7,0.8,66,Wind blowing from the south-southeast,1,,,, ,,,17.9,23.4,,,,,,,13.4,No precipitation,12,,,,
20.08.2020 06:00,18.0,743.9,759.5,0.5,73,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,13.0,,,,,,
20.08.2020 05:00,18.1,743.6,759.2,0.3,73,Wind blowing from the south,1,,,, ,,,,,,,,,,,13.2,,,,,,
20.08.2020 04:00,18.2,743.5,759.1,0.3,74,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,13.4,,,,,,
20.08.2020 03:00,18.7,743.4,758.9,0.1,71,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,13.4,,,,,,
20.08.2020 02:00,19.2,743.3,758.8,0.1,71,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,13.7,,,,,,
20.08.2020 01:00,20.0,743.2,758.6,0.0,67,Wind blowing from the south-west,1,,,, ,,,,,,,,,,,13.6,No precipitation,6,,,,
20.08.2020 00:00,21.0,743.3,758.7,0.2,63,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,13.6,,,,,,
19.08.2020 23:00,21.4,743.2,758.6,0.4,61,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,13.5,,,,,,
19.08.2020 22:00,21.5,743.2,758.5,0.6,61,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,13.6,,,,,,
19.08.2020 21:00,22.0,743.1,758.5,0.6,59,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,13.5,,,,,,
19.08.2020 20:00,22.7,742.8,758.1,0.4,55,Wind blowing from the west,2,,,, ,,,,,,,,,,,13.2,,,,,,
19.08.2020 19:00,23.3,742.6,757.9,0.0,53,Wind blowing from the west-northwest,4,,16,, ,,,20.5,26.0,,,,,,,13.2,Trace of precipitation,12,,,,
19.08.2020 18:00,24.0,742.5,757.7,0.3,54,Wind blowing from the west-northwest,7,,,, ,,,,,,,,,,,14.1,,,,,,
19.08.2020 17:00,24.7,742.4,757.6,0.1,49,Wind blowing from the west,5,,,, ,,,,,,,,,,,13.2,Trace of precipitation,1,,,,
19.08.2020 16:00,24.4,742.6,757.8,0.2,50,Wind blowing from the west-northwest,7,,16,, ,,,,,,,,,,,13.2,Trace of precipitation,3,,,,
19.08.2020 15:00,25.4,742.2,757.3,-0.4,46,Wind blowing from the west,7,,15,, ,,,,,,,,,,,13.0,,,,,,
19.08.2020 14:00,25.1,742.3,757.5,-0.6,48,Wind blowing from the west,8,,14,, ,,,,,,,,,,,13.4,,,,,,
19.08.2020 13:00,24.8,742.4,757.6,-0.5,51,Wind blowing from the west,5,,,, ,,,,,,,,,,,13.9,No precipitation,6,,,,
19.08.2020 12:00,23.6,742.6,757.9,-0.2,56,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.4,,,,,,
19.08.2020 11:00,22.9,742.9,758.2,0.2,59,Wind blowing from the west-northwest,7,,13,, ,,,,,,,,,,,14.5,,,,,,
19.08.2020 10:00,22.0,742.9,758.2,0.3,61,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.0,,,,,,
19.08.2020 09:00,21.3,742.8,758.2,0.6,62,Wind blowing from the west,8,,,, ,,,,,,,,,,,13.7,,,,,,
19.08.2020 08:00,21.3,742.7,758.1,1.0,62,Wind blowing from the west,7,,,, ,,,,,,,,,,,13.6,,,,,,
19.08.2020 07:00,20.8,742.6,757.9,0.8,63,Wind blowing from the west-northwest,5,,,, ,,,19.4,21.4,,,,,,,13.5,No precipitation,12,,,,
19.08.2020 06:00,19.7,742.2,757.6,0.2,66,Wind blowing from the west,6,,,, ,,,,,,,,,,,13.1,,,,,,
19.08.2020 05:00,19.4,741.7,757.2,-0.5,69,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.5,,,,,,
19.08.2020 04:00,19.8,741.8,757.3,-0.4,68,Wind blowing from the west,5,,,, ,,,,,,,,,,,13.7,,,,,,
19.08.2020 03:00,19.9,742.0,757.4,-0.3,67,Wind blowing from the west,5,,,, ,,,,,,,,,,,13.6,,,,,,
19.08.2020 02:00,20.4,742.2,757.6,-0.2,63,Wind blowing from the west,4,,,, ,,,,,,,,,,,13.2,,,,,,
19.08.2020 01:00,20.8,742.2,757.6,-0.1,61,Wind blowing from the west,5,,,, ,,,,,,,,,,,12.9,No precipitation,6,,,,
19.08.2020 00:00,20.9,742.3,757.7,0.3,62,Wind blowing from the west,5,,,, ,,,,,,,,,,,13.4,,,,,,
18.08.2020 23:00,20.9,742.4,757.8,0.4,64,Wind blowing from the west,5,,,, ,,,,,,,,,,,13.9,,,,,,
18.08.2020 22:00,20.9,742.3,757.6,0.6,67,Wind blowing from the west,4,,,, ,,,,,,,,,,,14.6,,,,,,
18.08.2020 21:00,21.0,742.0,757.4,0.4,67,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.6,,,,,,
18.08.2020 20:00,20.9,742.0,757.3,0.3,66,Wind blowing from the west,5,,,, ,,,,,,,,,,,14.2,,,,,,
18.08.2020 19:00,21.3,741.7,757.1,0.5,61,Wind blowing from the west,5,,,, ,,,20.6,25.0,,,,,,,13.4,0.1,12,,,,
18.08.2020 18:00,21.9,741.6,756.9,0.4,63,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,,14.4,Trace of precipitation,1,,,,
18.08.2020 17:00,23.8,741.7,757.0,0.0,62,Wind blowing from the west-northwest,5,,13,, ,,,,,,,,,,,16.1,,,,,,
18.08.2020 16:00,24.1,741.2,756.4,-1.0,59,Wind blowing from the west,5,,,, ,,,,,,,,,,,15.6,,,,,,
18.08.2020 15:00,24.1,741.2,756.4,-1.3,57,Wind blowing from the west,7,,,, ,,,,,,,,,,,15.1,,,,,,
18.08.2020 14:00,24.4,741.7,756.9,-1.2,60,Wind blowing from the west,6,,,, ,,,,,,,,,,,16.1,,,,,,
18.08.2020 13:00,23.5,742.2,757.4,-0.6,65,Wind blowing from the west,5,,,, ,Precipitation,,,,,,,,,,16.5,0.1,6,,,,
18.08.2020 12:00,23.2,742.5,757.8,-0.1,62,Wind blowing from the north-west,3,,,, ,,,,,,,,,,,15.4,Trace of precipitation,1,,,,
18.08.2020 11:00,21.1,742.9,758.3,0.5,69,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.2,Trace of precipitation,1,,,,
18.08.2020 10:00,20.7,742.8,758.2,0.5,71,Wind blowing from the north-west,4,,,, ,Precipitation,,,,,,,,,,15.2,0.1,3,,,,
18.08.2020 09:00,21.5,742.6,757.9,0.2,74,Wind blowing from the west-northwest,4,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,16.7,0.1,1,,,,
18.08.2020 08:00,21.2,742.4,757.8,0.1,72,Wind blowing from the west,5,,,, ,,,,,,,,,,,15.9,Trace of precipitation,1,,,,
18.08.2020 07:00,21.1,742.3,757.6,0.1,71,Wind blowing from the west,4,,,, ,,,20.9,23.8,,,,,,,15.7,Trace of precipitation,12,,,,
18.08.2020 06:00,21.0,742.4,757.8,0.1,71,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,,15.6,Trace of precipitation,1,,,,
18.08.2020 05:00,21.2,742.3,757.7,-0.1,71,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,15.6,,,,,,
18.08.2020 04:00,21.3,742.2,757.6,-0.1,69,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,,15.4,,,,,,
18.08.2020 03:00,21.5,742.3,757.7,-0.2,71,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,,15.9,,,,,,
18.08.2020 02:00,21.6,742.4,757.7,-0.2,73,Wind blowing from the west,4,,,, ,,,,,,,,,,,16.6,,,,,,
18.08.2020 01:00,21.7,742.3,757.6,-0.2,74,Wind blowing from the west,3,,,, ,,,,,,,,,,,16.8,No precipitation,6,,,,
18.08.2020 00:00,21.1,742.5,757.9,-0.1,86,Calm no wind,0,,,, ,,,,,,,,,,,18.7,,,,,,
17.08.2020 23:00,21.9,742.6,757.9,0.3,81,Wind blowing from the west,1,,,, ,,,,,,,,,,,18.4,,,,,,
17.08.2020 22:00,22.2,742.5,757.8,-0.1,80,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,18.6,,,,,,
17.08.2020 21:00,22.4,742.6,757.9,0.4,80,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,18.7,,,,,,
17.08.2020 20:00,22.6,742.3,757.6,-0.3,80,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,,18.9,,,,,,
17.08.2020 19:00,23.4,742.6,757.9,0.3,75,Wind blowing from the south-east,3,,,, ,,,20.6,25.6,,,,,,,18.7,No precipitation,12,,,,
17.08.2020 18:00,25.5,742.2,757.3,-0.1,62,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,17.8,,,,,,
17.08.2020 17:00,25.3,742.6,757.7,0.0,62,Wind blowing from the north-west,1,,,, ,,,,,,,,,,,17.5,,,,,,
17.08.2020 16:00,24.9,742.3,757.5,-0.6,62,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,,17.1,,,,,,
17.08.2020 15:00,25.4,742.3,757.4,-0.9,62,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,17.6,,,,,,
17.08.2020 14:00,24.6,742.6,757.8,-0.8,64,Wind blowing from the west,2,,,, ,,,,,,,,,,,17.4,,,,,,
17.08.2020 13:00,24.0,742.9,758.2,-0.5,66,Wind blowing from the west,3,,,, ,,,,,,,,,,,17.2,No precipitation,6,,,,
17.08.2020 12:00,24.4,743.2,758.5,0.1,65,Wind blowing from the west,1,,,, ,,,,,,,,,,,17.3,,,,,,
17.08.2020 11:00,22.3,743.4,758.7,0.5,78,Calm no wind,0,,,, ,,,,,,,,,,,18.3,,,,,,
17.08.2020 10:00,21.3,743.4,758.8,0.6,83,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,18.3,,,,,,
17.08.2020 09:00,20.9,743.1,758.5,0.3,84,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,18.1,,,,,,
17.08.2020 08:00,20.8,742.9,758.2,0.1,84,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,18.0,,,,,,
17.08.2020 07:00,20.7,742.8,758.2,-0.1,84,Wind blowing from the south-east,2,,,, ,,,19.7,23.9,,,,,,,17.8,No precipitation,12,,,,
17.08.2020 06:00,19.9,742.8,758.2,-0.1,87,Wind blowing from the east,2,,,, ,,,,,,,,,,,17.7,,,,,,
17.08.2020 05:00,19.9,742.8,758.2,-0.4,88,Wind blowing from the east,2,,,, ,,,,,,,,,,,17.8,,,,,,
17.08.2020 04:00,20.2,742.9,758.2,-0.6,87,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,17.9,,,,,,
17.08.2020 03:00,20.8,742.9,758.3,-1.0,85,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,18.1,,,,,,
17.08.2020 02:00,21.7,743.2,758.5,-0.8,82,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,18.4,,,,,,
17.08.2020 01:00,21.6,743.5,758.9,-0.6,82,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,18.4,No precipitation,6,,,,
17.08.2020 00:00,21.7,743.9,759.3,-0.3,82,Wind blowing from the south,2,,,, ,,,,,,,,,,,18.4,,,,,,
16.08.2020 23:00,21.8,744.0,759.4,-0.1,81,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,18.3,,,,,,
16.08.2020 22:00,21.9,744.1,759.4,0.0,79,Wind blowing from the south-east,2,,,, ,,,,,,,,,,,18.1,,,,,,
16.08.2020 21:00,22.4,744.2,759.5,0.3,75,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,17.8,,,,,,
16.08.2020 20:00,22.8,744.1,759.4,0.1,72,Wind blowing from the south-east,3,,,, ,,,,,,,,,,,17.4,,,,,,
16.08.2020 19:00,23.7,744.1,759.3,-0.1,67,Wind blowing from the south-east,4,,,, ,Precipitation,,19.7,26.7,,,,,,,17.3,5.0,12,,,,
16.08.2020 18:00,24.6,743.9,759.1,-0.7,64,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,17.2,,,,,,
16.08.2020 17:00,25.1,744.0,759.2,-0.9,59,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,,16.6,,,,,,
16.08.2020 16:00,25.3,744.2,759.4,-0.6,59,Wind blowing from the south-southeast,4,,,, ,Precipitation,,,,,,,,,,16.7,5.0,3,,,,
16.08.2020 15:00,25.2,744.6,759.8,-0.4,62,Wind blowing from the south-east,2,,,,Precipitation ,,,,,,,,,,,17.4,0.2,1,,,,
16.08.2020 14:00,22.6,744.9,760.2,-0.1,78,Wind blowing from the south-southeast,4,,,,Precipitation ,Precipitation,,,,,,,,,,18.6,4.0,1,,,,
16.08.2020 13:00,25.3,744.8,760.0,-0.5,61,Wind blowing from the south-east,1,,,, ,Showers or intermittent precipitation.,,,,,,,,,,17.2,0.2,6,,,,
16.08.2020 12:00,24.9,745.0,760.2,-0.2,60,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,,16.7,,,,,,
16.08.2020 11:00,23.7,745.0,760.3,0.0,67,Wind blowing from the north,1,,,, ,,,,,,,,,,,17.3,,,,,,
16.08.2020 10:00,22.2,745.3,760.6,0.5,73,Wind blowing from the north-west,1,,,, ,Showers or intermittent precipitation.,,,,,,,,,,17.2,0.2,3,,,,
16.08.2020 09:00,20.8,745.2,760.6,0.6,81,Wind blowing from the west-southwest,1,,,,Shower(s) or intermittent precipitation. ,,,,,,,,,,,17.4,Trace of precipitation,1,,,,
16.08.2020 08:00,20.0,745.0,760.5,0.4,86,Wind blowing from the south-west,2,,,,Precipitation ,,,,,,,,,,,17.6,0.2,1,,,,
16.08.2020 07:00,19.8,744.8,760.3,0.4,88,Wind blowing from the west-southwest,1,,,,Precipitation ,Showers or intermittent precipitation.,,19.7,24.0,,,,,,,17.7,32.0,12,,,,
16.08.2020 06:00,19.8,744.6,760.0,0.2,91,Wind blowing from the west-northwest,1,,,,Precipitation ,Precipitation,Precipitation,,,,,,,,,18.2,5.0,1,,,,
16.08.2020 05:00,19.8,744.6,760.0,0.2,91,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,18.2,22.0,1,,,,
16.08.2020 04:00,20.8,744.4,759.8,-0.2,91,Wind blowing from the east-northeast,2,,,,Precipitation ,Precipitation,,,,,,,,,,19.2,3.0,3,,,,
16.08.2020 03:00,21.7,744.4,759.8,-0.3,80,Wind blowing from the south-west,3,,,,Precipitation ,,,,,,,,,,,18.1,Trace of precipitation,1,,,,
16.08.2020 02:00,21.7,744.4,759.7,-0.4,80,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.1,,,,,,
16.08.2020 01:00,21.9,744.6,760.0,-0.3,80,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.2,No precipitation,6,,,,
16.08.2020 00:00,22.1,744.7,760.1,-0.2,79,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.2,,,,,,
15.08.2020 23:00,22.5,744.8,760.1,-0.2,76,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,18.0,,,,,,
15.08.2020 22:00,22.5,744.9,760.2,0.3,76,Wind blowing from the west,2,,,, ,,,,,,,,,,,18.0,,,,,,
