,Action 1,Action 2,Action 3,Action 4,Action 5,Action 6,Action 7,Action 8,Action 9,Action 10,Action to Next Point
644,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1728,2,3,3,3,3,2,1,1,-1,-1,-2
3328,2,3,3,3,3,2,1,1,-1,-1,-2
1509,3,3,3,3,2,1,1,-1,-1,-2,-3
2874,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
898,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2488,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
659,3,3,3,3,2,1,1,-1,-1,-2,-3
37,1,2,3,3,3,3,2,1,1,-1,-1
2410,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1688,2,3,3,3,3,2,1,1,-1,-1,-2
3280,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1716,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1482,-3,-2,-1,-1,1,1,2,3,3,3,3
1836,1,1,2,3,3,3,3,2,1,1,-1
1412,-3,-2,-1,-1,1,1,2,3,3,3,3
2508,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
875,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2229,3,3,3,3,2,1,1,-1,-1,-2,-3
214,-1,-1,1,1,2,3,3,3,3,2,1
700,3,3,3,2,1,1,-1,-1,-2,-3,-3
580,0,3,3,2,1,1,-1,-1,-2,-3,-3
1115,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2386,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
466,1,1,2,3,3,3,3,2,1,1,-1
2080,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1811,-3,-3,-2,-1,-1,1,1,2,3,3,3
1529,3,3,3,3,2,1,1,-1,-1,-2,-3
859,3,3,3,3,2,1,1,-1,-1,-2,-3
246,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1798,2,3,3,3,3,2,1,1,-1,-1,-2
3304,-1,-1,1,1,2,3,3,3,3,2,1
2605,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
258,2,3,3,3,3,2,1,1,-1,-1,-2
1265,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
983,-2,-1,-1,1,1,2,3,3,3,3,2
3009,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
546,1,1,2,3,3,3,3,2,1,1,-1
2176,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
870,0,3,3,2,1,1,-1,-1,-2,-3,-3
268,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2787,1,2,3,3,3,3,2,1,1,-1,-1
1778,2,3,3,3,3,2,1,1,-1,-1,-2
2164,-1,-1,1,1,2,3,3,3,3,2,1
1447,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1116,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2326,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
764,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3262,-3,-2,-1,-1,1,1,2,3,3,3,3
811,-3,-3,-2,-1,-1,1,1,2,3,3,3
709,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3207,1,2,3,3,3,3,2,1,1,-1,-1
1687,1,2,3,3,3,3,2,1,1,-1,-1
2845,-1,1,1,2,3,3,3,3,2,1,1
3165,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1314,-1,-1,1,1,2,3,3,3,3,2,1
3089,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
603,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3201,-3,-3,-2,-1,-1,1,1,2,3,3,3
301,-3,-3,-2,-1,-1,1,1,2,3,3,3
2291,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1833,-2,-1,-1,1,1,2,3,3,3,3,2
2347,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2178,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
777,1,2,3,3,3,3,2,1,1,-1,-1
2842,-3,-2,-1,-1,1,1,2,3,3,3,3
669,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2613,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1356,1,1,2,3,3,3,3,2,1,1,-1
1104,-1,-1,1,1,2,3,3,3,3,2,1
2108,2,3,3,3,3,2,1,1,-1,-1,-2
3361,-3,-3,-2,-1,-1,1,1,2,3,3,3
2856,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2162,-3,-2,-1,-1,1,1,2,3,3,3,3
2705,-1,1,1,2,3,3,3,3,2,1,1
2678,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
711,-3,-3,-2,-1,-1,1,1,2,3,3,3
2967,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3371,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2928,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
363,-2,-1,-1,1,1,2,3,3,3,3,2
1059,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3148,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2210,3,3,3,2,1,1,-1,-1,-2,-3,-3
514,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
575,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1670,3,3,3,2,1,1,-1,-1,-2,-3,-3
2300,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1734,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1724,-1,-1,1,1,2,3,3,3,3,2,1
3168,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
665,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1553,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1605,-1,1,1,2,3,3,3,3,2,1,1
2532,-3,-2,-1,-1,1,1,2,3,3,3,3
3430,3,3,3,2,1,1,-1,-1,-2,-3,-3
902,-3,-2,-1,-1,1,1,2,3,3,3,3
2797,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3356,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1997,1,2,3,3,3,3,2,1,1,-1,-1
266,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
464,-1,-1,1,1,2,3,3,3,3,2,1
2146,1,1,2,3,3,3,3,2,1,1,-1
1476,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3248,2,3,3,3,3,2,1,1,-1,-1,-2
826,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2704,-1,-1,1,1,2,3,3,3,3,2,1
954,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1449,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
997,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
438,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2550,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3149,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
901,-3,-3,-2,-1,-1,1,1,2,3,3,3
818,2,3,3,3,3,2,1,1,-1,-1,-2
1499,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3151,-3,-3,-2,-1,-1,1,1,2,3,3,3
1703,-2,-1,-1,1,1,2,3,3,3,3,2
3191,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1531,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2172,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1474,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2895,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1849,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3180,3,3,3,2,1,1,-1,-1,-2,-3,-3
2076,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2560,3,3,3,2,1,1,-1,-1,-2,-3,-3
3019,3,3,3,3,2,1,1,-1,-1,-2,-3
2056,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1683,-2,-1,-1,1,1,2,3,3,3,3,2
1780,3,3,3,2,1,1,-1,-1,-2,-3,-3
3297,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2825,-1,1,1,2,3,3,3,3,2,1,1
1887,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2122,-3,-2,-1,-1,1,1,2,3,3,3,3
2608,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2528,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1942,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
179,3,3,3,3,2,1,1,-1,-1,-2,-3
3358,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
396,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1577,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1279,3,3,3,3,2,1,1,-1,-1,-2,-3
1421,3,3,2,1,1,-1,-1,-2,-3,-3,-3
53,-2,-1,-1,1,1,2,3,3,3,3,2
2724,-1,-1,1,1,2,3,3,3,3,2,1
1766,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
743,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1342,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
3440,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3127,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2097,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3123,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
384,-1,-1,1,1,2,3,3,3,3,2,1
382,-3,-2,-1,-1,1,1,2,3,3,3,3
1264,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2962,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2278,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2862,-3,-2,-1,-1,1,1,2,3,3,3,3
437,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1456,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
30,-3,-3,-3,-2,-1,-1,1,1,2,3,3
780,3,3,3,2,1,1,-1,-1,-2,-3,-3
1123,-2,-1,-1,1,1,2,3,3,3,3,2
2796,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2809,3,3,3,3,2,1,1,-1,-1,-2,-3
3272,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2534,-1,-1,1,1,2,3,3,3,3,2,1
2497,1,2,3,3,3,3,2,1,1,-1,-1
822,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1906,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
512,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
22,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
277,1,2,3,3,3,3,2,1,1,-1,-1
2251,3,3,2,1,1,-1,-1,-2,-3,-3,-3
623,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2142,-3,-2,-1,-1,1,1,2,3,3,3,3
825,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1361,3,3,2,1,1,-1,-1,-2,-3,-3,-3
568,2,3,3,3,3,2,1,1,-1,-1,-2
336,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1599,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3246,1,1,2,3,3,3,3,2,1,1,-1
2346,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1348,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2854,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
1013,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2381,3,3,2,1,1,-1,-1,-2,-3,-3,-3
995,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1093,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
821,3,3,2,1,1,-1,-1,-2,-3,-3,-3
547,1,2,3,3,3,3,2,1,1,-1,-1
370,3,3,3,2,1,1,-1,-1,-2,-3,-3
1417,1,2,3,3,3,3,2,1,1,-1,-1
651,-3,-3,-2,-1,-1,1,1,2,3,3,3
2258,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
766,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2804,-1,-1,1,1,2,3,3,3,3,2,1
3178,2,3,3,3,3,2,1,1,-1,-1,-2
2007,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1423,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2362,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
375,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1453,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1305,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
182,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
793,-2,-1,-1,1,1,2,3,3,3,3,2
1443,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
594,-1,-1,1,1,2,3,3,3,3,2,1
1042,-3,-2,-1,-1,1,1,2,3,3,3,3
606,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1311,-3,-3,-2,-1,-1,1,1,2,3,3,3
313,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
982,-3,-2,-1,-1,1,1,2,3,3,3,3
931,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1025,-1,1,1,2,3,3,3,3,2,1,1
2382,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
97,1,2,3,3,3,3,2,1,1,-1,-1
1110,3,3,3,2,1,1,-1,-1,-2,-3,-3
441,-3,-3,-2,-1,-1,1,1,2,3,3,3
1756,1,1,2,3,3,3,3,2,1,1,-1
1312,-3,-2,-1,-1,1,1,2,3,3,3,3
3376,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2152,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
3101,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1425,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2175,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
581,3,3,2,1,1,-1,-1,-2,-3,-3,-3
716,1,1,2,3,3,3,3,2,1,1,-1
2700,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2987,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
222,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
3370,3,3,3,2,1,1,-1,-1,-2,-3,-3
1517,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1113,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1293,-2,-1,-1,1,1,2,3,3,3,3,2
2011,-3,-3,-2,-1,-1,1,1,2,3,3,3
2317,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1291,-3,-3,-2,-1,-1,1,1,2,3,3,3
941,-3,-3,-2,-1,-1,1,1,2,3,3,3
1318,2,3,3,3,3,2,1,1,-1,-1,-2
3464,-1,-1,1,1,2,3,3,3,3,2,1
2618,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
241,3,3,2,1,1,-1,-1,-2,-3,-3,-3
90,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2586,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
151,-3,-3,-2,-1,-1,1,1,2,3,3,3
1495,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2961,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1720,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1818,2,3,3,3,3,2,1,1,-1,-1,-2
2522,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
3385,-1,1,1,2,3,3,3,3,2,1,1
294,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
967,1,2,3,3,3,3,2,1,1,-1,-1
189,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2956,1,1,2,3,3,3,3,2,1,1,-1
921,-3,-3,-2,-1,-1,1,1,2,3,3,3
2726,1,1,2,3,3,3,3,2,1,1,-1
1026,1,1,2,3,3,3,3,2,1,1,-1
127,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
420,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1679,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1388,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2917,1,2,3,3,3,3,2,1,1,-1,-1
2730,3,3,3,2,1,1,-1,-1,-2,-3,-3
84,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2812,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2846,1,1,2,3,3,3,3,2,1,1,-1
3406,1,1,2,3,3,3,3,2,1,1,-1
2601,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2199,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1919,3,3,3,3,2,1,1,-1,-1,-2,-3
3423,-2,-1,-1,1,1,2,3,3,3,3,2
1225,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1109,3,3,3,3,2,1,1,-1,-1,-2,-3
3375,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1484,-1,-1,1,1,2,3,3,3,3,2,1
202,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
2376,1,1,2,3,3,3,3,2,1,1,-1
1077,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2637,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
2805,-1,1,1,2,3,3,3,3,2,1,1
1129,3,3,3,3,2,1,1,-1,-1,-2,-3
1628,2,3,3,3,3,2,1,1,-1,-1,-2
217,1,2,3,3,3,3,2,1,1,-1,-1
3043,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3378,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2074,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2609,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
273,-2,-1,-1,1,1,2,3,3,3,3,2
2166,1,1,2,3,3,3,3,2,1,1,-1
676,1,1,2,3,3,3,3,2,1,1,-1
1241,3,3,2,1,1,-1,-1,-2,-3,-3,-3
1760,3,3,3,2,1,1,-1,-1,-2,-3,-3
2389,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2100,-3,-3,-3,-2,-1,-1,1,1,2,3,3
937,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1674,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
748,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1186,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
2655,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3279,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
42,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1768,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3240,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3017,1,2,3,3,3,3,2,1,1,-1,-1
2546,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
39,3,3,3,3,2,1,1,-1,-1,-2,-3
861,3,3,2,1,1,-1,-1,-2,-3,-3,-3
677,1,2,3,3,3,3,2,1,1,-1,-1
1985,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
2998,2,3,3,3,3,2,1,1,-1,-1,-2
3320,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2514,-1,-1,1,1,2,3,3,3,3,2,1
1764,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
695,-1,1,1,2,3,3,3,3,2,1,1
2263,-2,-1,-1,1,1,2,3,3,3,3,2
487,1,2,3,3,3,3,2,1,1,-1,-1
3256,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1790,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1119,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1602,-3,-2,-1,-1,1,1,2,3,3,3,3
986,1,1,2,3,3,3,3,2,1,1,-1
1204,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2771,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3073,-2,-1,-1,1,1,2,3,3,3,3,2
1899,3,3,3,3,2,1,1,-1,-1,-2,-3
1789,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2460,3,3,3,2,1,1,-1,-1,-2,-3,-3
1853,-2,-1,-1,1,1,2,3,3,3,3,2
840,3,3,3,2,1,1,-1,-1,-2,-3,-3
154,-1,-1,1,1,2,3,3,3,3,2,1
590,-3,-3,-3,-2,-1,-1,1,1,2,3,3
3247,1,2,3,3,3,3,2,1,1,-1,-1
401,-3,-3,-2,-1,-1,1,1,2,3,3,3
3156,1,1,2,3,3,3,3,2,1,1,-1
1493,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
3479,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
1799,3,3,3,3,2,1,1,-1,-1,-2,-3
19,3,3,3,3,2,1,1,-1,-1,-2,-3
1551,3,3,2,1,1,-1,-1,-2,-3,-3,-3
211,-3,-3,-2,-1,-1,1,1,2,3,3,3
349,3,3,3,3,2,1,1,-1,-1,-2,-3
914,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
2033,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2333,-2,-1,-1,1,1,2,3,3,3,3,2
1341,3,3,2,1,1,-1,-1,-2,-3,-3,-3
871,3,3,2,1,1,-1,-1,-2,-3,-3,-3
3439,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2990,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1960,3,3,3,2,1,1,-1,-1,-2,-3,-3
3463,-2,-1,-1,1,1,2,3,3,3,3,2
3039,3,3,3,3,2,1,1,-1,-1,-2,-3
1690,3,3,3,2,1,1,-1,-1,-2,-3,-3
3348,2,3,3,3,3,2,1,1,-1,-1,-2
2925,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
355,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
657,1,2,3,3,3,3,2,1,1,-1,-1
2458,2,3,3,3,3,2,1,1,-1,-1,-2
1521,-3,-3,-2,-1,-1,1,1,2,3,3,3
118,2,3,3,3,3,2,1,1,-1,-1,-2
1370,-3,-3,-3,-2,-1,-1,1,1,2,3,3
57,1,2,3,3,3,3,2,1,1,-1,-1
1717,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
940,-3,-3,-3,-2,-1,-1,1,1,2,3,3
975,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
788,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1777,1,2,3,3,3,3,2,1,1,-1,-1
2626,1,1,2,3,3,3,3,2,1,1,-1
456,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
1988,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
796,1,1,2,3,3,3,3,2,1,1,-1
1877,1,2,3,3,3,3,2,1,1,-1,-1
1002,-3,-2,-1,-1,1,1,2,3,3,3,3
1459,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2821,-3,-3,-2,-1,-1,1,1,2,3,3,3
67,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
38,2,3,3,3,3,2,1,1,-1,-1,-2
51,-3,-3,-2,-1,-1,1,1,2,3,3,3
2593,-2,-1,-1,1,1,2,3,3,3,3,2
2555,-1,1,1,2,3,3,3,3,2,1,1
2457,1,2,3,3,3,3,2,1,1,-1,-1
108,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1469,3,3,3,3,2,1,1,-1,-1,-2,-3
2303,-2,-1,-1,1,1,2,3,3,3,3,2
1263,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
521,-3,-3,-2,-1,-1,1,1,2,3,3,3
1396,1,1,2,3,3,3,3,2,1,1,-1
1848,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1940,3,3,3,2,1,1,-1,-1,-2,-3,-3
1308,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
321,-3,-3,-2,-1,-1,1,1,2,3,3,3
3116,1,1,2,3,3,3,3,2,1,1,-1
528,2,3,3,3,3,2,1,1,-1,-1,-2
1975,-1,1,1,2,3,3,3,3,2,1,1
169,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3078,2,3,3,3,3,2,1,1,-1,-1,-2
1191,-3,-3,-2,-1,-1,1,1,2,3,3,3
3408,2,3,3,3,3,2,1,1,-1,-1,-2
311,3,3,2,1,1,-1,-1,-2,-3,-3,-3
444,-1,-1,1,1,2,3,3,3,3,2,1
1597,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
3104,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
448,2,3,3,3,3,2,1,1,-1,-1,-2
2308,2,3,3,3,3,2,1,1,-1,-1,-2
3398,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
1733,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
1884,1,1,-1,-1,-2,-3,-3,-3,-3,-2,-1
3446,1,1,2,3,3,3,3,2,1,1,-1
1319,3,3,3,3,2,1,1,-1,-1,-2,-3
3237,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1072,3,2,1,1,-1,-1,-2,-3,-3,-3,-3
1656,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
3047,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
141,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2283,-2,-1,-1,1,1,2,3,3,3,3,2
770,-3,-3,-3,-2,-1,-1,1,1,2,3,3
1064,-1,-1,1,1,2,3,3,3,3,2,1
3403,-2,-1,-1,1,1,2,3,3,3,3,2
1458,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
3223,-2,-1,-1,1,1,2,3,3,3,3,2
1793,-2,-1,-1,1,1,2,3,3,3,3,2
1385,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
422,-3,-2,-1,-1,1,1,2,3,3,3,3
1580,-3,-3,-3,-2,-1,-1,1,1,2,3,3
2045,-1,1,1,2,3,3,3,3,2,1,1
950,3,3,3,2,1,1,-1,-1,-2,-3,-3
251,-3,-3,-2,-1,-1,1,1,2,3,3,3
3139,3,3,3,3,2,1,1,-1,-1,-2,-3
2088,2,3,3,3,3,2,1,1,-1,-1,-2
2310,3,3,3,2,1,1,-1,-1,-2,-3,-3
193,-2,-1,-1,1,1,2,3,3,3,3,2
2615,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1721,-3,-3,-2,-1,-1,1,1,2,3,3,3
473,2,1,1,-1,-1,-2,-3,-3,-3,-3,-2
2129,3,3,3,3,2,1,1,-1,-1,-2,-3
1236,1,1,2,3,3,3,3,2,1,1,-1
2124,-1,-1,1,1,2,3,3,3,3,2,1
734,-1,-1,1,1,2,3,3,3,3,2,1
3041,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2328,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2104,-1,-1,1,1,2,3,3,3,3,2,1
2226,1,1,2,3,3,3,3,2,1,1,-1
592,-3,-2,-1,-1,1,1,2,3,3,3,3
2237,-1,-2,-3,-3,-3,-3,-2,-1,-1,1,1
1368,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
621,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2885,-1,1,1,2,3,3,3,3,2,1,1
641,3,3,2,1,1,-1,-1,-2,-3,-3,-3
2909,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
2299,-3,-3,-3,-3,-2,-1,-1,1,1,2,3
3435,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
1450,0,3,3,2,1,1,-1,-1,-2,-3,-3
868,-2,-3,-3,-3,-3,-2,-1,-1,1,1,2
2247,1,2,3,3,3,3,2,1,1,-1,-1
3045,1,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1
3066,-1,-1,-2,-3,-3,-3,-3,-2,-1,-1,1
