"# Weather station Chisinau, Moldova, WMO_ID=33815,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=33815&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Chisinau,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.08.2020 23:00,23.0,743.1,757.8,-0.1,54,Wind blowing from the north-northwest,6,,,20–30%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",no clouds,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.1,,,,,,
20.08.2020 20:00,25.4,743.2,757.3,0.0,34,Wind blowing from the west,2,,,50%., ,,,,28.6,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",20–30%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,8.6,,,,,,
20.08.2020 17:00,28.1,743.2,756.7,0.7,29,Wind blowing from the west-southwest,1,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,8.2,,,,,,
20.08.2020 14:00,27.4,742.5,756.4,1.7,23,Wind blowing from the east-southeast,1,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,4.4,,,,,,
20.08.2020 11:00,26.1,740.8,756.0,-0.2,39,Wind blowing from the north,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,11.1,,,,,,
20.08.2020 08:00,20.5,741.0,755.7,0.1,62,Wind blowing from the east-northeast,1,,,"90  or more, but not 100%", ,,,18.0,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,13.0,,,,,,
20.08.2020 05:00,18.8,740.9,755.1,0.9,62,Wind blowing from the west,1,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,11.3,,,,,,
20.08.2020 02:00,20.6,740.0,754.8,-0.3,54,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,10.9,,,,,,
19.08.2020 23:00,22.9,740.3,755.0,-0.3,45,Wind blowing from the south-southwest,1,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,10.2,,,,,,
19.08.2020 20:00,25.2,740.6,754.9,0.3,24,Wind blowing from the south-east,3,,,"90  or more, but not 100%", ,,,,30.0,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,3.3,,,,,,
19.08.2020 17:00,29.4,740.3,754.6,-0.4,23,Wind blowing from the south-southeast,4,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,6.0,,,,,,
19.08.2020 14:00,29.7,740.7,754.8,-1.9,22,Wind blowing from the south,4,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20.0,5.8,,,,,,
19.08.2020 11:00,27.7,742.6,756.3,0.3,25,Wind blowing from the south,4,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,5.7,,,,,,
19.08.2020 08:00,20.4,742.3,757.0,0.0,69,Wind blowing from the south,2,,,20–30%., ,,,16.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,14.5,,,,,,
19.08.2020 05:00,16.4,742.3,757.5,-0.6,70,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,20.0,10.8,,,,,,
19.08.2020 02:00,19.0,742.9,757.6,-0.4,52,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,20.0,9.0,,,,,,
18.08.2020 23:00,20.7,743.3,757.9,0.4,45,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,20.0,8.4,,,,,,
18.08.2020 20:00,24.5,742.9,757.3,-0.2,23,Wind blowing from the south-southeast,3,,,20–30%., ,,,,30.4,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,2.1,,,,,,
18.08.2020 17:00,29.9,743.1,757.1,-1.0,17,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,20.0,2.2,,,,,,
18.08.2020 14:00,30.2,744.1,758.5,-1.2,21,Wind blowing from the south-west,4,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,5.6,,,,,,
18.08.2020 11:00,27.8,745.3,759.5,-0.7,28,Wind blowing from the south-east,3,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.4,,,,,,
18.08.2020 08:00,20.2,746.0,760.7,-0.2,50,Wind blowing from the west-southwest,2,,,no clouds, ,,,15.9,,,,,,,20.0,9.4,,,,,,
18.08.2020 05:00,16.8,746.2,760.9,0.0,55,Wind blowing from the south-southwest,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,7.7,,,,,,
18.08.2020 02:00,18.9,746.2,761.5,-1.0,44,Wind blowing from the west-southwest,3,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,2000-2500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,6.3,,,,,,
17.08.2020 23:00,20.6,747.2,761.5,1.7,39,Wind blowing from the south-southwest,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,2000-2500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.1,,,,,,
17.08.2020 20:00,26.1,745.5,760.6,-1.7,32,Wind blowing from the south,1,,,20–30%., ,,,,29.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,8.0,,,,,,
17.08.2020 17:00,28.1,747.2,761.0,0.6,30,Wind blowing from the south-southeast,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,8.7,,,,,,
17.08.2020 14:00,28.6,746.6,761.8,-1.9,28,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,8.2,,,,,,
17.08.2020 11:00,26.4,748.5,763.1,-0.7,37,Wind blowing from the east,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,10.6,,,,,,
17.08.2020 08:00,21.0,749.2,763.6,1.2,57,Wind blowing from the south-west,2,,,no clouds, ,,,16.2,,,,,,,20.0,12.1,,,,,,
17.08.2020 05:00,16.8,748.0,763.8,-1.1,70,Wind blowing from the south-west,1,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,11.3,,,,,,
17.08.2020 02:00,19.6,749.1,763.9,0.1,58,Wind blowing from the north-northwest,2,,,no clouds, ,,,,,,,,,,20.0,11.1,,,,,,
16.08.2020 23:00,18.9,749.0,763.8,0.9,62,Wind blowing from the south,1,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,11.4,,,,,,
16.08.2020 20:00,22.2,748.1,763.0,-0.8,53,Wind blowing from the north-west,3,,,50%., ,,,,26.6,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,12.0,,,,,,
16.08.2020 17:00,26.1,748.9,762.8,0.0,41,Wind blowing from the west-northwest,4,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,11.7,,,,,,
16.08.2020 14:00,25.7,748.9,763.7,-0.1,43,Wind blowing from the west,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,12.2,,,,,,
16.08.2020 11:00,23.5,749.0,763.9,0.3,50,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,12.3,,,,,,
16.08.2020 08:00,20.5,748.7,763.6,0.4,71,Wind blowing from the north-northwest,1,,,70 – 80%., ,,,17.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,15.0,1,12,,,,
16.08.2020 05:00,18.3,748.3,762.9,-0.8,80,Wind blowing from the north-northeast,1,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20.0,14.8,,,,,,
16.08.2020 02:00,17.9,749.1,763.3,0.5,83,Wind blowing from the west-southwest,3,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,14.9,,,,,,
15.08.2020 23:00,17.2,748.6,763.1,0.4,88,Wind blowing from the south,4,,,100%.,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,15.2,,,,,,
15.08.2020 20:00,20.8,748.2,762.4,1.4,68,Wind blowing from the south,3,,,100%., ,,,,28.3,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,14.6,,,,,,
15.08.2020 17:00,25.8,746.8,761.7,-1.1,41,Wind blowing from the south,4,,,100%., ,,,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,20.0,11.6,,,,,,
15.08.2020 14:00,27.4,747.9,762.4,-0.7,36,Wind blowing from the south-east,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,10.9,,,,,,
15.08.2020 11:00,24.9,748.6,763.2,-0.6,45,Wind blowing from the south-east,3,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,12.0,,,,,,
15.08.2020 08:00,18.3,749.2,764.2,0.3,50,Wind blowing from the east,3,,,60%., ,,,15.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,Altocumulus translucidus at a single level.,"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20.0,7.6,,,,,,
15.08.2020 05:00,16.7,748.9,763.9,0.0,62,Wind blowing from the east,3,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,9.3,,,,,,
15.08.2020 02:00,18.5,748.9,,0.2,69,Wind blowing from the east,3,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,12.6,,,,,,
14.08.2020 23:00,21.2,748.7,763.4,0.9,45,Wind blowing from the south-east,1,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,8.9,,,,,,
14.08.2020 20:00,24.2,747.8,762.1,-0.2,33,Wind blowing from the east,2,,,70 – 80%., ,,,,27.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,7.1,,,,,,
14.08.2020 17:00,27.4,748.0,762.1,0.0,29,Wind blowing from the east,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,7.7,,,,,,
14.08.2020 14:00,25.9,748.0,762.7,-0.2,31,Wind blowing from the west-northwest,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",70 – 80%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,7.6,,,,,,
14.08.2020 11:00,24.7,748.2,763.3,-0.4,33,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,7.4,,,,,,
14.08.2020 08:00,18.3,748.6,763.3,0.7,46,Wind blowing from the east,1,,,70 – 80%., ,,,13.5,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.5,,,,,,
14.08.2020 05:00,14.0,747.9,763.3,-1.5,60,"Calm, no wind",0,,,60%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.2,,,,,,
14.08.2020 02:00,17.3,749.4,763.8,0.7,47,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,20.0,5.7,,,,,,
13.08.2020 23:00,19.7,748.7,763.7,0.7,40,Wind blowing from the east,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,5.6,,,,,,
13.08.2020 20:00,23.0,748.0,762.4,-0.5,31,Wind blowing from the north-northeast,1,,,40%., ,,,,26.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,4.8,,,,,,
13.08.2020 17:00,26.4,748.5,762.7,-0.8,25,Wind blowing from the north-northwest,4,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,4.7,,,,,,
13.08.2020 14:00,25.5,749.3,763.9,-0.9,28,Wind blowing from the north,3,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,5.7,,,,,,
13.08.2020 11:00,21.9,750.2,765.1,-0.8,37,Wind blowing from the north,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.7,,,,,,
13.08.2020 08:00,18.0,751.0,765.5,0.4,50,Wind blowing from the north,2,,,"10%  or less, but not 0", ,,,15.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",2000-2500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,7.4,,,,,,
13.08.2020 05:00,15.4,750.6,765.4,0.2,57,Wind blowing from the north,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,6.8,,,,,,
