"# Weather station Rome / Fiumicino (airport), Italy, METAR=LIRF,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LIRF&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Rome / Fiumicino (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
27.08.2020 23:20,24.0,758.8,759.0,83,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 22:50,24.0,758.8,759.0,83,Wind blowing from the east-southeast,3,,,,Few clouds (10-30%) 600 m,10.0 and more,21.0
27.08.2020 22:20,25.0,758.8,759.0,79,Wind blowing from the south-east,3,,,,Few clouds (10-30%) 600 m,10.0 and more,21.0
27.08.2020 21:50,25.0,759.5,759.7,79,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 21:20,25.0,759.5,759.7,79,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 20:50,25.0,759.5,759.7,79,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 20:20,25.0,759.5,759.7,79,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 19:50,26.0,758.8,759.0,74,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 18:50,26.0,758.8,759.0,79,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,22.0
27.08.2020 18:20,27.0,758.8,759.0,74,Wind blowing from the south-west,3,,,,Few clouds (10-30%) 600 m,10.0 and more,22.0
27.08.2020 17:50,27.0,758.8,759.0,74,Wind blowing from the south-west,3,,,,Few clouds (10-30%) 600 m,10.0 and more,22.0
27.08.2020 17:20,28.0,759.5,759.7,70,Wind blowing from the south-west,5,,,,Scattered clouds (40-50%) 600 m,10.0 and more,22.0
27.08.2020 16:50,28.0,759.5,759.7,70,Wind blowing from the south-southwest,4,,,,Broken clouds (60-90%) 600 m,10.0 and more,22.0
27.08.2020 16:20,29.0,759.5,759.7,66,Wind blowing from the south-west,5,,,,Scattered clouds (40-50%) 450 m,10.0 and more,22.0
27.08.2020 15:50,28.0,759.5,759.7,70,Wind blowing from the west-southwest,5,,,,"Scattered clouds (40-50%) 450 m, scattered clouds (40-50%) 600 m",10.0 and more,22.0
27.08.2020 15:20,28.0,759.5,759.7,66,Wind blowing from the south-west,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,21.0
27.08.2020 14:50,28.0,759.5,759.7,66,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 750 m,10.0 and more,21.0
27.08.2020 14:20,29.0,760.3,760.5,62,Wind blowing from the south-southwest,5,,,,Few clouds (10-30%) 750 m,10.0 and more,21.0
27.08.2020 13:50,29.0,760.3,760.5,62,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 750 m,10.0 and more,21.0
27.08.2020 13:20,29.0,760.3,760.5,58,Wind blowing from the south,4,9,,,Few clouds (10-30%) 750 m,10.0 and more,20.0
27.08.2020 12:50,29.0,760.3,760.5,62,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 600 m,10.0 and more,21.0
27.08.2020 12:20,30.0,760.3,760.5,55,Wind blowing from the south-southwest,5,,,,Few clouds (10-30%) 600 m,10.0 and more,20.0
27.08.2020 11:50,29.0,760.3,760.5,62,Wind blowing from the south,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,21.0
27.08.2020 11:20,29.0,760.3,760.5,62,Wind blowing from the south,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,21.0
27.08.2020 10:50,29.0,761.0,761.2,66,Wind blowing from the south,4,,,,Broken clouds (60-90%) 510 m,10.0 and more,22.0
27.08.2020 10:20,29.0,761.0,761.2,66,Wind blowing from the south,3,,,,Broken clouds (60-90%) 510 m,10.0 and more,22.0
27.08.2020 09:50,28.0,761.0,761.2,70,Wind blowing from the south-southwest,3,,,,Broken clouds (60-90%) 540 m,10.0 and more,22.0
27.08.2020 09:20,27.0,761.0,761.2,70,Wind blowing from the south,3,,,,Broken clouds (60-90%) 510 m,10.0 and more,21.0
27.08.2020 08:50,27.0,760.3,760.5,74,Wind blowing from the south-southeast,3,,,,Broken clouds (60-90%) 510 m,10.0 and more,22.0
27.08.2020 08:20,26.0,760.3,760.5,84,Wind blowing from the south-east,3,,,,Broken clouds (60-90%) 600 m,10.0 and more,23.0
27.08.2020 07:50,26.0,760.3,760.5,74,Wind blowing from the east,3,,,,Few clouds (10-30%) 600 m,10.0 and more,21.0
27.08.2020 07:20,24.0,760.3,760.5,83,Wind blowing from the east,3,,,,Few clouds (10-30%) 600 m,10.0 and more,21.0
27.08.2020 06:50,23.0,761.0,761.2,89,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,21.0
27.08.2020 06:20,22.0,760.3,760.5,94,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 360 m,10.0 and more,21.0
27.08.2020 05:50,22.0,760.3,760.5,94,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 360 m,10.0 and more,21.0
27.08.2020 05:20,21.0,760.3,760.5,100,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 390 m,10.0 and more,21.0
27.08.2020 04:50,21.0,761.0,761.2,100,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 04:20,21.0,760.3,760.5,100,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 03:50,22.0,761.0,761.2,94,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 03:20,22.0,761.0,761.2,94,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,21.0
27.08.2020 02:50,22.0,761.0,761.2,94,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 540 m,10.0 and more,21.0
27.08.2020 02:20,22.0,761.0,761.2,94,Wind blowing from the east-southeast,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,21.0
27.08.2020 01:50,22.0,761.0,761.2,94,variable wind direction,1,,,,Few clouds (10-30%) 600 m,10.0 and more,21.0
27.08.2020 01:20,22.0,761.0,761.2,94,Wind blowing from the east,2,,,,Few clouds (10-30%) 600 m,10.0 and more,21.0
27.08.2020 00:50,23.0,761.8,762.0,89,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,21.0
27.08.2020 00:20,23.0,761.8,762.0,89,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,21.0
26.08.2020 23:50,23.0,761.8,762.0,89,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 23:20,23.0,761.8,762.0,89,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 22:50,23.0,761.8,762.0,89,variable wind direction,2,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 22:20,24.0,761.8,762.0,89,variable wind direction,1,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 21:50,25.0,761.8,762.0,83,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 21:20,25.0,761.8,762.0,83,variable wind direction,2,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 20:50,25.0,761.8,762.0,83,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 20:20,25.0,761.8,762.0,83,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 19:50,25.0,761.0,761.2,89,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,23.0
26.08.2020 19:20,25.0,761.0,761.2,89,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,23.0
26.08.2020 18:50,26.0,761.0,761.2,84,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,23.0
26.08.2020 18:20,26.0,761.0,761.2,79,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 17:50,27.0,761.0,761.2,74,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 17:20,27.0,761.0,761.2,70,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 16:50,28.0,761.0,761.2,62,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 16:20,28.0,761.0,761.2,70,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 15:50,28.0,761.0,761.2,66,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 15:20,28.0,761.0,761.2,66,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 14:50,29.0,761.8,762.0,62,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 14:20,28.0,761.8,762.0,66,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 13:50,29.0,761.8,762.0,62,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 13:20,29.0,761.8,762.0,62,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 12:50,29.0,761.8,762.0,58,Wind blowing from the west,6,,,,Few clouds (10-30%) 900 m,10.0 and more,20.0
26.08.2020 12:20,30.0,761.8,762.0,52,Wind blowing from the west-southwest,5,,,,Few clouds (10-30%) 900 m,10.0 and more,19.0
26.08.2020 11:50,29.0,761.8,762.0,58,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 11:20,30.0,761.8,762.0,55,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 10:50,30.0,761.8,762.0,55,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 10:20,29.0,761.8,762.0,62,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 09:50,30.0,761.8,762.0,52,variable wind direction,2,,,,No Significant Clouds,10.0 and more,19.0
26.08.2020 09:20,28.0,761.8,762.0,58,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0
26.08.2020 08:50,27.0,761.8,762.0,66,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 08:20,27.0,761.8,762.0,70,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 07:50,25.0,761.8,762.0,74,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 07:20,22.0,761.8,762.0,88,variable wind direction,1,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 06:50,20.0,761.8,762.0,100,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 06:20,19.0,761.8,762.0,100,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,19.0
26.08.2020 05:50,19.0,761.0,761.2,100,Wind blowing from the east-northeast,1,,,,No Significant Clouds,10.0 and more,19.0
26.08.2020 05:20,19.0,761.0,761.2,100,variable wind direction,1,,,,No Significant Clouds,10.0 and more,19.0
26.08.2020 04:50,20.0,761.0,761.2,94,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,19.0
26.08.2020 04:20,20.0,761.0,761.2,94,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,19.0
26.08.2020 03:50,21.0,761.0,761.2,94,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 03:20,21.0,761.0,761.2,100,variable wind direction,1,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 02:50,21.0,761.0,761.2,94,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,20.0
26.08.2020 02:20,21.0,761.0,761.2,100,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,21.0
26.08.2020 01:50,22.0,761.0,761.2,100,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 01:20,23.0,761.0,761.2,94,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 00:50,23.0,761.0,761.2,94,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,22.0
26.08.2020 00:20,24.0,761.0,761.2,94,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 23:50,24.0,761.0,761.2,94,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 23:20,24.0,761.0,761.2,94,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 22:50,25.0,761.0,761.2,89,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 22:20,25.0,761.0,761.2,89,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 21:50,25.0,761.0,761.2,89,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 21:20,25.0,761.0,761.2,89,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 20:50,25.0,760.3,760.5,89,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 20:20,26.0,760.3,760.5,84,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 19:50,26.0,760.3,760.5,84,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 19:20,26.0,760.3,760.5,84,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 18:50,26.0,759.5,759.7,84,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 18:20,27.0,759.5,759.7,79,Wind blowing from the west-northwest,7,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 17:50,27.0,759.5,759.7,79,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,23.0
25.08.2020 17:20,27.0,759.5,759.7,74,Wind blowing from the west,7,,,,Few clouds (10-30%) 900 m,10.0 and more,22.0
25.08.2020 16:50,28.0,759.5,759.7,70,Wind blowing from the west,7,,,,Few clouds (10-30%) 900 m,10.0 and more,22.0
25.08.2020 16:20,29.0,759.5,759.7,66,Wind blowing from the west,5,,,,Few clouds (10-30%) 900 m,10.0 and more,22.0
25.08.2020 15:50,28.0,759.5,759.7,66,Wind blowing from the west,7,,,,Few clouds (10-30%) 900 m,10.0 and more,21.0
25.08.2020 15:20,29.0,759.5,759.7,58,Wind blowing from the west-northwest,7,,,,No Significant Clouds,10.0 and more,20.0
25.08.2020 14:50,29.0,759.5,759.7,58,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,20.0
25.08.2020 14:20,30.0,759.5,759.7,52,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 13:50,29.0,760.3,760.5,55,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 13:20,29.0,760.3,760.5,58,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,20.0
25.08.2020 12:50,29.0,760.3,760.5,62,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,21.0
25.08.2020 12:20,28.0,759.5,759.7,66,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,21.0
25.08.2020 11:50,28.0,759.5,759.7,66,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,21.0
25.08.2020 11:20,29.0,759.5,759.7,58,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,20.0
25.08.2020 10:50,29.0,759.5,759.7,55,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 10:20,29.0,759.5,759.7,48,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,17.0
25.08.2020 09:50,28.0,759.5,759.7,55,variable wind direction,2,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 09:20,28.0,759.5,759.7,51,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
25.08.2020 08:50,27.0,759.5,759.7,54,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
25.08.2020 08:20,26.0,759.5,759.7,58,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
25.08.2020 07:50,25.0,758.8,759.0,61,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,17.0
25.08.2020 07:20,23.0,758.8,759.0,74,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 06:50,22.0,758.8,759.0,78,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 06:20,21.0,758.8,759.0,83,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 05:50,20.0,758.8,759.0,88,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 05:20,20.0,758.0,758.2,88,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 04:50,20.0,758.0,758.2,88,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 04:20,21.0,758.0,758.2,83,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 03:50,21.0,758.0,758.2,83,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,18.0
25.08.2020 03:20,21.0,758.0,758.2,88,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 02:50,22.0,758.0,758.2,83,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 02:20,21.0,758.0,758.2,88,Wind blowing from the north-east,2,,,,Few clouds (10-30%) 600 m,10.0 and more,19.0
25.08.2020 01:50,21.0,758.0,758.2,88,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 01:20,20.0,758.0,758.2,94,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 00:50,21.0,758.0,758.2,88,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,19.0
25.08.2020 00:20,22.0,758.0,758.2,83,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,19.0
24.08.2020 23:50,23.0,757.5,757.7,78,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,19.0
24.08.2020 23:20,22.0,758.0,758.2,83,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,19.0
24.08.2020 22:50,24.0,757.5,757.7,78,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,20.0
24.08.2020 22:20,23.0,758.0,758.2,78,Wind blowing from the east,2,,,,Few clouds (10-30%) 600 m,10.0 and more,19.0
24.08.2020 21:50,23.0,758.0,758.2,78,Wind blowing from the east-northeast,2,,,,Few clouds (10-30%) 600 m,10.0 and more,19.0
24.08.2020 21:20,24.0,757.5,757.7,74,Wind blowing from the east-northeast,3,,,,Few clouds (10-30%) 600 m,10.0 and more,19.0
24.08.2020 20:50,24.0,757.5,757.7,78,Wind blowing from the north-northeast,1,,,,Scattered clouds (40-50%) 750 m,10.0 and more,20.0
24.08.2020 20:20,24.0,757.5,757.7,78,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,20.0
24.08.2020 19:50,25.0,757.5,757.7,74,Wind blowing from the west,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,20.0
24.08.2020 19:20,25.0,757.5,757.7,74,Wind blowing from the west-southwest,2,,,,Few clouds (10-30%) 600 m,10.0 and more,20.0
24.08.2020 18:50,26.0,757.5,757.7,70,Wind blowing from the west,1,,,,Few clouds (10-30%) 600 m,10.0 and more,20.0
24.08.2020 18:20,26.0,756.7,756.9,70,Wind blowing from the west,3,,,,Scattered clouds (40-50%) 750 m,10.0 and more,20.0
24.08.2020 17:50,27.0,756.7,756.9,66,Wind blowing from the west-southwest,4,,,,Few clouds (10-30%) 600 m,10.0 and more,20.0
24.08.2020 17:20,28.0,756.7,756.9,66,Wind blowing from the south-west,5,,,,Few clouds (10-30%) 750 m,10.0 and more,21.0
24.08.2020 16:50,28.0,756.7,756.9,62,Wind blowing from the south-west,6,,,,Few clouds (10-30%) 750 m,10.0 and more,20.0
24.08.2020 16:20,28.0,756.7,756.9,62,Wind blowing from the south-west,7,,,,Few clouds (10-30%) 750 m,10.0 and more,20.0
24.08.2020 15:50,29.0,756.7,756.9,58,Wind blowing from the south-southwest,6,,,,Few clouds (10-30%) 900 m,10.0 and more,20.0
24.08.2020 15:20,29.0,756.7,756.9,55,Wind blowing from the south,6,,,,Few clouds (10-30%) 900 m,10.0 and more,19.0
24.08.2020 14:50,30.0,756.7,756.9,59,Wind blowing from the south,6,,,,Few clouds (10-30%) 900 m,10.0 and more,21.0
24.08.2020 14:20,29.0,757.5,757.7,58,Wind blowing from the south,6,,,,No Significant Clouds,10.0 and more,20.0
24.08.2020 13:50,29.0,757.5,757.7,58,Wind blowing from the south,6,,,,Few clouds (10-30%) 750 m,10.0 and more,20.0
24.08.2020 13:20,29.0,757.5,757.7,62,Wind blowing from the south,6,,,,Few clouds (10-30%) 750 m,10.0 and more,21.0
24.08.2020 12:50,29.0,757.5,757.7,62,Wind blowing from the south,6,,,,Few clouds (10-30%) 900 m,10.0 and more,21.0
24.08.2020 12:20,29.0,757.5,757.7,58,Wind blowing from the south,6,,,,Few clouds (10-30%) 900 m,10.0 and more,20.0
24.08.2020 11:50,29.0,757.5,757.7,58,Wind blowing from the south,5,,,,No Significant Clouds,10.0 and more,20.0
24.08.2020 11:20,29.0,758.0,758.2,55,Wind blowing from the south,4,,,,No Significant Clouds,10.0 and more,19.0
24.08.2020 10:50,29.0,758.0,758.2,51,Wind blowing from the south,5,,,,Few clouds (10-30%) 1200 m,10.0 and more,18.0
24.08.2020 10:20,28.0,758.0,758.2,58,Wind blowing from the south,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,19.0
24.08.2020 09:50,29.0,758.0,758.2,55,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 1050 m,10.0 and more,19.0
24.08.2020 09:20,28.0,758.0,758.2,58,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 840 m,10.0 and more,19.0
24.08.2020 08:50,28.0,758.0,758.2,62,Wind blowing from the south-east,4,,,,Scattered clouds (40-50%) 750 m,10.0 and more,20.0
24.08.2020 08:20,27.0,758.0,758.2,66,Wind blowing from the east-southeast,5,,,,Few clouds (10-30%) 600 m,10.0 and more,20.0
24.08.2020 07:50,26.0,758.0,758.2,70,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,20.0
24.08.2020 07:20,25.0,758.0,758.2,79,Wind blowing from the east,5,,,,Few clouds (10-30%) 900 m,10.0 and more,21.0
24.08.2020 06:50,24.0,757.5,757.7,83,Wind blowing from the east,4,,,,Few clouds (10-30%) 750 m,10.0 and more,21.0
24.08.2020 06:20,22.0,757.5,757.7,94,Wind blowing from the east,3,,,,Scattered clouds (40-50%) 720 m,10.0 and more,21.0
