"# Weather station Ljubljana, Slovenia, WMO_ID=14015,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=14015&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Ljubljana,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.08.2020 23:00,20.3,735.1,760.7,,70,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,14.7,,,,,,
26.08.2020 22:00,20.5,734.8,760.4,0.7,70,Wind blowing from the north-northwest,0,,,, ,,,,,,,,,,,14.7,,,,,,
26.08.2020 21:00,21.8,734.7,760.2,,63,Wind blowing from the west-southwest,2,,,"10%  or less, but not 0", ,,,,,,,,,,25.0,14.5,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
26.08.2020 20:00,22.9,734.3,759.7,,60,Wind blowing from the west-southwest,1,,,20–30%., ,,,,,,,,,,25.0,14.6,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
26.08.2020 19:00,23.9,734.1,759.4,0.2,53,Wind blowing from the south-west,2,,,20–30%., ,,,,28.4,,,,,,50.0,13.8,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
26.08.2020 18:00,25.4,733.9,759.1,,51,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,,14.4,,,,,,
26.08.2020 17:00,26.8,733.9,759.0,,49,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,15.1,,,,,,
26.08.2020 16:00,26.9,733.9,759.0,-0.5,48,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,14.8,,,,,,
26.08.2020 15:00,26.7,734.1,759.1,,48,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,14.7,,,,,,
26.08.2020 14:00,28.0,734.1,759.1,,45,Wind blowing from the south-west,4,,,60%., ,,,,,,,,,,40.0,14.8,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
26.08.2020 13:00,27.2,734.4,759.4,-0.8,45,Wind blowing from the south-west,5,,,20–30%., ,,,,,,,,,,40.0,14.3,No precipitation,6,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
26.08.2020 12:00,26.7,734.6,759.7,,45,Wind blowing from the south-west,4,,,, ,,,,,,,,,,,13.9,,,,,,
26.08.2020 11:00,25.9,734.8,760.0,,52,Wind blowing from the south-west,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,15.4,,,,,,
26.08.2020 10:00,23.4,735.2,760.6,-0.6,57,Wind blowing from the west,1,,,70 – 80%.,Cloud development not observed or not observable. ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,14.4,,,,,,
26.08.2020 09:00,19.9,735.4,761.2,,69,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,13.9,,,,,,
26.08.2020 08:00,17.6,735.7,761.6,,78,Wind blowing from the north-east,0,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,13.6,,,,,,
26.08.2020 07:00,15.9,735.8,761.9,0.0,85,Wind blowing from the north-east,0,,,70 – 80%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,14.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,13.3,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,10.0,,
26.08.2020 06:00,14.7,735.6,761.8,,90,Wind blowing from the east-northeast,1,,,60%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,13.0,,,,,,
26.08.2020 05:00,14.7,735.7,761.8,,90,Wind blowing from the north-northeast,0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",40.0,13.0,,,,,,
26.08.2020 04:00,15.0,735.8,762.0,-0.3,89,Wind blowing from the north,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.2,,,,,,
26.08.2020 03:00,15.4,736.0,762.1,,89,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,13.5,,,,,,
26.08.2020 02:00,16.2,736.0,762.1,,85,"Calm, no wind",0,,,, ,,,,,,,,,,,13.6,,,,,,
26.08.2020 01:00,16.4,736.1,762.1,0.0,85,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,13.8,,,,,,
26.08.2020 00:00,17.2,736.3,762.2,,80,Wind blowing from the north-east,0,,,, ,,,,,,,,,,,13.7,,,,,,
25.08.2020 23:00,18.0,736.3,762.2,,75,Wind blowing from the north,0,,,, ,,,,,,,,,,,13.4,,,,,,
25.08.2020 22:00,19.0,736.1,761.9,1.1,73,Wind blowing from the north,0,,,, ,,,,,,,,,,,14.0,,,,,,
25.08.2020 21:00,20.0,735.8,761.5,,69,Wind blowing from the east,0,,,no clouds, ,,,,,,,,,,25.0,14.0,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
25.08.2020 20:00,21.5,735.4,761.0,,59,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,50.0,13.1,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
25.08.2020 19:00,23.4,735.0,760.4,-0.1,51,Wind blowing from the east-southeast,1,,,"10%  or less, but not 0", ,,,,27.3,,,,,,50.0,12.6,No precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
25.08.2020 18:00,25.0,734.9,760.2,,46,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,12.5,,,,,,
25.08.2020 17:00,26.3,734.9,760.0,,39,Wind blowing from the south-east,1,,,, ,,,,,,,,,,,11.3,,,,,,
25.08.2020 16:00,26.7,735.1,760.3,-1.0,37,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,10.8,,,,,,
25.08.2020 15:00,26.4,735.4,760.6,,36,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,10.1,,,,,,
25.08.2020 14:00,26.2,735.9,761.1,,37,Wind blowing from the east,2,,,20–30%., ,,,,,,,,,,40.0,10.5,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
25.08.2020 13:00,25.6,736.1,761.4,-0.7,41,Wind blowing from the east,2,,,20–30%., ,,,,,,,,,,40.0,11.3,No precipitation,6,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
25.08.2020 12:00,24.5,736.3,761.7,,45,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,,11.6,,,,,,
25.08.2020 11:00,23.7,736.5,761.9,,48,Wind blowing from the south-east,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,11.9,,,,,,
25.08.2020 10:00,22.7,736.8,762.3,0.5,55,Wind blowing from the south-east,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40.0,13.3,,,,,,
25.08.2020 09:00,20.7,736.9,762.5,,64,Wind blowing from the east-northeast,1,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",40.0,13.7,,,,,,
25.08.2020 08:00,18.2,736.6,762.4,,78,Wind blowing from the south,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",50.0,14.2,,,,,,
25.08.2020 07:00,16.9,736.3,762.3,0.6,83,Wind blowing from the south,1,,,"10%  or less, but not 0","Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,14.0,No precipitation,12,Surface of ground moist.,11.0,,
25.08.2020 06:00,15.7,735.8,761.9,,90,Wind blowing from the west-southwest,1,,,20–30%.,"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ",,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",50.0,14.1,,,,,,
25.08.2020 05:00,16.3,735.7,761.8,,86,Wind blowing from the south-southwest,1,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.0,,,,,,
25.08.2020 04:00,16.9,735.7,761.7,-0.2,85,Wind blowing from the west-southwest,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,14.3,,,,,,
25.08.2020 03:00,17.3,735.7,761.6,,82,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,,14.1,,,,,,
25.08.2020 02:00,17.4,735.7,761.7,,78,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,,13.4,,,,,,
25.08.2020 01:00,18.0,735.9,761.8,0.2,73,Wind blowing from the north,2,,,, ,,,,,,,,,,,13.1,,,,,,
25.08.2020 00:00,17.8,735.8,761.7,,74,Wind blowing from the east,1,,,, ,,,,,,,,,,,13.1,,,,,,
24.08.2020 23:00,18.1,735.5,761.4,,71,Wind blowing from the north,2,,,, ,,,,,,,,,,,12.7,,,,,,
24.08.2020 22:00,18.1,735.7,761.5,0.7,72,Wind blowing from the north,1,,,, ,,,,,,,,,,,12.9,,,,,,
24.08.2020 21:00,18.7,735.6,761.4,,67,Wind blowing from the east,1,,,70 – 80%., ,,,,,,,,,,25.0,12.5,,,Surface of ground moist.,,,
24.08.2020 20:00,19.2,735.5,761.3,,65,Wind blowing from the east,1,,,70 – 80%., ,,,,,,,,,,25.0,12.4,,,Surface of ground moist.,,,
24.08.2020 19:00,20.3,735.0,760.6,-0.4,59,Wind blowing from the east-northeast,2,,,20–30%., ,,,,23.2,,,,,,30.0,12.0,Trace of precipitation,12,Surface of ground moist.,,,
24.08.2020 18:00,21.4,735.0,760.6,,57,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,12.5,,,,,,
24.08.2020 17:00,22.9,735.0,760.4,,53,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,,12.9,,,,,,
24.08.2020 16:00,23.0,735.4,760.9,-1.2,53,Wind blowing from the north-east,4,,,, ,,,,,,,,,,,13.0,,,,,,
24.08.2020 15:00,22.5,735.9,761.4,,53,Wind blowing from the north-east,3,,,, ,,,,,,,,,,,12.5,,,,,,
24.08.2020 14:00,22.4,736.3,761.8,,53,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%", ,,,,,,,,,,30.0,12.2,,,Surface of ground moist.,,,
24.08.2020 13:00,22.0,736.6,762.1,-0.8,55,Wind blowing from the north-east,3,,,"90  or more, but not 100%", ,,,,,,,,,,30.0,12.4,Trace of precipitation,6,Surface of ground moist.,,,
24.08.2020 12:00,20.9,736.9,762.5,,65,Wind blowing from the north-east,2,,,, ,,,,,,,,,,,14.0,,,,,,
24.08.2020 11:00,20.4,737.2,763.0,,68,Wind blowing from the north-east,2,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,30.0,14.3,,,,,,
24.08.2020 10:00,19.6,737.4,763.2,0.6,76,Wind blowing from the north-northeast,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20.0,15.2,,,,,,
24.08.2020 09:00,19.3,737.3,763.1,,78,Wind blowing from the north-east,2,,,100%., ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20.0,15.3,,,,,,
24.08.2020 08:00,19.4,737.0,762.8,,82,Wind blowing from the north-east,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25.0,16.2,,,,,,
24.08.2020 07:00,18.7,736.8,762.6,0.7,86,Wind blowing from the north-northwest,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,17.8,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20.0,16.3,0.7,12,Surface of ground wet (standing water in small or large pools on surface).,16.0,,
24.08.2020 06:00,18.1,736.4,762.3,,89,Wind blowing from the east,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%.,100-200,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,16.3,,,,,,
24.08.2020 05:00,18.0,736.1,762.0,,86,Wind blowing from the east-northeast,1,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,15.6,,,,,,
24.08.2020 04:00,17.8,736.1,762.0,-0.6,85,Wind blowing from the north-northwest,3,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.3,,,,,,
24.08.2020 03:00,18.0,736.3,762.1,,88,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,,15.9,,,,,,
24.08.2020 02:00,18.5,736.3,762.2,,83,Wind blowing from the north,3,,,, ,,,,,,,,,,,15.6,,,,,,
24.08.2020 01:00,19.0,736.7,762.5,0.5,86,Wind blowing from the north-east,1,,,, ,,,,,,,,,,,16.5,,,,,,
24.08.2020 00:00,20.0,736.8,762.5,,80,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.4,,,,,,
23.08.2020 23:00,20.6,736.7,762.4,,77,Wind blowing from the north,2,,,, ,,,,,,,,,,,16.5,,,,,,
23.08.2020 22:00,21.3,736.2,761.8,0.5,78,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,17.2,,,,,,
23.08.2020 21:00,21.8,736.3,761.8,,74,Wind blowing from the north-east,2,,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,20.0,16.9,,,Surface of ground moist.,,,
23.08.2020 20:00,22.2,736.4,761.9,,73,Wind blowing from the north-northeast,1,,,100%., ,,,,,,,,,,20.0,17.2,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
23.08.2020 19:00,23.2,735.7,761.2,0.0,65,Wind blowing from the east,1,,,100%., ,,,,25.8,,,,,,20.0,16.3,Trace of precipitation,12,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
23.08.2020 18:00,24.1,735.2,760.6,,57,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,15.0,,,,,,
23.08.2020 17:00,25.5,735.1,760.3,,57,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,,16.4,,,,,,
23.08.2020 16:00,25.0,735.7,760.9,-1.1,62,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,,17.3,,,,,,
23.08.2020 15:00,24.6,736.2,761.5,,63,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,17.1,,,,,,
23.08.2020 14:00,24.5,736.5,761.8,,63,Wind blowing from the north-east,3,,,100%., ,,,,,,,,,,25.0,17.0,,,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
23.08.2020 13:00,23.9,736.8,762.1,-0.5,67,Wind blowing from the north-east,2,,,"90  or more, but not 100%", ,,,,,,,,,,25.0,17.4,Trace of precipitation,6,Surface of ground dry (without cracks and no appreciable amount of dust or loose sand).,,,
23.08.2020 12:00,23.8,736.9,762.3,,72,Wind blowing from the east,1,,,, ,,,,,,,,,,,18.4,,,,,,
23.08.2020 11:00,21.8,737.2,762.8,,77,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,,17.5,,,,,,
23.08.2020 10:00,21.2,737.3,762.9,0.6,80,Wind blowing from the north-northeast,2,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,17.6,,,,,,
23.08.2020 09:00,20.4,737.2,762.9,,81,Wind blowing from the north-east,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,17.1,,,,,,
23.08.2020 08:00,20.6,736.9,762.6,,81,Wind blowing from the north-northeast,1,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,17.3,,,,,,
