"# Weather station Bratislava (airport), Slovakia, METAR=LZIB,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LZIB&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Bratislava (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
28.08.2020 00:00,14.0,748.9,760.5,77,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 23:30,15.0,749.0,760.5,68,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 23:00,16.0,749.0,760.5,68,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 22:30,16.0,749.0,760.5,68,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 22:00,18.0,749.1,760.5,56,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 21:30,19.0,749.1,760.5,56,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 21:00,18.0,749.1,760.5,60,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 20:00,21.0,749.2,760.5,46,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 19:00,22.0,749.2,760.5,44,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 18:30,22.0,749.2,760.5,47,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 18:00,23.0,749.3,760.5,41,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 17:30,24.0,749.3,760.5,39,Wind blowing from the north,4,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 17:00,24.0,748.5,759.7,39,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 16:30,25.0,749.3,760.5,36,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 16:00,26.0,749.4,760.5,34,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 15:30,26.0,749.4,760.5,32,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 15:00,25.0,749.3,760.5,36,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 14:30,26.0,749.4,760.5,34,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 14:00,25.0,749.3,760.5,36,Wind blowing from the north-west,7,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 13:30,25.0,750.0,761.2,36,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 13:00,25.0,750.0,761.2,36,Wind blowing from the west-northwest,8,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 12:30,25.0,750.0,761.2,36,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 12:00,24.0,750.0,761.2,39,Wind blowing from the west-northwest,8,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 11:30,24.0,750.8,762.0,39,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 11:00,23.0,750.7,762.0,41,Wind blowing from the west-northwest,9,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 10:30,23.0,750.7,762.0,41,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 10:00,22.0,750.7,762.0,44,Wind blowing from the west-northwest,7,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 09:30,22.0,750.7,762.0,44,Wind blowing from the west,6,,,,Few clouds (10-30%) 1350 m,10.0 and more,9.0
27.08.2020 09:00,21.0,750.7,762.0,46,Wind blowing from the west-northwest,7,,,,Few clouds (10-30%) 1260 m,10.0 and more,9.0
27.08.2020 08:30,21.0,750.7,762.0,46,Wind blowing from the west-northwest,7,,,,Few clouds (10-30%) 1200 m,10.0 and more,9.0
27.08.2020 08:00,20.0,749.8,761.2,49,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 07:30,21.0,750.7,762.0,46,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 07:00,20.0,750.6,762.0,49,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 06:30,19.0,749.8,761.2,52,variable wind direction,3,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 06:00,19.0,749.8,761.2,49,variable wind direction,2,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 05:30,20.0,749.8,761.2,46,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 05:00,20.0,749.2,760.5,46,variable wind direction,2,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 04:30,20.0,749.2,760.5,46,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 04:00,20.0,749.2,760.5,46,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 03:30,20.0,749.2,760.5,46,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 03:00,21.0,749.2,760.5,43,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 02:30,21.0,749.2,760.5,40,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,7.0
27.08.2020 02:00,22.0,749.2,760.5,38,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,7.0
27.08.2020 01:30,22.0,749.2,760.5,41,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 01:00,22.0,749.2,760.5,41,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 00:30,22.0,749.2,760.5,41,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 00:00,22.0,749.2,760.5,41,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 23:00,22.0,749.2,760.5,38,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 22:30,23.0,748.5,759.7,36,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 22:00,24.0,748.5,759.7,34,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 21:30,25.0,747.9,759.0,32,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 21:00,25.0,747.1,758.2,32,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 20:30,26.0,747.1,758.2,30,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 20:00,27.0,747.1,758.2,28,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 19:30,27.0,746.7,757.7,32,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 19:00,28.0,746.7,757.7,28,Wind blowing from the west,7,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 18:30,29.0,745.9,756.9,29,Wind blowing from the west-southwest,8,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 18:00,30.0,746.0,756.9,29,Wind blowing from the west,9,,,,No Significant Clouds,10.0 and more,10.0
26.08.2020 17:30,30.0,746.0,756.9,27,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 17:00,30.0,746.0,756.9,40,Wind blowing from the south-west,6,,,,No Significant Clouds,10.0 and more,15.0
26.08.2020 16:30,30.0,746.0,756.9,38,Wind blowing from the south-southwest,6,,,,No Significant Clouds,10.0 and more,14.0
26.08.2020 16:00,31.0,746.0,756.9,31,Wind blowing from the south-southwest,6,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 15:30,31.0,746.0,756.9,33,Wind blowing from the south-southwest,6,,,,No Significant Clouds,10.0 and more,13.0
26.08.2020 15:00,31.0,746.0,756.9,33,Wind blowing from the south-southwest,6,,,,No Significant Clouds,10.0 and more,13.0
26.08.2020 14:30,31.0,746.0,756.9,31,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 14:00,31.0,746.0,756.9,31,Wind blowing from the west,8,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 13:30,31.0,746.8,757.7,31,Wind blowing from the west,9,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 13:00,30.0,746.8,757.7,35,Wind blowing from the west,10,15,,,No Significant Clouds,10.0 and more,13.0
26.08.2020 12:30,30.0,746.8,757.7,33,Wind blowing from the west,13,19,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 12:17,30.0,746.8,757.7,33,Wind blowing from the west,13,19,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 12:00,29.0,746.7,757.7,35,Wind blowing from the west,11,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 11:50,29.0,746.7,757.7,35,Wind blowing from the west,11,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 11:44,29.0,746.7,757.7,40,Wind blowing from the west-northwest,5,10,,,No Significant Clouds,10.0 and more,14.0
26.08.2020 11:36,27.0,746.7,757.7,48,variable wind direction,3,,,,No Significant Clouds,10.0 and more,15.0
26.08.2020 11:30,25.0,747.1,758.2,54,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,15.0
26.08.2020 11:00,23.0,747.0,758.2,61,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,15.0
26.08.2020 10:42,23.0,747.8,759.0,61,variable wind direction,2,,,,No Significant Clouds,10.0 and more,15.0
26.08.2020 10:30,21.0,747.7,759.0,69,variable wind direction,1,,,,Few clouds (10-30%) 750 m,10.0 and more,15.0
26.08.2020 10:07,21.0,747.7,759.0,69,variable wind direction,1,,,,Few clouds (10-30%) 630 m,10.0 and more,15.0
26.08.2020 10:00,19.0,747.6,759.0,73,variable wind direction,2,,,,Few clouds (10-30%) 630 m,10.0 and more,14.0
26.08.2020 09:30,18.0,747.6,759.0,78,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,14.0
26.08.2020 09:00,17.0,747.6,759.0,83,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,14.0
26.08.2020 08:30,17.0,747.6,759.0,77,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,13.0
26.08.2020 08:00,16.0,747.5,759.0,83,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,13.0
26.08.2020 07:30,16.0,747.5,759.0,83,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,13.0
26.08.2020 07:00,15.0,747.5,759.0,82,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 06:30,15.0,747.5,759.0,82,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 06:00,14.0,747.4,759.0,88,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 05:30,13.0,747.4,759.0,88,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 05:00,13.0,747.4,759.0,88,Wind blowing from the north-east,3,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 04:30,13.0,747.4,759.0,88,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 04:00,13.0,747.4,759.0,88,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 03:30,14.0,747.4,759.0,82,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 03:00,14.0,748.1,759.7,82,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 02:30,14.0,748.1,759.7,82,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 02:00,14.0,747.4,759.0,82,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,11.0
26.08.2020 01:30,14.0,748.1,759.7,88,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 01:00,14.0,748.1,759.7,88,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 00:30,14.0,748.1,759.7,88,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,12.0
26.08.2020 00:00,15.0,749.0,760.5,82,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 23:30,15.0,749.0,760.5,82,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 23:00,16.0,749.0,760.5,77,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 22:30,17.0,749.0,760.5,73,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 22:00,17.0,749.0,760.5,77,variable wind direction,1,,,,No Significant Clouds,10.0 and more,13.0
25.08.2020 21:30,17.0,749.0,760.5,77,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,13.0
25.08.2020 21:00,18.0,749.1,760.5,68,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 20:30,19.0,749.1,760.5,64,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 20:00,20.0,749.2,760.5,60,variable wind direction,1,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 19:30,19.0,749.1,760.5,60,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 19:00,22.0,749.2,760.5,50,"Calm, no wind",0,,,,Few clouds (10-30%) 1320 m,10.0 and more,11.0
25.08.2020 18:30,24.0,749.3,760.5,41,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 18:00,25.0,748.6,759.7,36,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 17:30,25.0,749.3,760.5,36,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 17:00,25.0,749.3,760.5,39,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 16:30,26.0,749.4,760.5,34,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 16:00,26.0,749.4,760.5,34,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 15:30,26.0,749.4,760.5,34,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 15:00,26.0,749.4,760.5,34,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 14:30,25.0,749.3,760.5,39,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 14:00,25.0,750.0,761.2,36,Wind blowing from the west,6,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 13:30,25.0,750.0,761.2,39,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 13:00,25.0,750.0,761.2,36,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 12:30,25.0,750.0,761.2,36,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 12:00,24.0,750.0,761.2,36,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,8.0
25.08.2020 11:30,24.0,750.0,761.2,39,Wind blowing from the north-northwest,7,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 11:00,23.0,750.0,761.2,41,Wind blowing from the north-west,6,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 10:30,23.0,750.7,762.0,41,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 10:00,23.0,750.7,762.0,44,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 09:30,22.0,750.7,762.0,47,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 09:00,22.0,750.7,762.0,47,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 08:30,21.0,750.7,762.0,50,Wind blowing from the north-northwest,5,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 08:00,20.0,750.6,762.0,53,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 07:30,19.0,749.8,761.2,60,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 07:00,18.0,749.8,761.2,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 06:30,17.0,749.7,761.2,68,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 06:00,17.0,749.7,761.2,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 05:30,17.0,749.7,761.2,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 05:00,17.0,749.0,760.5,68,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 04:30,18.0,749.1,760.5,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 04:00,18.0,749.1,760.5,60,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 03:30,19.0,749.1,760.5,56,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 03:00,19.0,749.8,761.2,56,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 02:30,21.0,749.9,761.2,46,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 02:00,19.0,749.8,761.2,64,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 01:30,19.0,749.8,761.2,64,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 01:00,20.0,749.8,761.2,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,13.0
25.08.2020 00:30,20.0,749.8,761.2,60,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,12.0
25.08.2020 00:00,20.0,749.2,760.5,64,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,13.0
24.08.2020 23:30,20.0,749.2,760.5,64,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,13.0
24.08.2020 23:00,20.0,749.8,761.2,60,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 22:30,21.0,749.9,761.2,57,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 22:00,22.0,749.9,761.2,53,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 21:30,21.0,749.9,761.2,57,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 21:00,21.0,749.9,761.2,57,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 20:30,22.0,749.9,761.2,53,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 20:00,22.0,749.9,761.2,53,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 19:30,22.0,749.2,760.5,57,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
24.08.2020 19:00,23.0,749.3,760.5,53,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,13.0
24.08.2020 18:30,23.0,749.3,760.5,53,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,13.0
24.08.2020 18:00,23.0,749.3,760.5,53,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,13.0
24.08.2020 17:30,24.0,749.3,760.5,47,Wind blowing from the west-northwest,6,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 17:00,24.0,749.3,760.5,47,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 16:30,25.0,749.3,760.5,42,Wind blowing from the west-northwest,4,,,,No Significant Clouds,10.0 and more,11.0
24.08.2020 16:00,25.0,750.0,761.2,42,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,11.0
24.08.2020 15:30,25.0,750.0,761.2,44,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,12.0
24.08.2020 15:00,25.0,750.0,761.2,42,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,11.0
24.08.2020 14:30,25.0,750.0,761.2,47,variable wind direction,1,,,,"Few clouds (10-30%) 1440 m, scattered clouds (40-50%) 1530 m",10.0 and more,13.0
24.08.2020 14:00,24.0,750.0,761.2,47,Wind blowing from the west,5,,,,"Few clouds (10-30%) 1440 m, broken clouds (60-90%) 3000 m",10.0 and more,12.0
24.08.2020 13:30,25.0,750.0,761.2,44,Wind blowing from the west,5,,,,Few clouds (10-30%) 1440 m,10.0 and more,12.0
24.08.2020 13:00,24.0,750.8,762.0,50,Wind blowing from the west,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m",10.0 and more,13.0
24.08.2020 12:30,25.0,750.8,762.0,47,Wind blowing from the north-west,3,,,,Few clouds (10-30%) 1350 m,10.0 and more,13.0
24.08.2020 12:00,23.0,750.7,762.0,47,Wind blowing from the north-west,4,,,,Few clouds (10-30%) 1080 m,10.0 and more,11.0
24.08.2020 11:30,23.0,751.5,762.8,50,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 1080 m,10.0 and more,12.0
24.08.2020 11:00,23.0,751.5,762.8,57,Wind blowing from the north-west,4,,,,Few clouds (10-30%) 1080 m,10.0 and more,14.0
24.08.2020 10:30,22.0,751.5,762.8,57,Wind blowing from the west-northwest,4,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0
24.08.2020 10:00,22.0,751.5,762.8,57,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 870 m,10.0 and more,13.0
24.08.2020 09:30,21.0,751.5,762.8,60,Wind blowing from the west-northwest,4,,,,Few clouds (10-30%) 840 m,10.0 and more,13.0
