"# Weather station Paris, France, WMO_ID=7156,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=7156&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Paris,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
26.08.2020 00:00,20.0,751.6,758.5,1.7,66,Wind blowing from the west,5,,14,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.5,No precipitation,1,,,,
25.08.2020 23:00,21.1,751.2,757.9,2.1,62,Wind blowing from the west-southwest,6,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.5,No precipitation,1,,,,
25.08.2020 22:00,22.1,750.7,757.4,2.0,57,Wind blowing from the west,6,,15,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.2,No precipitation,3,,,,
25.08.2020 21:00,23.4,749.9,756.7,1.2,55,Wind blowing from the west,7,,14,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.8,No precipitation,1,,,,
25.08.2020 20:00,24.5,749.1,755.8,0.7,55,Wind blowing from the west,6,,16,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.9,No precipitation,1,,,,
25.08.2020 19:00,25.2,748.7,755.4,0.3,52,Wind blowing from the west-southwest,5,,16,,Cloud development not observed or not observable. ,,,15.6,29.4,,,,,,20.0,14.6,0.6,12,,,,
25.08.2020 18:00,26.3,748.7,755.3,0.3,52,Wind blowing from the west-southwest,8,,19,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.7,No precipitation,1,,,,
25.08.2020 17:00,27.5,748.4,755.0,-0.4,45,Wind blowing from the west-southwest,6,,17,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.5,No precipitation,1,,,,
25.08.2020 16:00,28.5,748.4,755.0,-0.8,38,Wind blowing from the west-southwest,8,,19,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.8,No precipitation,3,,,,
25.08.2020 15:00,28.7,748.4,755.0,-1.4,35,Wind blowing from the south-west,7,,16,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.7,No precipitation,1,,,,
25.08.2020 14:00,27.8,748.8,755.4,,39,Wind blowing from the south-west,7,,16,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,12.6,No precipitation,1,,,,
25.08.2020 13:00,26.9,749.2,755.8,,44,Wind blowing from the south-west,6,,15,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,13.6,0.6,6,,,,
25.08.2020 12:00,23.6,749.8,756.5,,58,Wind blowing from the south-southwest,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.9,No precipitation,1,,,,
25.08.2020 09:00,16.3,751.2,758.1,,85,Wind blowing from the south,3,,,, ,,,,,,,,,,20.0,13.8,,,,,,
25.08.2020 08:00,15.7,751.6,758.5,,88,Wind blowing from the south-southeast,3,,,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,20.0,13.7,,,,,,
25.08.2020 06:00,16.2,752.7,759.6,-0.9,76,Wind blowing from the south-southwest,3,,6,,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,,,,,,20.0,12.0,Trace of precipitation,1,,,,
25.08.2020 05:00,16.5,752.7,759.6,-1.3,72,Wind blowing from the south-southwest,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.4,No precipitation,1,,,,
25.08.2020 04:00,16.4,753.2,760.1,-1.2,73,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.5,No precipitation,3,,,,
25.08.2020 03:00,16.2,753.6,760.5,-1.5,77,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.2,No precipitation,1,,,,
25.08.2020 02:00,16.8,754.0,760.9,-1.4,72,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.7,No precipitation,1,,,,
25.08.2020 01:00,16.5,754.4,761.3,-1.5,76,Wind blowing from the south,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,,12.3,No precipitation,6,,,,
25.08.2020 00:00,17.3,755.1,762.0,-0.9,71,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.0,No precipitation,1,,,,
24.08.2020 23:00,17.8,755.4,762.3,-0.5,67,Wind blowing from the south-west,1,,2,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.6,No precipitation,1,,,,
24.08.2020 22:00,18.0,755.9,762.8,0.0,65,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.3,No precipitation,3,,,,
24.08.2020 21:00,19.4,756.0,762.9,-0.2,58,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.9,No precipitation,1,,,,
24.08.2020 20:00,20.1,755.9,762.7,-0.6,54,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.5,No precipitation,1,,,,
24.08.2020 19:00,20.9,755.9,762.7,-0.8,51,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,,,14.7,22.9,,,,,,20.0,10.4,No precipitation,12,,,,
24.08.2020 18:00,21.8,756.2,763.0,-0.8,51,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.2,No precipitation,1,,,,
24.08.2020 17:00,21.4,756.5,763.3,-0.8,49,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.2,No precipitation,1,,,,
24.08.2020 16:00,21.6,756.7,763.5,-0.8,50,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.7,No precipitation,3,,,,
24.08.2020 15:00,22.3,757.0,763.8,-0.9,50,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.4,No precipitation,1,,,,
24.08.2020 14:00,21.5,757.3,764.2,-0.9,52,Wind blowing from the west-southwest,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.2,No precipitation,1,,,,
24.08.2020 13:00,20.5,757.5,764.3,-0.7,53,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.6,No precipitation,6,,,,
24.08.2020 12:00,19.7,757.9,764.8,-0.2,57,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.9,No precipitation,1,,,,
24.08.2020 11:00,18.3,758.2,765.1,0.3,63,Wind blowing from the west-northwest,2,,,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.1,No precipitation,1,,,,
24.08.2020 10:00,18.1,758.2,765.1,0.3,65,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.4,No precipitation,3,,,,
24.08.2020 09:00,17.5,758.1,765.0,0.2,71,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.2,No precipitation,1,,,,
24.08.2020 08:00,16.0,757.9,764.8,0.0,75,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.6,No precipitation,1,,,,
24.08.2020 07:00,14.8,757.9,764.9,-0.1,79,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,,,14.3,21.0,,,,,,20.0,11.2,No precipitation,12,,,,
24.08.2020 06:00,14.5,757.9,764.8,0.0,78,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,17.0,10.7,No precipitation,1,,,,
24.08.2020 05:00,14.8,757.9,764.9,-0.2,76,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.6,No precipitation,1,,,,
24.08.2020 04:00,15.0,758.0,765.0,-0.4,73,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.2,No precipitation,3,,,,
24.08.2020 03:00,15.3,757.9,764.9,-0.5,69,Wind blowing from the west,3,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.6,No precipitation,1,,,,
24.08.2020 02:00,16.0,758.1,765.1,-0.2,69,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.3,No precipitation,1,,,,
24.08.2020 01:00,16.8,758.4,765.4,-0.1,69,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.1,No precipitation,6,,,,
24.08.2020 00:00,17.1,758.4,765.4,-0.1,66,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.7,No precipitation,1,,,,
23.08.2020 23:00,18.0,758.3,765.2,0.1,63,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.8,No precipitation,1,,,,
23.08.2020 22:00,19.0,758.5,765.4,0.4,57,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.3,No precipitation,3,,,,
23.08.2020 21:00,19.7,758.5,765.4,0.5,57,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.9,No precipitation,1,,,,
23.08.2020 20:00,20.3,758.2,765.1,0.0,54,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.7,No precipitation,1,,,,
23.08.2020 19:00,21.0,758.1,764.9,-0.2,51,Wind blowing from the north-northwest,3,,9,,Cloud development not observed or not observable. ,,,15.7,22.7,,,,,,20.0,10.5,No precipitation,12,,,,
23.08.2020 18:00,21.5,758.0,764.8,-0.8,48,Wind blowing from the north-west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.0,No precipitation,1,,,,
23.08.2020 17:00,22.1,758.2,765.0,-0.7,46,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.9,No precipitation,1,,,,
23.08.2020 16:00,22.5,758.3,765.1,-0.6,46,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.3,No precipitation,3,,,,
23.08.2020 15:00,21.6,758.8,765.6,-0.3,46,Wind blowing from the west,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.5,No precipitation,1,,,,
23.08.2020 14:00,20.9,758.9,765.8,-0.3,51,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.4,No precipitation,1,,,,
23.08.2020 13:00,20.1,758.9,765.8,-0.2,52,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,9.9,No precipitation,6,,,,
23.08.2020 12:00,20.3,759.1,766.0,0.1,57,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.5,No precipitation,1,,,,
23.08.2020 11:00,19.5,759.2,766.1,0.4,57,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.8,No precipitation,1,,,,
23.08.2020 10:00,18.1,759.1,766.0,0.5,60,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.2,No precipitation,3,,,,
23.08.2020 09:00,17.5,759.0,766.0,0.8,72,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.4,No precipitation,1,,,,
23.08.2020 08:00,16.7,758.8,765.8,0.8,78,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.8,No precipitation,1,,,,
23.08.2020 07:00,15.7,758.6,765.6,0.5,80,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,,,15.5,23.1,,,,,,20.0,12.3,No precipitation,12,,,,
23.08.2020 06:00,15.6,758.2,765.1,0.3,82,Wind blowing from the west,4,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.5,No precipitation,1,,,,
23.08.2020 05:00,16.2,758.0,765.0,0.3,78,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.4,No precipitation,1,,,,
23.08.2020 04:00,16.6,758.1,765.1,0.5,77,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.5,No precipitation,3,,,,
23.08.2020 03:00,16.7,757.9,764.9,0.5,72,Wind blowing from the west-northwest,4,,13,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,11.6,No precipitation,1,,,,
23.08.2020 02:00,18.3,757.7,764.6,0.4,70,Wind blowing from the west-northwest,2,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.7,No precipitation,1,,,,
23.08.2020 01:00,19.4,757.6,764.5,0.5,68,Wind blowing from the west-northwest,4,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.3,No precipitation,6,,,,
23.08.2020 00:00,20.7,757.4,764.2,0.3,56,Wind blowing from the west,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.6,No precipitation,1,,,,
22.08.2020 23:00,21.0,757.3,764.1,0.4,54,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.3,No precipitation,1,,,,
22.08.2020 22:00,21.7,757.1,763.9,0.5,52,Wind blowing from the west-southwest,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.4,No precipitation,3,,,,
22.08.2020 21:00,21.9,757.1,763.9,0.4,52,Wind blowing from the west,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.6,No precipitation,1,,,,
22.08.2020 20:00,22.8,756.9,763.7,0.2,47,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.9,No precipitation,1,,,,
22.08.2020 19:00,23.1,756.6,763.4,0.0,48,Wind blowing from the west,4,,11,,Cloud development not observed or not observable. ,,,17.1,26.1,,,,,,20.0,11.5,No precipitation,12,,,,
22.08.2020 18:00,23.8,756.7,763.5,-0.1,45,Wind blowing from the west,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.1,No precipitation,1,,,,
22.08.2020 17:00,24.4,756.7,763.5,-0.4,45,Wind blowing from the west,4,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.7,No precipitation,1,,,,
22.08.2020 16:00,25.8,756.6,763.3,-0.7,42,Wind blowing from the west-southwest,5,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.9,No precipitation,3,,,,
22.08.2020 15:00,25.5,756.8,763.6,-0.5,41,Wind blowing from the west-southwest,6,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.3,No precipitation,1,,,,
22.08.2020 14:00,24.3,757.1,763.9,-0.3,47,Wind blowing from the west,5,,14,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.3,No precipitation,1,,,,
22.08.2020 13:00,23.6,757.3,764.0,0.0,52,Wind blowing from the west,5,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.2,No precipitation,6,,,,
22.08.2020 12:00,23.4,757.3,764.0,0.0,51,Wind blowing from the west-southwest,6,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.7,No precipitation,1,,,,
22.08.2020 11:00,21.6,757.4,764.2,0.4,61,Wind blowing from the west-southwest,6,,14,,Cloud development not observed or not observable. ,,,,,,,,,,18.0,13.8,No precipitation,1,,,,
22.08.2020 10:00,21.5,757.3,764.1,0.3,67,Wind blowing from the south-west,3,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.1,No precipitation,3,,,,
22.08.2020 09:00,19.3,757.3,764.2,0.6,73,Wind blowing from the west-southwest,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.3,No precipitation,1,,,,
22.08.2020 08:00,18.4,757.0,763.9,0.9,79,Wind blowing from the south-west,4,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,14.7,No precipitation,1,,,,
22.08.2020 07:00,17.1,757.0,763.9,1.3,83,Wind blowing from the south-west,3,,9,,Cloud development not observed or not observable. ,,,16.9,26.8,,,,,,19.0,14.2,No precipitation,12,,,,
22.08.2020 06:00,17.0,756.7,763.6,1.2,81,Wind blowing from the south-west,3,,10,,Cloud development not observed or not observable. ,,,,,,,,,,19.0,13.7,No precipitation,1,,,,
22.08.2020 05:00,17.3,756.1,763.0,0.9,78,Wind blowing from the south-west,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.4,No precipitation,1,,,,
22.08.2020 04:00,18.0,755.7,762.6,0.9,74,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.3,No precipitation,3,,,,
22.08.2020 03:00,18.8,755.5,762.4,0.9,68,Wind blowing from the west-southwest,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.8,No precipitation,1,,,,
22.08.2020 02:00,19.3,755.2,762.1,1.0,63,Wind blowing from the west-southwest,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.1,No precipitation,1,,,,
22.08.2020 01:00,20.1,754.8,761.6,1.1,59,Wind blowing from the west,5,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.8,No precipitation,6,,,,
22.08.2020 00:00,21.1,754.6,761.4,1.2,52,Wind blowing from the west,4,,12,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.9,No precipitation,1,,,,
21.08.2020 23:00,22.3,754.2,761.0,1.4,48,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.8,No precipitation,1,,,,
21.08.2020 22:00,22.9,753.7,760.4,1.2,52,Wind blowing from the west-southwest,4,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,12.5,No precipitation,3,,,,
21.08.2020 21:00,23.9,753.4,760.1,1.2,48,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,17.0,12.2,No precipitation,1,,,,
21.08.2020 20:00,25.2,752.8,759.5,0.9,42,Wind blowing from the west-southwest,2,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,11.4,No precipitation,1,,,,
21.08.2020 19:00,26.8,752.5,759.1,0.8,38,Wind blowing from the west-southwest,4,,12,,Cloud development not observed or not observable. ,,,20.8,29.2,,,,,,20.0,11.3,No precipitation,12,,,,
21.08.2020 18:00,27.8,752.2,758.9,0.5,35,Wind blowing from the west-southwest,7,,14,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,10.9,No precipitation,1,,,,
21.08.2020 17:00,28.9,751.9,758.5,0.0,38,Wind blowing from the south-west,5,,16,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.2,No precipitation,1,,,,
21.08.2020 16:00,28.2,751.7,758.3,-0.2,40,Wind blowing from the south-west,6,,14,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.3,No precipitation,3,,,,
21.08.2020 15:00,27.8,751.7,758.3,0.1,47,Wind blowing from the south-west,5,,14,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.5,No precipitation,1,,,,
21.08.2020 14:00,26.9,751.9,758.5,0.5,49,Wind blowing from the south-west,5,,13,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.3,No precipitation,1,,,,
21.08.2020 13:00,27.5,751.9,758.5,0.6,42,Wind blowing from the west-southwest,5,,14,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,13.4,No precipitation,6,,,,
21.08.2020 12:00,26.5,751.6,758.2,0.6,47,Wind blowing from the south-southwest,5,,11,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.3,No precipitation,1,,,,
21.08.2020 11:00,25.3,751.4,758.1,1.0,49,Wind blowing from the west-southwest,4,,11,,Cloud development not observed or not observable. ,,,,,,,,,,17.0,13.8,No precipitation,1,,,,
21.08.2020 10:00,24.2,751.3,757.9,1.5,53,Wind blowing from the south-west,4,,9,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.0,No precipitation,3,,,,
21.08.2020 09:00,23.2,751.0,757.8,2.1,59,Wind blowing from the west,4,,8,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,14.7,No precipitation,1,,,,
21.08.2020 08:00,22.3,750.4,757.2,1.6,70,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,16.6,No precipitation,1,,,,
21.08.2020 07:00,20.8,749.8,756.6,1.5,82,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,,,20.4,28.9,,,,,,20.0,17.6,2,12,,,,
21.08.2020 06:00,20.5,748.9,755.7,0.3,86,Wind blowing from the south-southwest,2,,6,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,18.1,Trace of precipitation,1,,,,
21.08.2020 05:00,20.6,748.8,755.5,1.1,87,Wind blowing from the south-west,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,13.0,18.4,Trace of precipitation,1,,,,
21.08.2020 04:00,20.6,748.3,755.0,0.9,85,Wind blowing from the south,4,,10,,"Rain, not freezing, intermittent, slight at time of observation. ",,,,,,,,,,20.0,18.0,2,3,,,,
21.08.2020 03:00,21.3,748.6,755.3,1.2,82,Wind blowing from the south-southwest,5,,15,,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,,,,13.0,18.1,2,1,,,,
21.08.2020 02:00,24.7,747.7,754.3,0.3,58,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.9,No precipitation,1,,,,
21.08.2020 01:00,25.0,747.4,754.0,0.1,57,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,,,,,,,,,,20.0,15.9,No precipitation,6,,,,
