"# Weather station Madrid / Cuatro Vientos (airport), Spain, METAR=LEVS,selection from 03.04.2020 till 31.08.2020, all days",,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LEVS&lang=en,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Madrid / Cuatro Vientos (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
27.08.2020 14:00,37.0,707.9,763.5,18,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 13:30,36.0,708.4,764.3,17,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,7.0
27.08.2020 13:00,35.0,708.3,764.3,20,variable wind direction,2,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 12:30,35.0,708.3,764.3,20,variable wind direction,2,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 12:00,34.0,708.7,765.0,24,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 11:30,33.0,708.6,765.0,26,Wind blowing from the west-northwest,1,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 11:00,33.0,708.6,765.0,26,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 10:30,31.0,708.2,765.0,29,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 10:00,30.0,708.0,765.0,31,variable wind direction,2,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 09:30,28.0,707.6,765.0,35,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 09:00,27.0,707.5,765.0,37,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 08:30,27.0,707.5,765.0,37,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,11.0
27.08.2020 08:00,28.0,707.6,765.0,32,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 07:30,23.0,706.7,765.0,41,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 07:00,23.0,706.7,765.0,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 06:30,21.0,706.3,765.0,50,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 06:00,21.0,706.3,765.0,50,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 05:30,21.0,706.3,765.0,46,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 05:00,24.0,706.3,764.3,41,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,10.0
27.08.2020 04:30,24.0,706.9,765.0,39,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 04:00,24.0,706.9,765.0,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 03:30,24.0,706.9,765.0,39,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 03:00,24.0,706.9,765.0,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
27.08.2020 02:30,24.0,706.9,765.0,34,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
27.08.2020 02:00,24.0,706.9,765.0,34,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
27.08.2020 01:30,23.0,706.7,765.0,38,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,8.0
27.08.2020 01:00,24.0,706.9,765.0,34,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,7.0
27.08.2020 00:00,25.0,707.1,765.0,34,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 23:00,28.0,707.6,765.0,28,Wind blowing from the north-northwest,2,,,,No Significant Clouds,9,8.0
26.08.2020 22:30,28.0,707.6,765.0,23,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,5.0
26.08.2020 22:00,26.0,707.3,765.0,24,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,4.0
26.08.2020 21:30,27.0,707.5,765.0,24,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,5.0
26.08.2020 21:00,28.0,707.0,764.3,25,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,6.0
26.08.2020 20:30,29.0,707.2,764.3,23,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,6.0
26.08.2020 20:00,31.0,707.5,764.3,22,Wind blowing from the west-southwest,3,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 19:30,34.0,708.1,764.3,16,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,5.0
26.08.2020 19:00,35.0,708.3,764.3,16,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,6.0
26.08.2020 18:30,36.0,708.4,764.3,14,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,5.0
26.08.2020 18:00,36.0,708.4,764.3,14,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,5.0
26.08.2020 17:30,37.0,708.6,764.3,15,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,6.0
26.08.2020 17:00,37.0,708.6,764.3,15,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,6.0
26.08.2020 16:30,37.0,708.6,764.3,13,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,4.0
26.08.2020 16:00,37.0,708.6,764.3,14,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,5.0
26.08.2020 15:30,37.0,709.3,765.0,16,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 15:00,37.0,709.3,765.0,16,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 14:30,37.0,709.3,765.0,16,variable wind direction,3,8,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 14:00,36.0,709.1,765.0,17,Wind blowing from the south-southwest,3,8,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 13:30,36.0,709.1,765.0,17,Wind blowing from the west-southwest,4,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 13:00,36.0,709.8,765.8,17,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 12:30,36.0,709.8,765.8,19,variable wind direction,2,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 12:00,34.0,709.5,765.8,20,variable wind direction,2,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 11:30,33.0,709.3,765.8,23,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 11:00,32.0,709.1,765.8,24,Wind blowing from the north-east,1,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 10:30,30.0,708.8,765.8,27,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 10:00,29.0,708.6,765.8,29,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 09:30,28.0,708.4,765.8,28,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 09:00,27.0,707.5,765.0,30,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 08:30,26.0,707.3,765.0,32,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 08:00,26.0,707.3,765.0,37,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
26.08.2020 07:30,24.0,706.9,765.0,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
26.08.2020 07:00,21.0,706.3,765.0,43,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 06:30,22.0,705.9,764.3,41,Wind blowing from the north-east,2,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 06:00,21.0,705.7,764.3,46,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 05:30,22.0,705.9,764.3,44,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
26.08.2020 05:00,22.0,705.9,764.3,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 04:30,21.0,705.7,764.3,43,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 04:00,23.0,706.1,764.3,38,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 03:30,22.0,705.9,764.3,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 03:00,23.0,706.1,764.3,38,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 02:30,24.0,705.5,763.5,36,variable wind direction,1,,,,No Significant Clouds,9,8.0
26.08.2020 02:00,24.0,705.5,763.5,34,variable wind direction,1,,,,No Significant Clouds,10.0 and more,7.0
26.08.2020 01:30,25.0,705.7,763.5,34,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 01:00,24.0,705.5,763.5,31,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,6.0
26.08.2020 00:30,24.0,705.5,763.5,36,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,8.0
26.08.2020 00:00,25.0,705.7,763.5,32,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,7.0
25.08.2020 23:30,27.0,706.1,763.5,28,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,7.0
25.08.2020 23:00,26.0,705.9,763.5,28,variable wind direction,1,,,,No Significant Clouds,10.0 and more,6.0
25.08.2020 22:30,27.0,706.1,763.5,28,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,7.0
25.08.2020 22:00,27.0,706.1,763.5,26,variable wind direction,1,,,,No Significant Clouds,9,6.0
25.08.2020 21:30,27.0,706.1,763.5,28,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,7.0
25.08.2020 21:00,28.0,705.6,762.8,25,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,6.0
25.08.2020 20:30,29.0,705.8,762.8,23,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,6.0
25.08.2020 20:00,31.0,705.4,762.0,22,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,7.0
25.08.2020 19:30,34.0,705.9,762.0,15,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,4.0
25.08.2020 19:00,35.0,706.1,762.0,14,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,4.0
25.08.2020 18:30,36.0,706.3,762.0,17,Wind blowing from the south-west,3,,,,No Significant Clouds,10.0 and more,7.0
25.08.2020 18:00,36.0,706.3,762.0,14,Wind blowing from the south-west,4,,,,No Significant Clouds,10.0 and more,5.0
25.08.2020 17:30,36.0,706.3,762.0,14,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,5.0
25.08.2020 17:00,36.0,706.3,762.0,16,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,6.0
25.08.2020 16:30,36.0,706.3,762.0,18,variable wind direction,3,,,,No Significant Clouds,10.0 and more,8.0
25.08.2020 16:00,36.0,707.0,762.8,18,Wind blowing from the south,3,,,,No Significant Clouds,10.0 and more,8.0
25.08.2020 15:30,36.0,707.0,762.8,19,Wind blowing from the south-southwest,3,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 15:00,35.0,706.9,762.8,20,Wind blowing from the south-southwest,4,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 14:30,35.0,706.9,762.8,22,variable wind direction,3,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 14:00,36.0,707.7,763.5,22,variable wind direction,3,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 13:30,34.0,707.3,763.5,28,variable wind direction,2,,,,No Significant Clouds,10.0 and more,13.0
25.08.2020 13:00,34.0,707.3,763.5,30,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,14.0
25.08.2020 12:30,33.0,707.2,763.5,32,variable wind direction,2,,,,No Significant Clouds,10.0 and more,14.0
25.08.2020 12:00,31.0,706.8,763.5,38,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,15.0
25.08.2020 11:30,30.0,707.4,764.3,40,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,15.0
25.08.2020 11:00,30.0,707.4,764.3,43,variable wind direction,2,,,,No Significant Clouds,10.0 and more,16.0
25.08.2020 10:30,28.0,707.0,764.3,48,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,16.0
25.08.2020 10:00,28.0,707.0,764.3,51,variable wind direction,2,,,,No Significant Clouds,10.0 and more,17.0
25.08.2020 09:30,26.0,705.9,763.5,58,Wind blowing from the east-southeast,2,,,,No Significant Clouds,10.0 and more,17.0
25.08.2020 09:00,26.0,705.9,763.5,45,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,13.0
25.08.2020 08:30,25.0,705.7,763.5,42,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 08:00,25.0,705.7,763.5,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 07:30,23.0,705.3,763.5,41,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 07:00,21.0,704.3,762.8,46,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 06:30,22.0,704.5,762.8,44,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 06:00,21.0,704.3,762.8,46,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 05:30,21.0,704.3,762.8,43,Wind blowing from the north,1,,,,No Significant Clouds,10.0 and more,8.0
25.08.2020 05:00,22.0,704.5,762.8,41,variable wind direction,1,,,,No Significant Clouds,10.0 and more,8.0
25.08.2020 04:30,22.0,704.5,762.8,41,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,8.0
25.08.2020 04:00,23.0,704.7,762.8,41,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 03:30,23.0,704.7,762.8,41,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 03:00,25.0,705.1,762.8,39,Wind blowing from the east-northeast,2,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 02:30,24.0,704.1,762.0,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 02:00,25.0,704.3,762.0,36,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9.0
25.08.2020 01:30,24.0,704.9,762.8,44,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 01:00,25.0,705.1,762.8,42,variable wind direction,1,,,,No Significant Clouds,10.0 and more,11.0
25.08.2020 00:30,25.0,705.1,762.8,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
25.08.2020 00:00,25.0,705.1,762.8,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 23:30,24.0,704.9,762.8,41,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 23:00,26.0,705.2,762.8,39,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,11.0
24.08.2020 22:30,26.0,704.5,762.0,39,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,11.0
24.08.2020 22:00,25.0,704.3,762.0,42,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,11.0
24.08.2020 21:30,28.0,704.9,762.0,35,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,11.0
24.08.2020 21:00,27.0,704.7,762.0,34,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 20:30,29.0,705.1,762.0,31,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 20:00,30.0,705.2,762.0,29,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 19:30,32.0,705.6,762.0,26,variable wind direction,1,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 19:00,33.0,705.8,762.0,24,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 18:30,34.0,705.9,762.0,21,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,9.0
24.08.2020 18:00,34.0,705.9,762.0,20,Wind blowing from the south-southwest,2,,,,No Significant Clouds,10.0 and more,8.0
24.08.2020 17:30,34.0,705.9,762.0,23,Wind blowing from the south,3,,,,Few clouds (10-30%) 1500 m,10.0 and more,10.0
24.08.2020 17:00,34.0,705.9,762.0,21,variable wind direction,1,,,,Few clouds (10-30%) 1500 m,10.0 and more,9.0
24.08.2020 16:30,34.0,705.9,762.0,21,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 1350 m,10.0 and more,9.0
24.08.2020 16:00,34.0,705.9,762.0,26,variable wind direction,2,,,,Few clouds (10-30%) 1350 m,10.0 and more,12.0
24.08.2020 15:30,34.0,706.7,762.8,24,variable wind direction,2,,,,Few clouds (10-30%) 1200 m,10.0 and more,11.0
24.08.2020 15:00,33.0,706.5,762.8,30,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0
24.08.2020 14:30,32.0,707.0,763.5,31,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,13.0
24.08.2020 14:00,33.0,707.2,763.5,32,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,14.0
24.08.2020 13:30,32.0,707.0,763.5,36,variable wind direction,2,,,,Few clouds (10-30%) 1050 m,10.0 and more,15.0
24.08.2020 13:00,30.0,706.6,763.5,43,variable wind direction,2,,,,Few clouds (10-30%) 1050 m,10.0 and more,16.0
24.08.2020 12:30,30.0,707.4,764.3,43,variable wind direction,2,,,,Few clouds (10-30%) 1050 m,10.0 and more,16.0
24.08.2020 12:00,29.0,707.2,764.3,45,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,16.0
24.08.2020 11:30,28.0,707.0,764.3,51,variable wind direction,3,,,,No Significant Clouds,10.0 and more,17.0
24.08.2020 11:00,28.0,707.6,765.0,45,variable wind direction,2,,,,No Significant Clouds,10.0 and more,15.0
24.08.2020 10:30,26.0,707.3,765.0,51,variable wind direction,2,,,,Few clouds (10-30%) 600 m,10.0 and more,15.0
24.08.2020 10:00,26.0,707.3,765.0,45,Wind blowing from the north-east,2,,,,Scattered clouds (40-50%) 750 m,10.0 and more,13.0
24.08.2020 09:30,25.0,707.1,765.0,44,Wind blowing from the north-east,2,,,,Scattered clouds (40-50%) 900 m,10.0 and more,12.0
24.08.2020 09:00,24.0,706.9,765.0,47,Wind blowing from the north-northeast,2,,,,Broken clouds (60-90%) 600 m,10.0 and more,12.0
24.08.2020 08:30,24.0,706.9,765.0,44,Wind blowing from the north-northeast,2,,,,Scattered clouds (40-50%) 750 m,10.0 and more,11.0
24.08.2020 08:00,23.0,706.7,765.0,47,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,11.0
24.08.2020 07:30,21.0,705.7,764.3,50,Wind blowing from the north,3,,,,Scattered clouds (40-50%) 600 m,10.0 and more,10.0
24.08.2020 07:00,21.0,705.7,764.3,53,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 600 m,10.0 and more,11.0
24.08.2020 06:30,21.0,705.7,764.3,50,Wind blowing from the north,2,,,,Scattered clouds (40-50%) 750 m,10.0 and more,10.0
24.08.2020 06:00,21.0,705.7,764.3,50,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,10.0
24.08.2020 05:30,21.0,705.7,764.3,46,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,9.0
24.08.2020 05:00,21.0,705.7,764.3,46,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
24.08.2020 04:30,21.0,705.7,764.3,46,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
24.08.2020 04:00,22.0,705.9,764.3,44,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,9.0
24.08.2020 03:30,23.0,706.1,764.3,41,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,9.0
24.08.2020 03:00,23.0,706.1,764.3,38,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,8.0
24.08.2020 02:30,23.0,706.1,764.3,38,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,8.0
24.08.2020 02:00,24.0,706.3,764.3,36,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,8.0
24.08.2020 01:30,24.0,706.3,764.3,36,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,8.0
24.08.2020 01:00,25.0,706.4,764.3,32,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,7.0
24.08.2020 00:30,26.0,706.6,764.3,26,Wind blowing from the north-northeast,3,,,,No Significant Clouds,9,5.0
24.08.2020 00:00,26.0,706.6,764.3,28,Wind blowing from the north-northeast,3,,,,No Significant Clouds,10.0 and more,6.0
23.08.2020 23:30,25.0,706.4,764.3,28,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,5.0
23.08.2020 23:00,26.0,706.6,764.3,28,Wind blowing from the north,2,,,,No Significant Clouds,10.0 and more,6.0
23.08.2020 22:30,27.0,706.8,764.3,24,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,5.0
23.08.2020 22:00,27.0,706.8,764.3,26,Wind blowing from the north-northwest,3,,,,No Significant Clouds,10.0 and more,6.0
23.08.2020 21:30,27.0,706.8,764.3,23,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,4.0
23.08.2020 21:00,26.0,705.9,763.5,21,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,2.0
23.08.2020 20:30,29.0,706.4,763.5,19,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,3.0
23.08.2020 20:00,29.0,706.4,763.5,19,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,3.0
23.08.2020 19:30,32.0,707.0,763.5,16,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,3.0
23.08.2020 19:00,34.0,707.3,763.5,13,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,2.0
23.08.2020 18:30,33.0,707.9,764.3,15,variable wind direction,2,,,,No Significant Clouds,10.0 and more,3.0
23.08.2020 18:00,33.0,707.9,764.3,14,Wind blowing from the south-southeast,2,,,,No Significant Clouds,10.0 and more,2.0
23.08.2020 17:30,34.0,708.1,764.3,14,variable wind direction,1,,,,No Significant Clouds,10.0 and more,3.0
23.08.2020 17:00,33.0,707.9,764.3,14,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,2.0
