Local time in Milford Haven,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12.11.2020 14:00,12.4,754.5,758.5,-1.1,83,Wind blowing from the south-southwest,9,,15,, ,,,,,,,300-600,,,28.0,9.5,,,,,,
12.11.2020 13:00,12.2,754.8,758.8,-0.7,84,Wind blowing from the south-southwest,8,,13,, ,,,,,,,300-600,,,28.0,9.6,,,,,,
12.11.2020 12:00,10.9,755.4,759.4,-0.1,87,Wind blowing from the south-southwest,9,,14,, ,,,,,,,600-1000,,,45.0,8.8,0.2,6,,,,
12.11.2020 11:00,12.6,755.6,759.6,0.2,76,Wind blowing from the south-west,7,,,, ,,,,,,,600-1000,,,35.0,8.5,,,,,,
12.11.2020 10:00,11.6,755.5,759.5,0.8,80,Wind blowing from the south-southwest,8,,,, ,,,,,,,1000-1500,,,35.0,8.3,,,,,,
12.11.2020 09:00,10.7,755.5,759.5,0.9,85,Wind blowing from the south-west,6,,,, ,,,,,,,600-1000,,,30.0,8.2,,,,,,
12.11.2020 08:00,11.0,755.4,759.4,1.3,79,Wind blowing from the west-southwest,5,,,, ,,,,,,,600-1000,,,27.0,7.4,,,,,,
12.11.2020 07:00,10.7,754.7,758.7,1.0,75,Wind blowing from the west,6,,,, ,,,,,,,600-1000,,,30.0,6.5,,,,,,
12.11.2020 06:00,10.0,754.6,758.5,1.3,76,Wind blowing from the west,8,,13,, ,,,9.2,,,,600-1000,,,30.0,5.9,8.0,12,,,,
12.11.2020 05:00,9.4,754.1,758.2,1.8,89,Wind blowing from the west,8,,,, ,,,,,,,600-1000,,,15.0,7.7,,,,,,
12.11.2020 04:00,9.3,753.7,757.8,2.5,80,Wind blowing from the west,5,,,, ,,,,,,,600-1000,,,35.0,5.9,,,,,,
12.11.2020 03:00,9.4,753.3,757.3,3.3,80,Wind blowing from the west-northwest,6,,13,, ,,,,,,,600-1000,,,70.0,6.1,,,,,,
12.11.2020 02:00,9.9,752.3,756.3,3.1,82,Wind blowing from the west,8,,14,, ,,,,,,,600-1000,,,40.0,7.0,,,,,,
12.11.2020 01:00,10.0,751.2,755.2,2.3,91,Wind blowing from the west-northwest,6,12,15,, ,,,,,,,300-600,,,16.0,8.6,,,,,,
12.11.2020 00:00,10.6,750.0,754.0,1.7,91,Wind blowing from the west,8,14,14,, ,,,,,,,200-300,,,20.0,9.2,8.0,6,,,,
11.11.2020 23:00,10.6,749.2,753.2,1.8,87,Wind blowing from the west-southwest,10,,15,, ,,,,,,,300-600,,,28.0,8.5,,,,,,
11.11.2020 22:00,10.6,748.9,752.9,2.2,87,Wind blowing from the west-southwest,10,16,16,, ,,,,,,,300-600,,,30.0,8.5,,,,,,
11.11.2020 21:00,10.7,748.3,752.3,2.5,92,Wind blowing from the west,10,15,16,, ,,,,,,,300-600,,,18.0,9.5,,,,,,
11.11.2020 20:00,11.0,747.4,751.4,0.3,95,Wind blowing from the west,10,,15,, ,,,,,,,1000-1500,,,26.0,10.3,,,,,,
11.11.2020 19:00,10.8,746.7,750.7,-1.6,99,Wind blowing from the south-west,6,11,16,, ,,,,,,,200-300,,,13.0,10.6,,,,,,
11.11.2020 18:00,12.3,745.8,749.7,-3.9,97,Wind blowing from the south,13,21,21,, ,,,,13.6,,,200-300,,,3.2,11.9,4.0,12,,,,
11.11.2020 17:00,12.8,747.1,751.0,-4.2,96,Wind blowing from the south-southeast,12,19,20,, ,,,,,,,300-600,,,7.0,12.1,,,,,,
11.11.2020 16:00,12.6,748.3,752.2,-3.9,96,Wind blowing from the south-southeast,12,18,19,, ,,,,,,,200-300,,,5.0,12.0,,,,,,
11.11.2020 15:00,13.4,749.7,753.7,-3.4,87,Wind blowing from the south-southeast,12,17,19,, ,,,,,,,300-600,,,20.0,11.3,,,,,,
11.11.2020 14:00,13.4,751.3,755.2,-2.8,87,Wind blowing from the south,11,17,18,, ,,,,,,,300-600,,,21.0,11.3,,,,,,
11.11.2020 13:00,13.4,752.2,756.2,-2.6,87,Wind blowing from the south,12,17,19,, ,,,,,,,300-600,,,20.0,11.3,,,,,,
11.11.2020 12:00,13.4,753.1,757.1,-2.5,88,Wind blowing from the south,12,17,17,, ,,,,,,,300-600,,,20.0,11.4,No precipitation,6,,,,
11.11.2020 11:00,13.2,754.1,758.0,-2.2,90,Wind blowing from the south,11,17,17,, ,,,,,,,300-600,,,20.0,11.5,,,,,,
11.11.2020 10:00,13.2,754.8,758.7,-1.9,90,Wind blowing from the south,10,15,16,, ,,,,,,,300-600,,,20.0,11.5,,,,,,
11.11.2020 09:00,13.1,755.6,759.6,-1.5,91,Wind blowing from the south,9,,15,, ,,,,,,,300-600,,,19.0,11.7,,,,,,
11.11.2020 08:00,12.9,756.3,760.3,-1.5,91,Wind blowing from the south,9,,14,, ,,,,,,,300-600,,,21.0,11.5,,,,,,
11.11.2020 07:00,12.8,756.7,760.6,-1.7,90,Wind blowing from the south,8,,14,, ,,,,,,,300-600,,,26.0,11.2,,,,,,
11.11.2020 06:00,12.6,757.1,761.2,-1.9,92,Wind blowing from the south,9,14,14,, ,,,11.6,,,,300-600,,,25.0,11.3,No precipitation,12,,,,
11.11.2020 05:00,12.6,757.8,761.8,-1.9,91,Wind blowing from the south,9,,14,, ,,,,,,,300-600,,,25.0,11.2,,,,,,
11.11.2020 04:00,12.5,758.4,762.4,-1.9,91,Wind blowing from the south,9,,13,, ,,,,,,,300-600,,,24.0,11.1,,,,,,
11.11.2020 03:00,12.5,759.0,763.0,-1.8,90,Wind blowing from the south,10,,14,, ,,,,,,,300-600,,,26.0,10.9,,,,,,
11.11.2020 02:00,12.5,759.7,763.8,-1.5,89,Wind blowing from the south,9,,14,, ,,,,,,,300-600,,,25.0,10.7,,,,,,
11.11.2020 01:00,12.4,760.3,764.3,-1.2,89,Wind blowing from the south,10,,14,, ,,,,,,,300-600,,,22.0,10.7,,,,,,
11.11.2020 00:00,12.4,760.8,764.8,-0.8,90,Wind blowing from the south,9,,13,, ,,,,,,,300-600,,,23.0,10.8,No precipitation,6,,,,
10.11.2020 23:00,12.1,761.2,765.2,-0.5,91,Wind blowing from the south,8,,,, ,,,,,,,300-600,,,25.0,10.6,,,,,,
10.11.2020 22:00,11.8,761.5,765.6,-0.3,90,Wind blowing from the south,7,,,, ,,,,,,,300-600,,,35.0,10.2,,,,,,
10.11.2020 21:00,11.8,761.6,765.6,-0.3,88,Wind blowing from the south,7,,,, ,,,,,,,300-600,,,45.0,9.9,,,,,,
10.11.2020 20:00,11.8,761.7,765.7,-0.4,89,Wind blowing from the south,7,,,, ,,,,,,,1000-1500,,,30.0,10.0,,,,,,
10.11.2020 19:00,12.0,761.8,765.7,-0.3,87,Wind blowing from the south,8,,,, ,,,,,,,300-600,,,35.0,9.8,,,,,,
10.11.2020 18:00,11.7,761.9,766.0,-0.3,87,Wind blowing from the south,6,,,, ,,,,13.0,,,300-600,,,45.0,9.5,1.0,12,,,,
10.11.2020 17:00,11.7,762.1,766.1,-0.1,88,Wind blowing from the south-southwest,7,,,, ,,,,,,,300-600,,,60.0,9.7,,,,,,
10.11.2020 16:00,11.7,762.1,766.1,-0.3,83,Wind blowing from the south-southwest,5,,,, ,,,,,,,600-1000,,,71.0,8.9,,,,,,
10.11.2020 15:00,11.6,762.2,766.3,-0.2,79,Wind blowing from the south-southwest,6,,,, ,,,,,,,600-1000,,,71.0,8.1,,,,,,
10.11.2020 14:00,11.4,762.2,766.3,-0.2,86,Wind blowing from the south-west,4,,,, ,,,,,,,600-1000,,,60.0,9.1,,,,,,
10.11.2020 13:00,12.8,762.4,766.4,0.3,83,Wind blowing from the south-southwest,5,,,, ,,,,,,,600-1000,,,70.0,10.0,,,,,,
10.11.2020 12:00,11.5,762.4,766.5,0.6,88,Wind blowing from the west-southwest,5,,,, ,,,,,,,600-1000,,,65.0,9.5,1.0,6,,,,
10.11.2020 11:00,11.1,762.4,766.4,1.1,91,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,71.0,9.7,,,,,,
10.11.2020 10:00,11.6,762.1,766.2,1.2,89,Wind blowing from the west-southwest,4,,,, ,,,,,,,600-1000,,,65.0,9.9,,,,,,
10.11.2020 09:00,11.4,761.8,765.8,1.4,95,Wind blowing from the west-southwest,5,,,, ,,,,,,,300-600,,,40.0,10.6,,,,,,
10.11.2020 08:00,11.4,761.3,765.3,1.2,99,Wind blowing from the west-southwest,5,,,, ,,,,,,,100-200,,,30.0,11.2,,,,,,
10.11.2020 07:00,11.1,760.9,764.9,1.1,98,Wind blowing from the west-southwest,3,,,, ,,,,,,,200-300,,,3.5,10.8,,,,,,
10.11.2020 06:00,11.5,760.4,764.5,0.7,98,Wind blowing from the south-west,4,,,, ,,,11.0,,,,100-200,,,1.9,11.2,4.0,12,,,,
10.11.2020 05:00,11.5,760.1,764.1,0.5,97,Wind blowing from the south-west,5,,,, ,,,,,,,300-600,,,35.0,11.1,,,,,,
10.11.2020 04:00,11.6,759.8,763.9,0.5,96,Wind blowing from the south-southwest,5,,,, ,,,,,,,300-600,,,30.0,11.0,,,,,,
10.11.2020 03:00,11.5,759.7,763.7,0.5,98,Wind blowing from the south-southwest,4,,,, ,,,,,,,100-200,,,25.0,11.2,,,,,,
10.11.2020 02:00,11.7,759.6,763.6,0.6,97,Wind blowing from the south-southwest,4,,,, ,,,,,,,50-100,,,13.0,11.3,,,,,,
10.11.2020 01:00,11.1,759.3,763.3,0.5,98,Wind blowing from the south-southwest,4,,,, ,,,,,,,200-300,,,60.0,10.8,,,,,,
10.11.2020 00:00,11.2,759.2,763.2,0.9,99,Wind blowing from the south-west,4,,,, ,,,,,,,100-200,,,55.0,11.0,4.0,6,,,,
09.11.2020 23:00,11.5,759.0,763.0,1.0,99,Wind blowing from the south-southwest,3,,,, ,,,,,,,200-300,,,28.0,11.3,,,,,,
09.11.2020 22:00,11.6,758.8,762.8,1.2,99,Wind blowing from the south-southwest,5,,,, ,,,,,,,200-300,,,50.0,11.4,,,,,,
09.11.2020 21:00,12.4,758.3,762.3,1.0,99,Wind blowing from the south,4,,,, ,,,,,,,200-300,,,1.4,12.3,,,,,,
09.11.2020 20:00,12.3,758.0,762.0,1.0,99,Wind blowing from the south,4,,,, ,,,,,,,100-200,,,20.0,12.1,,,,,,
09.11.2020 19:00,12.7,757.6,761.6,0.8,97,Wind blowing from the south,4,,,, ,,,,,,,300-600,,,4.6,12.3,,,,,,
09.11.2020 18:00,12.6,757.3,761.3,0.6,96,Wind blowing from the south,5,,,, ,,,,14.2,,,100-200,,,25.0,12.0,5.0,12,,,,
09.11.2020 17:00,13.4,757.0,760.9,0.3,95,Wind blowing from the south-east,7,,,, ,,,,,,,300-600,,,16.0,12.6,,,,,,
09.11.2020 16:00,13.5,756.8,760.8,0.0,94,Wind blowing from the south-east,6,,,, ,,,,,,,200-300,,,35.0,12.6,,,,,,
09.11.2020 15:00,13.9,756.7,760.7,-0.2,94,Wind blowing from the south-east,6,,,, ,,,,,,,200-300,,,30.0,13.0,,,,,,
09.11.2020 14:00,13.6,756.7,760.7,-0.2,96,Wind blowing from the south-east,6,,,, ,,,,,,,200-300,,,5.0,12.9,,,,,,
09.11.2020 13:00,14.1,756.8,760.8,-0.1,92,Wind blowing from the south-east,7,,,, ,,,,,,,200-300,,,30.0,12.8,,,,,,
09.11.2020 12:00,13.5,756.9,760.9,0.0,95,Wind blowing from the east-southeast,7,,,, ,,,,,,,200-300,,,12.0,12.7,2.0,6,,,,
09.11.2020 11:00,13.7,756.9,760.9,0.2,94,Wind blowing from the south-east,8,,,, ,,,,,,,100-200,,,13.0,12.8,,,,,,
09.11.2020 10:00,12.9,756.9,760.9,0.0,97,Wind blowing from the east-southeast,8,,,, ,,,,,,,100-200,,,8.0,12.5,,,,,,
09.11.2020 09:00,12.7,756.9,760.9,0.4,98,Wind blowing from the east-southeast,7,,,, ,,,,,,,100-200,,,6.0,12.4,,,,,,
09.11.2020 08:00,12.6,756.7,760.7,0.0,97,Wind blowing from the east-southeast,7,,,, ,,,,,,,200-300,,,7.0,12.2,,,,,,
09.11.2020 07:00,12.6,756.9,760.9,0.5,97,Wind blowing from the east-southeast,7,,,, ,,,,,,,100-200,,,5.0,12.2,,,,,,
09.11.2020 06:00,12.4,756.5,760.5,-0.2,99,Wind blowing from the east-southeast,8,,,, ,,,12.2,,,,100-200,,,3.1,12.3,4.0,12,,,,
09.11.2020 05:00,12.5,756.7,760.6,-0.3,98,Wind blowing from the east-southeast,8,,,, ,,,,,,,100-200,,,2.5,12.2,,,,,,
09.11.2020 04:00,12.6,756.4,760.5,-0.9,97,Wind blowing from the east-southeast,8,,,, ,,,,,,,200-300,,,13.0,12.1,,,,,,
09.11.2020 03:00,12.7,756.7,760.7,-0.6,96,Wind blowing from the east-southeast,7,,,, ,,,,,,,200-300,,,18.0,12.1,,,,,,
09.11.2020 02:00,12.5,757.0,760.9,-0.4,97,Wind blowing from the east-southeast,7,,,, ,,,,,,,200-300,,,14.0,12.1,,,,,,
09.11.2020 01:00,12.4,757.3,761.2,-0.2,97,Wind blowing from the east-southeast,7,,,, ,,,,,,,200-300,,,14.0,12.0,,,,,,
09.11.2020 00:00,12.2,757.3,761.3,-0.2,97,Wind blowing from the east-southeast,8,,,, ,,,,,,,200-300,,,6.0,11.7,0.6,6,,,,
08.11.2020 23:00,12.3,757.4,761.4,-0.4,96,Wind blowing from the east-southeast,7,,,, ,,,,,,,2000-2500,,,17.0,11.6,,,,,,
08.11.2020 22:00,12.5,757.5,761.5,-0.4,95,Wind blowing from the east-southeast,7,,,, ,,,,,,,1500-2000,,,29.0,11.7,,,,,,
08.11.2020 21:00,12.8,757.5,761.5,-0.2,93,Wind blowing from the east-southeast,6,,,, ,,,,,,,1500-2000,,,40.0,11.7,,,,,,
08.11.2020 20:00,12.5,757.8,761.8,0.2,95,Wind blowing from the east-southeast,5,,,, ,,,,,,,300-600,,,26.0,11.7,,,,,,
08.11.2020 19:00,12.4,757.9,761.8,0.3,96,Wind blowing from the east-southeast,5,,,, ,,,,,,,300-600,,,18.0,11.8,,,,,,
08.11.2020 18:00,12.4,757.7,761.8,0.2,97,Wind blowing from the east-southeast,5,,,, ,,,,14.0,,,300-600,,,14.0,11.9,No precipitation,12,,,,
08.11.2020 17:00,12.7,757.6,761.7,0.0,96,Wind blowing from the south-east,5,,,, ,,,,,,,100-200,,,13.0,12.0,,,,,,
08.11.2020 16:00,12.9,757.6,761.5,-0.3,96,Wind blowing from the east-southeast,4,,,, ,,,,,,,200-300,,,40.0,12.2,,,,,,
08.11.2020 15:00,13.8,757.5,761.5,-0.7,92,Wind blowing from the east-southeast,5,,,, ,,,,,,,200-300,,,55.0,12.5,,,,,,
08.11.2020 14:00,13.6,757.6,761.6,-0.6,91,Wind blowing from the south-southeast,5,,,, ,,,,,,,200-300,,,60.0,12.2,,,,,,
08.11.2020 13:00,13.3,757.9,761.8,-0.1,94,Wind blowing from the south-southeast,6,,,, ,,,,,,,300-600,,,50.0,12.3,,,,,,
08.11.2020 12:00,12.6,758.2,762.1,0.3,96,Wind blowing from the south-southeast,5,,,, ,,,,,,,200-300,,,71.0,11.9,No precipitation,6,,,,
08.11.2020 11:00,12.5,758.2,762.2,0.8,99,Wind blowing from the south-southeast,4,,,, ,,,,,,,50-100,,,15.0,12.3,,,,,,
08.11.2020 10:00,12.5,758.0,762.0,0.8,97,Wind blowing from the south,5,,,, ,,,,,,,100-200,,,30.0,12.1,,,,,,
08.11.2020 09:00,12.8,757.9,761.8,0.9,99,Wind blowing from the south-southeast,4,,,, ,,,,,,,100-200,,,16.0,12.7,,,,,,
08.11.2020 08:00,12.4,757.4,761.5,0.4,100,Wind blowing from the south-east,4,,,, ,,,,,,,50-100,,,2.5,12.4,,,,,,
08.11.2020 07:00,12.2,757.2,761.2,0.4,100,Wind blowing from the south-east,5,,,, ,,,,,,,50-100,,,1.7,12.2,,,,,,
08.11.2020 06:00,11.9,757.0,761.0,0.0,100,Wind blowing from the east-southeast,5,,,, ,,,11.7,,,,Less than  50,,,1.3,11.9,6.0,12,,,,
08.11.2020 05:00,11.8,757.0,761.0,-0.2,99,Wind blowing from the east-southeast,6,,,, ,,,,,,,50-100,,,1.3,11.7,,,,,,
08.11.2020 04:00,11.7,756.8,760.9,-0.6,99,Wind blowing from the east-southeast,7,,,, ,,,,,,,100-200,,,0.9,11.5,,,,,,
08.11.2020 03:00,11.7,757.0,760.9,-0.4,98,Wind blowing from the east-southeast,7,,,, ,,,,,,,100-200,,,3.0,11.4,,,,,,
08.11.2020 02:00,11.8,757.2,761.2,-0.3,98,Wind blowing from the east-southeast,8,,,, ,,,,,,,100-200,,,2.9,11.5,,,,,,
08.11.2020 01:00,11.9,757.4,761.4,-0.4,97,Wind blowing from the east-southeast,7,,,, ,,,,,,,600-1000,,,2.8,11.4,,,,,,
08.11.2020 00:00,12.2,757.3,761.3,-0.4,97,Wind blowing from the east-southeast,8,,,, ,,,,,,,200-300,,,6.0,11.7,0.6,6,,,,
07.11.2020 23:00,12.3,757.5,761.5,-0.2,93,Wind blowing from the east-southeast,8,,,, ,,,,,,,1000-1500,,,8.0,11.2,,,,,,
07.11.2020 22:00,12.4,757.8,761.8,-0.2,92,Wind blowing from the south-east,9,,,, ,,,,,,,1000-1500,,,9.0,11.2,,,,,,
07.11.2020 21:00,12.5,757.7,761.8,-0.4,91,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,11.1,,,,,,
07.11.2020 20:00,12.4,757.7,761.7,0.0,91,Wind blowing from the east-southeast,8,,,, ,,,,,,,1500-2000,,,8.0,11.0,,,,,,
07.11.2020 19:00,12.1,758.0,762.1,0.4,93,Wind blowing from the east-southeast,7,,,, ,,,,,,,1500-2000,,,8.0,11.0,,,,,,
07.11.2020 18:00,11.9,758.1,762.1,0.6,92,Wind blowing from the east-southeast,7,,,, ,,,,12.6,,,2500 or more or no clouds.,,,8.0,10.6,No precipitation,12,,,,
07.11.2020 17:00,11.7,757.7,761.8,0.1,91,Wind blowing from the east-southeast,7,,13,, ,,,,,,,2500 or more or no clouds.,,,9.0,10.2,,,,,,
07.11.2020 16:00,12.0,757.6,761.6,-0.3,89,Wind blowing from the east-southeast,8,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,10.2,,,,,,
07.11.2020 15:00,12.5,757.5,761.5,-0.8,87,Wind blowing from the east-southeast,7,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,10.4,,,,,,
07.11.2020 14:00,12.5,757.6,761.5,-0.9,84,Wind blowing from the east-southeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,19.0,9.9,,,,,,
07.11.2020 13:00,11.7,757.9,761.9,-0.4,88,Wind blowing from the east-southeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,11.0,9.8,,,,,,
07.11.2020 12:00,11.8,758.3,762.4,0.1,88,Wind blowing from the east-southeast,9,,13,, ,,,,,,,2500 or more or no clouds.,,,13.0,9.9,No precipitation,6,,,,
07.11.2020 11:00,11.7,758.5,762.4,0.1,88,Wind blowing from the east-southeast,9,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,9.8,,,,,,
07.11.2020 10:00,10.8,758.3,762.3,-0.1,88,Wind blowing from the east,7,,,, ,,,,,,,2500 or more or no clouds.,,,15.0,8.8,,,,,,
07.11.2020 09:00,9.4,758.2,762.3,-0.1,92,Wind blowing from the east,5,,,, ,,,,,,,200-300,,,10.0,8.1,,,,,,
07.11.2020 08:00,9.3,758.4,762.4,-0.5,92,Wind blowing from the east,6,,,, ,,,,,,,200-300,,,9.0,8.0,,,,,,
07.11.2020 07:00,9.3,758.4,762.4,-0.6,93,Wind blowing from the east,6,,,, ,,,,,,,200-300,,,7.0,8.2,,,,,,
07.11.2020 06:00,9.5,758.3,762.4,-0.8,93,Wind blowing from the east,6,,,, ,,,9.5,,,,200-300,,,6.0,8.4,No precipitation,12,,,,
07.11.2020 05:00,9.9,758.9,763.0,-0.3,92,Wind blowing from the east,6,,,, ,,,,,,,200-300,,,8.0,8.6,,,,,,
07.11.2020 04:00,10.0,759.0,763.0,-0.5,91,Wind blowing from the east-southeast,8,,,, ,,,,,,,200-300,,,9.0,8.5,,,,,,
07.11.2020 03:00,10.0,759.1,763.2,-1.1,89,Wind blowing from the east-southeast,7,,,, ,,,,,,,300-600,,,10.0,8.3,,,,,,
07.11.2020 02:00,9.8,759.2,763.2,-1.4,88,Wind blowing from the east,6,,,, ,,,,,,,300-600,,,12.0,7.9,,,,,,
07.11.2020 01:00,9.9,759.5,763.6,-1.0,88,Wind blowing from the east-southeast,7,,,, ,,,,,,,300-600,,,13.0,7.9,,,,,,
07.11.2020 00:00,9.7,760.2,764.2,-0.7,85,Wind blowing from the east-southeast,7,,13,, ,,,,,,,300-600,,,17.0,7.3,No precipitation,6,,,,
06.11.2020 23:00,9.8,760.6,764.6,-0.3,80,Wind blowing from the east-southeast,10,,15,, ,,,,,,,300-600,,,22.0,6.5,,,,,,
06.11.2020 22:00,10.3,760.5,764.5,-0.7,78,Wind blowing from the east-southeast,10,,14,, ,,,,,,,2500 or more or no clouds.,,,28.0,6.5,,,,,,
06.11.2020 21:00,10.6,760.9,764.9,-0.7,75,Wind blowing from the east-southeast,9,,14,, ,,,,,,,2500 or more or no clouds.,,,30.0,6.3,,,,,,
06.11.2020 20:00,10.9,760.9,764.9,-0.9,73,Wind blowing from the east-southeast,10,,14,, ,,,,,,,2500 or more or no clouds.,,,30.0,6.2,,,,,,
06.11.2020 19:00,10.6,761.2,765.3,-1.2,69,Wind blowing from the east,6,12,13,, ,,,,,,,2500 or more or no clouds.,,,35.0,5.0,,,,,,
06.11.2020 18:00,10.8,761.6,765.7,-0.6,71,Wind blowing from the east-southeast,8,,13,, ,,,,11.4,,,2500 or more or no clouds.,,,30.0,5.8,No precipitation,12,,,,
06.11.2020 17:00,10.8,761.8,765.9,-1.3,71,Wind blowing from the east-southeast,8,,13,, ,,,,,,,2500 or more or no clouds.,,,30.0,5.8,,,,,,
06.11.2020 16:00,10.9,762.4,766.4,-1.6,71,Wind blowing from the east-southeast,9,,15,, ,,,,,,,2500 or more or no clouds.,,,29.0,5.7,,,,,,
06.11.2020 15:00,11.0,762.2,766.3,-2.4,71,Wind blowing from the east-southeast,11,16,16,, ,,,,,,,2500 or more or no clouds.,,,28.0,5.8,,,,,,
06.11.2020 14:00,11.2,763.1,767.2,-2.3,71,Wind blowing from the east-southeast,10,16,16,, ,,,,,,,2500 or more or no clouds.,,,27.0,6.0,,,,,,
06.11.2020 13:00,11.2,764.0,768.1,-1.9,69,Wind blowing from the east-southeast,10,,18,, ,,,,,,,2500 or more or no clouds.,,,30.0,5.6,,,,,,
06.11.2020 12:00,11.1,764.6,768.7,-2.2,68,Wind blowing from the east-southeast,11,,14,, ,,,,,,,2500 or more or no clouds.,,,30.0,5.3,No precipitation,6,,,,
06.11.2020 11:00,9.6,765.4,769.4,-1.9,70,Wind blowing from the east,6,,,, ,,,,,,,2500 or more or no clouds.,,,29.0,4.4,,,,,,
06.11.2020 10:00,8.9,765.9,769.9,-1.9,71,Wind blowing from the east-southeast,7,13,13,, ,,,,,,,2500 or more or no clouds.,,,30.0,3.9,,,,,,
06.11.2020 09:00,4.9,766.8,770.9,-1.6,89,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,21.0,3.2,,,,,,
06.11.2020 08:00,5.0,767.3,771.5,-1.4,89,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,24.0,3.3,,,,,,
06.11.2020 07:00,3.5,767.8,772.0,-1.2,92,Wind blowing from the north-east,4,,,, ,,,,,,,300-600,,,20.0,2.3,,,,,,
06.11.2020 06:00,4.9,768.4,772.6,-1.1,88,Wind blowing from the east,4,,,, ,,,3.9,,,,2500 or more or no clouds.,,,24.0,3.1,No precipitation,12,,,,
06.11.2020 05:00,4.9,768.7,772.9,-1.2,89,Wind blowing from the east-northeast,4,,,, ,,,,,,,2500 or more or no clouds.,,,17.0,3.2,,,,,,
06.11.2020 04:00,4.8,769.0,773.2,-1.5,92,Wind blowing from the east,4,,,, ,,,,,,,2500 or more or no clouds.,,,12.0,3.6,,,,,,
06.11.2020 03:00,4.1,769.5,773.6,-1.3,93,Wind blowing from the north-east,3,,,, ,,,,,,,2500 or more or no clouds.,,,8.0,3.0,,,,,,
06.11.2020 02:00,4.8,769.9,774.1,-1.4,93,Wind blowing from the north-east,3,,,, ,,,,,,,300-600,,,7.0,3.7,,,,,,
06.11.2020 01:00,5.3,770.5,774.7,-1.2,91,Wind blowing from the north-east,3,,,, ,,,,,,,300-600,,,8.0,4.0,,,,,,
06.11.2020 00:00,5.3,770.8,775.0,-1.3,93,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,6.0,4.2,No precipitation,6,,,,
05.11.2020 23:00,5.6,771.3,775.5,-1.3,92,Wind blowing from the east-northeast,3,,,, ,,,,,,,600-1000,,,10.0,4.4,,,,,,
05.11.2020 22:00,5.8,771.7,775.9,-1.1,90,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,14.0,4.3,,,,,,
05.11.2020 21:00,6.7,772.1,776.3,-1.1,87,Wind blowing from the east-northeast,3,,,, ,,,,,,,2500 or more or no clouds.,,,13.0,4.6,,,,,,
05.11.2020 20:00,7.1,772.6,776.7,-0.8,83,Wind blowing from the east,2,,,, ,,,,,,,2500 or more or no clouds.,,,9.0,4.4,,,,,,
05.11.2020 19:00,7.8,772.8,777.0,-0.7,81,Wind blowing from the east-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,3.8,4.7,,,,,,
05.11.2020 18:00,8.8,773.2,777.3,-0.6,79,Wind blowing from the east-northeast,1,,,, ,,,,12.7,,,1000-1500,,,30.0,5.4,No precipitation,12,,,,
05.11.2020 17:00,9.1,773.4,777.5,-0.9,77,Wind blowing from the north-northeast,2,,,, ,,,,,,,2500 or more or no clouds.,,,55.0,5.3,,,,,,
05.11.2020 16:00,10.1,773.5,777.7,-1.5,71,Wind blowing from the north-northwest,2,,,, ,,,,,,,2500 or more or no clouds.,,,60.0,5.1,,,,,,
05.11.2020 15:00,11.6,773.8,777.9,-1.5,61,Wind blowing from the west,1,,,, ,,,,,,,600-1000,,,71.0,4.2,,,,,,
05.11.2020 14:00,11.8,774.3,778.4,-1.4,64,Wind blowing from the south-east,2,,,, ,,,,,,,600-1000,,,71.0,5.2,,,,,,
05.11.2020 13:00,12.4,775.0,779.1,-0.9,66,Wind blowing from the east-southeast,2,,,, ,,,,,,,600-1000,,,71.0,6.1,,,,,,
05.11.2020 12:00,11.5,775.3,779.4,-0.6,70,Wind blowing from the south-southeast,2,,,, ,,,,,,,600-1000,,,71.0,6.2,No precipitation,6,,,,
05.11.2020 11:00,10.9,775.7,779.8,0.0,76,Wind blowing from the east,2,,,, ,,,,,,,1000-1500,,,55.0,6.8,,,,,,
05.11.2020 10:00,8.4,775.9,780.0,0.3,86,Wind blowing from the east-northeast,2,,,, ,,,,,,,1000-1500,,,40.0,6.1,,,,,,
05.11.2020 09:00,7.3,775.9,780.1,0.3,88,Wind blowing from the east,2,,,, ,,,,,,,1000-1500,,,35.0,5.5,,,,,,
05.11.2020 08:00,6.7,775.7,779.8,0.2,88,Wind blowing from the east,2,,,, ,,,,,,,600-1000,,,60.0,4.8,,,,,,
05.11.2020 07:00,6.1,775.6,779.8,-0.1,91,Wind blowing from the east,2,,,, ,,,,,,,600-1000,,,45.0,4.8,,,,,,
