"# Weather station London / St. James's Park, UK, WMO_ID=3770,selection from 11.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3770&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in London / St. James's Park,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.10.2020 11:00,16.1,,,,83,,,,,, ,,,,,,,,,,,13.2,,,,,,
30.10.2020 10:00,15.9,,,,82,,,,,, ,,,,,,,,,,,12.8,,,,,,
30.10.2020 09:00,15.7,,,,80,,,,,, ,,,,,,,,,,,12.3,,,,,,
30.10.2020 08:00,15.3,,,,81,,,,,, ,,,,,,,,,,,12.0,,,,,,
30.10.2020 07:00,15.2,,,,82,,,,,, ,,,,,,,,,,,12.1,,,,,,
30.10.2020 06:00,15.1,,,,82,,,,,, ,,,14.2,,,,,,,,12.1,No precipitation,12,,,,
30.10.2020 05:00,15.0,,,,83,,,,,, ,,,,,,,,,,,12.2,,,,,,
30.10.2020 04:00,14.9,,,,84,,,,,, ,,,,,,,,,,,12.2,,,,,,
30.10.2020 03:00,15.0,,,,83,,,,,, ,,,,,,,,,,,12.2,,,,,,
30.10.2020 02:00,15.0,,,,82,,,,,, ,,,,,,,,,,,12.0,,,,,,
30.10.2020 01:00,15.0,,,,82,,,,,, ,,,,,,,,,,,12.0,,,,,,
29.10.2020 23:00,14.8,,,,83,,,,,, ,,,,,,,,,,,12.0,,,,,,
29.10.2020 22:00,14.9,,,,82,,,,,, ,,,,,,,,,,,11.8,,,,,,
29.10.2020 21:00,14.8,,,,82,,,,,, ,,,,,,,,,,,11.8,,,,,,
29.10.2020 20:00,14.8,,,,84,,,,,, ,,,,,,,,,,,12.1,,,,,,
29.10.2020 19:00,14.6,,,,84,,,,,, ,,,,,,,,,,,11.9,,,,,,
29.10.2020 18:00,14.4,,,,85,,,,,, ,,,,14.5,,,,,,,11.8,4,12,,,,
29.10.2020 17:00,14.3,,,,87,,,,,, ,,,,,,,,,,,12.1,,,,,,
29.10.2020 16:00,14.4,,,,86,,,,,, ,,,,,,,,,,,12.1,,,,,,
29.10.2020 15:00,14.4,,,,87,,,,,, ,,,,,,,,,,,12.2,,,,,,
29.10.2020 14:00,13.9,,,,92,,,,,, ,,,,,,,,,,,12.6,,,,,,
29.10.2020 13:00,13.4,,,,94,,,,,, ,,,,,,,,,,,12.4,,,,,,
29.10.2020 12:00,12.5,,,,94,,,,,, ,,,,,,,,,,,11.6,3,6,,,,
29.10.2020 11:00,11.9,,,,93,,,,,, ,,,,,,,,,,,10.8,,,,,,
29.10.2020 10:00,11.6,,,,90,,,,,, ,,,,,,,,,,,10.0,,,,,,
29.10.2020 09:00,11.1,,,,87,,,,,, ,,,,,,,,,,,9.0,,,,,,
29.10.2020 08:00,10.1,,,,87,,,,,, ,,,,,,,,,,,8.0,,,,,,
29.10.2020 07:00,9.8,,,,83,,,,,, ,,,,,,,,,,,7.1,,,,,,
29.10.2020 06:00,9.2,,,,84,,,,,, ,,,8.0,,,,,,,,6.6,No precipitation,12,,,,
29.10.2020 05:00,8.9,,,,85,,,,,, ,,,,,,,,,,,6.4,,,,,,
29.10.2020 04:00,8.8,,,,84,,,,,, ,,,,,,,,,,,6.3,,,,,,
29.10.2020 03:00,8.4,,,,85,,,,,, ,,,,,,,,,,,6.0,,,,,,
29.10.2020 02:00,8.4,,,,83,,,,,, ,,,,,,,,,,,5.6,,,,,,
29.10.2020 01:00,8.6,,,,81,,,,,, ,,,,,,,,,,,5.5,,,,,,
29.10.2020 00:00,14.7,,,,84,,,,,, ,,,,,,,,,,,12.0,No precipitation,6,,,,
28.10.2020 23:00,8.7,,,,83,,,,,, ,,,,,,,,,,,5.9,,,,,,
28.10.2020 22:00,8.4,,,,83,,,,,, ,,,,,,,,,,,5.6,,,,,,
28.10.2020 21:00,9.0,,,,85,,,,,, ,,,,,,,,,,,6.5,,,,,,
28.10.2020 20:00,9.7,,,,83,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.10.2020 19:00,9.4,,,,85,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.10.2020 18:00,9.0,,,,87,,,,,, ,,,,13.8,,,,,,,7.0,2,12,,,,
28.10.2020 17:00,8.5,,,,90,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.10.2020 16:00,8.8,,,,86,,,,,, ,,,,,,,,,,,6.6,,,,,,
28.10.2020 15:00,13.1,,,,69,,,,,, ,,,,,,,,,,,7.5,,,,,,
28.10.2020 14:00,13.1,,,,67,,,,,, ,,,,,,,,,,,7.1,,,,,,
28.10.2020 13:00,13.1,,,,70,,,,,, ,,,,,,,,,,,7.6,,,,,,
28.10.2020 12:00,13.5,,,,68,,,,,, ,,,,,,,,,,,7.7,No precipitation,6,,,,
28.10.2020 11:00,12.7,,,,70,,,,,, ,,,,,,,,,,,7.4,,,,,,
28.10.2020 10:00,11.6,,,,79,,,,,, ,,,,,,,,,,,8.0,,,,,,
28.10.2020 09:00,10.6,,,,78,,,,,, ,,,,,,,,,,,6.9,,,,,,
28.10.2020 08:00,9.2,,,,82,,,,,, ,,,,,,,,,,,6.2,,,,,,
28.10.2020 07:00,9.1,,,,81,,,,,, ,,,,,,,,,,,5.9,,,,,,
28.10.2020 06:00,8.8,,,,83,,,,,, ,,,8.4,,,,,,,,6.0,No precipitation,12,,,,
28.10.2020 05:00,9.0,,,,82,,,,,, ,,,,,,,,,,,6.0,,,,,,
28.10.2020 04:00,9.1,,,,80,,,,,, ,,,,,,,,,,,5.8,,,,,,
28.10.2020 03:00,9.1,,,,79,,,,,, ,,,,,,,,,,,5.6,,,,,,
28.10.2020 02:00,9.3,,,,83,,,,,, ,,,,,,,,,,,6.6,,,,,,
28.10.2020 01:00,8.9,,,,85,,,,,, ,,,,,,,,,,,6.5,,,,,,
28.10.2020 00:00,8.9,,,,86,,,,,, ,,,,,,,,,,,6.7,No precipitation,6,,,,
27.10.2020 23:00,9.3,,,,83,,,,,, ,,,,,,,,,,,6.6,,,,,,
27.10.2020 22:00,9.4,,,,85,,,,,, ,,,,,,,,,,,6.9,,,,,,
27.10.2020 21:00,9.4,,,,85,,,,,, ,,,,,,,,,,,7.0,,,,,,
27.10.2020 20:00,10.0,,,,82,,,,,, ,,,,,,,,,,,7.1,,,,,,
27.10.2020 19:00,10.8,,,,77,,,,,, ,,,,,,,,,,,6.9,,,,,,
27.10.2020 18:00,11.6,,,,85,,,,,, ,,,,14.1,,,,,,,9.2,3,12,,,,
27.10.2020 17:00,12.4,,,,85,,,,,, ,,,,,,,,,,,10.0,,,,,,
27.10.2020 16:00,13.9,,,,93,,,,,, ,,,,,,,,,,,12.8,,,,,,
27.10.2020 15:00,13.7,,,,92,,,,,, ,,,,,,,,,,,12.4,,,,,,
27.10.2020 14:00,12.5,,,,94,,,,,, ,,,,,,,,,,,11.5,,,,,,
27.10.2020 13:00,12.2,,,,92,,,,,, ,,,,,,,,,,,11.0,,,,,,
27.10.2020 12:00,11.8,,,,91,,,,,, ,,,,,,,,,,,10.3,1,6,,,,
27.10.2020 11:00,11.1,,,,91,,,,,, ,,,,,,,,,,,9.7,,,,,,
27.10.2020 10:00,10.1,,,,92,,,,,, ,,,,,,,,,,,8.9,,,,,,
27.10.2020 09:00,9.6,,,,91,,,,,, ,,,,,,,,,,,8.2,,,,,,
27.10.2020 08:00,9.2,,,,88,,,,,, ,,,,,,,,,,,7.3,,,,,,
27.10.2020 07:00,8.7,,,,88,,,,,, ,,,,,,,,,,,6.8,,,,,,
27.10.2020 06:00,8.1,,,,90,,,,,, ,,,6.7,,,,,,,,6.6,No precipitation,12,,,,
27.10.2020 05:00,8.1,,,,93,,,,,, ,,,,,,,,,,,7.0,,,,,,
27.10.2020 04:00,7.3,,,,95,,,,,, ,,,,,,,,,,,6.6,,,,,,
27.10.2020 03:00,6.9,,,,93,,,,,, ,,,,,,,,,,,5.8,,,,,,
27.10.2020 02:00,7.5,,,,91,,,,,, ,,,,,,,,,,,6.1,,,,,,
27.10.2020 01:00,7.7,,,,89,,,,,, ,,,,,,,,,,,6.0,,,,,,
27.10.2020 00:00,7.9,,,,90,,,,,, ,,,,,,,,,,,6.4,No precipitation,6,,,,
26.10.2020 23:00,7.8,,,,89,,,,,, ,,,,,,,,,,,6.1,,,,,,
26.10.2020 22:00,8.7,,,,87,,,,,, ,,,,,,,,,,,6.6,,,,,,
26.10.2020 21:00,9.0,,,,86,,,,,, ,,,,,,,,,,,6.7,,,,,,
26.10.2020 20:00,9.3,,,,82,,,,,, ,,,,,,,,,,,6.4,,,,,,
26.10.2020 19:00,10.0,,,,79,,,,,, ,,,,,,,,,,,6.5,,,,,,
26.10.2020 18:00,10.4,,,,76,,,,,, ,,,,13.8,,,,,,,6.3,No precipitation,12,,,,
26.10.2020 17:00,11.5,,,,75,,,,,, ,,,,,,,,,,,7.2,,,,,,
26.10.2020 16:00,12.5,,,,69,,,,,, ,,,,,,,,,,,6.9,,,,,,
26.10.2020 15:00,12.8,,,,72,,,,,, ,,,,,,,,,,,7.8,,,,,,
26.10.2020 14:00,13.2,,,,70,,,,,, ,,,,,,,,,,,7.9,,,,,,
26.10.2020 13:00,13.0,,,,72,,,,,, ,,,,,,,,,,,8.0,,,,,,
26.10.2020 12:00,13.0,,,,73,,,,,, ,,,,,,,,,,,8.2,No precipitation,6,,,,
26.10.2020 11:00,11.7,,,,75,,,,,, ,,,,,,,,,,,7.4,,,,,,
26.10.2020 10:00,11.2,,,,75,,,,,, ,,,,,,,,,,,6.8,,,,,,
26.10.2020 09:00,9.7,,,,79,,,,,, ,,,,,,,,,,,6.2,,,,,,
26.10.2020 08:00,8.3,,,,86,,,,,, ,,,,,,,,,,,6.0,,,,,,
26.10.2020 07:00,7.4,,,,88,,,,,, ,,,,,,,,,,,5.6,,,,,,
26.10.2020 06:00,7.9,,,,88,,,,,, ,,,7.1,,,,,,,,6.0,No precipitation,12,,,,
26.10.2020 05:00,7.5,,,,90,,,,,, ,,,,,,,,,,,6.0,,,,,,
26.10.2020 04:00,7.7,,,,89,,,,,, ,,,,,,,,,,,5.9,,,,,,
26.10.2020 03:00,8.3,,,,88,,,,,, ,,,,,,,,,,,6.4,,,,,,
26.10.2020 02:00,8.5,,,,87,,,,,, ,,,,,,,,,,,6.5,,,,,,
26.10.2020 01:00,8.7,,,,89,,,,,, ,,,,,,,,,,,6.9,,,,,,
26.10.2020 00:00,7.9,,,,90,,,,,, ,,,,,,,,,,,6.4,No precipitation,6,,,,
25.10.2020 23:00,9.2,,,,85,,,,,, ,,,,,,,,,,,6.8,,,,,,
25.10.2020 22:00,9.4,,,,85,,,,,, ,,,,,,,,,,,6.9,,,,,,
25.10.2020 21:00,9.6,,,,84,,,,,, ,,,,,,,,,,,7.0,,,,,,
25.10.2020 20:00,9.5,,,,83,,,,,, ,,,,,,,,,,,6.8,,,,,,
25.10.2020 19:00,9.6,,,,85,,,,,, ,,,,,,,,,,,7.1,,,,,,
25.10.2020 18:00,10.5,,,,80,,,,,, ,,,,13.1,,,,,,,7.1,2,12,,,,
25.10.2020 17:00,10.9,,,,79,,,,,, ,,,,,,,,,,,7.4,,,,,,
25.10.2020 16:00,11.4,,,,77,,,,,, ,,,,,,,,,,,7.5,,,,,,
25.10.2020 15:00,12.5,,,,74,,,,,, ,,,,,,,,,,,7.9,,,,,,
25.10.2020 14:00,11.6,,,,76,,,,,, ,,,,,,,,,,,7.5,,,,,,
25.10.2020 13:00,12.1,,,,67,,,,,, ,,,,,,,,,,,6.1,,,,,,
25.10.2020 12:00,11.7,,,,81,,,,,, ,,,,,,,,,,,8.5,2,6,,,,
25.10.2020 11:00,9.8,,,,88,,,,,, ,,,,,,,,,,,7.9,,,,,,
25.10.2020 10:00,10.9,,,,83,,,,,, ,,,,,,,,,,,8.1,,,,,,
25.10.2020 09:00,9.5,,,,90,,,,,, ,,,,,,,,,,,7.9,,,,,,
25.10.2020 08:00,9.5,,,,87,,,,,, ,,,,,,,,,,,7.5,,,,,,
25.10.2020 07:00,9.7,,,,90,,,,,, ,,,,,,,,,,,8.2,,,,,,
25.10.2020 06:00,8.6,,,,91,,,,,, ,,,8.3,,,,,,,,7.2,7,12,,,,
25.10.2020 05:00,9.3,,,,90,,,,,, ,,,,,,,,,,,7.7,,,,,,
25.10.2020 04:00,9.4,,,,89,,,,,, ,,,,,,,,,,,7.6,,,,,,
25.10.2020 03:00,10.1,,,,89,,,,,, ,,,,,,,,,,,8.3,,,,,,
25.10.2020 02:00,10.4,,,,88,,,,,, ,,,,,,,,,,,8.5,,,,,,
25.10.2020 01:00,11.1,,,,92,,,,,, ,,,,,,,,,,,9.8,,,,,,
25.10.2020 00:00,12.0,,,,88,,,,,, ,,,,,,,,,,,10.0,6,6,,,,
24.10.2020 23:00,11.4,,,,88,,,,,, ,,,,,,,,,,,9.5,,,,,,
24.10.2020 22:00,11.6,,,,90,,,,,, ,,,,,,,,,,,10.0,,,,,,
24.10.2020 21:00,13.0,,,,91,,,,,, ,,,,,,,,,,,11.6,,,,,,
24.10.2020 20:00,13.6,,,,90,,,,,, ,,,,,,,,,,,11.9,,,,,,
24.10.2020 19:00,14.4,,,,90,,,,,, ,,,,,,,,,,,12.7,,,,,,
24.10.2020 18:00,15.9,,,,85,,,,,, ,,,,16.3,,,,,,,13.3,0.6,12,,,,
24.10.2020 17:00,15.7,,,,84,,,,,, ,,,,,,,,,,,13.0,,,,,,
24.10.2020 16:00,16.1,,,,80,,,,,, ,,,,,,,,,,,12.6,,,,,,
24.10.2020 15:00,15.8,,,,85,,,,,, ,,,,,,,,,,,13.2,,,,,,
24.10.2020 14:00,14.6,,,,91,,,,,, ,,,,,,,,,,,13.2,,,,,,
24.10.2020 13:00,15.4,,,,80,,,,,, ,,,,,,,,,,,12.0,,,,,,
24.10.2020 12:00,15.0,,,,80,,,,,, ,,,,,,,,,,,11.6,No precipitation,6,,,,
24.10.2020 11:00,14.9,,,,79,,,,,, ,,,,,,,,,,,11.2,,,,,,
24.10.2020 10:00,14.3,,,,81,,,,,, ,,,,,,,,,,,11.1,,,,,,
24.10.2020 09:00,13.3,,,,83,,,,,, ,,,,,,,,,,,10.5,,,,,,
24.10.2020 08:00,12.4,,,,82,,,,,, ,,,,,,,,,,,9.3,,,,,,
24.10.2020 07:00,11.6,,,,80,,,,,, ,,,,,,,,,,,8.3,,,,,,
24.10.2020 06:00,11.0,,,,85,,,,,, ,,,8.4,,,,,,,,8.5,No precipitation,12,,,,
24.10.2020 05:00,10.1,,,,88,,,,,, ,,,,,,,,,,,8.1,,,,,,
24.10.2020 04:00,10.4,,,,85,,,,,, ,,,,,,,,,,,7.9,,,,,,
24.10.2020 03:00,10.3,,,,79,,,,,, ,,,,,,,,,,,6.7,,,,,,
24.10.2020 02:00,9.7,,,,80,,,,,, ,,,,,,,,,,,6.4,,,,,,
24.10.2020 01:00,8.8,,,,82,,,,,, ,,,,,,,,,,,5.8,,,,,,
24.10.2020 00:00,9.1,,,,82,,,,,, ,,,,,,,,,,,6.2,No precipitation,6,,,,
23.10.2020 23:00,9.1,,,,81,,,,,, ,,,,,,,,,,,6.0,,,,,,
23.10.2020 22:00,9.7,,,,82,,,,,, ,,,,,,,,,,,6.7,,,,,,
23.10.2020 21:00,10.8,,,,73,,,,,, ,,,,,,,,,,,6.1,,,,,,
23.10.2020 20:00,11.4,,,,78,,,,,, ,,,,,,,,,,,7.7,,,,,,
23.10.2020 19:00,12.4,,,,82,,,,,, ,,,,,,,,,,,9.3,,,,,,
23.10.2020 18:00,12.7,,,,87,,,,,, ,,,,16.0,,,,,,,10.5,No precipitation,12,,,,
23.10.2020 17:00,13.0,,,,83,,,,,, ,,,,,,,,,,,10.2,,,,,,
23.10.2020 16:00,14.2,,,,75,,,,,, ,,,,,,,,,,,9.8,,,,,,
23.10.2020 15:00,15.3,,,,67,,,,,, ,,,,,,,,,,,9.2,,,,,,
23.10.2020 14:00,15.6,,,,71,,,,,, ,,,,,,,,,,,10.3,,,,,,
23.10.2020 13:00,15.7,,,,76,,,,,, ,,,,,,,,,,,11.4,,,,,,
23.10.2020 12:00,15.1,,,,80,,,,,, ,,,,,,,,,,,11.7,No precipitation,6,,,,
23.10.2020 11:00,15.6,,,,78,,,,,, ,,,,,,,,,,,11.7,,,,,,
23.10.2020 10:00,14.9,,,,80,,,,,, ,,,,,,,,,,,11.5,,,,,,
23.10.2020 09:00,13.8,,,,87,,,,,, ,,,,,,,,,,,11.6,,,,,,
23.10.2020 08:00,12.8,,,,90,,,,,, ,,,,,,,,,,,11.2,,,,,,
23.10.2020 07:00,12.5,,,,95,,,,,, ,,,,,,,,,,,11.7,,,,,,
23.10.2020 06:00,12.2,,,,96,,,,,, ,,,10.5,,,,,,,,11.6,No precipitation,12,,,,
23.10.2020 05:00,11.2,,,,97,,,,,, ,,,,,,,,,,,10.7,,,,,,
23.10.2020 04:00,11.3,,,,96,,,,,, ,,,,,,,,,,,10.6,,,,,,
23.10.2020 03:00,11.8,,,,97,,,,,, ,,,,,,,,,,,11.3,,,,,,
23.10.2020 02:00,11.5,,,,97,,,,,, ,,,,,,,,,,,11.0,,,,,,
23.10.2020 01:00,10.8,,,,95,,,,,, ,,,,,,,,,,,10.1,,,,,,
23.10.2020 00:00,11.0,,,,96,,,,,, ,,,,,,,,,,,10.4,No precipitation,6,,,,
22.10.2020 23:00,10.9,,,,94,,,,,, ,,,,,,,,,,,9.9,,,,,,
22.10.2020 22:00,11.6,,,,93,,,,,, ,,,,,,,,,,,10.5,,,,,,
22.10.2020 21:00,12.3,,,,88,,,,,, ,,,,,,,,,,,10.3,,,,,,
22.10.2020 20:00,12.7,,,,87,,,,,, ,,,,,,,,,,,10.6,,,,,,
22.10.2020 19:00,12.5,,,,88,,,,,, ,,,,,,,,,,,10.6,,,,,,
22.10.2020 18:00,12.1,,,,89,,,,,, ,,,,17.2,,,,,,,10.3,0.2,12,,,,
22.10.2020 17:00,13.2,,,,83,,,,,, ,,,,,,,,,,,10.4,,,,,,
22.10.2020 16:00,14.5,,,,75,,,,,, ,,,,,,,,,,,10.0,,,,,,
22.10.2020 15:00,15.3,,,,70,,,,,, ,,,,,,,,,,,9.8,,,,,,
22.10.2020 14:00,15.7,,,,66,,,,,, ,,,,,,,,,,,9.4,,,,,,
22.10.2020 13:00,16.0,,,,66,,,,,, ,,,,,,,,,,,9.7,,,,,,
22.10.2020 12:00,16.4,,,,64,,,,,, ,,,,,,,,,,,9.6,No precipitation,6,,,,
22.10.2020 11:00,15.6,,,,72,,,,,, ,,,,,,,,,,,10.6,,,,,,
22.10.2020 10:00,14.7,,,,77,,,,,, ,,,,,,,,,,,10.7,,,,,,
22.10.2020 09:00,13.6,,,,81,,,,,, ,,,,,,,,,,,10.4,,,,,,
22.10.2020 08:00,13.1,,,,84,,,,,, ,,,,,,,,,,,10.5,,,,,,
22.10.2020 07:00,12.5,,,,86,,,,,, ,,,,,,,,,,,10.2,,,,,,
22.10.2020 06:00,12.0,,,,88,,,,,, ,,,11.9,,,,,,,,10.1,No precipitation,12,,,,
22.10.2020 05:00,12.5,,,,87,,,,,, ,,,,,,,,,,,10.4,,,,,,
22.10.2020 04:00,12.0,,,,87,,,,,, ,,,,,,,,,,,9.9,,,,,,
22.10.2020 03:00,12.3,,,,86,,,,,, ,,,,,,,,,,,10.0,,,,,,
22.10.2020 02:00,12.8,,,,84,,,,,, ,,,,,,,,,,,10.1,,,,,,
22.10.2020 01:00,13.0,,,,84,,,,,, ,,,,,,,,,,,10.3,,,,,,
22.10.2020 00:00,12.8,,,,85,,,,,, ,,,,,,,,,,,10.3,No precipitation,6,,,,
21.10.2020 23:00,13.0,,,,84,,,,,, ,,,,,,,,,,,10.4,,,,,,
21.10.2020 22:00,14.1,,,,85,,,,,, ,,,,,,,,,,,11.6,,,,,,
21.10.2020 21:00,13.7,,,,91,,,,,, ,,,,,,,,,,,12.3,,,,,,
21.10.2020 20:00,14.1,,,,90,,,,,, ,,,,,,,,,,,12.5,,,,,,
21.10.2020 19:00,14.4,,,,91,,,,,, ,,,,,,,,,,,13.0,,,,,,
21.10.2020 18:00,14.4,,,,91,,,,,, ,,,,16.0,,,,,,,13.0,11,12,,,,
21.10.2020 17:00,14.5,,,,93,,,,,, ,,,,,,,,,,,13.4,,,,,,
21.10.2020 16:00,14.6,,,,93,,,,,, ,,,,,,,,,,,13.4,,,,,,
21.10.2020 15:00,15.6,,,,94,,,,,, ,,,,,,,,,,,14.7,,,,,,
21.10.2020 14:00,15.7,,,,95,,,,,, ,,,,,,,,,,,14.9,,,,,,
21.10.2020 13:00,15.4,,,,96,,,,,, ,,,,,,,,,,,14.7,,,,,,
21.10.2020 12:00,15.2,,,,96,,,,,, ,,,,,,,,,,,14.5,10,6,,,,
21.10.2020 11:00,14.8,,,,97,,,,,, ,,,,,,,,,,,14.3,,,,,,
21.10.2020 10:00,14.4,,,,96,,,,,, ,,,,,,,,,,,13.8,,,,,,
21.10.2020 09:00,14.3,,,,97,,,,,, ,,,,,,,,,,,13.8,,,,,,
21.10.2020 08:00,14.2,,,,97,,,,,, ,,,,,,,,,,,13.7,,,,,,
21.10.2020 07:00,14.3,,,,96,,,,,, ,,,,,,,,,,,13.7,,,,,,
21.10.2020 06:00,14.4,,,,96,,,,,, ,,,14.4,,,,,,,,13.8,8,12,,,,
21.10.2020 05:00,14.6,,,,95,,,,,, ,,,,,,,,,,,13.8,,,,,,
21.10.2020 04:00,14.7,,,,93,,,,,, ,,,,,,,,,,,13.6,,,,,,
21.10.2020 03:00,15.3,,,,89,,,,,, ,,,,,,,,,,,13.4,,,,,,
21.10.2020 02:00,15.4,,,,87,,,,,, ,,,,,,,,,,,13.2,,,,,,
21.10.2020 01:00,15.4,,,,85,,,,,, ,,,,,,,,,,,12.9,,,,,,
21.10.2020 00:00,15.6,,,,84,,,,,, ,,,,,,,,,,,12.9,No precipitation,6,,,,
20.10.2020 23:00,15.7,,,,84,,,,,, ,,,,,,,,,,,12.9,,,,,,
20.10.2020 22:00,15.5,,,,84,,,,,, ,,,,,,,,,,,12.7,,,,,,
20.10.2020 21:00,15.5,,,,84,,,,,, ,,,,,,,,,,,12.8,,,,,,
20.10.2020 20:00,15.7,,,,84,,,,,, ,,,,,,,,,,,13.0,,,,,,
20.10.2020 19:00,15.5,,,,84,,,,,, ,,,,,,,,,,,12.8,,,,,,
20.10.2020 18:00,15.7,,,,82,,,,,, ,,,,18.5,,,,,,,12.7,No precipitation,12,,,,
20.10.2020 17:00,16.4,,,,76,,,,,, ,,,,,,,,,,,12.1,,,,,,
20.10.2020 16:00,17.3,,,,72,,,,,, ,,,,,,,,,,,12.2,,,,,,
20.10.2020 15:00,17.6,,,,70,,,,,, ,,,,,,,,,,,12.1,,,,,,
20.10.2020 14:00,18.0,,,,68,,,,,, ,,,,,,,,,,,12.0,,,,,,
20.10.2020 13:00,18.2,,,,69,,,,,, ,,,,,,,,,,,12.4,,,,,,
20.10.2020 12:00,18.1,,,,68,,,,,, ,,,,,,,,,,,12.0,No precipitation,6,,,,
20.10.2020 11:00,17.9,,,,71,,,,,, ,,,,,,,,,,,12.5,,,,,,
20.10.2020 10:00,16.7,,,,79,,,,,, ,,,,,,,,,,,13.0,,,,,,
20.10.2020 09:00,15.8,,,,81,,,,,, ,,,,,,,,,,,12.6,,,,,,
20.10.2020 08:00,14.5,,,,85,,,,,, ,,,,,,,,,,,11.9,,,,,,
20.10.2020 07:00,13.9,,,,87,,,,,, ,,,,,,,,,,,11.8,,,,,,
20.10.2020 06:00,13.7,,,,90,,,,,, ,,,12.4,,,,,,,,12.1,0.6,12,,,,
20.10.2020 05:00,13.3,,,,90,,,,,, ,,,,,,,,,,,11.6,,,,,,
20.10.2020 04:00,13.4,,,,82,,,,,, ,,,,,,,,,,,10.3,,,,,,
20.10.2020 03:00,13.4,,,,78,,,,,, ,,,,,,,,,,,9.6,,,,,,
20.10.2020 02:00,13.3,,,,72,,,,,, ,,,,,,,,,,,8.4,,,,,,
20.10.2020 01:00,12.8,,,,71,,,,,, ,,,,,,,,,,,7.7,,,,,,
20.10.2020 00:00,15.6,,,,84,,,,,, ,,,,,,,,,,,12.9,No precipitation,6,,,,
19.10.2020 23:00,12.6,,,,68,,,,,, ,,,,,,,,,,,6.8,,,,,,
19.10.2020 22:00,12.7,,,,67,,,,,, ,,,,,,,,,,,6.6,,,,,,
19.10.2020 21:00,12.8,,,,65,,,,,, ,,,,,,,,,,,6.4,,,,,,
19.10.2020 20:00,12.8,,,,66,,,,,, ,,,,,,,,,,,6.6,,,,,,
19.10.2020 19:00,12.5,,,,69,,,,,, ,,,,,,,,,,,7.0,,,,,,
19.10.2020 18:00,12.9,,,,66,,,,,, ,,,,16.0,,,,,,,6.7,No precipitation,12,,,,
19.10.2020 17:00,13.1,,,,63,,,,,, ,,,,,,,,,,,6.2,,,,,,
19.10.2020 16:00,13.7,,,,57,,,,,, ,,,,,,,,,,,5.2,,,,,,
19.10.2020 15:00,14.5,,,,54,,,,,, ,,,,,,,,,,,5.2,,,,,,
19.10.2020 14:00,15.3,,,,53,,,,,, ,,,,,,,,,,,5.7,,,,,,
19.10.2020 13:00,15.6,,,,50,,,,,, ,,,,,,,,,,,5.2,,,,,,
19.10.2020 12:00,15.7,,,,56,,,,,, ,,,,,,,,,,,6.8,No precipitation,6,,,,
19.10.2020 11:00,14.1,,,,68,,,,,, ,,,,,,,,,,,8.3,,,,,,
19.10.2020 09:00,12.5,,,,76,,,,,, ,,,,,,,,,,,8.3,,,,,,
19.10.2020 08:00,11.5,,,,78,,,,,, ,,,,,,,,,,,7.8,,,,,,
19.10.2020 07:00,10.6,,,,82,,,,,, ,,,,,,,,,,,7.7,,,,,,
19.10.2020 06:00,10.5,,,,84,,,,,, ,,,8.7,,,,,,,,7.8,No precipitation,12,,,,
19.10.2020 05:00,8.8,,,,86,,,,,, ,,,,,,,,,,,6.6,,,,,,
19.10.2020 04:00,10.2,,,,84,,,,,, ,,,,,,,,,,,7.5,,,,,,
19.10.2020 03:00,10.5,,,,81,,,,,, ,,,,,,,,,,,7.4,,,,,,
19.10.2020 02:00,10.6,,,,81,,,,,, ,,,,,,,,,,,7.5,,,,,,
19.10.2020 01:00,10.5,,,,85,,,,,, ,,,,,,,,,,,8.0,,,,,,
19.10.2020 00:00,10.5,,,,84,,,,,, ,,,,,,,,,,,7.8,No precipitation,6,,,,
18.10.2020 23:00,10.6,,,,82,,,,,, ,,,,,,,,,,,7.6,,,,,,
18.10.2020 22:00,10.4,,,,86,,,,,, ,,,,,,,,,,,8.1,,,,,,
18.10.2020 21:00,10.1,,,,85,,,,,, ,,,,,,,,,,,7.7,,,,,,
18.10.2020 20:00,10.3,,,,84,,,,,, ,,,,,,,,,,,7.6,,,,,,
18.10.2020 19:00,10.4,,,,80,,,,,, ,,,,,,,,,,,7.1,,,,,,
18.10.2020 18:00,10.7,,,,77,,,,,, ,,,,13.0,,,,,,,6.8,No precipitation,12,,,,
18.10.2020 17:00,11.3,,,,71,,,,,, ,,,,,,,,,,,6.1,,,,,,
18.10.2020 16:00,11.6,,,,75,,,,,, ,,,,,,,,,,,7.2,,,,,,
