# Weather station Cardiff (airport), UK, METAR=EGFF,selection from 27.02.2020 till 11.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGFF&lang=en
#
"Local time in Cardiff (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"07.11.2020 22:20";"11.0";"755.9";"762.0";"94";"Wind blowing from the east-northeast";"6";"";"";"";"Broken clouds (60-90%) 390 m";"10.0 and more";"10.0";
"07.11.2020 21:50";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"5";"";"";"";"Broken clouds (60-90%) 390 m";"10.0 and more";"10.0";
"07.11.2020 21:20";"11.0";"756.7";"762.8";"100";"Wind blowing from the east-northeast";"4";"";"";"";"Scattered clouds (40-50%) 480 m";"10.0 and more";"11.0";
"07.11.2020 20:50";"11.0";"756.7";"762.8";"100";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"07.11.2020 20:20";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 19:50";"12.0";"756.7";"762.8";"88";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 19:20";"12.0";"756.7";"762.8";"88";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 18:50";"12.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"07.11.2020 18:20";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 17:50";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 17:20";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 16:50";"11.0";"756.7";"762.8";"94";"Wind blowing from the east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 16:20";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 15:50";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 15:20";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 14:50";"11.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 14:20";"10.0";"756.7";"762.8";"94";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"07.11.2020 13:50";"10.0";"756.7";"762.8";"100";"Wind blowing from the east-northeast";"6";"";"";"";"Few clouds (10-30%) 240 m";"10.0 and more";"10.0";
"07.11.2020 13:20";"10.0";"756.7";"762.8";"100";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"07.11.2020 12:50";"10.0";"757.4";"763.5";"94";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"8.0";"9.0";
"07.11.2020 12:20";"10.0";"757.4";"763.5";"94";"Wind blowing from the east-northeast";"7";"";"";"";"Broken clouds (60-90%) 150 m";"7.0";"9.0";
"07.11.2020 11:50";"9.0";"757.3";"763.5";"100";"Wind blowing from the east";"6";"";"";"";"Broken clouds (60-90%) 120 m, overcast (100%) 210 m";"7.0";"9.0";
"07.11.2020 11:20";"9.0";"757.3";"763.5";"100";"Wind blowing from the east";"7";"";"";"";"Overcast (100%) 90 m";"6.0";"9.0";
"07.11.2020 10:50";"9.0";"758.1";"764.3";"100";"Wind blowing from the east";"6";"";"Mist";"";"Overcast (100%) 90 m";"5.0";"9.0";
"07.11.2020 10:20";"9.0";"757.3";"763.5";"100";"Wind blowing from the east";"7";"";"";"";"Overcast (100%) 120 m";"6.0";"9.0";
"07.11.2020 09:50";"9.0";"757.3";"763.5";"100";"Wind blowing from the east-northeast";"7";"";"";"";"Overcast (100%) 90 m";"6.0";"9.0";
"07.11.2020 09:20";"9.0";"757.3";"763.5";"94";"Wind blowing from the east-northeast";"8";"";"";"";"Broken clouds (60-90%) 120 m";"6.0";"8.0";
"07.11.2020 08:50";"8.0";"758.1";"764.3";"100";"Wind blowing from the east-northeast";"7";"";"";"";"Broken clouds (60-90%) 120 m";"6.0";"8.0";
"07.11.2020 08:20";"8.0";"757.3";"763.5";"100";"Wind blowing from the east-northeast";"6";"";"";"";"Broken clouds (60-90%) 150 m";"6.0";"8.0";
"07.11.2020 07:50";"8.0";"758.1";"764.3";"100";"Wind blowing from the east-northeast";"6";"";"";"";"Overcast (100%) 150 m";"6.0";"8.0";
"07.11.2020 07:20";"8.0";"757.3";"763.5";"100";"Wind blowing from the east-northeast";"7";"";"";"";"Overcast (100%) 150 m";"6.0";"8.0";
"07.11.2020 06:50";"8.0";"757.3";"763.5";"100";"Wind blowing from the east";"6";"";"Mist";"";"Overcast (100%) 150 m";"5.0";"8.0";
"07.11.2020 06:20";"8.0";"757.3";"763.5";"100";"Wind blowing from the east";"6";"";"";"";"Overcast (100%) 150 m";"6.0";"8.0";
"07.11.2020 05:50";"8.0";"757.3";"763.5";"100";"Wind blowing from the east-northeast";"7";"";"";"";"Overcast (100%) 150 m";"7.0";"8.0";
"07.11.2020 05:20";"8.0";"758.1";"764.3";"100";"Wind blowing from the east-northeast";"5";"";"";"";"Overcast (100%) 150 m";"8.0";"8.0";
"07.11.2020 04:50";"8.0";"758.1";"764.3";"100";"Wind blowing from the east-northeast";"6";"";"";"";"Overcast (100%) 150 m";"8.0";"8.0";
"07.11.2020 04:20";"8.0";"758.1";"764.3";"100";"Wind blowing from the east-northeast";"5";"";"";"";"Overcast (100%) 180 m";"9.0";"8.0";
"07.11.2020 03:50";"8.0";"758.1";"764.3";"100";"Wind blowing from the east-northeast";"5";"";"";"";"Overcast (100%) 210 m";"10.0 and more";"8.0";
"07.11.2020 03:20";"8.0";"758.1";"764.3";"100";"Wind blowing from the east";"5";"";"";"";"Overcast (100%) 210 m";"10.0 and more";"8.0";
"07.11.2020 02:50";"8.0";"758.1";"764.3";"93";"Wind blowing from the east";"5";"";"";"";"Overcast (100%) 240 m";"10.0 and more";"7.0";
"07.11.2020 02:20";"8.0";"758.1";"764.3";"87";"Wind blowing from the east";"5";"";"";"";"Overcast (100%) 270 m";"10.0 and more";"6.0";
"07.11.2020 01:50";"8.0";"758.1";"764.3";"87";"Wind blowing from the east-northeast";"6";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"6.0";
"07.11.2020 01:20";"8.0";"758.1";"764.3";"87";"Wind blowing from the east";"5";"";"";"";"Overcast (100%) 300 m";"10.0 and more";"6.0";
"07.11.2020 00:50";"8.0";"758.8";"765.0";"87";"Wind blowing from the east-northeast";"5";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"6.0";
"07.11.2020 00:20";"8.0";"758.8";"765.0";"82";"Wind blowing from the east";"6";"";"";"";"Overcast (100%) 330 m";"10.0 and more";"5.0";
"06.11.2020 23:50";"8.0";"758.8";"765.0";"82";"Wind blowing from the east-northeast";"6";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"5.0";
"06.11.2020 23:20";"8.0";"758.8";"765.0";"82";"Wind blowing from the east-northeast";"5";"";"";"";"Overcast (100%) 360 m";"10.0 and more";"5.0";
"06.11.2020 22:50";"8.0";"758.8";"765.0";"82";"Wind blowing from the east";"5";"";"";"";"Overcast (100%) 390 m";"10.0 and more";"5.0";
"06.11.2020 22:20";"8.0";"759.6";"765.8";"82";"Wind blowing from the east-northeast";"5";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"5.0";
"06.11.2020 21:50";"8.0";"758.8";"765.0";"82";"Wind blowing from the east";"6";"";"";"";"Overcast (100%) 420 m";"10.0 and more";"5.0";
"06.11.2020 21:20";"8.0";"759.6";"765.8";"76";"Wind blowing from the east";"7";"";"";"";"Overcast (100%) 450 m";"10.0 and more";"4.0";
"06.11.2020 20:50";"8.0";"759.6";"765.8";"76";"Wind blowing from the east";"7";"";"";"";"Broken clouds (60-90%) 480 m";"10.0 and more";"4.0";
"06.11.2020 20:20";"8.0";"759.6";"765.8";"71";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"06.11.2020 19:50";"8.0";"759.6";"765.8";"71";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"06.11.2020 19:20";"9.0";"759.6";"765.8";"66";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"06.11.2020 18:50";"9.0";"760.4";"766.6";"66";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"06.11.2020 18:20";"9.0";"760.4";"766.6";"66";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"06.11.2020 17:50";"9.0";"760.4";"766.6";"71";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"06.11.2020 17:20";"9.0";"760.4";"766.6";"71";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"06.11.2020 16:50";"10.0";"761.1";"767.3";"67";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"06.11.2020 16:20";"10.0";"761.1";"767.3";"71";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 15:50";"10.0";"761.1";"767.3";"71";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 15:20";"11.0";"761.1";"767.3";"67";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 14:50";"10.0";"761.1";"767.3";"71";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 14:20";"10.0";"761.9";"768.1";"71";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 13:50";"10.0";"762.7";"768.9";"71";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 13:20";"10.0";"762.7";"768.9";"71";"Wind blowing from the east-northeast";"8";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 12:50";"9.0";"763.4";"769.6";"76";"Wind blowing from the east-northeast";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 12:20";"9.0";"763.4";"769.6";"76";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 11:50";"8.0";"764.2";"770.4";"82";"Wind blowing from the east";"9";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 11:20";"8.0";"764.2";"770.4";"82";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 10:50";"7.0";"764.8";"771.1";"87";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 10:20";"7.0";"764.8";"771.1";"93";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"06.11.2020 09:50";"6.0";"764.8";"771.1";"100";"Wind blowing from the east";"8";"";"";"";"No Significant Clouds";"8.0";"6.0";
"06.11.2020 09:20";"6.0";"765.6";"771.9";"100";"Wind blowing from the east";"7";"";"";"";"No Significant Clouds";"6.0";"6.0";
"06.11.2020 08:50";"6.0";"765.6";"771.9";"100";"Wind blowing from the east";"6";"";"Mist";"";"Scattered clouds (40-50%) 150 m";"5.0";"6.0";
"06.11.2020 08:20";"6.0";"765.6";"771.9";"100";"Wind blowing from the east";"7";"";"Mist";"";"No Significant Clouds";"5.0";"6.0";
"06.11.2020 07:50";"5.0";"765.6";"771.9";"100";"Wind blowing from the east";"7";"";"Mist";"";"Scattered clouds (40-50%) 150 m";"4.5";"5.0";
"06.11.2020 07:20";"5.0";"765.6";"771.9";"100";"Wind blowing from the east";"6";"";"Mist";"";"Broken clouds (60-90%) 120 m";"4.4";"5.0";
"06.11.2020 06:50";"5.0";"766.4";"772.7";"100";"Wind blowing from the east-northeast";"6";"";"";"";"Broken clouds (60-90%) 150 m";"6.0";"5.0";
"06.11.2020 06:20";"5.0";"766.4";"772.7";"100";"Wind blowing from the east-northeast";"6";"";"";"";"Scattered clouds (40-50%) 150 m";"7.0";"5.0";
"06.11.2020 05:50";"5.0";"766.4";"772.7";"100";"Wind blowing from the east-northeast";"6";"";"";"";"Few clouds (10-30%) 150 m";"6.0";"5.0";
"06.11.2020 05:20";"5.0";"767.1";"773.4";"100";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"7.0";"5.0";
"06.11.2020 04:50";"5.0";"767.1";"773.4";"100";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"9.0";"5.0";
"06.11.2020 04:20";"5.0";"767.1";"773.4";"100";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 03:50";"5.0";"767.1";"773.4";"100";"Wind blowing from the east-northeast";"6";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"06.11.2020 03:20";"5.0";"767.1";"773.4";"93";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"9.0";"4.0";
"06.11.2020 02:50";"5.0";"767.6";"773.9";"100";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"8.0";"5.0";
"06.11.2020 02:20";"5.0";"767.6";"773.9";"93";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"7.0";"4.0";
"06.11.2020 01:50";"5.0";"767.6";"773.9";"100";"Wind blowing from the east-northeast";"5";"";"";"";"No Significant Clouds";"6.0";"5.0";
"06.11.2020 01:20";"5.0";"768.4";"774.7";"100";"Wind blowing from the east-northeast";"4";"";"Mist";"";"No Significant Clouds";"4.2";"5.0";
"06.11.2020 00:50";"5.0";"768.4";"774.7";"100";"Wind blowing from the east-northeast";"4";"";"Mist";"";"No Significant Clouds";"3.1";"5.0";
"06.11.2020 00:20";"5.0";"768.4";"774.7";"100";"Wind blowing from the east-northeast";"4";"";"Mist";"";"No Significant Clouds";"1.9";"5.0";
"05.11.2020 23:50";"4.0";"769.1";"775.5";"100";"Wind blowing from the east";"3";"";"Fog";"";"No Significant Clouds";"0.9";"4.0";
"05.11.2020 23:20";"4.0";"769.1";"775.5";"100";"Wind blowing from the east-northeast";"3";"";"Fog";"";"No Significant Clouds";"0.9";"4.0";
"05.11.2020 22:50";"4.0";"769.1";"775.5";"93";"Wind blowing from the east-northeast";"2";"";"Mist";"";"No Significant Clouds";"1.0";"3.0";
"05.11.2020 22:20";"5.0";"769.1";"775.5";"100";"Wind blowing from the east-northeast";"3";"";"Mist";"";"No Significant Clouds";"1.4";"5.0";
"05.11.2020 21:50";"5.0";"769.8";"776.2";"93";"Wind blowing from the east-northeast";"3";"";"Mist";"";"No Significant Clouds";"1.6";"4.0";
"05.11.2020 21:20";"5.0";"769.8";"776.2";"93";"Wind blowing from the east-northeast";"3";"";"Mist";"";"No Significant Clouds";"2.0";"4.0";
"05.11.2020 20:50";"4.0";"769.8";"776.2";"93";"Wind blowing from the east-northeast";"2";"";"Haze";"";"No Significant Clouds";"2.3";"3.0";
"05.11.2020 20:20";"5.0";"770.6";"777.0";"87";"Wind blowing from the north-east";"2";"";"Haze";"";"No Significant Clouds";"3.3";"3.0";
"05.11.2020 19:50";"5.0";"770.6";"777.0";"87";"variable wind direction";"2";"";"Haze";"";"No Significant Clouds";"4.4";"3.0";
"05.11.2020 19:20";"5.0";"770.6";"777.0";"87";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"05.11.2020 18:50";"5.0";"770.6";"777.0";"87";"Wind blowing from the north-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"05.11.2020 18:20";"7.0";"770.7";"777.0";"81";"Wind blowing from the east-northeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 17:50";"7.0";"770.7";"777.0";"81";"Wind blowing from the north-east";"1";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 17:20";"8.0";"770.7";"777.0";"82";"Wind blowing from the east-northeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"05.11.2020 16:50";"8.0";"770.7";"777.0";"76";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 16:20";"9.0";"771.4";"777.7";"76";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"05.11.2020 15:50";"10.0";"771.4";"777.7";"71";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"05.11.2020 15:20";"11.0";"771.5";"777.7";"67";"Wind blowing from the south-east";"2";"";"";"";"Broken clouds (60-90%) 960 m";"10.0 and more";"5.0";
"05.11.2020 14:50";"10.0";"771.4";"777.7";"71";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 960 m";"10.0 and more";"5.0";
"05.11.2020 14:20";"11.0";"771.5";"777.7";"72";"Wind blowing from the south-southeast";"2";"";"";"";"Broken clouds (60-90%) 900 m";"10.0 and more";"6.0";
"05.11.2020 13:50";"11.0";"772.3";"778.5";"77";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 930 m";"10.0 and more";"7.0";
"05.11.2020 13:20";"10.0";"772.2";"778.5";"76";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"05.11.2020 12:50";"10.0";"773.0";"779.3";"88";"variable wind direction";"2";"";"Patches fog";"";"Scattered clouds (40-50%) 120 m";"10.0 and more";"8.0";
"05.11.2020 12:20";"10.0";"773.0";"779.3";"88";"Wind blowing from the south-east";"3";"";"In the vicinity fog";"";"Scattered clouds (40-50%) 150 m";"10.0 and more";"8.0";
"05.11.2020 11:50";"10.0";"773.0";"779.3";"88";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 150 m";"10.0 and more";"8.0";
"05.11.2020 11:20";"11.0";"773.0";"779.3";"82";"Wind blowing from the south-east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"05.11.2020 10:50";"10.0";"773.7";"780.0";"88";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 1170 m";"10.0 and more";"8.0";
"05.11.2020 10:20";"9.0";"773.7";"780.0";"94";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"8.0";
"05.11.2020 09:50";"8.0";"773.7";"780.0";"93";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"7.0";
"05.11.2020 09:20";"7.0";"773.7";"780.0";"93";"Wind blowing from the north-northeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"6.0";
"05.11.2020 08:50";"5.0";"773.6";"780.0";"100";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"05.11.2020 08:20";"3.0";"773.6";"780.0";"100";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"05.11.2020 07:50";"3.0";"772.9";"779.3";"93";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"2.0";
"05.11.2020 07:20";"6.0";"772.9";"779.3";"87";"Wind blowing from the east-southeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 06:50";"5.0";"772.9";"779.3";"93";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 06:20";"4.0";"772.9";"779.3";"93";"Wind blowing from the north-northeast";"2";"";"";"";"Few clouds (10-30%) 1230 m";"10.0 and more";"3.0";
"05.11.2020 05:50";"4.0";"772.9";"779.3";"100";"Wind blowing from the north-northeast";"2";"";"";"";"Broken clouds (60-90%) 1200 m";"10.0 and more";"4.0";
"05.11.2020 05:20";"3.0";"772.9";"779.3";"93";"Wind blowing from the north-northeast";"2";"";"";"";"Broken clouds (60-90%) 1260 m";"10.0 and more";"2.0";
"05.11.2020 04:50";"3.0";"772.9";"779.3";"100";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"05.11.2020 04:20";"4.0";"772.9";"779.3";"93";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"3.0";
"05.11.2020 03:50";"4.0";"772.9";"779.3";"100";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 03:20";"2.0";"772.8";"779.3";"100";"Wind blowing from the north-northwest";"2";"";"";"";"No Significant Clouds";"9.0";"2.0";
"05.11.2020 02:50";"5.0";"772.9";"779.3";"93";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 02:20";"4.0";"772.9";"779.3";"100";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 01:50";"5.0";"772.9";"779.3";"93";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 01:20";"4.0";"773.6";"780.0";"100";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 00:50";"5.0";"773.6";"780.0";"93";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"05.11.2020 00:20";"6.0";"773.6";"780.0";"93";"Wind blowing from the north";"4";"";"";"";"No Significant Clouds";"10.0 and more";"5.0";
"04.11.2020 23:50";"5.0";"773.6";"780.0";"93";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"04.11.2020 23:20";"5.0";"773.6";"780.0";"93";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"04.11.2020 22:50";"5.0";"773.6";"780.0";"93";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"04.11.2020 22:20";"5.0";"773.6";"780.0";"93";"Wind blowing from the north";"3";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
"04.11.2020 21:50";"5.0";"772.9";"779.3";"93";"Wind blowing from the north";"4";"";"";"";"No Significant Clouds";"10.0 and more";"4.0";
