# Weather station Valley (airport), UK, METAR=EGOV,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=EGOV&lang=en
#
"Local time in Valley (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"15.11.2020 17:50";"10.0";"741.8";"741.9";"94";"Wind blowing from the west";"13";"18";"Unknown precipitation";"";"Broken clouds (60-90%) 450 m, scattered clouds (40-50%) 1500 m";"10.0 and more";"9.0";
"15.11.2020 16:50";"9.0";"740.3";"740.4";"94";"Wind blowing from the west-southwest";"13";"";"Unknown precipitation";"";"Few clouds (10-30%) 360 m, broken clouds (60-90%) 450 m";"3.8";"8.0";
"15.11.2020 15:50";"9.0";"739.5";"739.6";"87";"Wind blowing from the west-southwest";"13";"";"Unknown precipitation";"";"Scattered clouds (40-50%) 690 m, broken clouds (60-90%) 1140 m";"8.0";"7.0";
"15.11.2020 14:50";"9.0";"739.5";"739.6";"82";"Wind blowing from the west-southwest";"15";"21";"";"Unknown precipitation";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 990 m";"10.0 and more";"6.0";
"15.11.2020 13:50";"9.0";"738.8";"738.9";"82";"Wind blowing from the south-west";"14";"";"Unknown precipitation";"";"Broken clouds (60-90%) 960 m, scattered clouds (40-50%) 1500 m";"7.0";"6.0";
"15.11.2020 12:50";"11.0";"738.8";"738.9";"67";"Wind blowing from the south-west";"14";"";"";"";"Scattered clouds (40-50%) 930 m";"10.0 and more";"5.0";
"15.11.2020 11:50";"10.0";"738.8";"738.9";"71";"Wind blowing from the south-west";"15";"";"";"";"Scattered clouds (40-50%) 960 m, scattered clouds (40-50%) 2100 m";"10.0 and more";"5.0";
"15.11.2020 10:50";"10.0";"738.8";"738.9";"71";"Wind blowing from the south-west";"14";"";"";"Unknown precipitation";"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1500 m";"10.0 and more";"5.0";
"15.11.2020 09:50";"10.0";"738.0";"738.1";"76";"Wind blowing from the south-west";"16";"22";"";"Rain";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 930 m";"10.0 and more";"6.0";
"15.11.2020 08:50";"9.0";"737.3";"737.4";"82";"Wind blowing from the south-west";"13";"20";"Haze";"Unknown precipitation";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 720 m";"1.2";"6.0";
"15.11.2020 07:50";"10.0";"737.3";"737.4";"82";"Wind blowing from the south-west";"16";"";"";"Unknown precipitation";"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 840 m";"10.0 and more";"7.0";
"15.11.2020 06:50";"11.0";"737.3";"737.4";"94";"Wind blowing from the south-southwest";"16";"";"Light rain";"";"Few clouds (10-30%) 420 m, broken clouds (60-90%) 1290 m";"5.0";"10.0";
"15.11.2020 05:50";"11.0";"738.0";"738.1";"94";"Wind blowing from the south";"12";"";"Light rain";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 450 m";"4.3";"10.0";
"15.11.2020 04:50";"12.0";"738.8";"738.9";"88";"Wind blowing from the south";"12";"";"";"";"Broken clouds (60-90%) 420 m, broken clouds (60-90%) 690 m";"10.0 and more";"10.0";
"15.11.2020 03:50";"12.0";"740.3";"740.4";"88";"Wind blowing from the south";"14";"";"";"Drizzle";"Broken clouds (60-90%) 360 m, scattered clouds (40-50%) 5700 m";"10.0 and more";"10.0";
"15.11.2020 02:50";"11.0";"741.1";"741.2";"94";"Wind blowing from the south";"13";"";"Haze";"Rain";"Few clouds (10-30%) 270 m, broken clouds (60-90%) 840 m";"7.0";"10.0";
"15.11.2020 01:50";"11.0";"741.8";"741.9";"94";"Wind blowing from the south";"15";"22";"Rain";"";"Broken clouds (60-90%) 240 m, scattered clouds (40-50%) 810 m";"5.0";"10.0";
"15.11.2020 00:50";"12.0";"743.1";"743.2";"88";"Wind blowing from the south";"14";"";"Haze";"Rain";"Broken clouds (60-90%) 420 m";"3.6";"10.0";
"14.11.2020 23:50";"12.0";"743.1";"743.2";"88";"Wind blowing from the south";"14";"";"Haze";"";"Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 1500 m";"8.0";"10.0";
"14.11.2020 22:50";"12.0";"743.9";"744.0";"82";"Wind blowing from the south-southwest";"15";"";"Haze";"Unknown precipitation";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 1350 m";"9.0";"9.0";
"14.11.2020 21:50";"12.0";"744.6";"744.7";"82";"Wind blowing from the south-southwest";"14";"";"Haze";"";"Scattered clouds (40-50%) 570 m, scattered clouds (40-50%) 990 m";"9.0";"9.0";
"14.11.2020 20:50";"12.0";"743.9";"744.0";"82";"Wind blowing from the south-southwest";"17";"";"Haze";"Unknown precipitation";"Scattered clouds (40-50%) 600 m";"8.0";"9.0";
"14.11.2020 19:50";"12.0";"743.9";"744.0";"88";"Wind blowing from the south-southwest";"15";"";"Unknown precipitation";"";"Few clouds (10-30%) 510 m, scattered clouds (40-50%) 870 m, broken clouds (60-90%) 1500 m";"2.2";"10.0";
"14.11.2020 18:50";"13.0";"743.9";"744.0";"82";"Wind blowing from the south-southwest";"16";"";"Haze";"";"Scattered clouds (40-50%) 660 m, scattered clouds (40-50%) 930 m, broken clouds (60-90%) 2700 m";"9.0";"10.0";
"14.11.2020 17:50";"12.0";"743.1";"743.2";"88";"Wind blowing from the south-southwest";"16";"";"Haze";"Rain";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 1020 m";"7.0";"10.0";
"14.11.2020 16:50";"12.0";"743.1";"743.2";"88";"Wind blowing from the south-southwest";"16";"";"Haze";"";"Few clouds (10-30%) 510 m";"9.0";"10.0";
"14.11.2020 15:50";"13.0";"743.1";"743.2";"88";"Wind blowing from the south";"15";"";"";"Rain";"Scattered clouds (40-50%) 510 m";"10.0 and more";"11.0";
"14.11.2020 14:50";"13.0";"743.1";"743.2";"94";"Wind blowing from the south";"14";"";"Rain";"";"Few clouds (10-30%) 240 m, broken clouds (60-90%) 450 m";"1.8";"12.0";
"14.11.2020 13:50";"13.0";"743.9";"744.0";"88";"Wind blowing from the south";"13";"";"";"Drizzle";"Scattered clouds (40-50%) 1230 m, scattered clouds (40-50%) 2100 m";"10.0 and more";"11.0";
"14.11.2020 12:50";"14.0";"745.4";"745.5";"82";"Wind blowing from the south";"12";"";"";"";"Broken clouds (60-90%) 1380 m";"10.0 and more";"11.0";
"14.11.2020 11:50";"13.0";"746.2";"746.3";"88";"Wind blowing from the south";"11";"";"";"";"Few clouds (10-30%) 1170 m";"10.0 and more";"11.0";
"14.11.2020 10:50";"13.0";"747.7";"747.8";"94";"Wind blowing from the south";"12";"";"";"";"Broken clouds (60-90%) 390 m, broken clouds (60-90%) 660 m";"10.0 and more";"12.0";
"14.11.2020 09:50";"13.0";"747.7";"747.8";"94";"Wind blowing from the south";"10";"";"";"Drizzle";"Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 1410 m";"10.0 and more";"12.0";
"14.11.2020 08:50";"13.0";"748.4";"748.5";"94";"Wind blowing from the south";"10";"";"";"";"Broken clouds (60-90%) 330 m";"10.0 and more";"12.0";
"14.11.2020 07:50";"12.0";"750.0";"750.1";"88";"Wind blowing from the south-southeast";"8";"";"";"";"Scattered clouds (40-50%) 360 m, broken clouds (60-90%) 660 m";"10.0 and more";"10.0";
"14.11.2020 06:50";"10.0";"750.7";"750.8";"94";"Wind blowing from the south-southeast";"6";"";"";"Drizzle";"Broken clouds (60-90%) 420 m";"10.0 and more";"9.0";
"14.11.2020 05:50";"10.0";"751.5";"751.6";"88";"Wind blowing from the south-southeast";"9";"";"Light drizzle";"";"Broken clouds (60-90%) 720 m, scattered clouds (40-50%) 1500 m";"10.0 and more";"8.0";
"14.11.2020 04:50";"10.0";"752.2";"752.3";"88";"Wind blowing from the south";"11";"";"Light rain";"";"Broken clouds (60-90%) 1350 m";"9.0";"8.0";
"14.11.2020 03:50";"10.0";"752.2";"752.3";"94";"Wind blowing from the south";"12";"";"Light rain";"";"Scattered clouds (40-50%) 420 m, scattered clouds (40-50%) 510 m";"10.0 and more";"9.0";
"14.11.2020 02:50";"11.0";"753.0";"753.1";"88";"Wind blowing from the south";"11";"";"Light drizzle";"";"Few clouds (10-30%) 1020 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1500 m";"10.0 and more";"9.0";
"14.11.2020 01:50";"11.0";"753.8";"753.9";"88";"Wind blowing from the south";"11";"";"";"Drizzle";"Few clouds (10-30%) 780 m, scattered clouds (40-50%) 1500 m";"10.0 and more";"9.0";
"14.11.2020 00:50";"11.0";"754.5";"754.6";"88";"Wind blowing from the south";"9";"";"";"Rain";"Scattered clouds (40-50%) 690 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3000 m";"10.0 and more";"9.0";
"13.11.2020 23:50";"10.0";"755.3";"755.4";"88";"Wind blowing from the south";"11";"17";"Rain";"";"Scattered clouds (40-50%) 690 m";"2.2";"8.0";
"13.11.2020 22:50";"11.0";"755.3";"755.4";"82";"Wind blowing from the south-southwest";"12";"";"";"Rain";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"8.0";
"13.11.2020 21:50";"11.0";"756.1";"756.2";"82";"Wind blowing from the south-southwest";"12";"";"";"Rain";"Few clouds (10-30%) 1230 m, scattered clouds (40-50%) 2100 m";"10.0 and more";"8.0";
"13.11.2020 20:50";"10.0";"756.1";"756.2";"88";"Wind blowing from the south-southwest";"13";"";"";"";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 3000 m";"2.0";"8.0";
"13.11.2020 19:50";"11.0";"756.1";"756.2";"77";"Wind blowing from the south-southwest";"13";"";"";"";"Broken clouds (60-90%) 2400 m";"10.0 and more";"7.0";
"13.11.2020 18:50";"11.0";"756.1";"756.2";"82";"Wind blowing from the south-west";"12";"";"";"";"Few clouds (10-30%) 720 m, broken clouds (60-90%) 3300 m";"10.0 and more";"8.0";
"13.11.2020 17:50";"11.0";"756.1";"756.2";"77";"Wind blowing from the south-west";"11";"";"";"";"Broken clouds (60-90%) 3600 m";"10.0 and more";"7.0";
"13.11.2020 16:50";"11.0";"755.3";"755.4";"72";"Wind blowing from the south-west";"11";"";"";"";"Few clouds (10-30%) 900 m, broken clouds (60-90%) 3600 m";"10.0 and more";"6.0";
"13.11.2020 15:50";"11.0";"755.3";"755.4";"72";"Wind blowing from the south-west";"11";"";"";"";"Broken clouds (60-90%) 3300 m";"10.0 and more";"6.0";
"13.11.2020 14:50";"11.0";"755.3";"755.4";"67";"Wind blowing from the south-west";"10";"";"";"";"Few clouds (10-30%) 930 m, overcast (100%) 3300 m";"10.0 and more";"5.0";
"13.11.2020 14:21";"11.0";"755.3";"755.4";"67";"Wind blowing from the south-west";"11";"";"";"";"Few clouds (10-30%) 930 m, overcast (100%) 7500 m";"10.0 and more";"5.0";
"13.11.2020 13:50";"11.0";"755.3";"755.4";"67";"Wind blowing from the south-west";"11";"";"";"";"Few clouds (10-30%) 930 m, overcast (100%) 7500 m";"10.0 and more";"5.0";
"13.11.2020 13:21";"11.0";"755.3";"755.4";"72";"Wind blowing from the south-west";"10";"";"";"";"Few clouds (10-30%) 870 m, broken clouds (60-90%) 7500 m";"10.0 and more";"6.0";
"13.11.2020 12:50";"11.0";"755.3";"755.4";"72";"Wind blowing from the west-southwest";"11";"";"";"";"Few clouds (10-30%) 900 m, broken clouds (60-90%) 7500 m";"10.0 and more";"6.0";
"13.11.2020 12:20";"11.0";"755.3";"755.4";"67";"Wind blowing from the west-southwest";"10";"";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"5.0";
"13.11.2020 11:50";"11.0";"755.3";"755.4";"67";"Wind blowing from the west-southwest";"9";"";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"5.0";
"13.11.2020 10:50";"11.0";"754.5";"754.6";"67";"Wind blowing from the west-southwest";"11";"";"";"";"Few clouds (10-30%) 840 m";"10.0 and more";"5.0";
"13.11.2020 10:25";"11.0";"754.5";"754.6";"72";"Wind blowing from the west-southwest";"10";"";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"6.0";
"13.11.2020 09:50";"11.0";"754.5";"754.6";"67";"Wind blowing from the south-west";"10";"";"";"";"Few clouds (10-30%) 960 m";"10.0 and more";"5.0";
"13.11.2020 08:50";"10.0";"753.8";"753.9";"67";"Wind blowing from the west-southwest";"10";"";"";"";"Few clouds (10-30%) 960 m";"10.0 and more";"4.0";
"13.11.2020 08:22";"10.0";"753.8";"753.9";"71";"Wind blowing from the west-southwest";"9";"";"";"";"Few clouds (10-30%) 930 m";"10.0 and more";"5.0";
"13.11.2020 07:50";"10.0";"753.8";"753.9";"71";"Wind blowing from the west-southwest";"10";"";"";"";"Few clouds (10-30%) 930 m";"10.0 and more";"5.0";
"13.11.2020 07:28";"10.0";"753.0";"753.1";"71";"Wind blowing from the west-southwest";"11";"";"";"";"Scattered clouds (40-50%) 930 m";"10.0 and more";"5.0";
"13.11.2020 06:50";"10.0";"753.0";"753.1";"71";"Wind blowing from the west-southwest";"11";"";"";"";"Few clouds (10-30%) 930 m";"10.0 and more";"5.0";
"13.11.2020 05:50";"10.0";"753.0";"753.1";"67";"Wind blowing from the west-southwest";"11";"";"";"";"Few clouds (10-30%) 870 m";"10.0 and more";"4.0";
"13.11.2020 04:50";"10.0";"752.2";"752.3";"76";"Wind blowing from the west-southwest";"9";"";"";"Unknown precipitation";"Broken clouds (60-90%) 1500 m";"10.0 and more";"6.0";
"13.11.2020 03:50";"10.0";"751.5";"751.6";"88";"Wind blowing from the west-southwest";"10";"";"Unknown precipitation";"";"Few clouds (10-30%) 1020 m, broken clouds (60-90%) 1380 m";"10.0 and more";"8.0";
"13.11.2020 02:50";"10.0";"751.5";"751.6";"88";"Wind blowing from the west-southwest";"11";"";"Rain";"";"Few clouds (10-30%) 360 m, broken clouds (60-90%) 960 m";"3.0";"8.0";
"13.11.2020 01:50";"12.0";"750.0";"750.1";"94";"Wind blowing from the south";"14";"";"Rain";"";"Broken clouds (60-90%) 330 m, scattered clouds (40-50%) 570 m";"1.8";"11.0";
"13.11.2020 00:50";"12.0";"751.5";"751.6";"88";"Wind blowing from the south";"16";"22";"";"";"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 570 m, broken clouds (60-90%) 1800 m";"10.0 and more";"10.0";
"12.11.2020 23:50";"12.0";"751.5";"751.6";"88";"Wind blowing from the south";"16";"";"";"Drizzle";"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 690 m, broken clouds (60-90%) 1500 m";"10.0 and more";"10.0";
"12.11.2020 22:50";"12.0";"752.2";"752.3";"88";"Wind blowing from the south";"14";"";"Drizzle";"";"Scattered clouds (40-50%) 390 m, broken clouds (60-90%) 630 m";"4.2";"10.0";
"12.11.2020 21:50";"12.0";"753.0";"753.1";"88";"Wind blowing from the south";"14";"";"Light rain, drizzle";"";"Broken clouds (60-90%) 480 m";"10.0 and more";"10.0";
"12.11.2020 20:50";"12.0";"753.8";"753.9";"88";"Wind blowing from the south";"14";"";"";"Unknown precipitation";"Scattered clouds (40-50%) 420 m, broken clouds (60-90%) 1500 m";"10.0 and more";"10.0";
"12.11.2020 19:50";"12.0";"753.8";"753.9";"88";"Wind blowing from the south";"16";"";"Unknown precipitation";"";"Broken clouds (60-90%) 420 m, scattered clouds (40-50%) 780 m";"6.0";"10.0";
"12.11.2020 18:50";"11.0";"754.5";"754.6";"94";"Wind blowing from the south";"14";"";"Drizzle";"";"Few clouds (10-30%) 150 m, broken clouds (60-90%) 420 m";"3.5";"10.0";
"12.11.2020 17:50";"12.0";"754.5";"754.6";"88";"Wind blowing from the south";"16";"";"";"Drizzle";"Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 720 m";"10.0 and more";"10.0";
"12.11.2020 16:50";"11.0";"755.3";"755.4";"94";"Wind blowing from the south-southwest";"15";"";"Light rain";"";"Broken clouds (60-90%) 450 m, scattered clouds (40-50%) 780 m";"8.0";"10.0";
"12.11.2020 15:50";"12.0";"755.3";"755.4";"82";"Wind blowing from the south";"13";"";"";"";"Scattered clouds (40-50%) 510 m, broken clouds (60-90%) 1260 m";"10.0 and more";"9.0";
"12.11.2020 15:24";"12.0";"755.3";"755.4";"82";"Wind blowing from the south";"14";"";"Light shower(s), rain";"";"Few clouds (10-30%) 630 m, broken clouds (60-90%) 1500 m";"10.0 and more";"9.0";
"12.11.2020 14:50";"12.0";"755.3";"755.4";"82";"Wind blowing from the south-southwest";"13";"";"";"";"Few clouds (10-30%) 360 m, broken clouds (60-90%) 1320 m";"10.0 and more";"9.0";
"12.11.2020 14:24";"12.0";"756.1";"756.2";"82";"Wind blowing from the south";"12";"";"";"";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 1500 m";"10.0 and more";"9.0";
"12.11.2020 13:50";"12.0";"756.1";"756.2";"82";"Wind blowing from the south-southwest";"13";"";"";"";"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 7500 m";"10.0 and more";"9.0";
"12.11.2020 13:24";"12.0";"756.1";"756.2";"88";"Wind blowing from the south";"13";"";"";"";"Scattered clouds (40-50%) 510 m";"10.0 and more";"10.0";
"12.11.2020 12:50";"12.0";"756.8";"756.9";"82";"Wind blowing from the south-southwest";"11";"";"";"";"Few clouds (10-30%) 360 m";"10.0 and more";"9.0";
"12.11.2020 12:36";"11.0";"756.8";"756.9";"94";"Wind blowing from the south-southwest";"12";"";"";"";"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 1320 m";"10.0 and more";"10.0";
"12.11.2020 12:20";"11.0";"756.8";"756.9";"88";"Wind blowing from the south-southwest";"13";"";"Light shower(s), rain";"";"Few clouds (10-30%) 360 m, scattered clouds (40-50%) 690 m, broken clouds (60-90%) 1290 m";"8.0";"9.0";
"12.11.2020 11:50";"12.0";"756.8";"756.9";"82";"Wind blowing from the south";"11";"";"Light shower(s), rain";"";"Few clouds (10-30%) 660 m, broken clouds (60-90%) 1290 m";"10.0 and more";"9.0";
"12.11.2020 11:20";"11.0";"757.6";"757.7";"88";"Wind blowing from the south-southwest";"11";"";"";"";"Few clouds (10-30%) 690 m, broken clouds (60-90%) 7500 m";"10.0 and more";"9.0";
"12.11.2020 10:50";"11.0";"757.6";"757.7";"82";"Wind blowing from the south-southwest";"12";"";"";"";"Few clouds (10-30%) 690 m, scattered clouds (40-50%) 960 m, broken clouds (60-90%) 7500 m";"10.0 and more";"8.0";
"12.11.2020 10:20";"12.0";"757.6";"757.7";"77";"Wind blowing from the south-southwest";"10";"";"";"";"Few clouds (10-30%) 660 m, scattered clouds (40-50%) 840 m, broken clouds (60-90%) 7500 m";"10.0 and more";"8.0";
"12.11.2020 09:50";"11.0";"757.6";"757.7";"77";"Wind blowing from the south-west";"10";"";"";"";"Scattered clouds (40-50%) 870 m";"10.0 and more";"7.0";
"12.11.2020 09:20";"11.0";"757.6";"757.7";"72";"Wind blowing from the south-west";"10";"";"";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 10500 m";"10.0 and more";"6.0";
"12.11.2020 08:50";"10.0";"757.6";"757.7";"76";"Wind blowing from the south-west";"9";"";"";"";"Few clouds (10-30%) 840 m, broken clouds (60-90%) 7500 m";"10.0 and more";"6.0";
"12.11.2020 08:24";"10.0";"757.6";"757.7";"71";"Wind blowing from the south-west";"9";"";"";"";"Few clouds (10-30%) 840 m, scattered clouds (40-50%) 7500 m";"10.0 and more";"5.0";
"12.11.2020 07:50";"10.0";"756.8";"756.9";"76";"Wind blowing from the west-southwest";"9";"";"";"";"Few clouds (10-30%) 660 m, scattered clouds (40-50%) 990 m";"10.0 and more";"6.0";
"12.11.2020 07:22";"10.0";"756.8";"756.9";"76";"Wind blowing from the south-west";"8";"";"";"";"Scattered clouds (40-50%) 630 m, broken clouds (60-90%) 840 m";"10.0 and more";"6.0";
"12.11.2020 06:50";"10.0";"756.8";"756.9";"76";"Wind blowing from the west-southwest";"9";"";"";"";"Few clouds (10-30%) 660 m, broken clouds (60-90%) 960 m";"10.0 and more";"6.0";
"12.11.2020 05:50";"10.0";"756.1";"756.2";"76";"Wind blowing from the west-southwest";"8";"";"";"";"Scattered clouds (40-50%) 990 m";"10.0 and more";"6.0";
"12.11.2020 04:50";"9.0";"756.1";"756.2";"76";"Wind blowing from the west";"7";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"5.0";
"12.11.2020 03:50";"10.0";"755.3";"755.4";"76";"Wind blowing from the west";"10";"";"";"";"Few clouds (10-30%) 600 m, broken clouds (60-90%) 870 m";"10.0 and more";"6.0";
"12.11.2020 02:50";"10.0";"753.8";"753.9";"82";"Wind blowing from the west";"8";"";"";"";"Broken clouds (60-90%) 510 m";"10.0 and more";"7.0";
"12.11.2020 01:50";"10.0";"753.0";"753.1";"82";"Wind blowing from the west";"10";"";"";"";"Broken clouds (60-90%) 570 m";"10.0 and more";"7.0";
"12.11.2020 00:50";"11.0";"752.2";"752.3";"82";"Wind blowing from the west";"10";"";"";"Unknown precipitation";"Few clouds (10-30%) 540 m, broken clouds (60-90%) 690 m";"10.0 and more";"8.0";
"11.11.2020 23:50";"11.0";"751.5";"751.6";"82";"Wind blowing from the west";"10";"";"";"";"Broken clouds (60-90%) 570 m, scattered clouds (40-50%) 960 m";"10.0 and more";"8.0";
"11.11.2020 22:50";"12.0";"750.0";"750.1";"82";"Wind blowing from the west-southwest";"12";"";"";"Unknown precipitation";"Broken clouds (60-90%) 480 m";"10.0 and more";"9.0";
"11.11.2020 21:50";"12.0";"749.2";"749.3";"88";"Wind blowing from the south-west";"11";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m";"10.0 and more";"10.0";
"11.11.2020 20:50";"12.0";"748.4";"748.5";"88";"Wind blowing from the south-west";"11";"";"";"Rain";"Few clouds (10-30%) 390 m, broken clouds (60-90%) 1200 m";"10.0 and more";"10.0";
"11.11.2020 19:50";"13.0";"747.7";"747.8";"82";"Wind blowing from the south-southeast";"13";"";"Light rain";"";"Scattered clouds (40-50%) 810 m, broken clouds (60-90%) 1500 m";"7.0";"10.0";
"11.11.2020 18:50";"12.0";"748.4";"748.5";"94";"Wind blowing from the south-southeast";"12";"";"Light rain";"";"Few clouds (10-30%) 990 m, broken clouds (60-90%) 1500 m";"10.0 and more";"11.0";
"11.11.2020 17:50";"12.0";"750.0";"750.1";"88";"Wind blowing from the south-southeast";"14";"";"Light rain";"";"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1500 m";"5.0";"10.0";
"11.11.2020 16:50";"13.0";"750.7";"750.8";"82";"Wind blowing from the south-southeast";"15";"";"Light rain";"";"Few clouds (10-30%) 810 m, overcast (100%) 2220 m";"10.0 and more";"10.0";
"11.11.2020 16:21";"13.0";"751.5";"751.6";"82";"Wind blowing from the south-southeast";"16";"";"Light rain";"";"Few clouds (10-30%) 630 m, overcast (100%) 1830 m";"10.0 and more";"10.0";
"11.11.2020 15:50";"13.0";"751.5";"751.6";"82";"Wind blowing from the south-southeast";"15";"";"Light rain";"Rain";"Few clouds (10-30%) 660 m, broken clouds (60-90%) 2100 m";"10.0 and more";"10.0";
"11.11.2020 15:20";"13.0";"752.2";"752.3";"82";"Wind blowing from the south-southeast";"15";"20";"Light rain";"";"Few clouds (10-30%) 630 m, overcast (100%) 1830 m";"10.0 and more";"10.0";
"11.11.2020 14:50";"13.0";"753.0";"753.1";"82";"Wind blowing from the south";"15";"21";"Rain";"";"Few clouds (10-30%) 900 m, overcast (100%) 1800 m";"10.0 and more";"10.0";
