"# Weather station Shoreham-by-Sea (airport), UK, WMO_ID=3876,selection from 05.02.2020 till 11.11.2020, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3876&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Shoreham-by-Sea (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.11.2020 00:00,8.0,763.9,764.2,1.4,76,Wind blowing from the west,3,,,, ,,,,,,,,,,,4.0,No precipitation,6,,,,
02.11.2020 23:00,8.6,763.5,763.6,1.6,73,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,4.0,,,,,,
02.11.2020 22:00,8.6,763.1,763.3,2.0,75,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,4.3,,,,,,
02.11.2020 21:00,10.2,762.5,762.7,2.4,71,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,5.1,,,,,,
02.11.2020 20:00,10.2,761.9,762.1,3.0,71,Wind blowing from the west,6,,,, ,,,,,,,,,,,5.2,,,,,,
02.11.2020 19:00,10.8,761.1,761.2,2.9,69,Wind blowing from the west-southwest,8,,13,, ,,,,,,,,,,,5.3,,,,,,
02.11.2020 18:00,11.7,760.1,760.3,2.6,70,Wind blowing from the west-southwest,8,,15,, ,,,,15.8,,,,,,,6.4,0.2,12,,,,
02.11.2020 17:00,12.4,758.9,759.1,2.2,68,Wind blowing from the west-southwest,11,16,16,, ,,,,,,,,,,,6.5,,,,,,
02.11.2020 16:00,12.7,758.2,758.4,2.1,71,Wind blowing from the west-southwest,10,,15,, ,,,,,,,,,,,7.6,,,,,,
02.11.2020 15:00,13.4,757.5,757.6,2.0,73,Wind blowing from the west-southwest,9,,17,, ,,,,,,,,,,,8.6,,,,,,
02.11.2020 14:00,14.0,756.7,756.9,2.2,67,Wind blowing from the west-southwest,11,,17,, ,,,,,,,,,,,7.9,,,,,,
02.11.2020 13:00,14.2,756.1,756.3,3.0,67,Wind blowing from the west-southwest,11,,19,, ,,,,,,,,,,,8.0,,,,,,
02.11.2020 12:00,13.8,755.5,755.6,3.3,69,Wind blowing from the west-southwest,12,17,17,, ,,,,,,,,,,,8.1,0.2,6,,,,
02.11.2020 11:00,14.5,754.5,754.6,3.0,75,Wind blowing from the west-southwest,9,,18,, ,,,,,,,,,,,10.1,,,,,,
02.11.2020 10:00,15.2,753.1,753.3,2.1,86,Wind blowing from the south-west,11,17,17,, ,,,,,,,,,,,12.9,,,,,,
02.11.2020 09:00,15.0,752.2,752.4,1.2,96,Wind blowing from the south-west,12,,19,, ,,,,,,,,,,,14.3,,,,,,
02.11.2020 08:00,15.1,751.5,751.6,0.6,98,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,14.8,,,,,,
02.11.2020 07:00,15.0,751.0,751.3,0.4,98,Wind blowing from the south-southwest,12,,19,, ,,,,,,,,,,,14.7,,,,,,
02.11.2020 06:00,15.4,751.0,751.3,0.3,96,Wind blowing from the south-west,14,,20,, ,,,15.4,,,,,,,,14.7,No precipitation,12,,,,
02.11.2020 05:00,15.7,750.9,751.1,-0.4,97,Wind blowing from the south-southwest,13,,19,, ,,,,,,,,,,,15.2,,,,,,
02.11.2020 04:00,15.7,750.6,750.8,-0.8,96,Wind blowing from the south-southwest,13,,20,, ,,,,,,,,,,,15.1,,,,,,
02.11.2020 03:00,16.2,750.7,750.9,-1.1,93,Wind blowing from the south-southwest,14,,19,, ,,,,,,,,,,,15.0,,,,,,
02.11.2020 02:00,15.7,751.3,751.5,-0.7,97,Wind blowing from the south-southwest,11,,16,, ,,,,,,,,,,,15.2,,,,,,
02.11.2020 01:00,16.0,751.4,751.6,-1.1,94,Wind blowing from the south-southwest,12,,16,, ,,,,,,,,,,,15.1,,,,,,
02.11.2020 00:00,16.2,751.8,751.9,-0.5,93,Wind blowing from the south-southwest,12,,17,, ,,,,,,,,,,,15.0,No precipitation,6,,,,
01.11.2020 23:00,15.8,752.0,752.2,-0.4,96,Wind blowing from the south-southwest,11,,15,, ,,,,,,,,,,,15.2,,,,,,
01.11.2020 22:00,15.5,752.5,752.6,0.0,99,Wind blowing from the south-southwest,11,,16,, ,,,,,,,,,,,15.3,,,,,,
01.11.2020 21:00,15.5,752.3,752.5,-0.2,99,Wind blowing from the south-southwest,10,,16,, ,,,,,,,,,,,15.4,,,,,,
01.11.2020 20:00,15.7,752.4,752.5,-0.5,99,Wind blowing from the south-southwest,12,,15,, ,,,,,,,,,,,15.6,,,,,,
01.11.2020 19:00,15.7,752.5,752.7,-1.0,99,Wind blowing from the south-southwest,11,,15,, ,,,,,,,,,,,15.6,,,,,,
01.11.2020 18:00,15.7,752.5,752.7,-1.2,99,Wind blowing from the south-southwest,11,,15,, ,,,,16.3,,,,,,,15.6,2,12,,,,
01.11.2020 17:00,15.3,752.9,753.1,-1.1,99,Wind blowing from the south,7,,,, ,,,,,,,,,,,15.2,,,,,,
01.11.2020 16:00,15.0,753.5,753.7,-0.4,99,Wind blowing from the south-southwest,8,,,, ,,,,,,,,,,,14.9,,,,,,
01.11.2020 15:00,15.2,753.7,753.8,0.0,93,Wind blowing from the south-southwest,9,,13,, ,,,,,,,,,,,14.1,,,,,,
01.11.2020 14:00,15.4,754.0,754.3,0.3,90,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,13.8,,,,,,
01.11.2020 13:00,15.4,753.9,754.1,0.5,90,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,13.8,,,,,,
01.11.2020 12:00,16.1,753.7,753.8,0.9,89,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,14.3,1,6,,,,
01.11.2020 11:00,16.1,753.7,753.9,0.8,89,Wind blowing from the south-west,11,,16,, ,,,,,,,,,,,14.3,,,,,,
01.11.2020 10:00,15.3,753.4,753.7,0.0,95,Wind blowing from the south-west,11,,19,, ,,,,,,,,,,,14.5,,,,,,
01.11.2020 09:00,15.0,752.8,753.0,-1.4,99,Wind blowing from the south-southwest,11,,15,, ,,,,,,,,,,,14.9,,,,,,
01.11.2020 08:00,14.4,752.9,753.1,-2.6,98,Wind blowing from the south,10,,15,, ,,,,,,,,,,,14.1,,,,,,
01.11.2020 07:00,13.3,753.4,753.5,-3.0,97,Wind blowing from the south,9,,15,, ,,,,,,,,,,,12.9,,,,,,
01.11.2020 06:00,13.9,754.2,754.3,-3.1,80,Wind blowing from the south,8,,13,, ,,,11.9,,,,,,,,10.5,No precipitation,12,,,,
01.11.2020 05:00,13.5,755.5,755.8,-2.4,84,Wind blowing from the south,9,,14,, ,,,,,,,,,,,10.8,,,,,,
01.11.2020 04:00,12.7,756.4,756.5,-2.0,78,Wind blowing from the south-southwest,10,,15,, ,,,,,,,,,,,8.9,,,,,,
01.11.2020 03:00,12.7,757.3,757.5,-1.8,77,Wind blowing from the south-southwest,10,,16,, ,,,,,,,,,,,8.7,,,,,,
01.11.2020 02:00,12.6,757.9,758.0,-1.5,77,Wind blowing from the south-southwest,11,16,16,, ,,,,,,,,,,,8.7,,,,,,
01.11.2020 01:00,13.0,758.4,758.6,-1.0,76,Wind blowing from the south-southwest,8,,,, ,,,,,,,,,,,8.8,,,,,,
01.11.2020 00:00,12.7,759.1,759.4,,75,Wind blowing from the south-southwest,8,,,, ,,,,,,,,,,,8.3,No precipitation,6,,,,
31.10.2020 23:00,12.4,759.4,759.6,0.1,74,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,7.9,,,,,,
31.10.2020 22:00,12.5,759.4,759.7,0.4,71,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,7.3,,,,,,
31.10.2020 21:00,12.4,759.5,759.7,0.9,76,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,8.3,,,,,,
31.10.2020 20:00,12.5,759.3,759.4,0.9,74,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,7.9,,,,,,
31.10.2020 19:00,11.9,759.0,759.2,1.4,80,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,8.5,,,,,,
31.10.2020 18:00,12.0,758.6,758.8,1.9,76,Wind blowing from the west-southwest,6,,,, ,,,,15.1,,,,,,,7.9,9,12,,,,
31.10.2020 17:00,12.5,758.4,758.6,2.6,75,Wind blowing from the west-southwest,7,,14,, ,,,,,,,,,,,8.2,,,,,,
31.10.2020 16:00,13.1,757.6,757.8,1.8,78,Wind blowing from the west-southwest,9,,14,, ,,,,,,,,,,,9.3,,,,,,
31.10.2020 15:00,14.0,756.7,756.8,0.2,83,Wind blowing from the west-southwest,10,,17,, ,,,,,,,,,,,11.2,,,,,,
31.10.2020 14:00,14.6,755.8,755.9,-1.5,98,Wind blowing from the south-southwest,11,16,18,, ,,,,,,,,,,,14.3,,,,,,
31.10.2020 13:00,14.6,755.8,756.0,-2.4,94,Wind blowing from the south,10,16,16,, ,,,,,,,,,,,13.7,,,,,,
31.10.2020 12:00,14.2,756.5,756.7,-3.0,94,Wind blowing from the south,11,,16,, ,,,,,,,,,,,13.3,3,6,,,,
31.10.2020 11:00,14.3,757.3,757.5,-2.8,91,Wind blowing from the south,10,16,16,, ,,,,,,,,,,,12.9,,,,,,
31.10.2020 10:00,14.9,758.2,758.3,-2.5,89,Wind blowing from the south-southeast,9,,14,, ,,,,,,,,,,,13.0,,,,,,
31.10.2020 09:00,14.4,759.5,759.7,-1.6,88,Wind blowing from the south,9,,14,, ,,,,,,,,,,,12.5,,,,,,
31.10.2020 08:00,14.4,760.1,760.3,-2.1,88,Wind blowing from the south,9,,13,, ,,,,,,,,,,,12.4,,,,,,
31.10.2020 07:00,14.4,760.7,760.9,-1.9,86,Wind blowing from the south,9,,,, ,,,,,,,,,,,12.0,,,,,,
31.10.2020 06:00,14.4,761.1,761.3,-2.2,82,Wind blowing from the south,8,,13,, ,,,13.6,,,,,,,,11.3,0.4,12,,,,
31.10.2020 05:00,14.3,762.2,762.4,-1.7,83,Wind blowing from the south,8,,,, ,,,,,,,,,,,11.4,,,,,,
31.10.2020 04:00,14.4,762.6,762.8,-2.1,83,Wind blowing from the south,7,,,, ,,,,,,,,,,,11.6,,,,,,
31.10.2020 03:00,14.2,763.3,763.4,-1.5,86,Wind blowing from the south,7,,,, ,,,,,,,,,,,11.8,,,,,,
31.10.2020 02:00,14.0,763.9,764.2,-1.4,91,Wind blowing from the south,7,,,, ,,,,,,,,,,,12.6,,,,,,
31.10.2020 01:00,13.7,764.7,764.8,-0.9,96,Wind blowing from the south,7,,,, ,,,,,,,,,,,13.0,,,,,,
31.10.2020 00:00,14.0,764.8,765.1,-0.7,93,Wind blowing from the south-southwest,7,,,, ,,,,,,,,,,,12.9,0.2,6,,,,
30.10.2020 23:00,14.0,765.3,765.4,-0.1,93,Wind blowing from the south-southwest,8,,,, ,,,,,,,,,,,12.9,,,,,,
30.10.2020 22:00,13.9,765.6,765.7,0.2,97,Wind blowing from the south-southwest,5,,,, ,,,,,,,,,,,13.4,,,,,,
30.10.2020 21:00,14.2,765.5,765.7,0.7,94,Wind blowing from the south-southwest,6,,,, ,,,,,,,,,,,13.3,,,,,,
30.10.2020 20:00,14.1,765.4,765.6,0.8,97,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,13.7,,,,,,
30.10.2020 19:00,14.3,765.4,765.5,0.9,97,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,13.8,,,,,,
30.10.2020 18:00,14.1,764.8,764.9,0.6,99,Wind blowing from the south-west,8,,,, ,,,,15.0,,,,,,,14.0,0.4,12,,,,
30.10.2020 17:00,14.1,764.6,764.8,0.5,100,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,14.1,,,,,,
30.10.2020 16:00,14.2,764.5,764.7,0.5,99,Wind blowing from the south-west,7,,,, ,,,,,,,,,,,14.1,,,,,,
30.10.2020 15:00,14.3,764.2,764.4,0.4,99,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,14.2,,,,,,
30.10.2020 14:00,14.3,764.1,764.2,0.5,99,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,14.2,,,,,,
30.10.2020 13:00,14.3,764.0,764.2,0.8,99,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,14.2,,,,,,
30.10.2020 12:00,14.5,763.8,763.9,0.9,96,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,13.8,No precipitation,6,,,,
30.10.2020 11:00,14.4,763.6,763.8,1.2,95,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,13.6,,,,,,
30.10.2020 10:00,15.0,763.2,763.3,1.2,89,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,13.2,,,,,,
30.10.2020 09:00,14.9,762.9,763.1,1.3,90,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,13.2,,,,,,
30.10.2020 08:00,14.9,762.4,762.6,0.6,87,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,12.7,,,,,,
30.10.2020 07:00,14.8,762.0,762.2,0.2,87,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,12.6,,,,,,
30.10.2020 06:00,14.6,761.6,761.8,-0.2,90,Wind blowing from the south-west,9,,14,, ,,,14.2,,,,,,,,13.0,0.2,12,,,,
30.10.2020 05:00,14.5,761.8,762.0,0.3,92,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,13.2,,,,,,
30.10.2020 04:00,14.3,761.8,762.0,0.3,93,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,13.1,,,,,,
30.10.2020 03:00,14.3,761.8,762.0,0.3,93,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,13.2,,,,,,
30.10.2020 02:00,14.4,761.5,761.8,0.2,94,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,13.4,,,,,,
30.10.2020 01:00,14.5,761.5,761.6,0.4,91,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,13.1,,,,,,
30.10.2020 00:00,14.4,761.5,761.6,0.3,93,Wind blowing from the south-west,10,,14,, ,,,,,,,,,,,13.3,No precipitation,6,,,,
29.10.2020 23:00,14.2,761.3,761.5,0.3,94,Wind blowing from the south-west,8,,16,, ,,,,,,,,,,,13.3,,,,,,
29.10.2020 22:00,14.6,761.1,761.3,0.4,90,Wind blowing from the south-west,10,,13,, ,,,,,,,,,,,13.0,,,,,,
29.10.2020 21:00,14.5,761.2,761.3,0.6,91,Wind blowing from the south-west,9,,13,, ,,,,,,,,,,,13.0,,,,,,
29.10.2020 20:00,14.5,761.0,761.2,0.7,91,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,13.0,,,,,,
29.10.2020 19:00,14.5,760.7,760.9,0.4,91,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,13.0,,,,,,
29.10.2020 18:00,14.3,760.6,760.8,0.4,91,Wind blowing from the south-west,9,,13,, ,,,,14.4,,,,,,,12.8,2,12,,,,
29.10.2020 17:00,14.2,760.3,760.4,0.0,92,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,12.9,,,,,,
29.10.2020 16:00,14.1,760.3,760.5,-0.2,93,Wind blowing from the south-west,9,14,14,, ,,,,,,,,,,,13.0,,,,,,
29.10.2020 15:00,14.2,760.2,760.4,-0.7,93,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,13.0,,,,,,
29.10.2020 14:00,14.1,760.3,760.5,-0.8,94,Wind blowing from the south-west,8,,14,, ,,,,,,,,,,,13.1,,,,,,
29.10.2020 13:00,14.2,760.5,760.6,-0.8,94,Wind blowing from the south-west,8,,14,, ,,,,,,,,,,,13.2,,,,,,
29.10.2020 12:00,13.8,760.9,761.1,-0.3,96,Wind blowing from the south-west,8,,13,, ,,,,,,,,,,,13.1,2,6,,,,
29.10.2020 11:00,13.3,761.1,761.2,-0.1,96,Wind blowing from the south-southwest,9,,,, ,,,,,,,,,,,12.6,,,,,,
29.10.2020 10:00,12.8,761.3,761.5,0.5,92,Wind blowing from the south-west,8,,,, ,,,,,,,,,,,11.6,,,,,,
29.10.2020 09:00,13.1,761.2,761.4,0.7,91,Wind blowing from the south-west,6,,,, ,,,,,,,,,,,11.7,,,,,,
29.10.2020 08:00,11.6,761.2,761.4,1.2,91,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,10.1,,,,,,
29.10.2020 07:00,9.5,760.8,761.0,1.7,89,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,,7.7,,,,,,
29.10.2020 06:00,9.3,760.5,760.6,1.7,88,Wind blowing from the west-southwest,3,,,, ,,,8.7,,,,,,,,7.4,No precipitation,12,,,,
29.10.2020 05:00,9.8,760.0,760.2,1.6,85,Wind blowing from the west,3,,,, ,,,,,,,,,,,7.4,,,,,,
29.10.2020 04:00,10.8,759.1,759.3,1.2,81,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,7.6,,,,,,
29.10.2020 03:00,11.0,758.8,758.9,,78,Wind blowing from the west,5,,,, ,,,,,,,,,,,7.3,,,,,,
29.10.2020 02:00,10.7,758.4,758.6,1.8,79,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,7.1,,,,,,
29.10.2020 01:00,8.9,757.9,758.0,1.8,87,Wind blowing from the west,4,,,, ,,,,,,,,,,,6.8,,,,,,
28.10.2020 23:00,10.2,756.6,756.7,1.6,77,Wind blowing from the west,6,,,, ,,,,,,,,,,,6.3,,,,,,
28.10.2020 22:00,10.1,756.1,756.3,1.8,82,Wind blowing from the west,5,,,, ,,,,,,,,,,,7.2,,,,,,
28.10.2020 21:00,10.3,755.6,755.8,2.1,83,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,7.5,,,,,,
28.10.2020 20:00,10.1,755.0,755.2,2.0,85,Wind blowing from the west,4,,,, ,,,,,,,,,,,7.6,,,,,,
28.10.2020 19:00,10.3,754.3,754.5,1.5,81,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,7.1,,,,,,
28.10.2020 18:00,10.8,753.5,753.7,1.0,82,Wind blowing from the west-southwest,7,,,, ,,,,13.6,,,,,,,7.8,3,12,,,,
28.10.2020 17:00,10.7,753.0,753.1,,86,Wind blowing from the west-southwest,7,,,, ,,,,,,,,,,,8.4,,,,,,
28.10.2020 16:00,11.6,752.8,753.0,-0.2,82,Wind blowing from the west-southwest,11,17,17,, ,,,,,,,,,,,8.6,,,,,,
28.10.2020 15:00,11.4,752.5,752.6,-0.2,86,Wind blowing from the south-west,9,,15,, ,,,,,,,,,,,9.2,,,,,,
28.10.2020 14:00,13.0,752.5,752.8,,77,Wind blowing from the south-west,9,,29,, ,,,,,,,,,,,9.1,,,,,,
28.10.2020 13:00,11.2,753.0,753.2,0.0,86,Wind blowing from the west-southwest,9,,15,, ,,,,,,,,,,,9.0,,,,,,
28.10.2020 12:00,13.5,752.7,752.8,0.2,75,Wind blowing from the south-west,11,16,16,, ,,,,,,,,,,,9.2,0.2,6,,,,
28.10.2020 11:00,13.3,753.0,753.2,0.6,74,Wind blowing from the south-west,10,,15,, ,,,,,,,,,,,8.7,,,,,,
28.10.2020 10:00,12.7,753.0,753.1,1.1,76,Wind blowing from the south-west,10,,16,, ,,,,,,,,,,,8.5,,,,,,
28.10.2020 09:00,12.0,752.5,752.7,0.6,80,Wind blowing from the south-west,6,,15,, ,,,,,,,,,,,8.7,,,,,,
28.10.2020 08:00,12.4,752.4,752.6,0.7,77,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,8.4,,,,,,
28.10.2020 07:00,11.7,751.9,752.1,0.6,74,Wind blowing from the west-southwest,8,13,13,, ,,,,,,,,,,,7.2,,,,,,
28.10.2020 06:00,11.4,751.9,752.0,0.5,73,Wind blowing from the west-southwest,7,,14,, ,,,8.1,,,,,,,,6.7,0.6,12,,,,
28.10.2020 05:00,11.6,751.7,751.9,0.4,73,Wind blowing from the west-southwest,8,,14,, ,,,,,,,,,,,6.9,,,,,,
28.10.2020 04:00,11.8,751.3,751.5,0.0,77,Wind blowing from the south-west,9,,14,, ,,,,,,,,,,,7.9,,,,,,
28.10.2020 03:00,11.3,751.4,751.6,0.2,77,Wind blowing from the south-west,8,,14,, ,,,,,,,,,,,7.3,,,,,,
28.10.2020 02:00,10.9,751.3,751.4,,78,Wind blowing from the west-southwest,8,,13,, ,,,,,,,,,,,7.2,,,,,,
28.10.2020 01:00,10.4,751.3,751.5,,80,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,7.0,,,,,,
28.10.2020 00:00,9.8,751.2,751.3,0.8,86,Wind blowing from the west,3,,,, ,,,,,,,,,,,7.5,0.2,6,,,,
27.10.2020 23:00,9.2,751.0,751.2,1.2,92,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,7.9,,,,,,
27.10.2020 22:00,8.7,750.7,750.9,1.5,93,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,,7.6,,,,,,
27.10.2020 21:00,8.8,750.4,750.7,2.1,91,Wind blowing from the west,2,,,, ,,,,,,,,,,,7.4,,,,,,
27.10.2020 20:00,9.4,749.8,750.1,2.7,92,Wind blowing from the west,2,,,, ,,,,,,,,,,,8.2,,,,,,
27.10.2020 19:00,10.1,749.2,749.4,2.9,92,Wind blowing from the west,4,,,, ,,,,,,,,,,,8.9,,,,,,
27.10.2020 18:00,11.1,748.3,748.4,2.3,89,Wind blowing from the west-southwest,5,,,, ,,,,14.0,,,,,,,9.3,7,12,,,,
27.10.2020 17:00,13.2,747.1,747.3,0.6,84,Wind blowing from the west,10,,13,, ,,,,,,,,,,,10.5,,,,,,
27.10.2020 16:00,13.5,746.3,746.5,-0.8,96,Wind blowing from the south-west,8,,16,, ,,,,,,,,,,,12.9,,,,,,
27.10.2020 15:00,13.9,746.0,746.2,-2.1,98,Wind blowing from the south-southwest,11,,17,, ,,,,,,,,,,,13.6,,,,,,
27.10.2020 14:00,13.6,746.5,746.7,-2.6,97,Wind blowing from the south-southwest,12,,19,, ,,,,,,,,,,,13.1,,,,,,
27.10.2020 13:00,12.7,747.1,747.4,-2.7,98,Wind blowing from the south,11,,16,, ,,,,,,,,,,,12.4,,,,,,
27.10.2020 12:00,12.1,748.1,748.3,-2.2,97,Wind blowing from the south,11,,15,, ,,,,,,,,,,,11.7,3,6,,,,
27.10.2020 11:00,12.0,749.1,749.3,-1.6,96,Wind blowing from the south,11,,16,, ,,,,,,,,,,,11.3,,,,,,
27.10.2020 10:00,11.9,749.8,750.1,-1.0,90,Wind blowing from the south,11,,15,, ,,,,,,,,,,,10.3,,,,,,
27.10.2020 09:00,11.3,750.3,750.4,-0.8,91,Wind blowing from the south-southwest,8,,,, ,,,,,,,,,,,9.8,,,,,,
27.10.2020 08:00,11.2,750.7,750.9,-0.7,91,Wind blowing from the south-west,5,,,, ,,,,,,,,,,,9.8,,,,,,
27.10.2020 07:00,8.4,750.8,751.0,-0.7,99,Wind blowing from the east,2,,,, ,,,,,,,,,,,8.3,,,,,,
27.10.2020 06:00,7.1,751.1,751.3,-0.5,99,"Calm, no wind",0,,,, ,,,4.4,,,,,,,,7.0,No precipitation,12,,,,
27.10.2020 05:00,7.3,751.4,751.6,-0.4,99,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,,7.1,,,,,,
27.10.2020 04:00,7.0,751.5,751.6,-0.4,98,Wind blowing from the west,2,,,, ,,,,,,,,,,,6.7,,,,,,
27.10.2020 03:00,6.3,751.6,751.8,-0.4,99,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,6.1,,,,,,
27.10.2020 02:00,5.6,751.8,751.9,-0.3,99,Wind blowing from the west,1,,,, ,,,,,,,,,,,5.4,,,,,,
27.10.2020 01:00,5.5,751.9,752.1,-0.1,98,Wind blowing from the west,3,,,, ,,,,,,,,,,,5.2,,,,,,
27.10.2020 00:00,4.6,752.0,752.2,,93,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,3.6,No precipitation,6,,,,
26.10.2020 23:00,7.4,752.1,752.2,0.8,92,Wind blowing from the south-west,2,,,, ,,,,,,,,,,,6.1,,,,,,
26.10.2020 22:00,7.2,752.0,752.2,1.0,90,Wind blowing from the west,3,,,, ,,,,,,,,,,,5.7,,,,,,
26.10.2020 21:00,8.0,751.9,752.0,1.2,87,Wind blowing from the west,3,,,, ,,,,,,,,,,,6.0,,,,,,
26.10.2020 20:00,8.8,751.3,751.5,1.3,87,Wind blowing from the west,4,,,, ,,,,,,,,,,,6.7,,,,,,
26.10.2020 19:00,9.0,751.0,751.1,1.5,85,Wind blowing from the west,3,,,, ,,,,,,,,,,,6.5,,,,,,
26.10.2020 18:00,9.7,750.7,750.8,1.6,83,Wind blowing from the west-southwest,4,,,, ,,,,14.7,,,,,,,6.9,No precipitation,12,,,,
26.10.2020 17:00,11.1,750.0,750.1,1.2,76,Wind blowing from the west-southwest,4,,,, ,,,,,,,,,,,7.0,,,,,,
26.10.2020 16:00,12.8,749.5,749.7,0.9,65,Wind blowing from the west,6,,,, ,,,,,,,,,,,6.3,,,,,,
26.10.2020 15:00,13.6,749.1,749.3,0.5,63,Wind blowing from the west,7,,,, ,,,,,,,,,,,6.7,,,,,,
26.10.2020 14:00,13.7,748.8,748.9,0.0,67,Wind blowing from the west,7,,,, ,,,,,,,,,,,7.6,,,,,,
26.10.2020 13:00,13.7,748.6,748.9,0.0,71,Wind blowing from the west,6,,,, ,,,,,,,,,,,8.5,,,,,,
26.10.2020 12:00,14.3,748.6,748.9,0.0,71,Wind blowing from the west-southwest,8,,13,, ,,,,,,,,,,,9.1,No precipitation,6,,,,
26.10.2020 11:00,13.1,748.8,748.9,0.3,75,Wind blowing from the west-southwest,8,,,, ,,,,,,,,,,,8.7,,,,,,
26.10.2020 10:00,12.8,748.6,748.8,0.6,77,Wind blowing from the west-southwest,6,,,, ,,,,,,,,,,,8.9,,,,,,
26.10.2020 09:00,11.3,748.6,748.9,0.9,85,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,,8.8,,,,,,
26.10.2020 08:00,7.2,748.5,748.6,0.8,99,Wind blowing from the west,1,,,, ,,,,,,,,,,,7.0,,,,,,
26.10.2020 07:00,5.8,748.0,748.3,0.4,96,Wind blowing from the west,1,,,, ,,,,,,,,,,,5.2,,,,,,
26.10.2020 06:00,6.2,747.7,748.0,0.1,97,Wind blowing from the west,2,,,, ,,,5.4,,,,,,,,5.8,13,12,,,,
26.10.2020 05:00,7.6,747.7,747.9,0.0,92,Wind blowing from the west,2,,,, ,,,,,,,,,,,6.3,,,,,,
26.10.2020 04:00,5.7,747.6,747.8,-0.1,97,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,,5.3,,,,,,
26.10.2020 03:00,7.8,747.6,747.8,-0.7,94,Wind blowing from the west,1,,,, ,,,,,,,,,,,6.9,,,,,,
26.10.2020 02:00,9.1,747.7,747.8,-0.6,90,Wind blowing from the south-west,3,,,, ,,,,,,,,,,,7.5,,,,,,
26.10.2020 01:00,9.1,747.7,748.0,-0.4,96,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,,8.5,,,,,,
26.10.2020 00:00,4.6,752.0,752.2,4.1,93,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,,3.6,No precipitation,6,,,,
25.10.2020 23:00,9.2,748.3,748.4,0.5,93,Wind blowing from the west-southwest,4,,15,, ,,,,,,,,,,,8.1,,,,,,
