# Weather station Mumbles, UK, WMO_ID=3609,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3609&lang=en
#
"Local time in Mumbles";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.11.2020 09:00";"13.6";"748.2";"752.1";"-1.3";"90";"Wind blowing from the south";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"14.11.2020 08:00";"13.4";"748.6";"752.4";"-1.4";"94";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"14.11.2020 07:00";"13.4";"749.2";"753.1";"-1.5";"92";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"14.11.2020 06:00";"12.0";"749.5";"753.3";"-2.4";"96";"Wind blowing from the south-east";"8";"";"15";"";" ";"";"";"9.6";"";"";"";"";"";"";"";"11.4";"2.0";"12";"";"";"";"";
"14.11.2020 05:00";"11.3";"750.0";"753.8";"-3.0";"94";"Wind blowing from the south-east";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"14.11.2020 04:00";"10.5";"750.7";"754.6";"-3.0";"92";"Wind blowing from the east-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"14.11.2020 03:00";"9.9";"751.9";"755.8";"-2.5";"94";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"14.11.2020 02:00";"9.6";"753.0";"756.9";"-1.8";"91";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"14.11.2020 01:00";"11.1";"753.7";"757.6";"-1.3";"78";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"14.11.2020 00:00";"12.3";"744.4";"748.2";"-10.6";"84";"Wind blowing from the south-southwest";"13";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"13.11.2020 23:00";"11.1";"754.8";"758.7";"-0.6";"80";"Wind blowing from the south";"10";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"13.11.2020 22:00";"11.1";"755.0";"758.9";"-0.2";"80";"Wind blowing from the south";"12";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"13.11.2020 21:00";"11.0";"755.0";"758.9";"0.0";"82";"Wind blowing from the south";"12";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"13.11.2020 20:00";"10.1";"755.4";"759.3";"0.5";"89";"Wind blowing from the south-southwest";"7";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"13.11.2020 19:00";"11.0";"755.2";"759.1";"0.4";"77";"Wind blowing from the west-southwest";"9";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"13.11.2020 18:00";"11.7";"755.0";"758.9";"0.1";"75";"Wind blowing from the south-west";"11";"";"13";"";" ";"";"";"";"12.1";"";"";"";"";"";"";"7.4";"0.2";"12";"";"";"";"";
"13.11.2020 17:00";"11.7";"754.9";"758.8";"0.3";"71";"Wind blowing from the south-west";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"13.11.2020 16:00";"11.8";"754.8";"758.7";"0.0";"74";"Wind blowing from the south-west";"12";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"13.11.2020 15:00";"11.7";"754.9";"758.8";"0.3";"75";"Wind blowing from the west-southwest";"10";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"13.11.2020 14:00";"11.7";"754.6";"758.5";"0.3";"72";"Wind blowing from the west-southwest";"11";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"13.11.2020 13:00";"10.8";"754.8";"758.7";"1.0";"74";"Wind blowing from the west-southwest";"10";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"13.11.2020 12:00";"12.0";"754.6";"758.5";"1.1";"70";"Wind blowing from the west-southwest";"13";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"0.2";"6";"";"";"";"";
"13.11.2020 11:00";"11.7";"754.3";"758.2";"1.4";"71";"Wind blowing from the west-southwest";"12";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"13.11.2020 10:00";"11.0";"753.8";"757.7";"1.2";"79";"Wind blowing from the south-west";"11";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"13.11.2020 09:00";"10.5";"753.5";"757.4";"1.2";"75";"Wind blowing from the west-southwest";"11";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"13.11.2020 08:00";"10.7";"752.9";"756.8";"0.8";"79";"Wind blowing from the west-southwest";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"13.11.2020 07:00";"9.8";"752.6";"756.5";"1.7";"89";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"13.11.2020 06:00";"7.8";"752.3";"756.2";"1.6";"92";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"7.8";"";"";"";"";"";"";"";"6.5";"5.0";"12";"";"";"";"";
"13.11.2020 05:00";"8.3";"752.1";"756.1";"0.5";"93";"Wind blowing from the west";"5";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"13.11.2020 04:00";"9.5";"750.9";"754.9";"-1.3";"95";"Wind blowing from the west";"12";"";"24";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"13.11.2020 03:00";"12.1";"750.7";"754.6";"-2.1";"88";"Wind blowing from the south";"14";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"13.11.2020 02:00";"12.2";"751.6";"755.5";"-1.7";"86";"Wind blowing from the south";"10";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"13.11.2020 01:00";"12.2";"752.2";"756.1";"-1.5";"86";"Wind blowing from the south";"13";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"13.11.2020 00:00";"11.9";"752.8";"756.7";"";"88";"Wind blowing from the south";"12";"";"38";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"0.2";"6";"";"";"";"";
"12.11.2020 23:00";"12.2";"753.3";"757.2";"-1.3";"85";"Wind blowing from the south";"14";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"12.11.2020 22:00";"12.2";"753.7";"757.6";"-1.4";"85";"Wind blowing from the south";"12";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"12.11.2020 21:00";"11.7";"754.2";"758.1";"-1.1";"89";"Wind blowing from the south";"10";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"12.11.2020 20:00";"11.5";"754.6";"758.5";"-0.9";"89";"Wind blowing from the south";"12";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"12.11.2020 19:00";"11.8";"755.1";"759.0";"-0.6";"85";"Wind blowing from the south";"13";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"12.11.2020 18:00";"12.2";"755.3";"759.2";"-0.5";"82";"Wind blowing from the south";"12";"";"15";"";" ";"";"";"";"13.4";"";"";"";"";"";"";"9.2";"0.6";"12";"";"";"";"";
"12.11.2020 17:00";"12.0";"755.5";"759.4";"-0.6";"82";"Wind blowing from the south-southwest";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"12.11.2020 16:00";"12.6";"755.7";"759.6";"-0.6";"82";"Wind blowing from the south";"9";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"12.11.2020 15:00";"12.9";"755.8";"759.7";"-1.0";"76";"Wind blowing from the south";"11";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"12.11.2020 14:00";"12.4";"756.1";"760.0";"-1.0";"76";"Wind blowing from the south-southwest";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"12.11.2020 13:00";"12.4";"756.3";"760.2";"-0.6";"81";"Wind blowing from the south-southwest";"13";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"12.11.2020 12:00";"11.3";"756.8";"760.8";"-0.2";"86";"Wind blowing from the south-southwest";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"0.6";"6";"";"";"";"";
"12.11.2020 11:00";"10.9";"757.1";"761.1";"0.7";"87";"Wind blowing from the south-southwest";"11";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"12.11.2020 10:00";"11.7";"756.9";"760.8";"0.9";"78";"Wind blowing from the south-west";"11";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"12.11.2020 09:00";"10.4";"757.0";"760.9";"1.5";"82";"Wind blowing from the west-southwest";"8";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"12.11.2020 08:00";"10.4";"756.4";"760.4";"1.4";"73";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"12.11.2020 07:00";"9.6";"756.0";"759.9";"2.0";"82";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"12.11.2020 06:00";"9.3";"755.5";"759.4";"2.2";"80";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"9.2";"";"";"";"";"";"";"";"5.9";"1.0";"12";"";"";"";"";
"12.11.2020 05:00";"9.4";"755.0";"758.9";"2.5";"80";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"12.11.2020 04:00";"9.9";"754.0";"757.9";"2.7";"78";"Wind blowing from the west";"6";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"12.11.2020 03:00";"10.4";"753.3";"757.2";"2.9";"81";"Wind blowing from the west";"8";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"12.11.2020 02:00";"10.5";"752.5";"756.4";"2.4";"86";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"12.11.2020 01:00";"10.5";"751.3";"755.2";"1.5";"87";"Wind blowing from the west";"12";"";"23";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"12.11.2020 00:00";"11.9";"752.8";"756.7";"";"88";"Wind blowing from the south";"12";"";"38";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"0.2";"6";"";"";"";"";
"11.11.2020 23:00";"11.5";"750.1";"754.0";"1.5";"84";"Wind blowing from the west-southwest";"17";"";"22";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"11.11.2020 22:00";"11.5";"749.8";"753.7";"1.9";"83";"Wind blowing from the west-southwest";"17";"";"22";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"11.11.2020 21:00";"11.7";"749.0";"752.9";"0.1";"88";"Wind blowing from the south-west";"17";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"11.11.2020 20:00";"10.8";"748.6";"752.5";"-1.8";"90";"Wind blowing from the west-southwest";"19";"";"23";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.11.2020 19:00";"13.5";"747.9";"751.7";"-3.5";"84";"Wind blowing from the south-southeast";"15";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"11.11.2020 18:00";"13.2";"748.9";"752.7";"-3.9";"85";"Wind blowing from the south-southeast";"13";"";"16";"";" ";"";"";"";"13.8";"";"";"";"";"";"";"10.7";"2.0";"12";"";"";"";"";
"11.11.2020 17:00";"13.3";"750.4";"754.3";"-3.5";"84";"Wind blowing from the south-southeast";"13";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"11.11.2020 16:00";"13.3";"751.4";"755.2";"-3.6";"83";"Wind blowing from the south-southeast";"12";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"11.11.2020 15:00";"13.6";"752.8";"756.7";"-3.3";"81";"Wind blowing from the south-southeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"11.11.2020 14:00";"13.4";"753.9";"757.8";"-2.9";"82";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"11.11.2020 13:00";"13.4";"755.0";"758.8";"-2.5";"81";"Wind blowing from the south-southeast";"11";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"11.11.2020 12:00";"13.2";"756.1";"759.9";"-1.9";"82";"Wind blowing from the south-southeast";"10";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"11.11.2020 11:00";"13.4";"756.8";"760.7";"-1.8";"81";"Wind blowing from the south";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"11.11.2020 10:00";"13.2";"757.5";"761.4";"-1.6";"83";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"11.11.2020 09:00";"13.2";"758.0";"761.9";"-1.5";"83";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"11.11.2020 08:00";"13.0";"758.6";"762.5";"-1.4";"83";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"11.11.2020 07:00";"12.5";"759.1";"763.0";"-1.5";"86";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"11.11.2020 06:00";"12.4";"759.5";"763.4";"-1.7";"87";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"11.4";"";"";"";"";"";"";"";"10.2";"No precipitation";"12";"";"";"";"";
"11.11.2020 05:00";"12.1";"760.0";"763.9";"-1.8";"86";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"11.11.2020 04:00";"12.3";"760.6";"764.5";"-1.7";"84";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"11.11.2020 03:00";"12.3";"761.2";"765.1";"-1.5";"82";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.11.2020 02:00";"12.1";"761.8";"765.7";"-1.2";"84";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"11.11.2020 01:00";"12.1";"762.3";"766.2";"-0.9";"84";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"11.11.2020 00:00";"11.4";"750.4";"754.3";"";"81";"Wind blowing from the west-southwest";"17";"";"42";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"0.8";"6";"";"";"";"";
"10.11.2020 23:00";"11.9";"763.0";"766.9";"-0.6";"87";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"10.11.2020 22:00";"11.9";"763.2";"767.1";"-0.1";"85";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"10.11.2020 21:00";"11.9";"763.3";"767.2";"-0.3";"85";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"10.11.2020 20:00";"11.8";"763.6";"767.5";"0.1";"86";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"10.11.2020 19:00";"11.7";"763.3";"767.2";"-0.3";"88";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"10.11.2020 18:00";"11.5";"763.6";"767.5";"0.3";"91";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"14.6";"";"";"";"";"";"";"10.1";"0.6";"12";"";"";"";"";
"10.11.2020 17:00";"11.6";"763.5";"767.5";"0.1";"90";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"10.11.2020 16:00";"11.7";"763.6";"767.6";"0.1";"91";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"10.11.2020 15:00";"11.4";"763.3";"767.3";"-0.3";"92";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"10.11.2020 14:00";"12.6";"763.4";"767.3";"-0.1";"84";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"10.11.2020 13:00";"12.6";"763.5";"767.4";"0.2";"88";"Wind blowing from the south-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"10.11.2020 12:00";"14.6";"763.6";"767.5";"0.6";"80";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"0.2";"6";"";"";"";"";
"10.11.2020 11:00";"13.4";"763.5";"767.5";"0.9";"84";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"10.11.2020 10:00";"13.1";"763.3";"767.2";"1.2";"91";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"10.11.2020 09:00";"12.3";"763.0";"766.9";"1.3";"91";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"10.11.2020 08:00";"11.8";"762.6";"766.5";"1.3";"94";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"10.11.2020 07:00";"11.9";"762.1";"766.0";"1.2";"95";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"10.11.2020 06:00";"11.7";"761.7";"765.6";"1.0";"96";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"11.3";"";"";"";"";"";"";"";"11.1";"1.0";"12";"";"";"";"";
"10.11.2020 05:00";"11.3";"761.3";"765.2";"0.6";"96";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"10.11.2020 04:00";"11.7";"760.9";"764.9";"0.5";"96";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"10.11.2020 03:00";"12.1";"760.7";"764.7";"0.3";"96";"Wind blowing from the south-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"10.11.2020 02:00";"12.3";"760.7";"764.6";"0.4";"96";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"10.11.2020 01:00";"12.3";"760.4";"764.3";"0.3";"96";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"10.11.2020 00:00";"12.3";"760.4";"764.3";"0.7";"95";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"0.6";"6";"";"";"";"";
"09.11.2020 23:00";"12.4";"760.3";"764.2";"0.7";"94";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"09.11.2020 22:00";"12.7";"760.1";"764.0";"0.8";"92";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"09.11.2020 21:00";"12.8";"759.7";"763.7";"0.9";"92";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"09.11.2020 20:00";"12.7";"759.6";"763.5";"1.1";"94";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"09.11.2020 19:00";"12.6";"759.3";"763.2";"1.1";"94";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"09.11.2020 18:00";"12.7";"758.8";"762.7";"0.8";"96";"Wind blowing from the south-east";"7";"";"";"";" ";"";"";"";"14.5";"";"";"";"";"";"";"12.0";"7.0";"12";"";"";"";"";
"09.11.2020 17:00";"12.8";"758.5";"762.4";"0.4";"94";"Wind blowing from the east-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"09.11.2020 16:00";"13.4";"758.2";"762.1";"0.0";"94";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"09.11.2020 15:00";"13.4";"758.0";"761.8";"-0.3";"92";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"09.11.2020 14:00";"13.3";"758.1";"762.0";"-0.1";"88";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"09.11.2020 13:00";"13.9";"758.2";"762.1";"0.0";"88";"Wind blowing from the east-southeast";"10";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"09.11.2020 12:00";"14.0";"758.3";"762.2";"0.1";"92";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"0.6";"6";"";"";"";"";
"09.11.2020 11:00";"13.0";"758.2";"762.1";"0.0";"96";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"09.11.2020 10:00";"12.7";"758.2";"762.1";"0.1";"97";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"09.11.2020 09:00";"12.4";"758.2";"762.1";"0.1";"97";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"09.11.2020 08:00";"12.4";"758.2";"762.1";"0.2";"97";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"09.11.2020 07:00";"12.4";"758.1";"762.0";"0.1";"97";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"09.11.2020 06:00";"12.3";"758.1";"762.0";"-0.1";"97";"Wind blowing from the east";"7";"";"";"";" ";"";"";"11.7";"";"";"";"";"";"";"";"11.8";"1.0";"12";"";"";"";"";
"09.11.2020 05:00";"12.3";"758.0";"761.9";"-0.7";"97";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"09.11.2020 04:00";"12.3";"758.0";"761.9";"-0.7";"97";"Wind blowing from the east";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"09.11.2020 03:00";"12.2";"758.2";"762.1";"-0.9";"97";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"09.11.2020 02:00";"12.2";"758.7";"762.6";"-0.1";"96";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"09.11.2020 01:00";"12.4";"758.7";"762.6";"-0.4";"95";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"09.11.2020 00:00";"12.4";"759.1";"763.0";"0.0";"95";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"6";"";"";"";"";
"08.11.2020 23:00";"12.3";"758.8";"762.7";"-0.3";"94";"Wind blowing from the east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"08.11.2020 22:00";"12.0";"759.1";"763.0";"-0.1";"94";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"08.11.2020 21:00";"11.8";"759.1";"763.0";"0.0";"95";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"08.11.2020 20:00";"11.9";"759.1";"763.0";"0.3";"96";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"08.11.2020 19:00";"12.1";"759.2";"763.1";"0.5";"96";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"08.11.2020 18:00";"12.4";"759.1";"763.0";"0.4";"96";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"13.0";"";"";"";"";"";"";"11.8";"No precipitation";"12";"";"";"";"";
"08.11.2020 17:00";"12.8";"758.8";"762.7";"-0.1";"96";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
