# Weather station Hereford, UK, WMO_ID=3522,selection from 03.02.2020 till 20.11.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=3522&lang=en
#
"Local time in Hereford";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.11.2020 23:00";"10.8";"742.0";"748.8";"0.0";"85";"Wind blowing from the south-southwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"17.0";"8.3";"";"";"";"";"";"";
"14.11.2020 22:00";"10.8";"742.1";"748.9";"0.1";"83";"Wind blowing from the south";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"8.0";"";"";"";"";"";"";
"14.11.2020 21:00";"11.1";"742.0";"748.8";"0.5";"83";"Wind blowing from the south-southwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"8.3";"";"";"";"";"";"";
"14.11.2020 20:00";"11.2";"742.0";"748.7";"0.9";"80";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"17.0";"7.9";"";"";"";"";"";"";
"14.11.2020 19:00";"11.7";"742.0";"748.8";"1.5";"76";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"7.6";"";"";"";"";"";"";
"14.11.2020 18:00";"11.7";"741.5";"748.3";"0.1";"81";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"14.5";"";"";"2500 or more, or no clouds.";"";"";"17.0";"8.6";"6.0";"12";"";"";"";"";
"14.11.2020 17:00";"12.8";"741.1";"747.8";"-1.3";"89";"Wind blowing from the south-southwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"11.0";"";"";"";"";"";"";
"14.11.2020 16:00";"13.5";"740.5";"747.3";"-3.0";"93";"Wind blowing from the south-southeast";"5";"11";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"4.6";"12.3";"";"";"";"";"";"";
"14.11.2020 15:00";"14.4";"741.4";"748.2";"-2.9";"86";"Wind blowing from the south";"4";"9";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"22.0";"12.1";"";"";"";"";"";"";
"14.11.2020 14:00";"13.9";"742.4";"749.2";"-2.5";"89";"Wind blowing from the south";"5";"12";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"12.1";"";"";"";"";"";"";
"14.11.2020 13:00";"14.2";"743.5";"750.2";"-2.0";"88";"Wind blowing from the south";"3";"10";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"28.0";"12.3";"";"";"";"";"";"";
"14.11.2020 12:00";"13.8";"744.3";"751.0";"-1.4";"92";"Wind blowing from the south";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"200-300";"";"";"24.0";"12.5";"0.8";"6";"";"";"";"";
"14.11.2020 11:00";"13.3";"744.9";"751.6";"-1.6";"94";"Wind blowing from the south-southeast";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"200-300";"";"";"19.0";"12.4";"";"";"";"";"";"";
"14.11.2020 10:00";"13.1";"745.5";"752.2";"-1.6";"97";"Wind blowing from the south";"2";"";"";"";"Drizzle, not freezing, slight. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"12.6";"";"";"";"";"";"";
"14.11.2020 09:00";"12.1";"745.7";"752.5";"-1.9";"99";"Wind blowing from the south";"2";"";"";"";"Rain, not freezing, slight. ";"";"";"";"";"";"";"100-200";"";"";"11.0";"12.0";"";"";"";"";"";"";
"14.11.2020 08:00";"9.8";"746.5";"753.4";"-1.8";"98";"Wind blowing from the north-east";"1";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"100-200";"";"";"2.2";"9.5";"";"";"";"";"";"";
"14.11.2020 07:00";"9.0";"747.1";"753.9";"-1.9";"97";"Wind blowing from the north-northeast";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"100-200";"";"";"10.0";"8.5";"";"";"";"";"";"";
"14.11.2020 06:00";"8.7";"747.6";"754.5";"-2.4";"95";"Wind blowing from the east";"2";"";"";"";"Rain (not freezing). ";"";"";"7.3";"";"";"";"200-300";"";"";"8.0";"8.0";"0.2";"12";"";"";"";"";
"14.11.2020 05:00";"8.6";"748.3";"755.2";"-2.4";"95";"Wind blowing from the east-southeast";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"200-300";"";"";"10.0";"7.8";"";"";"";"";"";"";
"14.11.2020 04:00";"8.5";"749.0";"755.9";"-2.3";"94";"Wind blowing from the east-southeast";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"200-300";"";"";"15.0";"7.5";"";"";"";"";"";"";
"14.11.2020 03:00";"8.9";"750.0";"756.9";"-1.9";"86";"Wind blowing from the south-east";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"19.0";"6.7";"";"";"";"";"";"";
"14.11.2020 02:00";"9.2";"750.7";"757.6";"-1.5";"85";"Wind blowing from the south-southeast";"3";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"17.0";"6.7";"";"";"";"";"";"";
"14.11.2020 01:00";"9.2";"751.3";"758.2";"-1.1";"85";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"21.0";"6.8";"";"";"";"";"";"";
"14.11.2020 00:00";"10.6";"741.3";"748.0";"-11.0";"84";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"17.0";"8.0";"Trace of precipitation";"6";"";"";"";"";
"13.11.2020 23:00";"8.7";"752.2";"759.1";"-0.1";"88";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"15.0";"6.8";"";"";"";"";"";"";
"13.11.2020 22:00";"8.9";"752.4";"759.4";"0.1";"88";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"7.0";"";"";"";"";"";"";
"13.11.2020 21:00";"8.7";"752.3";"759.3";"0.3";"90";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"20.0";"7.1";"";"";"";"";"";"";
"13.11.2020 20:00";"7.7";"752.3";"759.3";"0.4";"90";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"19.0";"6.1";"";"";"";"";"";"";
"13.11.2020 19:00";"7.9";"752.3";"759.3";"0.7";"87";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"19.0";"5.9";"";"";"";"";"";"";
"13.11.2020 18:00";"8.0";"752.0";"759.0";"0.7";"84";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"12.3";"";"";"2500 or more, or no clouds.";"";"";"19.0";"5.5";"Trace of precipitation";"12";"";"";"";"";
"13.11.2020 17:00";"8.6";"751.9";"758.8";"0.6";"78";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"5.0";"";"";"";"";"";"";
"13.11.2020 16:00";"10.1";"751.6";"758.5";"0.3";"69";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"4.6";"";"";"";"";"";"";
"13.11.2020 15:00";"10.5";"751.3";"758.2";"0.0";"67";"Wind blowing from the west-southwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"25.0";"4.5";"";"";"";"";"";"";
"13.11.2020 14:00";"10.3";"751.3";"758.2";"0.5";"75";"Wind blowing from the west-southwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"6.1";"";"";"";"";"";"";
"13.11.2020 13:00";"10.7";"751.3";"758.2";"1.0";"70";"Wind blowing from the west-southwest";"5";"11";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"8.0";"5.3";"";"";"";"";"";"";
"13.11.2020 12:00";"11.7";"751.3";"758.1";"1.3";"64";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"5.1";"Trace of precipitation";"6";"";"";"";"";
"13.11.2020 11:00";"11.4";"750.8";"757.6";"1.0";"65";"Wind blowing from the west-southwest";"5";"10";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"22.0";"5.0";"";"";"";"";"";"";
"13.11.2020 10:00";"10.0";"750.3";"757.2";"1.5";"80";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"24.0";"6.7";"";"";"";"";"";"";
"13.11.2020 09:00";"8.5";"750.0";"757.0";"1.6";"81";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"5.4";"";"";"";"";"";"";
"13.11.2020 08:00";"6.6";"749.8";"756.8";"2.9";"85";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"29.0";"4.2";"";"";"";"";"";"";
"13.11.2020 07:00";"7.4";"748.8";"755.8";"1.2";"88";"Wind blowing from the west-southwest";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"5.6";"";"";"";"";"";"";
"13.11.2020 06:00";"8.8";"748.4";"755.3";"0.4";"89";"Wind blowing from the west";"6";"";"13";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"8.8";"";"";"";"300-600";"";"";"20.0";"7.1";"1.0";"12";"";"";"";"";
"13.11.2020 05:00";"11.1";"746.9";"753.7";"-2.0";"89";"Wind blowing from the south-southeast";"3";"8";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"21.0";"9.3";"";"";"";"";"";"";
"13.11.2020 04:00";"11.2";"747.6";"754.4";"-1.9";"89";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"24.0";"9.4";"";"";"";"";"";"";
"13.11.2020 03:00";"10.9";"748.0";"754.9";"-2.1";"91";"Wind blowing from the south";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"300-600";"";"";"20.0";"9.4";"";"";"";"";"";"";
"13.11.2020 02:00";"10.9";"748.9";"755.8";"-1.7";"90";"Wind blowing from the south";"2";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"9.3";"";"";"";"";"";"";
"13.11.2020 01:00";"10.7";"749.5";"756.4";"-1.5";"90";"Wind blowing from the south";"2";"";"";"";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"300-600";"";"";"19.0";"9.1";"";"";"";"";"";"";
"13.11.2020 00:00";"8.7";"751.9";"758.8";"0.6";"89";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"6.9";"No precipitation";"6";"";"";"";"";
"12.11.2020 23:00";"11.1";"750.6";"757.5";"-1.2";"85";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"8.6";"";"";"";"";"";"";
"12.11.2020 22:00";"11.0";"751.0";"757.9";"-1.1";"84";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"18.0";"8.4";"";"";"";"";"";"";
"12.11.2020 21:00";"11.0";"751.3";"758.2";"-1.2";"82";"Wind blowing from the south";"2";"7";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"21.0";"8.1";"";"";"";"";"";"";
"12.11.2020 20:00";"10.9";"751.8";"758.7";"-0.7";"83";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"20.0";"8.1";"";"";"";"";"";"";
"12.11.2020 19:00";"10.9";"752.1";"759.0";"-0.4";"82";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"26.0";"7.9";"";"";"";"";"";"";
"12.11.2020 18:00";"10.9";"752.5";"759.4";"-0.3";"83";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"13.2";"";"";"600-1000";"";"";"21.0";"8.1";"Trace of precipitation";"12";"";"";"";"";
"12.11.2020 17:00";"10.9";"752.5";"759.4";"-0.5";"81";"Wind blowing from the south-southwest";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"7.7";"";"";"";"";"";"";
"12.11.2020 16:00";"11.2";"752.5";"759.4";"-0.8";"78";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"27.0";"7.4";"";"";"";"";"";"";
"12.11.2020 15:00";"11.5";"752.8";"759.6";"-0.7";"76";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"7.4";"";"";"";"";"";"";
"12.11.2020 14:00";"11.6";"753.0";"759.9";"-0.7";"75";"Wind blowing from the south-southwest";"3";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"7.2";"";"";"";"";"";"";
"12.11.2020 13:00";"10.9";"753.3";"760.2";"-0.1";"83";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"21.0";"8.1";"";"";"";"";"";"";
"12.11.2020 12:00";"11.6";"753.5";"760.4";"0.1";"74";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"23.0";"7.1";"No precipitation";"6";"";"";"";"";
"12.11.2020 11:00";"11.2";"753.7";"760.6";"0.9";"78";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"28.0";"7.5";"";"";"";"";"";"";
"12.11.2020 10:00";"11.3";"753.4";"760.3";"1.4";"71";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"6.1";"";"";"";"";"";"";
"12.11.2020 09:00";"10.0";"753.4";"760.3";"2.3";"79";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"6.5";"";"";"";"";"";"";
"12.11.2020 08:00";"6.3";"752.8";"759.9";"2.4";"90";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"27.0";"4.8";"";"";"";"";"";"";
"12.11.2020 07:00";"7.7";"752.0";"759.0";"2.9";"80";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"28.0";"4.4";"";"";"";"";"";"";
"12.11.2020 06:00";"8.5";"751.1";"758.1";"2.5";"79";"Wind blowing from the west";"4";"9";"";"";" ";"";"";"7.6";"";"";"";"1000-1500";"";"";"28.0";"5.1";"4.0";"12";"";"";"";"";
"12.11.2020 05:00";"9.6";"750.4";"757.3";"2.2";"79";"Wind blowing from the west-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"6.1";"";"";"";"";"";"";
"12.11.2020 04:00";"9.8";"749.1";"756.0";"1.2";"85";"Wind blowing from the west-southwest";"4";"";"";"";"Drizzle and rain, slight. ";"";"";"";"";"";"";"600-1000";"";"";"29.0";"7.3";"";"";"";"";"";"";
"12.11.2020 03:00";"8.5";"748.6";"755.5";"1.2";"90";"Wind blowing from the south-west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"6.9";"";"";"";"";"";"";
"12.11.2020 02:00";"8.5";"748.2";"755.1";"1.4";"87";"Wind blowing from the west";"2";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"30.0";"6.4";"";"";"";"";"";"";
"12.11.2020 01:00";"9.7";"747.9";"754.8";"1.7";"86";"Wind blowing from the west-southwest";"2";"";"";"";"Rain shower(s) or intermittent rain, moderate. ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"7.4";"";"";"";"";"";"";
"12.11.2020 00:00";"8.8";"747.4";"754.3";"2.5";"84";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"6.2";"4.0";"6";"";"";"";"";
"11.11.2020 23:00";"10.1";"746.8";"753.7";"1.2";"79";"Wind blowing from the west-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"6.5";"";"";"";"";"";"";
"11.11.2020 22:00";"10.7";"746.2";"753.1";"-0.6";"82";"Wind blowing from the west-southwest";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"35.0";"7.8";"";"";"";"";"";"";
"11.11.2020 21:00";"12.0";"744.9";"751.7";"-2.8";"95";"Wind blowing from the south-southeast";"6";"11";"14";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"15.0";"11.2";"";"";"";"";"";"";
"11.11.2020 20:00";"12.0";"745.6";"752.4";"-3.3";"93";"Wind blowing from the south-east";"5";"10";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"4.2";"10.9";"";"";"";"";"";"";
"11.11.2020 19:00";"12.1";"746.8";"753.7";"-3.5";"92";"Wind blowing from the south-east";"5";"10";"";"";"Rain, not freezing, moderate. ";"";"";"";"";"";"";"300-600";"";"";"5.0";"10.8";"";"";"";"";"";"";
"11.11.2020 18:00";"12.7";"747.7";"754.6";"-3.4";"85";"Wind blowing from the south-east";"5";"";"";"";"Drizzle and rain, slight. ";"";"";"";"13.3";"";"";"300-600";"";"";"21.0";"10.3";"Trace of precipitation";"12";"";"";"";"";
"11.11.2020 17:00";"12.2";"748.9";"755.7";"-3.1";"88";"Wind blowing from the south-east";"4";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"22.0";"10.2";"";"";"";"";"";"";
"11.11.2020 16:00";"12.3";"750.3";"757.1";"-2.6";"86";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"1500-2000";"";"";"18.0";"10.0";"";"";"";"";"";"";
"11.11.2020 15:00";"12.9";"751.1";"757.9";"-2.6";"80";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"9.5";"";"";"";"";"";"";
"11.11.2020 14:00";"13.2";"752.0";"758.8";"-2.4";"80";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"24.0";"9.7";"";"";"";"";"";"";
"11.11.2020 13:00";"13.0";"752.9";"759.7";"-2.0";"79";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"9.5";"";"";"";"";"";"";
"11.11.2020 12:00";"13.1";"753.7";"760.6";"-2.0";"81";"Wind blowing from the south";"4";"10";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"25.0";"9.9";"No precipitation";"6";"";"";"";"";
"11.11.2020 11:00";"12.6";"754.4";"761.3";"-1.8";"88";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"22.0";"10.6";"";"";"";"";"";"";
"11.11.2020 10:00";"12.0";"754.9";"761.8";"-1.8";"88";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"24.0";"10.1";"";"";"";"";"";"";
"11.11.2020 09:00";"11.1";"755.7";"762.7";"-1.3";"90";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"20.0";"9.5";"";"";"";"";"";"";
"11.11.2020 08:00";"10.8";"756.2";"763.2";"-1.5";"89";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"29.0";"9.0";"";"";"";"";"";"";
"11.11.2020 07:00";"10.5";"756.7";"763.6";"-1.5";"90";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"26.0";"8.9";"";"";"";"";"";"";
"11.11.2020 06:00";"10.3";"757.0";"764.0";"-1.6";"91";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"7.9";"";"";"";"1000-1500";"";"";"25.0";"8.8";"No precipitation";"12";"";"";"";"";
"11.11.2020 05:00";"10.0";"757.7";"764.7";"-1.4";"91";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"24.0";"8.6";"";"";"";"";"";"";
"11.11.2020 04:00";"9.9";"758.2";"765.1";"-1.5";"94";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"19.0";"9.0";"";"";"";"";"";"";
"11.11.2020 03:00";"9.4";"758.6";"765.6";"-1.3";"94";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"15.0";"8.5";"";"";"";"";"";"";
"11.11.2020 02:00";"10.0";"759.1";"766.1";"-1.2";"94";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"19.0";"9.1";"";"";"";"";"";"";
"11.11.2020 01:00";"9.5";"759.7";"766.7";"-0.4";"95";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"18.0";"8.8";"";"";"";"";"";"";
"11.11.2020 00:00";"9.2";"759.9";"766.9";"-0.5";"96";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"600-1000";"";"";"10.0";"8.6";"No precipitation";"6";"";"";"";"";
"10.11.2020 23:00";"8.7";"760.3";"767.3";"0.0";"95";"Wind blowing from the south";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"7.0";"8.0";"";"";"";"";"";"";
"10.11.2020 22:00";"9.9";"760.1";"767.1";"-0.4";"95";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"9.1";"";"";"";"";"";"";
"10.11.2020 21:00";"9.3";"760.4";"767.5";"0.0";"97";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"18.0";"8.8";"";"";"";"";"";"";
"10.11.2020 20:00";"9.5";"760.3";"767.3";"-0.1";"97";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"21.0";"9.0";"";"";"";"";"";"";
"10.11.2020 19:00";"8.5";"760.5";"767.5";"0.3";"92";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"18.0";"7.2";"";"";"";"";"";"";
"10.11.2020 18:00";"9.7";"760.4";"767.5";"0.4";"92";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"15.2";"";"";"1000-1500";"";"";"28.0";"8.5";"0.2";"12";"";"";"";"";
"10.11.2020 17:00";"10.7";"760.4";"767.4";"0.4";"89";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"30.0";"9.0";"";"";"";"";"";"";
"10.11.2020 16:00";"11.4";"760.2";"767.2";"0.1";"86";"Wind blowing from the south";"1";"";"";"";"Rain (not freezing). ";"";"";"";"";"";"";"1000-1500";"";"";"29.0";"9.2";"";"";"";"";"";"";
"10.11.2020 15:00";"12.5";"760.0";"766.9";"-0.2";"83";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"25.0";"9.7";"";"";"";"";"";"";
"10.11.2020 14:00";"13.0";"760.0";"766.9";"0.0";"82";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"15.0";"9.9";"";"";"";"";"";"";
"10.11.2020 13:00";"14.5";"760.1";"766.9";"0.1";"78";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"26.0";"10.6";"";"";"";"";"";"";
"10.11.2020 12:00";"12.9";"760.2";"767.1";"0.4";"87";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"1000-1500";"";"";"22.0";"10.7";"No precipitation";"6";"";"";"";"";
"10.11.2020 11:00";"14.7";"760.0";"766.9";"0.7";"77";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"22.0";"10.6";"";"";"";"";"";"";
"10.11.2020 10:00";"13.2";"760.0";"766.9";"1.2";"95";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"600-1000";"";"";"20.0";"12.4";"";"";"";"";"";"";
"10.11.2020 09:00";"10.4";"759.8";"766.8";"1.3";"99";"Wind blowing from the west";"1";"";"";"";"Fog ";"";"";"";"";"";"";"600-1000";"";"";"11.0";"10.3";"";"";"";"";"";"";
"10.11.2020 08:00";"9.3";"759.3";"766.3";"1.1";"98";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"3.9";"9.0";"";"";"";"";"";"";
"10.11.2020 07:00";"9.3";"758.8";"765.8";"0.8";"97";"Wind blowing from the north-northwest";"1";"";"";"";"Fog ";"";"";"";"";"";"";"600-1000";"";"";"2.6";"8.9";"";"";"";"";"";"";
"10.11.2020 06:00";"10.7";"758.5";"765.4";"0.6";"98";"Wind blowing from the east-northeast";"1";"";"";"";"Mist. ";"";"";"10.0";"";"";"";"300-600";"";"";"8.0";"10.4";"0.4";"12";"";"";"";"";
"10.11.2020 05:00";"11.1";"758.2";"765.2";"0.3";"97";"Wind blowing from the east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"10.7";"";"";"";"";"";"";
"10.11.2020 04:00";"10.8";"758.0";"765.0";"0.2";"97";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"11.0";"10.4";"";"";"";"";"";"";
"10.11.2020 03:00";"11.1";"757.9";"764.8";"0.2";"97";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"10.6";"";"";"";"";"";"";
"10.11.2020 02:00";"10.5";"757.9";"764.8";"0.3";"97";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"11.0";"10.0";"";"";"";"";"";"";
"10.11.2020 01:00";"11.2";"757.8";"764.8";"0.4";"96";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"13.0";"10.5";"";"";"";"";"";"";
"10.11.2020 00:00";"11.7";"757.7";"764.7";"0.4";"96";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"11.1";"0.4";"6";"";"";"";"";
"09.11.2020 23:00";"11.1";"757.6";"764.5";"0.6";"96";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"2000-2500";"";"";"11.0";"10.4";"";"";"";"";"";"";
